NUM, PINYIN, EXPECTED
58,gam2gaai2lo1,咁解囉
59,hai6aa3zou6zou6jan4mou3mat1so2wai6gaa3,係呀做做人無乜所謂架
60,zung2zi1jau5jau5jau5di1lou5jau5di1lou5pang4jau5aa3king1haa3gai2aa3gam2zau6ngo5ngo5zau6gok3dak1hai6hou2hoi1sam1gaa3,總之有有有啲老有啲老朋友傾下計啊咁就我我我就覺得係好開心架
61,di1di1syun1aa3zai2aa3zai2neoi2go3go3aa3gung1zok3hou2aa3fu1cai1wo4seon6aa3gam2joeng2ngo5ngo5zau6hou2on1lok3gaa3laa3,啲啲孫呀仔呀仔女個個啊工作好呀夫妻和順啊咁樣我我就好安樂架喇
62,so2ji3ji4gaa1ngo5hou2hoi1sam1aa3ngo5di1ngo5di1zai2neoi2neoi5sai3go3go3dou1hou2sek3ngo5,所以而家我好開心啊我啲我啲仔女女婿個個都好鍚我
63,go2di1syun1zai2jau6hou2gwaai1gam2so2ji3ngo5dou1mou5mat1wai4ham6aa3,嗰啲孫仔又好乖咁所以我都無乜遺憾啊
64,hoeng1haa2hai2hoeng1haa2zyu6go2di1ngo5dei6zyu6dou1m4hai6hou2daai6gaa3zaa3,鄉下喺鄉下住嗰啲我地住都唔係好大㗎咋
65,sap6saam1sap6saam1haang1,十三十三坑
66,zik1hai6jau5di1naa4sap6jat1haang1jau5sap6saam1jau6jau5sap6m5jau6jau5sap6cat1jau6jau5gam2joeng2,即係有啲嗱十一坑有十三又有十五又有十七又有咁樣
67,so2ji3ngo5dei6go2gaan1zou2nguk1ne1zau6zik1hai6ngo5ngo5dei6go2go3baak3fu6zyu6zo2laa3m4hai6ngo5dei6zyu6gaa3laa3,所以我地嗰間祖屋呢就即係我我地嗰個伯父住咗喇唔係我地住架喇
68,gam2lo1,咁囉
69,hai6laa3hai6laa3jat1lou6jat1lou6jan1wai6di1siu2pang4jau5ceot1saai3lei4hoeng1gong2wan2sik6gam2so2ji3lau1mei1ngo5dei6mai6san1cing2lok6lei4hoeng1gong2lo1ngo5ngo5tung4ngo5aa3maa1loeng5go3san1cing2lok6lei4hoeng1gong2,係喇係喇一路一路因為啲小朋友出嗮黎香港搵食咁所以留尾我地咪申請落黎香港囉我同我阿媽兩個申請落黎香港
70,gam2zau6lok6zo2lei4zau6jat1lou6dou1mou5faan1hoeng1haa2laa3,咁就落咗黎就一路都無返鄉下喇
71,zik1hai6dou1siu2faan1heoi3laa3gam2mai6dou3zik6dou3ji4gaa1lo1,即係都少返去喇咁咪都直到而家囉
72,ji4gaa1zau6gang3gaa1tim1laa1di1nguk1dou1sung3maai4bei2jan4laa3faan1heoi3mou5deng6zyu6aa3hai6mai6aa3,而家就更加添啦啲屋都送埋俾人喇返去無定住喇係咪呀
73,gam2daan6hai6jau5di1nin4gei2daai6ge3go2di1tung4cyun1hing1dai6zi2mui6aa3go2di1jau5di1jau5di1dou1hou2do1dou1m4hai2dou6laa3,咁但係有啲年紀大嘅嗰啲同村兄弟姊妹嗰啲有啲有啲都好多都唔喺度喇
74,gam2so2ji3ngo5dei6ji4gaa1zi6gei2dou1lou5laa1maa3nin4gei2daai6laa3gam2so2ji3zau6sam6siu2faan1heoi3hoeng1haa2,咁所以我地而家自己都老啦嘛年紀大喇咁所以就甚少返去鄉下
75,hai2hoeng1gong2lo1,喺香港囉
76,ngo5ngo5lei4hoeng1gong2mai6gan1zyu6go6zai2sin1lo1,我我黎香港咪跟跟住個仔先囉
77,gan1gan1zyu6go3zai2gam2zau6lau1mei1go2go3zai2ne1gam2keoi5keoi5jau6maai6jyu2gaa1maa3daan6hai6ngo5ngo5lau1mei1go2zan6si2lok6lai4hoeng1gong2gam2ngo5dou1heoi3go2di1gung1cong2go2dou6zou6haa2je2gaa3,跟跟住個仔咁咪尾個仔呢佢又賣魚架嘛但係咁我尾嗰陣時落黎香港咁我都去嗰啲工廠嗰度做下野架
78,ngo5ngo5jau6ce1gwo3saau2mat6,我又車過手襪
79,jau6jau6heoi3zou6gwo3hou2do1je2gan1gan1zyu6ce1sau2mat6aa3zou6go3di1daa2zaap6gung1aa3go3di1dou1jau5zou6gaa3,又去做過好多野跟住車手襪啊做嗰啲打雜工啊都有做架
80,ngo5dei6dou1heoi3zou6gaa3jat1lou6jat1lou6gam2zou6je2gam2zau6laai3zyu6di1sai3man1zai2daai6lo3,我地都去做架一路一路咁做野咁咪賴住啲細蚊仔大囉
81,gam2joeng2lo1gam2zau6lau1mei1di1siu2pang4jau5go3go3dou1duk6jyun4syu1aa3gam2keoi5dei6jau6ceot1san1heoi3zou6je2laa3gam2mai6m4sai2ngo5dei6loeng5lou2zou6je2lo1,咁樣囉咁咪尾啲小朋友個個都讀完書呀咁佢地又出身去做野啦咁咪唔洗我地兩老做野囉
82,gam2lo1gam2ngo5dei6mai6jat1lou6dou3ji4gaa1gam2ngo5ngo5ho2hoi1sam1aa3,咁囉咁我地咪一路到而家咁我好開心啊
83,zan1hai6ngo5hou2sam1mun2ji3zuk1gaa3laa3,真係我好心滿意足架啦
84,zan1hai6gaa3,真係架
85,zou6jan4jau6jiu3sam1zuk1zeoi3gan2jiu3,做人又要心足最緊要
86,zau6jiu3hoi1hoi1sam1sam1tung4di1siu2pang4jau5king1gai2dou1jiu3hoi1hoi1sam1sam1,又要開開心心同啲小朋友傾計都要開開心心
87,dang2keoi5dei6jau6hoi1sam1ngo5jau6hoi1sam1,等佢地又開心我又開心
88,hai6mai6aa3so2ji3ngo5mai6waa6ngo5di1ngo5di1syun1zai2tung4ngo5dou1ngo5ngo5dou1mou2so2wai6gaa3hou2ci3sai3man1zai2gam2jat1joeng6,係咪呀所以我咪話我啲孫仔同我都我都冇所謂架好似細蚊仔咁樣一樣
89,hai6mai6aa1zung2zi1ngaam1king1zau6dak1gaa3laa3zeoi3gan2jiu3ngaam1king1,係咪呀總之啱傾就得架啦最緊要啱傾
90,ngo5ngo5ji4gaa1hai2,我而家係
91,haa6haa6,吓吓
92,haa6ze1hai6jat1cang4jat1cang4lau2jat1cang4laa1ngo5dei6zau6jat1jat1gau2sap6,吓即係一層一層樓一層啦我地就一一九十
93,zi6zi6zi6gei1zyu6zyu6jat1cang4lo1,係囉自己住一層囉
94,gam2zau6jat1lou6zyu6dou3ji4gaa1gaa3laa3,咁就一路住到而家架啦
95,ze1hai6jau4maa4dei2go2dou6caak3zo2bun1soeng2heoi3zau6zyu6dou3ji4gaa1laa3,即係油麻地嗰度拆咗搬上去就住到而家啦
96,zyu6zo2gei2jaa6nin4laa3,住咗幾廿年啦
97,ngaam1ngaam1lok6dou3lei4go2zan6si4san1fu2gaa3,啱啱落到黎嗰陣時辛苦架
98,gam2mai6jan1wai6ngo5go3daai6zai2keoi5hai6maai6jyu2gaa1maa3,咁咪因為我個大仔佢係賣魚架嘛
99,gam2keoi5hai6zau2gwai2saang1ji3wo3seoi1jin4keoi5hai6zik1hai6dou1hai6giu3zou6saang1ji3laa1daan6hai6keoi5m4hai6jau5go3jyu4dong3hai6dou6gaa3,咁佢係走鬼生意喎雖然佢係都係叫做生意啦但係佢唔係有個魚檔係度架
100,baai2hai2gaai1bin1maai6ge2gam2mai6jau3caai1jan4lei4laai1gaa1maa3,擺係街邊賣嘅咁咪有差人黎拉咁
101,gam2so2ji3ngo5dei6go2zan6si2lok6dou3heoi3hoeng1gong2heoi3keoi5go2dou6ngo5hou2geng1gaa3,咁所以我地嗰陣時落到香港去佢嗰度我好驚架
102,cau1di1jyu2cau1tong2jyu2gwo3heoi3lok6heoi3bei2keoi5heoi3maai6ne1gam2,抽啲魚抽桶魚過去落去俾佢賣呢咁
103,waa3jat1gin3dou2di1caai1lou2aa4ngo5zau6go2tung2jyu2m4gei3dak1diu6zo2heoi3bin1dou6gaa3laa3,嘩一見到啲差佬啊我就嗰桶魚唔記得掉做去邊度架啦
104,ngo5geng1keoi5laai1zo2ngo5heoi3aa3,好驚佢拉咗我去啊
105,keoi5keoi5hai6wui3laai1gaa1maa3,佢係會拉架嘛
106,gam2so2ji3ji1joeng6je2ne1ngo5ngo5ze1hai6go2go3nou3aa3zeoi3gei3dak1ji1di1go2zan6si2ngo5sai3go3aa1maa3,咁所以依樣野呢即係嗰個腦啊最記得呢啲嗰陣時我細個吖嗎
107,gam2ngo5hai2hoeng1haa2lok6lei4go2si2daai6joek3dou1hai6sap6seoi3dou2gaa3zi1maa3,咁我係鄉下落黎嗰陣時大約都係十歲之嘛
108,m4m4hai6hou2daai6gaa3zaa3,唔係好大架咋
109,bat1gwo3ze1hai6keoi5dei3waa6jiu3bong1sau2lo2di1jyu2lok6heoi3aa3bei2aa3aa3go1maai6aa3gam2,不過即係佢地話要幫手攞啲魚落去啊俾阿哥賣啊咁
110,ngo5hai2keoi5go2dou6zyu6ngo5gang2hai6jiu3bong1sau2zou6haa2je5laa1jau6hai2dou6sik6faan6,我係佢嗰度住我緊係要幫手做下野啦又係度食飯係咪呀
111,gam2zau6lau1mei1hou2hou2ci4gam2ngo5heoi3heoi3gung1cong2zou6je5gam2m4sai2bong1keoi5laa3ngo5zi6gei2wan2dou2wan2dou2cin2,咁就尾好遲咁我去去工廠做野咁唔唔洗幫佢啦我自己揾到揾到錢
112,zaan6dou2cin2sik6ngo5zau6tung4aa3maa1zyu6laa3aa3maa1zau6dang2ngo5git3zo2fan1,賺到錢食我就同阿媽住啦阿媽就等我結咗婚
113,gam2mai6jau5jau5lei5baa4baa1go2zan6,咁咪有你爸爸嗰陣
114,gam2so2ji3aa3po4po2ne1zau6gan1zyu6ngo5,咁所以阿婆婆呢就跟住我
115,ngo5ngo5gam2ngo5mai6maai2zo2ji4gaa1go2dou6lo1,我我咁我咪買咗而家嗰度囉
116,ze1hai6gung1gung1haa2gam2joeng2lo1,即係供供下咁樣囉
117,gam2mai6jat1lou6zyu6dou3ji4gaa1lo1,咁咪一路住到而家囉
118,so2ji3ngo5ngo5dou1waa6laa3ngo5ngo5ngo5hou2hoi1gaa3,所以我我都話啦我我我好開心架
119,ze1hai6zi6gei2zi1zuk1zi6gei1jau5go3dau3hau2,即係自己知足自己有個竇口
120,gam2joeng2di1sai3man1zai2ceot1jap6jau5dei6fong1,咁樣啲細蚊仔出入有地方
121,gam2zung2zi1keoi5dei6daai6go3go3go3duk6syu1laa3laa4zik1hai6hou2ci5lei5baa4baa1gam2,咁總之佢地大個個個讀書啦即係好似你爸爸咁
122,keoi5hou2sam1gei1keoi5ngaam1ngaam1sik1bong1go3gaau3sau6zou6je5go3gaau3sau6m4sau1keoi5cin2m4sau1keoi5hok6fai3,佢好心機佢啱啱識幫個教授做野個教授唔收佢錢唔收佢學費
123,gam2ngo5mai6jau6haan1zo2di1hok6fai3lo3duk6daai6hok6go2zan6,咁我咪又慳咗啲學費囉讀大學嗰陣
124,lei4lei4keoi5heoi3zo2gaa1laa4daai6go5bin1,黎黎佢去咗加拿大嗰邊
125,gam2di1jan4mai6waa6ni1lei5gam2lei5dou1se2dak1sung3heoi3aa3se2dak1dang2keoi5ceot1heoi3tai2haa5sai3min3dim2gaai2m4se5dak1ze1jau4kei4si6hai6naam4zai2tim1aa3,咁啲人咪話呢你咁你都捨得送去啊捨得等佢出去睇下世面點解唔捨得姐尤其是男仔添呀
126,hai6mai6gam2so2ji3ngo5waa6ngo5se5dak1aa3,係咪咁所以我話我捨得架
127,gam2keoi5dei6waa6aa1lei5zan1hai6hou2gaa3la3gam2,咁佢地話啊你真係好架啦咁
128,ze1hai6jau5zan6si2di1je5zou6fu6mou5ne1jiu3tai5haa2di1sai3man1zai2keoi5ge3cin4tou4dim2joeng2haang4,即係有陣時啲野做父母呢要睇下啲細蚊仔佢嘅前途點樣行
129,gam2lei2zau6jiu3bong1sau2fu4haa2keoi5,咁你就要幫手扶下佢
130,waa6bei2keoi5teng1mat1lei5laa4lei5heoi3duk6syu1lei5bei2di1sam1gei1,話俾佢聽嗱你去讀書要俾啲心機
131,keoi5waa6dak1gaa3laa3aa3maa1gam2so2ji3lei5baa4baa1zan1hai6hou2hou2sam1gei1heoi3duk6syu1aa3,佢話得架啦媽咁所以你爸爸真係好好心機讀書
132,ngo5mai6waa6lo1keoi5keoi5ngo5waa6lei5lei5hai6go3dou6keoi5waa6bei2ngo5teng1aa3maa1lei5dou1m4sai2dim2joeng2gei3cin2gwo3lei4bei2ngo5dou1dak1laa3,我咪話囉佢佢我話你係嗰度佢話俾我聽阿媽你都唔洗點樣寄錢過黎俾我都得啦
133,jan1wai6ngaam1ngaam1go3gaau3sau6giu3ngo5bong1haa2keoi5sau2zou6haa2je5gam2keoi5jau6m4sau1ngo5hok6fai3gam2,因為啱啱個教授叫我幫下佢手做下野咁佢就唔收我學費啊
134,mai2m4sai2gaau3hok6fai3lo1,咪唔洗交學費囉
135,gam2mai6jau5jau5zan6si2gei3di1ling4jung6cin2bei2keoi5aa3gam2keoi5dou1jiu3sik6faan6gaa1maa3hai6mai6,咁咪有陣時記啲零用錢俾佢啊咁佢都要食飯架嘛係咪
136,gam2lau1mei1keoi5zing2zing2haa2keoi5zi6gei2jau6wan2dou2je5zou6laa1gam2jat1lou6jat1lou6gam3keoi5duk6syu1jat1lou6duk6soeng5heoi3duk6jyun4keoi5ceot1heoi3zou6je5lo1,咁尾佢整整下佢自己又揾到野做啊咁一路一路咁佢讀書一路讀上去讀完佢出去做野囉
137,gam2keoi5mai6zaan6dou2cin2lo1keoi5dou1bin3zo2keoi5dou1jau5cin2faan1lei4gei3bei2ngo5sik6laa1maa3,咁佢咪賺到錢囉佢都變咗佢都有錢返黎寄俾我食吖嘛
138,gam2so2ji3ngo5mai6waa6hei1hou2hoi1sam1gaa3laa3go3go3di1mui2jau6go3go3jau6ni1ni1go3daai6di1jau6duk6haa2go2go3jat1lou6jat1lou6gam2naa4,咁所以我咪話唉好開心架啦嗰啲妹啊個個都有呢個大啲又讀下個個一路一路咁
139,aa3sai3gu1ze1ngo5waa6aa3go1ne1zau6duk6gan2din6nou5laa3go2zan6si2,阿細姑姐我話阿哥呢就讀緊電腦啦嗰陣時
140,gam2keoi5keoi5keoi5duk6dak1gei2hou2laa3gam2keoi5zau6ceot1lei4wan2dou2sik6laa3gam2zau6dou3dou3aa3aa3aa3bin1go3laa3laa3,咁佢佢讀得幾好啦咁佢又出黎揾到食啦咁就到到阿邊個啦啦
141,ne1keoi5zau6hou2zung1ji3waak6waa2ge3,呢佢就好鍾意畫畫嘅
142,zou6zou6go2di1di1lou4zok3aa3go2di1aa3hou2lek1gaa3keoi5hai6aa3,做做嗰啲啲勞作啊嗰啲好叻架佢係呀
143,gam2jau6dou3aa3dou3aa3aa3ne1zau6zeoi3zung1ji3siu2pang4jau5so2ji3keoi5zau6hai6jau3zi3jyun2zou6laa3,咁又到啊呢就最鍾意小朋友所以佢就係幼稚園做啦
144,gam2aa3dou6aa3aa3aa3sai3gu1ze1laa3,咁就到阿阿細姑姐啦
145,sai3gu1ze1ne1gam2keoi5ngo5zau6waa6jau5saam1go3leoi2ngo5hei1mong6jau5go3leoi2ho2ji3zou6wu6si6,細姑姐呢咁佢我就話有三個女我希望有個女可以做護士
146,dim2gaai2ne1jan1wai6hei1mong6keoi5bong1haa2daai6zung3zou6haa2je5,點解呢因為希望佢幫下大眾做下野
147,gam2mou3so2wai6gaa3gam2nei5lei5jat1go3jan4ceot1dim2sam1ze1maa3,咁冇所謂架咁你你一個人出點心之嘛
148,gam2so2ji3ngo5waa6lei5lei5m4m4na4lei5zi6gei2nam2zyu6aa3lei5zou6wu6si6ngo5ze1hai6ngo5zau6soeng2gam2zou6gaa3ze1,咁所以我話你你唔唔唔嗱你自己諗住啊吓你做護士我即係我就想咁做架姐
149,gam2ngo5waa6laa4keoi5hou2geng1gaa1maa3jau5hyut3aa3hyut3aa3hyut3aa3hyut3aa3hou2geng1sei2aa3,咁我話嗱佢好驚架嘛有血啊血啊血啊好驚死
150,gam2ngo5ngo5maa3waa6bei2keoi5teng1laa1gam2ngo5waa6laa4lei5si3jung6kei4saam1go3jyut6sin1,咁咪話俾佢聽囉咁我話嗱你試用期三個月先
151,si3jung6go3saam1go3jyut6lei5jing6wai4zi6gei1ho2ji3zou6dou2ge3ne1lei5mai6zou6lo1,試用嗰三個月你認為自己可以做到架呢你咪做囉
152,ngo5ngo5m4faan2deoi3lei5zou6mat1je5je5,我唔反對你做咩野野
153,bat1gwo3ze1hai6ngo5waa6zou6wu6si6ne1fuk6si6haa2daai6zung3zou6di1hou2je5ceot1lei4,不過即係我話做護士呢服侍下大眾做啲好野出黎
154,gam2ngo5waa6lei5jau5sam1gei1nei5nei5zung1ji3zou6nei5zau6haau2haau2laa1,咁我話妳有心機你鍾意做你就考啦
155,gam2ngo5gam2gong2ne1keoi5zau6waa6hai6wo3maa1maa1dou1gei2hou2wo3,咁我咁講呢佢就話係喎媽媽都幾好喎
156,gam2keoi5gam2keoi5sat6sat6zaap6zo2saam1go3jyut6,咁佢咁佢實實習咗三個月
157,gam2ne1ngo5man6keoi5gam2waa6gam2sat6zaap6zo2saam1go3jyut6ne1ho2ji3haau2si3jap6heoi3keoi5keoi5dei6ji1jyun2gaa3laa1maa3,咁呢我問佢話咁實習咗三個月呢可以去考試入去佢地醫院架啦嘛
158,gam2keoi5jau6bei2keoi5haau2dou2aa3,咁佢又俾佢考到啊
159,gam2ngo5waa6laa4lei5haau2dou2gam2lei5heoi3m4heoi3heoi3lei5gu2hou2ji3haau2aa4,咁我話嗱你考到咁你去唔去去你估好易考呀
160,hou2naan4haau2aa3,好難考啊
161,gam2ngo5waa6lei5geng1m4geng1sin1sat6zoi6,咁我話你驚唔驚先實在
162,ngo5waa6laa4jyu4gwo2lei5geng1ne1zau6m4hou2zou6laa3,我話嗱如果你驚呢就唔好做啦
163,zau6ling4ho2hai6zou6ze1hai6zou6man4jyun4go2di1laa1,就寧可做即係做文員嗰啲啦
164,gam2go2di1ne1dou1dou1hou2ge2daan6hai6ngo5waa6jat1joeng3dou1hai6jiu3gam2dung6lou6gan1aa3lei5zou6man4jyun4jat1joeng3jiu3dung6lou6gan1,咁嗰啲呢都好嘅但係我話一樣都係要咁動腦筋你做文員一樣要動腦筋
165,ngo5waa6lei5go2di1zau6jat1joeng6jiu3dung6lou6gan1bat1gwo3ne1zau6waa6jiu3zau6deoi3hou2do1jan4,我話你嗰啲就一樣要動腦筋不過呢就話就話要對好多人
166,ngo5waa6lei5zi1dou3laa1heoi3heoi3zou6wu6si6aa3go3jau5jau5di1paa3gaa1maa3jau5di1jan4paa3hyut3ge3,我話你知道啦去去做護士啊有啲怕架嘛有啲人怕血嘅
167,geng1ngaa1maa3ngo5dou1geng1keoi5geng1gaa3,驚吖嘛我都驚佢驚架
168,gam2keoi5waa6maa1maa1dang2ngo5si3haa2sin1laa1,咁佢話媽媽等我試下先啦
169,gam2keoi5si3jyun4saam1go3jyut6ne1,咁佢試完三個月呢
170,gam2keoi5ngo5waa6man6keoi5lei5zung6geng1m4geng1,咁佢我話問佢啊你仲驚唔驚
171,m4geng1geng1mat1je5ze1,唔驚驚咩野姐
172,gam2ngo5waa6m4geng1lei5mai6haau2jiu3wan2wan2ji1jyun2lo1heoi3heoi3zou6lo1,咁我話唔驚你咪考要揾揾醫院囉去去做囉
173,gam2keoi5ji4gaa1zou6gan2go2gaan1hai6keoi5zi6gei2wan2gaa3,咁佢而家做緊嗰間係佢自己揾架
