NUM, PINYIN, EXPECTED
54,Gam2so2ji3jau5di1m4hai6taai3gin6hong1zoeng1loi4ho2nang4sap6leng4ja3nin4hau6,咁所以有啲唔係太健康將來可能十年廿年後
55,Hai6,係
56,Jau5jan1wai6ngo5hai6ji1jyun2dou6zou6gaa1maa1,有因為我喺醫院度做㗎嘛
57,Gam2mai6hou2hou2jim4gan2aa1so2jau5je5dou1daai3zyu6go3gau2sap6ng5gam2mai6faan1gong1gam2aa1ji1jyun4leoi5bin1jik6dou1hou2siu2beng6jan4,咁咪好好嚴謹啊所有嘢都戴住個咁咪返工咁啊醫院裡邊亦都好少病人
58,Gam2jik6dou1jau5gaak3lei4go3beng6fong2tung4si4jau5jan4zung3zo2saa1si2lo1,咁亦都有隔籬個病房嘅同事有人中咗沙士囉
59,Gam2aa1dou1sam1hak1ge2,咁啊都深刻嘅
60,gam2jau6m4hai6taai3caa1ge2jan1wai6kei4sat6nei5zou3hou2di1bou2wu6cou3si1kei4sat6hai6ge3,咁又唔係太差嘅因為其實你做好啲保護措施其實係嘅
61,Ze1hai6nei5nei5zou6zuk1saai3zoek6saai3bi1bi1ji1aa1daai3sai3hou2zaau3aa1sai2sau2aa1gam2kei4sat6dou1m4hai6gam3geng1ge2,即係你做足晒著晒衣啊戴晒口罩啊洗手啊咁其實都唔係咁驚嘅
62,Naa5Gam2aa1mou5,那咁啊冇
63,Ho2nang4zou6ji1jyun2laa1m4hai6dak6bit6geng1jan1wai6zi1dou3hai6mat1je5si6aa1maa1,可能做醫院啦唔係特別驚因為知道係乜嘢事啊嘛
64,Hai2jau5faan1gan2gong1hai2dou6tai2,係有返緊工喺度睇
65,ngo5gei3dak1aan3zau3sik6gan2aan3hai2ji1jyun2tai2ge3,我記得晏晝食緊晏喺醫院睇嘅
66,Gam2zung6lam2zyu6mou5si6ge3jan1wai6dong1si4go3waan4ging2keoi5dei6hou2ci5hou2hing1sung1hai2dou6king1gai2,咁仲諗住冇事嘅因為當時個環境佢哋好似好輕鬆喺度傾計
67,Daan6hai6dou3ngo5faan1dou3uk1kei2fong3zo2gung1je6maan5geoi1jin4dou1zung6hai6bong2gaa3gan2,但係到我返到屋企放咗工夜晚居然都仲係綁架緊
68,Gam2tung4maai4gok3dak1go3hei3fan1m4tung4la1jan1wai6gin3dou2keoi5dei6ji2ging1hai6gam2bok1go2di1bo1lei1coeng1gam2zau6hou2daam1sam1keoi5dei6la1,咁同埋覺得個氣氛唔同因為見到佢哋已經係㩧嗰啲玻璃窗咁就好擔心佢哋啦
69,Ze1hai6gok3dak1jing1goi1dou1hou2ngai4him2la1gam2lo1,即係覺得應該都好危險啦咁囉
70,M4sik1,唔識
71,Tyun4git3zo2aa1,團結咗啊
72,Jau6m4hai6hou2gok3la1,又唔係好覺啦
73,Kei4sat3zi2bat1gwo3daai6gaa1jau5tung4jat1go3waa6tai4ze1,其實只不過大家有同一個話題啫
74,Daan6hai6nei5waa6tyun4git3zo2jau6m4hai6hou2hou2gok3dak1lo1,但係你話團結咗又唔係好好覺得喎
75,Hai6lo1zi2bat1gwo3bat1ting4go3go3dou1hai6gong2gan2ni1go3waa6tai4lo1,係囉只不過不停個個都係講緊呢個話題囉
76,Ngo5ze1hai6ngo5ge3zoeng2daai6hoeng2gong2aa1,我即係我嘅長大香港啊
77,dim2gong2nei5jyu4gwo2kei4sat3hai6hou2jau5gei1wui3ge3,點講你如果其實係好有機會嘅
78,Zau6nei5hang2kan4lik6duk6syu1le1nei5zau6ho2ji3hoeng3soeng6heoi3heoi3wan2dou2hou2ge3gung1zok3aa1waak6ze2gam2joeng1lo1,就你肯勤力讀書咧你就可以向上去搵到好嘅工作啊或者咁樣囉
79,Tung4mai4dim2gong2sang1wut6zat1sou6dou1ge3ze1hai6ji1sik6zyu6hang4go2di1dou1dou1dou1mou5man6tai4ge3gam2,同埋點講生活質數都嘅即係衣食住行嗰啲都冇問題嘅
80,Hai6lo1,係囉
81,Tai2din6si6,睇電視
82,Dak1m4dak1gaa3,得唔得㗎
83,Tai2din6si6dim2gong2ngo5zau6zung1ji3tai2din6si6tung4fan3gaau3ga1za1wo3,睇電視點講我就鍾意睇電視同訓覺㗎啫喎
84,Hei2kek6lo1,戲劇囉
85,Ngo3go2zan6si2hou2tai2di1,哦嗰陣時好睇啲
86,Go2zan6si2di1jan4zou6hei3dou1hou2di1laa1,嗰陣時啲人做戲都好啲啦
87,Tung4maai4di1sam1jap6di1aa1ze1di1,同埋啲深入啲啊即係啲
88,faan2jing2di1hoeng1gong2ge3ge3jan4go2di1waan4ging2aa1hou2do1je5go2di1sam1lei5aa1seng4jat6go2zan6si4se2sat6di1lo1di2hei3,反映啲香港嘅嘅人嗰啲環境啊好多嘢嗰啲心理啊成日嗰陣時寫實啲囉啲戲
89,Hai6laa1ji4gaa1zau6caau1jan4dei6ge3ngo5gok3dak1,係啦依家就抄人哋嘅我覺得
90,Caau1jan4dei6hon4gwok3aa1jat6bun2aa1go2di1mou5mat1so2ji3mou5gam3hou2tai2,抄人哋韓國啊日本嗰啲冇乜所以冇咁好睇
91,Hai6ji5cin4nei5nei5zing6hai6jing3fu6dou2nei5hok6haau6bei2nei5ge3ge3ge3fo3cing4nei5ji5ging1ji6lo2dou2cing4zik1le1hou2le1ji5ging1go2tiu4lou6ji5ging1hou2haang4daan6hai6ji4gaa1m4wui3lo1,係以前你你剩係應付到你學校俾你嘅嘅課程你已經以攞到成績咧好咧已經個條路已經好行但係依家唔會囉
92,Ji4gaa1hai6nei5jiu3joeng6joeng6dou1jiu3hou2lek1lo1,依家係你要樣樣都要好叻囉
93,go3go3dou1tau1bou3lo1di1siu2pang4jau5ze1jau3zi6jyun2zau6jiu3zik1saai3ho2nang4mei6faan1hok6zau6jiu3zik1saai3zi3ji5cin4m4hai6gaa1maa1,個個都偷步囉啲小朋友即係幼稚園就要識晒可能未返學就要識晒至以前唔係㗎嘛
94,Ho2nang4mei6faan1hok6zau6ji5ging1zik1zaa1bat1se2zi6gam2joeng2,可能未返學就已經識揸筆寫字咁樣
95,keoi5dei6ji4gaa1go2go3m4jyun4cyun4m4tung4lo1hok6di1je5jau6hou2sam1laa1tung4maai4ji5cin4ngo5dei6jau5si4gaan3waan2lo1ze1ji5cin4ngo5jau5si4gaan3tai2din6si6lo1ngo5lam2ji5gaa1keoi5dei6mou5si4gaan3tai2din6si6lo1,佢哋而家嗰個完全唔同囉學啲嘢又好深囉唔係以前我哋以前有時間玩囉即係以前我有時間睇電視囉我諗依家佢哋冇時間睇電視囉
96,M4hou2,唔好
97,M4hou2taai3san1fu2laa1di1siu2pang4jau5di1gaa1zoeng2jik6dou1taai3gan2zoeng1la1,唔好太辛苦啦啲小朋友啲家長亦都太緊張啦
98,Hai6la1jan1wan6ji5cin4saang1do1di1siu2pang4jau5go3zaap6zung1lik6m4wui3zyu6ji6jat1go3ji4gaa1taai3siu2la1go3go3dou1jat1go3waak6ze2loeng5go3,係啦因為以前生多啲小朋友個集中力唔會注意喺一個而家太少啦個個都一個或者兩個
99,Go3go3dou1hei1mong6keoi5dei6hou2lek1ji4m4soeng2keoi5dei6zou6ji1di1san1fu2ge3gung1so2ji3zau6hai6gam2ung2keoi5dei6heoi3heoi3m4lei5keoi5zip3m4zip3sau6dou2dou1ung2keoi5dei6heoi3hok6hou2do1hou2do1ge3je5lo1,個個都希望佢哋好叻而唔想佢哋做呢啲辛苦嘅工所以就係咁㧬佢哋去唔理佢接唔接受到都㧬佢哋去學好多好多嘅嘢
100,m4zeon2m4zeon2ceot1gaai1gwo3je2,唔准唔准出街過夜
101,Nei5jyu4gwo2mou5san1bou3dou3hai6m4zeon2ge3,你如果冇申報到係唔准嘅
102,Jat1ding6jiu3san1bou3zo2heoi3m4ho2ji3waa6ngo5gei3dak1ni2go3hou2sam1haak1ge3hai6la1m4zeon2ge3jat1zou2gong2zo2,一定要申報咗去唔可以話我記得呢個好深刻嘅係啦唔准嘅一早講咗
103,Hai6la1waak6ze2heoi3dak1je6dou1jiu3gong2dai1tung4maai4waa6m4zeon2m4faan1lei4fan3,係啦或者去得夜都要講低同埋話唔准唔返來訓
104,Ni1ngo5gei3dak1ge3,呢個我記得嘅
105,M4zi1wo3ngo5mou5faan6gwo3,唔知喎我冇犯過
106,Zan1hai6m4zi1jan1wai6ngo5mou5faan6gwo3,真係唔知因為我冇犯過
107,Jau5,有
108,Jat1ci3laa1,一次啦一次
109,Jat1ci3jan1wai6jau5jat1fo1m4hap6gaak3lo1,一次因為有一科唔合格啦
110,Zaang1loeng2fan1ngo5hou2gei3dak1so2ji3ji5hau6dou1m4wui3m4hap6gaak3ge3ngo5,爭兩分我好記得所以以後都唔會唔合格嘅我
111,m6mau5cing4dou6jau5jung6gaa3wo3ngo5gok3dak1,唔某程度有用㗎喎我覺得
112,jan1wai6gam3sam1hak1nei5nam2haa5ngo5gam3daai6go3dou1zung6gei3dak1mat1je5si6bei2jan4daa2wo3,因為咁深刻你唸下我咁大個都仲記得乜野事俾人打喎
113,tung4maai4ngo5ji5hau6dou1m4wui5m4hap6gaak3wo3gam2nei5hai2ngo5go3gok3dou6lei4gong2ngo5gok3dak1jau5jung6ge3,哈哈同埋我以後都唔會唔合格喎咁你喺我個角度黎講我覺得有用嘅
114,bat1gwo3dong1jin4m4hou2daa2dou3zik1hai6zik1hai6zik1hai6hing1mei4siu2siu2ngo5hai6zip3sau6ge2daan6hai6nei5waa6daa2dou3soeng1saai3dong1jin4m4dak1laa1gang2hai6m4ho2ji3laa1,不過當然唔好打到即係輕微少少我可以接受既但係你話打到傷嗮當然唔得啦緊係唔可以啦
115,jau5jau5,有有
116,gam2jau6m4wui5jan1wai6bun2san1ngo5dou1sik6coi3ge3,咁又唔會因為本身我都食菜既
117,so2ji3zau6m4wui5seng4jat6tung4nei5gong2lo1daan6hai6deoi3ngo5siu2pang4jau5ngo5ging1soeng4faat3sang1lo1,所以就唔會成日同你講囉但係對我小朋友我就經常發生囉
118,ngo5seng4jat6giu3keoi5sik6lo1jan1wai6keoi5m4sik6,哈哈哈哈哈哈我成日叫佢食囉因為佢唔食
119,gok3dak1hai6m4hai6aa4hai6,覺得係唔係呀係
120,jan1wai6taai3zung3lo1kei4sat6dou1hai6fu6mou5zou6sing4gaa3wo3,因為太縱囉其實都係父母做成㗎
121,zik1hai6jan1wai6me1je5dou1ji5cin4go2di1fu6mou5hai6jau4nei5wui5heoi3dit3ge3,即係因為乜嘢都以前果啲父母係由你會去跌既
122,zik1hai6nei5wui5heoi3ming4zi1dou3nei5ho2nang4wui5zing2dou2waak6ze2hai6dou1m4wui5dak6dang1zo2zi2nei5dang2nei5heoi3si3aa3mui3jat1joeng6je5dou1dang2nei5si3zik1hai6dang2jyu4go3caa4wu2jit6nei5hai6dou1jiu3mo2giu3gik6nei5m4hou2mo2dou1mo2hai6dou1jiu3mo2mo2jyun4laat6can1nei5mai6zi1hai6jit6lo1,即係你會去明知到你可能會整到或者係都唔會特登阻止你等你去試啊每一樣野都等你試即係等如個茶壺熱你係都要摸叫極你唔好摸都要摸係都要摸摸完辣親你咪知係熱囉
123,daan6hai6ji4gaa1ge3zau6m4hai6lo1ji4gaa1hai6dim2dou1m4wui5bei5keoi5ge3me1dou1m4sai2keoi5zou6ge3ho2nang4jik6dou1jau5gung1jan4ni1joeng6je5gam2so2ji3go3fan1bit6hai6hai6lo1dou1gei2daai6ge3,但係而家既就唔係囉而家係點都唔會俾佢既咩都唔洗佢做既可能亦都有工人呢樣野咁所以個分別係係囉都幾大既
124,wui5,會
125,tung4aa3maa1gong2do1di1,唔同阿媽講多啲
126,m6jat1go3sing4gung1ge3jan4,唔一個成功既人
127,m6keoi5hok6lik6m4gou1daan6hai6keoi5hou2kan4lik6gam2zou6je5,唔佢學歷唔高但係佢好勤力咁做野
128,gan1zyu6jung2jau3keoi5ge3jau4daa2gung1jung2jau5keoi5ge3haai4pou2jau5keoi5zi6gei2ge3ban2paai4ge3haai4tung4maai4hai6jat1go3hou2zit3gim6daan6hai6jau6deoi3di1siu2pang4jau5hou2hong2koi3ge3zik1hai6hou2se2dak1hou2haan1zi6gei2daan6hai6jau6hou2se2dak1maai5je5bei2di1siu2pang4jau5,跟住擁有佢既由打工擁有佢既鞋舖有佢自己既品牌既鞋同埋係一個好節儉但係又對啲小朋友好慷慨既即係好捨得好慳自己但係又好捨得買野俾啲小朋友
129,zik1hai6wui5bei2zeoi3hou2ge3sang1wut6keoi5ge3siu2pang4jau5lo1,即係會比最好既生活佢既小朋友囉
130,so2ji3ngo5hou2mun5zuk1jau5go3gam2ge3baa4baa1,所以我好滿足有個咁既爸爸
131,maa4maa1ne1dou1hai6jat1go3hou2hou2ge3maa4maa1,媽媽呢都係一個好好既媽媽
132,wai6zo2nguk1kei2wai6zo2siu2pang4jau5dou1hai6zik1hai6jung6zeon6saai3keoi5ge3si4gaan3aa3sam1gei1aa3heoi3ziu3gu3hou2keoi5ge3nguk1kei2lo1tung4maai4hou2keoi5ge3sin1saang1aa3zik1hai6ngo5baa4baa1,為左屋企為左小朋友都係即係用盡嗮佢既時間呀心機呀去照顧好佢既屋企囉同埋好佢既先生啊即係我爸爸
133,so2ji3hai6laa3hou2hang6fuk1ge3ngo5gok3dak1,所以係喇好幸福既我覺得
134,hai6zyut6deoi3hai6jan1wai6sang1wut6seoi2ping4gou1zo2,係絕對係因為生活水平高左
135,daai6bou6fan6jik6dou1jau5siu2bou6fan6hai6zik1hai6m4cek3pan4jau5ge3daan6hai6daai6bou6fan6dou1hai6bei2gaau3hai6zung1soeng6,大部分亦都有少部分係唔赤貧有既但係大部分都係比較係中上
136,jan1wai6keoi5dei6ji3ging1jau5gaau3juk6go2go3zik1hai6keoi5dei6jau5sau6gwo3gaau3juk6aa3,因為佢地已經有教育果個即係佢地有受過教育啊
137,gam2so2ji3bin3zo2ne1hou2do1je5dou1wui5wai6go3siu2pang4jau5heoi3nam2maai4lo1,咁所以變左呢好多野都會為個小朋友去唸埋囉
138,gam2so2ji3keoi5dei6hai6hang6fuk1ge3me1du1m4sai2nam2ge3jau5fu6mou5tung4keoi5on1paai4gaa3laa3gam2lo1,咁所以佢地係幸福架咩都唔洗唸架有父母同佢安排架喇咁囉
139,m6dou1jau5ge3,唔都有既
140,gam2gam2dong1jin4hei1mong6hei2maa3dou1zung1hok6bat1jip6laa1,咁咁當然希望起碼都中學畢業啦
141,gam2jik6dou1hei1mong6zau6syun3duk6m4dak1hou2ge3dou1jau5jat1go3zik1hai6jau5jau5ho2ji3wan2dou2fan6gung1,咁亦都希望就算讀唔得好既都有一個即係有有可以揾到份工
142,gam2so2ji3zau6giu3zo2ngo5hok6gong3kam4lo1gam2zau6hei2maa3ho2ji3duk6syu1go2dou6m4hou2gam2hei2maa5gong3kam4ho2ji3zou6lou5si1gam2dou1dak1gam2lo1,咁所以就叫左我學鋼琴囉咁就起碼可以讀書果度唔好咁起碼鋼琴可以做老師咁都得咁囉
143,aa3maa1mai6soeng2ngo5zou6wu6si6lo1,阿媽咪想我做護士囉
144,gam2zau6zan1hai6zou6zo2wu6si6lo1,咁就真係做左護士囉哈哈哈哈
145,lou5jat1bui3gaa3ne1zau6hou2sik1wai6zoeng1loi4daa2syun3ge3keoi5dei6wui5hou2zit3gim6ge3,老一輩㗎呢就好識為將來打算嘅佢哋會好節儉嘅
146,keoi5dei6wui5zik1hai6wui5hei1mong6m6zi6bei2hau6doi6jau5lau4jat1di1je5bei2hau6doi6waak6ze2,佢地會即係會希望唔字俾後代留一啲嘢俾後代或者
147,daan6hai6ji4gaa1ni1jat1bui3ne1zau6mei6bit1ge3zik1hai6ho2nang4wui5hou2sau6m4dou2di1hek3hot3wun6lok6aa3waak6ze2cyu3cuk1aa3lei3coi4fong1bin6mou5keoi5dei6ji3cin4go2bui3gam3zou6dak1gam3hou2lo1,但係而家呢一輩呢就未必既即係可能會好受唔到啲吃喝玩樂啊或者儲蓄啊理財方面無佢地以前果輩咁做得咁好囉
148,ho2nang4ji5cin4keoi5dei6zan1hai6taai3zik1hai6keoi5dei6zan1hai6san1fu2mui3jat1man1mui3jat1hou4dou1hai6nou3lik6lo1daan6hai6ji4gaa1mei6bit1hai6,可能以前佢地真係太即係佢地真係辛苦每一蚊每一毫都係努力囉但係而家未必係
149,ho2nang4nei5hai6hai2caau2maai6zik1hai6maai5gu2piu3aa3waak6ze2hai6jat1di1dei6fong1dou6zaan6dou2faan1lei4gam2joeng2gam2so2ji3lei5coi4fong1bin6ngo5gok3dak1wui5jau5fan1bit6lo1,可能你係喺炒賣即係買股票啊或者係一啲地方度賺到翻黎咁樣咁所以理財方面我覺得會有分別囉
150,m6zi6ngo5ngoi3zi6jau4laa1,唔自我愛自由啦
151,seng4jat6dou1jiu3hei1mong6zi6gei2ho2ji3zaa1dou2zyu2ji3laa1daan6hai6jau5si4jau5di1je5mei6bit1hai6ngaam1daan6hai6keoi5dei6jau6jau5si4m4sik1dak1tung4di1man6jan4dei6ge3ji3gin3aa3waak6ze2,成日都要希望自己可以揸到主義啦但係有時有啲野未必係啱但係佢地又有時唔識得同啲問人地既意見啊或者
152,ho2nang4zan1hai6mou5mat1hing1dai6zi2mui6so2ji3bei2gaau3hai6zi6ngo5di1gam2lo1zik1hai6ji1di1ji4gaa1si4haa6ge3nin4cing1jan4,可能真係無乜兄弟姊妹所以比較係自我啲咁囉即係依啲而家時下既年青人
153,luk6seoi3lo1,六歲囉
154,hou2kan3m4m5fan1zung1zau6dou3laa3,好近五五分鐘就到喇
155,haang4gwo3gaak3lei4gaai1,行過隔離街哈哈哈哈
156,naam1neoi5haau6,男女校
157,jau5jing1man4lou5si1,有英文老師
158,ng4ng1,吳
159,hai6laa3sai2m4sai2gong2maai4dim2gaai2gaa3ne1,係喇洗咪講埋點解架呢
160,dim2gaai2ne1keoi5ne1deoi3jing1man2ge3jiu1kau4hou2gou1ge3,點解呢佢呢對英文既要求好高既
161,gam2dong1si4ngo5jing1man2ne1zau6m4daat6biu1ge3,咁當時我英文呢就唔達標既
162,gam2keoi5ne1zau6wui5keoi5zik6tau4cau1zo2si4gaan3zau6wan2zo2gei2go3bei2gaau3zik1hai6teng1waa6daan6hai6jau6m4daat6biu1ge3heoi3gaau3lo1,咁佢呢就會佢直頭抽左時間就揾左幾個比較即係聽話但係又唔達標既去教囉
163,daan6hai6hou2ngok6gaa3bo3keoi5naau6nei5hai6laap6saap3gaa3wo3wui5,但係好惡架噃佢鬧你係垃圾架喎會哈哈哈哈哈
164,zik1hai6daan6hai6jau6gam2joeng2gong2zau6hai6ging1keoi5gam2joeng2gam2joeng2naau6jyun4zi1hau6ne1gwo2jin4go3jing1man2zan1hai6zeon3bou6dou3ho2ji3lo2dou2heoi3dou3gaa3wo3jau4m4hap6gaak3heoi3dou3,即係但係又咁樣講就係經佢咁樣咁樣鬧完之後呢果然個英文真係進步到可以攞到去到架由唔合格去到
165,so2ji3ngo5hou2gei3dak1zik1hai6seoi1jin4nei5daai6go3zo2zau6zi1dou3ni1go3lou5si1kei4sat6keoi5gam3lou4hei3gam2naau6nei5zau6wei6nei5hou2lo1,所以我好記得即係雖然你大個左就知道呢個老師其實佢咁勞氣咁鬧你就係為你好囉
166,so2ji3ngo5hou2gei3dak1ni1go3lou5si1hai6laa3,所以我好記得呢個老師係喇
167,jik6dou1hou2do1ze6keoi5,亦都好多謝佢
168,dou1hai6hou2daai6seng1gam2naau6jan4lo1,都係好大聲咁鬧人囉
169,jan1wai6ji5cin4ji5ging1dou3ngo5go3nin4doi6ji5ging1m4wui5jau5tai2fat6gaa3laa3,因為以前已經到我個年代已經唔會有體罰架喇
170,zik1hai6lou5si1m4wui5jau5tai2fat6so2ji3dou1hai6hou2daai6seng1gam2naau6jan4lo1,即係老師唔會有體罰所以都係好大聲咁鬧人囉
171,gam2ngo5dei6go3nin4doi6jau6mou5mat1gaa3wo3jan1wai6hou2gwaai1gaa3wo3,咁我地個年代又無乜架因為好乖架
172,zan1hai6hou2gwaai1gaa3wo3lou5si1waa6mat1zau6mat1je5gaa3giu3nei5kei2zau6kei2giu3nei5haang4zau6haang4,真係好乖架老師話乜就乜野架叫你企就企叫你行就行
173,so2ji3mou5mat1hung2bou6je5ho2nang4ngo5duk6di1hok6haau6dou1bei2gaau3gwaai1,所以無乜恐怖野可能我讀啲學校都比較乖
174,gam2dong1jin4wui2ge2,咁當然會既
175,jan1nei5jat1ding6hai6m4naau6jan4go2di1bei2naau6jan4go2di1hou2laa1,因你一定係唔鬧人果啲比鬧人果啲好啦
176,gam2daan6hai6daai6go3mai6zi1dou3jyun4loi4m4hai6gaa3lo1,咁但係大個咪知道原來唔係架囉
177,zik1hai6jau5jiu1kau4ge3lou5si1hai6tung4mou5jiu1kau4ge3lou5si1jau5fan1bit6ge3jau5jiu1kau4ge3lou5si1kei4sat6sin1zi3hai6hou2ge3lou5si1lo1,即係有要求既老師係同無要求既老師有分別有要求既老師其實先至係好既老師囉
178,bat1gwo3sai3go3dong1jin4m4zi1laa1,不過細個當然唔知啦
179,m6gam2aa4m6dou1jau5ge2dou1jau5ge2lek1go2di1daa6bo1lek1zau6zi6jin4heoi3zo2haau6deoi2laa1,唔咁呀唔都有既都有既叻果啲打波叻就自然去左校隊啦
180,duk6syu1lek1go2di1zau6zi6jin4heoi3zo2daap3man6daai6coi3daap3man6bei2coi3laa1,讀書叻果啲就自然去左答問大賽答問比賽啦
181,gam2so2ji3dou1jau5ge3hai6laa3,咁所以都會有既
182,m6gam2jau6m4wui3gaa3wo3ci3zung1wan6dung6go2di1jan4zung1ji3zau2lei4zau2heoi3go2di1jan4mai6wu6dong6do1lo1,唔咁又唔會架始終運動果啲人鍾意走黎走去果啲人咪互動多囉
183,duk6syu1go2di1jan4zung1ji3co3hai2dou6gam2go2di1jau5go2baan1wu6dong6do1lo1daan6hai6nei5waa6keoi5dei6loeng3baan1jat1cai4wui5m4wui5hou2wu6dung6ngo5zau6gok3dak1m6mei6bit1,讀書果啲人鍾意坐係度咁果啲又果班人有果班互動多囉但係你話佢地兩班一齊會唔會好互動我就覺得唔未必
184,gam2dou1wui5jau5ge2mei6bit1waa6m4wui5ge2ho2nang4jan1wai6mui5go3m4tung4sing3gaak3kei4sat6dou1ho2ji3dou1jau5gaa1maa3,咁都會有既未必話唔會既可能因為每個唔同性格其實都可以都有架嘛
