0		
116	o4	哦_
117		
118		
119	waa3daai6ban6zoeng6hai2dou6zou6mat1je5aa3	嘩___大____笨___象_____喺___度___做___乜___嘢__啊__
120		
121		
122		
123	haai4	鞋____
124	haai4	鞋____
125	haai4	鞋____
126	hai6	係___
127	ji1tiu4ne1	依__條___呢__
128	lei1tiu4me1lai4gaa3	哩___條___咩__嚟___㗎___
129	haai4	鞋____
130	mou4gan1	毛___巾___
131	hai6mai6aa3	係___咪___啊__
132	hei1ji1go3me1lai4gaa3	嘿___依__個__咩__嚟___㗎___
133		
134		
135	hai6mai6aa3	係___咪___啊__
136		
137		
138		
139		
140		
141		
142		
143		
144		
145		
146		
147	waa3hou2do1je5aa3lei1dou6	嘩___好___多__嘢__啊__哩___度___
148	hai6mai6aa3	係___咪___啊__
149		
150	hou2do1maa1mi4dou1m4zi1hai6me1lai4gaa3wo3	好___多__媽___咪__都___唔_知__係___咩__嚟___㗎___喎__
151	gam3sai3gaau6ge2	咁___細___嚿____嘅__
152		
153	lei1dou6hai6bin1dou6aa3	哩___度___係___邊___度___啊__
154	o4lei1dou6gong2gwai3zit3aa3	哦_哩___度___講____季____節___啊__
155	ceon1haa6cau1dung1aa3ngon1go1	春____夏___秋___冬____啊__安____哥__
156	hai6mai6	係___咪___
157	lei1gaa3	哩___架___
158	ji1gaa3me1lai4gaa3	依__架___咩__嚟___㗎___
159	ji1gaa3	依__架___
160	ji1gaa3me1lai4gaa3	依__架___咩__嚟___㗎___
161		
162	haa5	吓___
163		
164	o4lei1gaa3	哦_哩___架___
165		
166	si1gaa1ce1	私__家___車__
167	ce1aa3	車__啊__
168	ce1	車__
169	ce1	車__
170	ce1	車__
171	hai6laa3	係___喇___
172	ai1jo4hou2gwaai1aa3	哎__喲__好___乖_____啊__
173	ji1tiu4me1lai4gaa3ngon1go1	依__條___咩__嚟___㗎___安____哥__
174		
175	coi2hung4	彩___虹____
176		
177	coi2hung4	彩___虹____
178		
179		
180		
181	zou6mat1je5	做___乜___嘢__
182		
183	nei5zou6mat1je5	你___做___乜___嘢__
184		
185		
186	o4	哦_
187		
188		
189	hai6me1lai4gaa3	係___咩__嚟___㗎___
190		
191		
192	o4	哦_
193	waa3lei1dou6hai6hai2go3saa1taan1	嘩___哩___度___係___喺___個__沙___灘____
194		
195		
196		
197		
198		
199	jau5mou5aa3	有___冇___啊__
200		
201		
202		
203	o4ngaam1ngaam1hai6mai6heoi3zo2wui2so2aa3	哦_啱_____啱_____係___咪___去____咗__會___所__啊__
204		
205	hai6	係___
206	haa5	吓___
207		
208	hai6	係___
209	hai6mai6aa3	係___咪___啊__
210		
211		
212	nei5waa6hai6	你___話___係___
213		
214		
215		
216	waa3hou2do1fo2ce1aa3ngon1go1	嘩___好___多__火__車__啊__安____哥__
217	hai6mai6hou2do1fo2ce1aa3	係___咪___好___多__火__車__啊__
218	nei5daap3gwo3fo2ce1mei6aa3	你___搭____過___火__車__未___啊__
219		
220	gam1jat6jau5mou5daap3fo2ce1aa3	今___日___有___冇___搭____火__車__啊__
221		
222	ng6	嗯__
223	jau5aa3	有___啊__
224		
225		
226	saa1tin4aa1maa3	沙___田___吖__嘛___
227	waa3gam3hung4dong1dong3ge2	嘩___咁___紅____噹____噹____嘅__
228	m4hai6me1lai4gaa3ji1di1	唔_係___咩__嚟___㗎___依__啲__
229	hung4dong1dong3	紅____噹____噹____
230		
231		
232	bin1bou6hai6aa3	邊___部___係___啊__
233	waa6bei2maa1mi4zi1	話___俾___媽___咪__知__
234		
235	bin1bou6hai6aa3	邊___部___係___啊__
236		
237	lei1di1m4hai6lai4gaa3lei1di1	哩___啲__唔_係___嚟___㗎___哩___啲__
238	ji1gaa3jing1goi1hai6gau3fo2ce1aa3	依__架___應____該___係___救___火__車__啊__
239	hai6mai6aa3	係___咪___啊__
240	aa3	啊__
241	o4hai6lo1aa1maa3	哦_係___囉__吖__嘛___
242	ji1gaa3ne1	依__架___呢__
243	ji1gaa3me1lai4gaa3	依__架___咩__嚟___㗎___
244		
245		
246	ji1go3hai6ging2ce1	依__個__係___警____車__
247	aa3wu1	阿__護__
248	o4hai6laa3	哦_係___喇___
249	nei1go3hai6gau3wu6ce1laa3	呢___個__係___救___護__車__喇___
250	gau3wu6ce1hai6mai6aa3	救___護__車__係___咪___啊__
251		
252	hai6mai6aa3	係___咪___啊__
253	laa4ngon1go1jau6jau5gau3wu6ce1lo1	嗱___安____哥__又___有___救___護__車__囉__
254	aa3wu1	阿__護__
255	aa3wu1	阿__護__
256		
257	ji1dou6hai6mat1je5	依__度___係___乜___嘢__
258	maa5hei3tyun4aa3	馬___戲___團____啊__
259	waa3hou2do1siu2	嘩___好___多__小___
260	aa3wu1	阿__護__
261		
262		
263	aa3wu1	阿__護__
264	bin1go3hai2dou6hoi1ce1aa3	邊___個__喺___度___開___車__啊__
265	bin1go3hai2dou6zaa1gan2ce1aa3	邊___個__喺___度___揸___緊___車__啊__
266		
267	hai6lo1bin1go3aa3	係___囉__邊___個__啊__
268	bin1go3hai6si1gei1aa3	邊___個__係___司__機___啊__
269		
270	bin1go3hai6si1gei1aa3	邊___個__係___司__機___啊__
271	aa3wu1	阿__護__
272		
273		
274		
275	aa3wu1	阿__護__
276	aa3wu1	阿__護__
277		
278		
279	hai6mai6aa3	係___咪___啊__
280	laa4lei1dou6hou2coeng4tiu4tai1	嗱___哩___度___好___長_____條___梯___
281	ji1go3hai6tai1	依__個__係___梯___
282	tai1	梯___
283	tai1	梯___
284	aa3wu1	阿__護__
285	aa3wu1	阿__護__
286		
287	nei5tai2bin1go3zaa1ce1aa3	你___睇___邊___個__揸___車__啊__
288	aa3wu1	阿__護__
289	bin1go3hai2dou6zaa1ce1aa3	邊___個__喺___度___揸___車__啊__
290		
291		
292	waa3hou2coeng4tiu4hau4aa3hai6mai6aa3	嘩___好___長_____條___喉___啊__係___咪___啊__
293	gam3coeng4aa3	咁___長_____啊__
294	hou2coeng4aa3	好___長_____啊__
295		
296	hou2coeng4tiu4hau4aa3	好___長_____條___喉___啊__
297	maa1mi4kit3	媽___咪__揭___
298	haa5	吓___
299	aa3wu1	阿__護__
300		
301		
302		
303	dak1m4dak1aa3	得___唔_得___啊__
304		
305	dak1	得___
306	nei5gong2dak1	你___講____得___
307	dak1	得___
308	dak1	得___
309	dak1	得___
310		
311	jau5daai6ban6zoeng6	有___大____笨___象_____
312		
313	ji1go3daai6ban6zoeng6maa1mi4	依__個__大____笨___象_____媽___咪__
314		
315	aa3wu1	阿__護__
316	aa3wu1	阿__護__
317	waa3ji1dou6maai6je5	嘩___依__度___賣____嘢__
318	ji1go3hai6mai6ciu1si5aa3	依__個__係___咪___超___市__啊__
319	hai2dou6maai6je5hai6mai6	喺___度___賣____嘢__係___咪___
320		
321	ei3lei1di1me1lai4gaa3ngon1go1	誒__哩___啲__咩__嚟___㗎___安____哥__
322	lei1di1me1lai4gaa3	哩___啲__咩__嚟___㗎___
323	nei5hai6mai6soeng2tai2faan1gau3wu6ce1	你___係___咪___想_____睇___翻____救___護__車__
324		
325		
326	hai2hau6bin6aa3	喺___後___便___啊__
327	ji1di1me1lai4gaa3	依__啲__咩__嚟___㗎___
328	ji1gaa3me1lai4gaa3	依__架___咩__嚟___㗎___
329	aa3wu1	阿__護__
330	fei1gei1	飛___機___
331	haa5	吓___
332	ji1	机__
333	gei1	機___
334		
335	ji1	机__
336		
337	gei1	機___
338	ji1	机__
339	waa3	嘩___
340	lei1gaa3	哩___架___
341	lei1gaa3me1lai4gaa3	哩___架___咩__嚟___㗎___
342	aa3wu1	阿__護__
343		
344		
345		
346	bin1go3uk1kei2aa3	邊___個__屋__企___啊__
347		
348	bin1go3uk1kei2aa3	邊___個__屋__企___啊__
349		
350	hai6mai6	係___咪___
351		
352	aa3wu1	阿__護__
353	o4maa1mi4kit3bei2nei5	哦_媽___咪__揭___俾___你___
354		
355	hai2bin1dou6	喺___邊___度___
356	cyu4fong2aa3	廚___房____啊__
357		
358	maa1mi4wan2faan1ceot1lai4	媽___咪__搵___翻____出____嚟___
359		
360	haa5	吓___
361		
362	haa5	吓___
363		
364	haa5	吓___
365		
366	zou6mat1je5	做___乜___嘢__
367		
368		
369		
370	gam3do1syun4wo3	咁___多__船____喎__
371		
372		
373		
374		
375		
376		
377		
378	jau5mou5sik6gwo3	有___冇___食___過___
379		
380	waa3hou2do1je5sik6	嘩___好___多__嘢__食___
381	ji1di1hai6me1lai4gaa3	依__啲__係___咩__嚟___㗎___
382		
383	ji1di1me1lai4gaa3	依__啲__咩__嚟___㗎___
384		
385	baau1aa3	包____啊__
386		
387		
388		
389	ji1zek3me1lai4gaa3	依__隻___咩__嚟___㗎___
390		
391	caa1	叉___
392	caa1	叉___
393	caa1	叉___
394	ji1zek3ne1	依__隻___呢__
395		
396	haa5	吓___
397		
398	ji1go3gang1	依__個__羹____
399		
400	gang1hai6laa3	羹____係___喇___
401		
402		
403	aa3wu1	阿__護__
404	o4dak1	哦_得___
405	bong1nei5wan2laa3	幫____你___搵___喇___
406		
407		
408		
409		
410		
411		
412		
413		
414		
415	ngon1go1maa1mi4tai2aa3wu1laa3	安____哥__媽___咪__睇___阿__護__喇___
416		
417	jin1tian1ling2yi1liu4nian2ba1yue4	今___天____零____一__六___年____八__月___
418	maa1mi4tai2aa3wu1aa3	媽___咪__睇___阿__護__啊__
419	ngon1go1	安____哥__
420	nei5heoi3zo2bin1aa3	你___去____咗__邊___啊__
421		
422	jau5mou5fei1gei1	有___冇___飛___機___
423		
424	jau5mou5aa3	有___冇___啊__
425		
426	nei5aa1	你___吖__
427		
428		
429		
430		
431	bin1go3gaa3	邊___個__㗎___
432		
433	haa5	吓___
434		
435		
436		
437	ji1loeng5go3hai6mai6nei5hou2lai4gaa3ngon1go1	依__兩_____個__係___咪___你___好___嚟___㗎___安____哥__
438		
439		
440	lai4laa1	嚟___啦___
441		
442		
443		
444		
445		
446		
447		
448	o4ji1go3hap2hai6mai6aa3	哦_依__個__盒___係___咪___啊__
449		
450		
451		
452		
453	hou2mou2	好___冇___
454		
455	mei6	未___
456	me1lai4gaa3ji1go3	咩__嚟___㗎___依__個__
457		
458	sau2gei1	手___機___
459	nei5gong2gei1	你___講____機___
460		
461	ji1	机__
462		
463	gei1	機___
464	sau2gei1	手___機___
465	ji1	机__
466		
467	sai1lei6wo3ngon1go1	犀___利___喎__安____哥__
468		
469		
470	fei1gei1nei5ho2ji5faan1jik6	飛___機___你___可__以__翻____譯___
471	sau2gei1nei5dou1faan1jik6dak1	手___機___你___都___翻____譯___得___
472		
473	sai1lei6wo3	犀___利___喎__
474	fei1gei1jau6hai6gei1sau2gei1jau6hai6gei1	飛___機___又___係___機___手___機___又___係___機___
475	hai6mai6aa3	係___咪___啊__
476		
477		
478	hai6	係___
479	hou2je5	好___嘢__
480		
481	lei1go3me1lai4gaa3	哩___個__咩__嚟___㗎___
482		
483	nei5zoi3gong2do1ci3	你___再___講____多__次__
484	jan1zyu6kik1aa3	因___住___棘___啊__
485	ji1go3me1lai4gaa3	依__個__咩__嚟___㗎___
486	waa6bei2maa1mi4zi1	話___俾___媽___咪__知__
487		
488	me1lai4gaa3	咩__嚟___㗎___
489	nei5waa6sau2gei1	你___話___手___機___
490	sau2gei1	手___機___
491	ji1	机__
492		
493		
494	me1lai4gaa3	咩__嚟___㗎___
495		
496	nei5gong2gau3wu6ce1	你___講____救___護__車__
497		
498		
499		
500		
501	jiu3	要___
502	nei5gong2jiu3aa1	你___講____要___吖__
503	jiu3	要___
504	jiu3	要___
505	jiu3	要___
506	nei5jiu3bin1go3aa3	你___要___邊___個__啊__
507	jiu3sau2gei1ding6hai6jiu3gau3wu6ce1aa3	要___手___機___定____係___要___救___護__車__啊__
508		
509	haa5	吓___
510	m4jiu3hai6mai6	唔_要___係___咪___
511	m4jiu3	唔_要___
512		
513		
514		
515	hai6mai6	係___咪___
516		
517	aai1jaa1zou6	哎___吔___做___
518		
519		
520		
521		
522	nei5gong2sau2gei1	你___講____手___機___
523	ji1	机__
524		
525		
526	sau2gei1	手___機___
527	ji1	机__
528		
529	gau3wu6ce1	救___護__車__
530		
531	ce1	車__
532	nei5gong2ce1	你___講____車__
533	ngon1go1	安____哥__
534	ce1	車__
535	aai1	唉___
536	laa4maa1mi4jau5go3hap2aa3	嗱___媽___咪__有___個__盒___啊__
537	hai6mai6hou2do1aa3	係___咪___好___多__啊__
538		
539		
540		
541	hou2hoeng1gaa3	好___香_____㗎___
542	mut6lei6faa1hoeng1aa3	茉___莉___花___香_____啊__
543		
544	man4m4man4aa3	聞___唔_聞___啊__
545		
546		
547	hou2hoeng1aa3	好___香_____啊__
548		
549		
550		
551	laa4maa1mi4keoi5	嗱___媽___咪__佢____
552		
553	nei5fong3bou6sau2gei1jap6lai4hou2mou2aa3	你___放____部___手___機___入___嚟___好___冇___啊__
554	fong3jap6lai4aa1	放____入___嚟___吖__
555		
556	ngaam1ngaam1daai6sai3aa3	啱_____啱_____大____細___啊__
557	hou2leng3aa3	好___靚____啊__
558	maa1mi4fong3laa3	媽___咪__放____喇___
559	laa4lei1dou6jau5bou6sau2gei1	嗱___哩___度___有___部___手___機___
560	gei1	機___
561	ji1	机__
562	ng6	嗯__
563	fong3jap6heoi3	放____入___去____
564	hai6mai6aa3	係___咪___啊__
565	hai6mai6hou2leng3aa3	係___咪___好___靚____啊__
566	kam2maai4	搇___埋____
567		
568	hoi1m4hoi1	開___唔_開___
569	hoi1	開___
570	hoi1	開___
571	hoi1	開___
572		
573		
574	dim2joeng2hoi1aa3	點___樣_____開___啊__
575	dim2joeng2hoi1gaa3	點___樣_____開___㗎___
576		
577		
578	ji1go3fong3maai4jap6lai4hou2mou2aa3	依__個__放____埋____入___嚟___好___冇___啊__
579	fong3maai4jap6lai4	放____埋____入___嚟___
580	loeng5bou6sau2gei1	兩_____部___手___機___
581		
582	hoi1m4hoi1	開___唔_開___
583	hoi1	開___
584	hoi1	開___
585		
586		
587	aai1	唉___
588		
589	laa4ji1bou6daai6	嗱___依__部___大____
590	daai6	大____
591	ng6ji1bou6ne1ji1bou6	嗯__依__部___呢__依__部___
592	ji1bou6sai3	依__部___細___
593	daai6	大____
594	daai6	大____
595	daai6	大____
596	daai6	大____
597	daai6sau2gei1tung4maai4sai3sau2gei1	大____手___機___同____埋____細___手___機___
598		
599	fong3aa1	放____吖__
600		
601		
602	hou2hoeng1aa3	好___香_____啊__
603	hai6mai6hou2hoeng1aa3	係___咪___好___香_____啊__
604		
605	waa3ciu1hoeng1aa3	嘩___超___香_____啊__
606	hai6mai6aa3	係___咪___啊__
607	mut6lei6faa1hoeng1aa3	茉___莉___花___香_____啊__
608	lo2lai4fong3sau2gei1aam1saai3laa1	攞__嚟___放____手___機___啱___哂____啦___
609		
610	ting1jat6ne1lo2bou6sau2gei1ceot1lai4	聽____日___呢__攞__部___手___機___出____嚟___
611		
612		
613	nei5hai6mai6m4gei3dak1zo2nei5bou6gau3wu6ce1laa3	你___係___咪___唔_記___得___咗__你___部___救___護__車__喇___
614		
615	laa4maa1mi4fong3bou6gau3wu6ce1lok6heoi3laa3	嗱___媽___咪__放____部___救___護__車__落___去____喇___
616	hou2mou2aa3	好___冇___啊__
617	hou2mou2	好___冇___
618		
619	hou2laa1	好___啦___
620		
621	nei5jiu3gei2do1joeng6je5	你___要___幾___多__樣_____嘢__
622	nei5dak1loeng5zek3sau2	你___得___兩_____隻___手___
623		
624		
625	ng6	嗯__
626	jau6hou2laa4	又___好___嗱___
627		
628	nei5zan1hai6	你___真___係___
629	zung6jau5di1me1bei2nei5gong2gaa3sin1	仲____有___啲__咩__俾___你___講____㗎___先___
630		
631	ji1go3me1lai4gaa3ngon1go1	依__個__咩__嚟___㗎___安____哥__
632	lei1go3	哩___個__
633		
634	me1lai4gaa3	咩__嚟___㗎___
635		
636	fei1gei1	飛___機___
637	ji1	机__
638	fei1gei1	飛___機___
639	zung6jau5me1ne1haa5	仲____有___咩__呢__吓___
640	lei1go3hai6	哩___個__係___
641		
642		
643	ji1gaa3me1lai4gaa3	依__架___咩__嚟___㗎___
644	ngon1go1	安____哥__
645	ji1gaa3me1lai4gaa3	依__架___咩__嚟___㗎___
646		
647		
648	me1lai4gaa3	咩__嚟___㗎___
649		
650	hai6mai6aa3	係___咪___啊__
651		
652	hai6mai6aa3	係___咪___啊__
653		
654		
655	ging2ce1	警____車__
656		
657	haa5	吓___
658	o4nei5soeng2gong2hai6mai6	哦_你___想_____講____係___咪___
659	hai6mai6aa3	係___咪___啊__
660	ging2ce1	警____車__
661		
662	lai4aa1	嚟___吖__
663	gam3dak1ji3ge2	咁___得___意__嘅__
664		
665		
666		
667	hai6mai6dak1ji3aa3	係___咪___得___意__啊__
668	hai6mai6dak1ji3aa3	係___咪___得___意__啊__
669		
670	laa4	嗱___
671	lei1zi1me1lai4gaa3	哩___枝__咩__嚟___㗎___
672	lei1zi1bat1	哩___枝__筆___
673		
674	nei5gam6aa1	你___撳___吖__
675	gam6mat1je5	撳___乜___嘢__
676	ji1go3cat1	依__個__七___
677		
678	cat1	七___
679		
680	nei5zoi3	你___再___
681	ou3jau6do1zo2go3luk6	噢__又___多__咗__個__六___
682	hai6mai6	係___咪___
683	haa5	吓___
684	jau6mou5saai3laak3	又___冇___哂____嘞____
685	dim2baan6aa3	點___辦____啊__
686		
687		
688		
689		
690	laa4maa1mi4tai2syu1	嗱___媽___咪__睇___書___
691		
692	maa1mi4tai2syu1hou2mou2	媽___咪__睇___書___好___冇___
693		
694	waa6bei2maa1mi4zi1bin1bou6hai6gau3fo2ce1aa3	話___俾___媽___咪__知__邊___部___係___救___火__車__啊__
695	bin1go3hai6aa3	邊___個__係___啊__
696		
697	bin1dou6aa3	邊___度___啊__
698	nei5zi2cing1co2aa1	你___指__清____楚__吖__
699	bin1gaa3hai6aa3	邊___架___係___啊__
700		
701		
702	waa3jau5go3daai6naam4gwaa1aa3	嘩___有___個__大____南____瓜____啊__
703	hai6mai6aa3	係___咪___啊__
704	naam4gwaa1	南____瓜____
705		
706		
707		
708	gam2joeng2	咁___樣_____
709		
710	haa5	吓___
711	gam2joeng2hou2soeng1zek3ngaan5	咁___樣_____好___傷_____隻___眼_____
712		
713		
714		
715	o4	哦_
716	nei5tai2mat1je5	你___睇___乜___嘢__
717		
718		
719		
720		
721		
722		
723		
724		
725		
726	ngon1go1dim2joeng2so1tau4gaa3	安____哥__點___樣_____梳__頭___㗎___
727		
728	laa4maa1mi4tai2syu1laa3	嗱___媽___咪__睇___書___喇___
729	m4lei5nei5laa3	唔_理___你___喇___
730		
731		
732		
733	jau5gei2do1dou6mun4aa3	有___幾___多__道___門___啊__
734	o4lei1go3hai6cin4mun4	哦_哩___個__係___前___門___
735	cin4mun4dou6ne1zau6jau5zoeng1dei6zin1	前___門___度___呢__就___有___張_____地___氈___
736	gam2joeng2ne1jat1ne1zau6ho2ji5soeng5lau4tai1	咁___樣_____呢__一___呢__就___可__以__上_____樓___梯___
737		
738	nei5soeng2m4soeng2teng1gu2zai2aa3	你___想_____唔_想_____聽____故__仔___啊__
739		
740		
741		
742		
743		
744		
745	gam2joeng2m4hou2laak3	咁___樣_____唔_好___嘞____
746	mou5je5waan2laak3	冇___嘢__玩____嘞____
747		
748	mou5je5waan2laak3	冇___嘢__玩____嘞____
749		
750		
751		
752		
753		
754		
755		
756	hei1ngon1go1zai2lei1go3me1lai4gaa3	嘿___安____哥__仔___哩___個__咩__嚟___㗎___
757		
758	ji2	咦__
759	ji2bin1go3lai4gaa3	咦__邊___個__嚟___㗎___
760		
761	me1lai4gaa3	咩__嚟___㗎___
762		
763		
764	hai6mai6maau1tau4jing1aa3	係___咪___貓____頭___鷹____啊__
765		
766	ng6	嗯__
767	maau1tau4jing1aa3hai6mai6aa3	貓____頭___鷹____啊__係___咪___啊__
768	o4	哦_
769		
770		
771	waa3	嘩___
772		
773		
774	zou6mat1je5	做___乜___嘢__
775	aa1tai2aa3wu1	啊__睇___阿__護__
776	lai4maa1mi4kit3	嚟___媽___咪__揭___
777	kit3bei2nei5tai2	揭___俾___你___睇___
778	lai4m4hou2zau2	嚟___唔_好___走___
779	ji1dou6	依__度___
780		
781	si1zi2aa3	獅__子__啊__
782		
783	ji1gaa3me1lai4gaa3	依__架___咩__嚟___㗎___
784		
785	ji1gaa3me1lai4gaa3haa5	依__架___咩__嚟___㗎___吓___
786		
787		
788	m4hai6aa1maa3	唔_係___吖__嘛___
789		
790		
791	m4dak1	唔_得___
792	zou6mat1je5	做___乜___嘢__
793		
794		
795		
796		
797		
798	ji1gaa3hai6mai6me1lai4gaa3	依__架___係___咪___咩__嚟___㗎___
799	lei1gaa3hai6mai6aa3	哩___架___係___咪___阿__
800	baa1	巴___
801	baa1	巴___
802	lei1gaa3ne1	哩___架___呢__
803		
804	ji1gaa3hai6dik1si2aa3	依__架___係___的___士__啊__
805	dik1si2	的___士__
806	dik1si2aa3	的___士__啊__
807	ji1gaa3hai6mei5gwok3dik1si2	依__架___係___美___國____的___士__
808		
809	ji1gaa3ne1	依__架___呢__
810	lei1gaa3ne1ngon1go1	哩___架___呢__安____哥__
811	lei1gaa3ne1	哩___架___呢__
812		
813		
814		
815	nei5hai6mai6soeng2waan2go3hap2aa3	你___係___咪___想_____玩____個__盒___啊__
816		
817	hou2mou2aa3	好___冇___啊__
818	jat1gaa3	一___架___
819	fong3m4fong3	放____唔_放____
820		
821		
822		
823		
824	gam2joeng2hou2mou2aa3	咁___樣_____好___冇___啊__
825		
826		
827	aa3wu1	阿__護__
828	o4	哦_
829	laa4fong3	嗱___放____
830	mou5wai2laa3	冇___位___喇___
831	kam2m4kam2	搇___唔_搇___
832	kam2m4kam2maai4aa3	搇___唔_搇___埋____啊__
833	kam2maai4hou2mou2	搇___埋____好___冇___
834		
835	ei3	誒__
836	kam2maai4laa1	搇___埋____啦___
837	laa4maa1mi4kam2maai4	嗱___媽___咪__搇___埋____
838		
839	hoi1	開___
840	hai6mai6	係___咪___
841	hoi1	開___
842		
843	ng6	嗯__
844	fong3ji1gaa3jap6heoi3hou2mou2aa3	放____依__架___入___去____好___冇___啊__
845		
846		
847	laa3	喇___
848		
849		
850		
851		
852		
853		
854		
855		
856		
857		
858		
859	hai2m4hai2jap6bin6aa3	喺___唔_喺___入___便___啊__
860	hai2m4hai2jap6bin6aa3	喺___唔_喺___入___便___啊__
861		
862		
863	hai2m4hai2jap6bin6aa3	喺___唔_喺___入___便___啊__
864		
865		
866	nei5waa6hai2	你___話___喺___
867		
868	hai2	喺___
869	hai2	喺___
870		
871		
872		
873	o4hai2jap6bin6	哦_喺___入___便___
874	hai6mai6aa3	係___咪___啊__
875	ji1go3hai6lo1	依__個__係___囉__
876	ji1go3hai6bin1go3aa3	依__個__係___邊___個__啊__
877		
878	aa1maa3	吖__嘛___
879	hai6mai6	係___咪___
880	ji1go3ne1	依__個__呢__
881	ji1go3ging2	依__個__警____
882		
883		
884	hai6mai6aa3	係___咪___啊__
885	zung6jau5me1waan2ne1	仲____有___咩__玩____呢__
886		
887		
888		
889		
890		
891		
892	go2bun2	嗰__本___
893	tai2m4tai2go2bun2	睇___唔_睇___嗰__本___
894	ding6hai6tai2gwo3dai6ji6bun2	定____係___睇___過___第___二__本___
895		
896	tai2bin1bun2aa3	睇___邊___本___啊__
897	tai2bin1bun2aa3	睇___邊___本___啊__
898		
899		
900	haa5	吓___
901		
902	hai6me1aa3	係___咩__啊__
903	tai2m4tai2	睇___唔_睇___
904	tai2m4tai2	睇___唔_睇___
905	nei5hai6mai6wan2gan2je5	你___係___咪___搵___緊___嘢__
906	wan2mat1je5aa3	搵___乜___嘢__啊__
907		
908	nei5wan2gan2mat1je5	你___搵___緊___乜___嘢__
909		
910	hai6me1aa3	係___咩__啊__
911		
912		
913		
914		
915		
916		
917		
918		
919	lei1dou6cyun4bou6dou1hai2saai3dou6wo3	哩___度___全____部___都___喺___哂____度___喎__
920	bin1gaa3	邊___架___
921	hai6mai6ji1gaa3cung4cung4ce1aa3	係___咪___依__架___蟲____蟲____車__啊__
922		
923		
924		
925	zeoi3sai3lei1gaa3laa3wo3	最____細___哩___架___喇___喎__
926		
927	nei5hai6mai6wan2dik1si2	你___係___咪___搵___的___士__
928		
929		
930	zan1m4zan1aa3	真___唔_真___啊__
931	nei5jiu3dik1si2hai6mai6	你___要___的___士__係___咪___
932		
933	ng6	嗯__
934	zan1hai6	真___係___
935	dik1si2	的___士__
936	maa1mi4wan2bei2nei5hou2mou2	媽___咪__搵___俾___你___好___冇___
937		
938		
939		
940	nei5zi1m4zi1hai2bin1aa3	你___知__唔_知__喺___邊___啊__
941	hak1ci1	乞___嚏__
942		
943		
944	hai2zoeng1toi2soeng6min6me1	喺___張_____枱___上_____面___咩__
945	mou5aa3	冇___啊__
946	o4maa1mi4zi1laa3	哦_媽___咪__知__喇___
947	maa1mi4wan2bei2nei5	媽___咪__搵___俾___你___
948	hou2mou2	好___冇___
949	nei5hai2dou6dang2	你___喺___度___等____
950	m4hou2juk1	唔_好___郁___
