NUM, PINYIN, EXPECTED
57,hai2gaa1naa4daai6dou1jau5fan1gung1si3gam2so2ji5le3ngo3zau6lei4dou3gaa1laa3daai3san1cing5gam2joeng5zau6hai6gaa1laa4daai6ge3gung1si1,喺加拿大都有分公司咁所以咧我就嚟到加拿大申請咁樣就係加拿大嘅公司
58,dou3ceng5ngo3zou6keoi5dei6ge3teoi1siu1jyun4lo1,都請我做佢哋嘅推銷員囉
59,zeoi3kwat3laan4hai6hok6hou2di1dou3di1man4faa3di1jan4gau3di1ge3sang1wut3fong1sik1a3,最困難係學好呢度啲文化啲人嗰啲嘅生活方式啊
60,keoi5dei6gong2syut3waa6go2di1ge3aa3gam2joeng3lo1,佢哋講說話嗰啲嘅啊咁樣囉
61,co1co1lei3dou3ngo5dei6mai3gong2di1hoeng1gong2ge3jing1man2lo1,初初嚟到我哋咪講啲香港嘅英文囉
62,gam2joeng3zau6zi1dou6jat1ding6jiu3hok6hou2di1jing1man2,咁樣就知道一定要學好啲英文
63,gam2mai6hai2do1leon4do1go3dou3lei4dou3hai6duk6jat1di1jing1man4fo1lo1,咁咪喺多倫多嗰度嚟到係讀一啲英文課囉
64,ni1dou6zing3fu2hou2hou2aa3gaa1naa4daai6go3go6ge3gaau3juk6guk2,呢度政府好好啊加拿大嗰個嘅教育局
65,go3le1zau6bei5hou2do1ji1di1m4sai6sau1cin2,個咧就畀好多呢啲唔洗收錢
66,go2di1ge3hok6jing1man4go2di1ge3baan1dang2dong3ngo5dei6ho3ji3hok6jing1man4aa3,嗰啲嘅學英文嗰啲嘅班等到我哋可以去學英文啊
67,hok6faat3jam1aa3faat3jam1ze3hai6aa3gam2joeng3lo1,學發音啊發音即係啊咁樣囉
68,jin6hau6le1zau6jau5di1,然後咧就有啲
69,go2di1ge3se5keoi1ge3zyu1soeng3hok6jyun2laa1di1laa1,嗰啲嘅社區嘅專屬學院啦啲啦
70,gam2ngo3zau6hai2do1leon4do1ge3go1dou6le1,咁我就喺多倫多嘅嗰度咧
71,hok6sau1zo2jau3gei2fo3go2di1ge3jing1man2dim2joeng2se2a3,又修咗有幾課嗰啲嘅英文點樣寫啊
72,hai6dim2joeng2hai6gong2ni1go3giu3zou6hai6,係點樣係講呢個叫做係
73,gou1zung6jin5syut3,公眾演說
74,gam2zau6hok6di1jat1di1go5di1ge3fo3cing4,咁就學呢一啲嗰啲嘅課程
75,gam2zau6m4tung4jat1baan1san1ji4man4lei3ge3tung4hok6,咁就同一班新移民嚟嘅同學
76,jat1cai4heoi3dou3hok6jau3di1hou2hou2ge3sin1saang1lai6dou3gau3ngo5dei6,一起去到學有啲好好嘅先生嚟到教我哋
77,gam2sau1go2di1hok6fai3jau3m4hai6hou2gwai3,咁收嗰啲學費又唔係好貴
78,co1co1lei4gam3zau6hok6ji1di1jing1man2gam3maan3maan2lei4dou3hok6zaap3lo1,初初嚟咁就學呢啲英文咁慢慢嚟到學習囉
79,jing1goi1du1jau5ge3jau5ge3ngo5dei6gong2waa5gong2dak1lak1lak1kak1kak1,應該都有嘅我諗有嘅我哋講話講得𪙛𪙛𠸉𠸉
80,jau3gong2dak1m4zeng6aa3gam2joeng5zau6go2di1gong2dak1zeng2waa6go2di1jan4gok3dak1ngo5dei6hou2leon6zeon6lo1,又講得唔正啊咁樣就嗰啲講得正話嗰啲人覺得我哋好論盡囉
81,gaa1naa4daai6zeoi3zeng6ge3jing1man2Yau5gaa3,加拿大最正嘅英文有㗎
82,go2di1bun2dei6go2di1gaa1naa4daai6jan4gong2ge3mai6hai6gaa1naa4daai6ge3jing1man2lo1,嗰啲本地嗰啲加拿大人講嘅咪係加拿大嘅英文囉
83,gaa1naa4daai6jau3hou2do1bat1tung4gwok3gaa1lei4go2di1ge3ji4man4,加拿大有好多不同國家嚟嗰啲嘅移民
84,mui5jat1go3gok3gaa1lei4go2di1ge3ji4man4jau5di1keoi5dei6go1go3mou5jyu5,每一個國家嚟嗰啲嘅移民有啲佢哋個母語
85,m4hai6gong2jing1man2ge3gam2keoi5dei6du1jau5keoi5dei6go3go2ge3hau2jam1,唔係講英文嘅咁佢哋都有佢哋各個嘅口音
86,jau5di1m4hai6gong2jing1man2zo3mou5jyu5go3di1le1jau5keoi5dei6zi6gei2go3di1ge3hau2jam1aa3gam2joeng2,有啲唔係講英文做母語嗰啲咧有佢哋自己嗰啲嘅口音啊咁樣
87,so2ji5gaa1naa4daai6jyu6gu3hai6ji4man4lei4du1jau3m4tong4ge3hau2jam1do1lo1,所以加拿大如果係移民嚟都有唔同嘅口音囉
88,dou1m4wui5dim2joeng2zi1dou6ge3,都唔會點樣知道嘅
89,ceoi4fei1jau5di1wut6hou2dap6bit6pei3jyu4di1jan3dou6lei4go2di1aa3gam2keoi5dei6jau5jan3dou6jan4ge3hau5jam1,除非有啲好好特別譬如啲印度嚟嗰啲啊
90,zau6jung4ji6di1teng1dak1dou2lo1,就容易啲聽得到囉
91,kei4taa1jau5di1jau6dong1ngau1aa3kei4taa1ge3gok3gaa1lei6go2di1dou1ce3he3fan1m4ceot1keoi5dei6hai6bin1jat1dou3lei4ge3,其他有啲由東歐啊其他嘅國家嚟嗰啲都即係分唔出佢哋喺邊一度嚟㗎
92,mou5mat1dim2joeng2coeng4sai3ge3lau4ji3lo3,冇乜點樣詳細嘅留意囉
93,ngo5m4hai6keoi5ngo3dim2zi1dou6zi1m4zi1dou6ngo5hai2bin1dou6lei4le1,我唔係佢我點佢知唔知道我喺邊度嚟咧
94,m4zi1ge3keoi5zi1dou6ngo5dei6hai6hoeng1gong2lei4ga3la3,唔知嘅佢知道我哋香港嚟㗎啦
95,ji5cin4heoi3duk6aa3gam2joeng2go2go3lou5si1zau6jau5gaau3dim2joeng2lei4dou3hai6zan1zing3hou2hou2ge3lei4dou3faat3jam1lo1,以前去讀啊咁樣嗰個老師就有教點樣你讀係真正好好嘅呢個發音囉
96,daan6hai6ngo5dei6lin4gei2daai6lei4le1gam2joeng2zau6hou2laan4goi2ngo5dei6go2go3ge3hau2jam1ge3le3,但係我哋年紀大嚟咧咁樣就好難改我哋嗰個嘅口音嘅了
97,ja1wai3hok6hau2jam1jau5si4dou1hai6jau5di1sang1lei5soeng6bin6ge3go2di1ge3cing4fong3lo1,因為學口音有時都係有啲生理上邊嘅嗰啲嘅情況囉
98,go5go3ze1hai2jan6daai2ge3,嗰個即係音帶嘅
99,sat1zo2gam2zau6hou2laan4goi2ngo5dei6go2di1ge3hau2jam1,實咗咁就好難改我哋嗰啲嘅口音
100,jau5gang2hai6jau5jung6laa1m4hok6zau6zung6caa1tim1laa1,有梗係有用啦唔學就仲差添啦
101,ngo5di1sai3lou6zai2hai2dou6ceot1sai3go1di1jing1man2zeon2dou6bat1dak1liu5lo1waa6ngo5dei6gong2dak1gi6gi1gat6gat6tim1le1,我啲細路仔係度出世嗰啲英文準到不得了囉話我哋講得嘰嘰乞乞添啦
102,mou5ge3,冇嘅
103,kei4sat6gong2waa2gong2jyu5jin4le1,其實講話講語言咧
104,hai6ho2ji5kaau1tung1dak1dou2gong2dak1dou2ceot1lai6jan4dei6ho2ji5ming4baak6dak1dou2gam3zau6ho2ji5daat3dou3jyu5jin4ji1go3ge3muk6dik1lo1,係可以溝通得到講得到出嚟人哋可以明白得到咁就可以達到語言呢個嘅目的囉
105,jyu4go2hai6gong2dak1tung6keoi5dei6jat1joeng3ge3gam2zau6zeoi2hou2laa1,如果係講得同佢哋一樣嘅咁就最好啦
106,gam2bat1gwo3le1zau6syun3gaa1laa4daai6jan4waa6gaa1laa4daai6gong2go2di1ge3hau2jam1hou2zeng6le1,咁不過咧就算加拿大人喎加拿大講嗰啲嘅口音好正咧
107,pei3jyu4heoi3dou6jing1gwok3leon4deon1le1di1leon4deon1go2di1jan4jau5waa6ji1jat1di1gaa1laa4daai6jan4,譬如去到英國倫敦咧啲倫敦嗰啲人又話呢一啲加拿大人
108,gong2waa2gong2dak1hou2jau5hau2jam1hou2laan4teng1dak1dou2lo1,講話講得好有口音好難聽得到囉
109,m4tung4hai2mai2,唔同係咪
110,jau5si4di1nin4cing1jan4gong2go2di1waa2ngo3dou1m4sik1dak1teng1ge3,有時啲年輕人講嗰啲話我都唔識得聽㗎
111,jan1wai6keoi5dei6jung6go2di1laa1,因為佢哋用嗰啲啦
112,m4hai6hou2ci1ge3hai6laa3,唔係好知嘅係啦
113,mou5dak1gam2joeng2gong2ge2,冇得咁樣講嘅
114,kei4sat6hai6m4tung4ge3jan4m4tung4ge3ge3jan4go1go3ge3biu2daat6keoi5dei6go2go3ji3si1ge3jat1go3ge3fong1faat3,其實係唔同嘅人唔同嘅嘅人嗰個嘅表達佢哋嗰個意思嘅一個嘅方法
115,lin4cing1jan4keoi5dei6jau5zi6ge3go1go3ge3gam2zau6hai6duk6syu1go2di1ge3jan4jau5duk6syu1jan4go2di1,年輕人佢哋有自己嗰個嘅咁就係讀書嗰啲嘅人就讀書人嗰啲
116,go2di1seon3jyu6mui5jat1go3hong4jip6dou1jau5keoi5zi6gei2go2di1dap6bit6go2di1ge3seon3jyu6kei4sat6go2di1dou1hai6keoi5dei6ge3dou1hai6keoi5dei6go2di1laa6lo1,嗰啲術語每一個行業都佢自己嗰啲特別嗰啲嘅術語其實嗰啲都係佢哋嘅都係佢哋嗰啲嚟囉
117,caa1m4do1caa1m4do1jyu4go2hai6jat1bun1jat6soeng6sang1wut3go2di1zau6caa1m4do1,差唔多差唔多如果係一般日常生活嗰啲就差唔多
118,jyu4go2gong2dou3ngo5dei6zi3gei3ge3zyun1jip6go1di1le1gam2keoi5dei6do1ze1hai6m4hai6hou2daai6ming4baak6lo1,如果講到我哋自己嘅專業嗰啲咧咁佢哋都即唔係好太明白囉
119,bin1dou6jau5bin1daan6hai6m4hai6bin3dak1hou2faai3,變都有變但係唔係變得好快
120,dap3bit3aa3bin3ge3si4hau6le3go2di1ge3din6si6aa3sau1jam1gei1aa3go2di1cyun4bo3mui4gaai3zau6hai6hoi1ci2maan6maan2lei4wui5jung6san1go2di1ge3ming5ci6gam2ma3ling3dou3go1go3ge3jyu2jin6maan6maan2maan6maan2ge3bin3,特別係變嘅時候咧嗰啲嘅電視啊收音機啊嗰啲傳播媒介就係開始慢慢嚟會用新嗰啲嘅名詞咁啊另到嗰個語言慢慢慢慢嘅變
121,ngo3ge3tung4lin4aa3tong4lin4hou2jai5lo1,我嘅童年啊童年好曳囉
122,hou2laan5duk6syu1lo1,好懶讀書囉
123,e2aa3maa1hou2soeng2ngo5duk6syu1duk6dak1hou2lo1,阿媽好想我讀書讀得好囉
124,daan6hai6ngo5zau6hou2laan5lo1gam2zau2haau2si5haau2dak1m4hai6gei2hou2lo1,但係我就好懶囉咁就考試考得唔係幾好囉
125,gam2aa3faan1lei4hai2nguk1kei2go2jat1ci3bei2aa3maa1daa2lo1,咁啊返嚟喺屋企嗰一次畀阿媽打囉
126,hai6lo1daa2jyun4zi1hau6le1gam2joeng2zau6kan4lik6di1duk6syu1gam2zau6zoi3haau2dak1hou2faan1di1lo1,係囉打完之後咧咁樣就勤力啲讀書咁就再考得好返啲攞
127,gam3aa3dou1hai6jiu3aa3maa1lei4dou3hai6hou2do1si6dou1gun2aa3duk1cuk1aa3gam2joeng2lo1,咁啊都係要阿媽嚟到係好多時都管啊督促啊咁樣囉
128,tung3maai4hou2sai3go3ge3si4hau6baa4baa1zau6hai2hoeng1gong2hou2laan4wan2gung1zou6,同埋好細個嘅時候爸爸就喺香港好難搵工做
129,so2ji5zau6lei4hoi1zo3hoeng1gong2heoi3hai2go2dou6lei4dou3hai6daa2gung1,所以就離開咗香港去喺嗰度嚟都係打工
130,lei4dou3hai6joeng2go3ngo5nguk1kei2lo1gam2aa3hou2sai3ge3si4hau6baa4baa1zau6lei4hoi1zo2nguk1kei2sap6gei2lin4,嚟到係養個屋企囉咁樣好細嘅時候爸爸就離開咗屋企十幾年
131,dou3ngo5sap6gei2seoi3go2zan6si6baa4baa1sin1zi3faan1lei4lo1,到我十幾歲嗰陣時爸爸先至返嚟囉
132,dou1jau5gaa3hai2hoeng1gong2duk6syu1go2zan6si4,都有㗎喺香港讀書嗰陣時
133,jyu4gwo2hai6zou6dak1m4hou2aa3jiu3daa2sau2baan2aa3jiu3fat6kei5aa3,如果係做得唔好啊要打手板啊要罰企啊
134,jau5si4jung6di1tang4tiu2daa2aa3gam2joeng2ge3,有時用啲藤條打啊咁樣嘅
135,jau5gang2jau5laa1,有梗有啦
136,ma3bei2daa2sau2baan2aa3fat6kei5aa3gam2joeng2lo1,咪畀打手板啊罰企啊咁樣囉
137,jau5si4soeng5tong4king1gai2aa3gam2joeng2lo1,有時上堂傾計啊咁樣囉
138,dou1m4gei3dak1zo2lo3,都唔記得咗囉
139,nguk1kei2ge3kwai1geoi2e6,屋企嘅規矩
140,fong3hok6jiu2zeon2si4faan1nguk1kei2lo1,放學要準時返屋企囉
141,jiu2sik6faan6lo1sik6saam1caan1faan6lo1,要吃飯囉吃三餐飯囉
142,ziu1tau4zou2hei2san1sik6faan6ngaan3zau3sik6faan6je6maan5haak1jiu3sik6faan6gam2joeng2lo1,朝頭早起身吃飯晏晝吃飯夜晚黑要吃飯咁樣囉
143,hai6lo1,係囉
144,aa3maa1wui2laau6lo1wui5daa2lo1,阿媽會嬲囉會打囉
145,kwai1geoi2jau6jiu3kan4lik6duk6syu1duk6syu1sing6zik1jiu3hou2lo1,規矩啊要勤力讀書讀書成績要好囉
146,mou5mou5si3go3lei4gaa1ceot1zau2,冇冇試過離家出走
147,do1sou3dou1m4wui5ge3lo3zi6gei2gaau2dim6syun3sou3lo3,多數都唔會嘅囉自己搞掂算數囉
148,mou5mat1gei2do1je5gong2ge3ngo5dou1hai6hou2loi6hoeng3hou2zing6go2di1jan4,冇乜幾多嘢講嘅我都係好內向好靜嗰啲人
149,hai6gei2do1seoi3ge3si4hau6aa3,係幾多歲嘅時候啊
150,wan2di1hou2pang4jau5lo1,搵啲好朋友囉
151,zou6mat1je5,做乜嘢
152,ngo5dei6jat1cai4heoi3lai5baai3tong4lo1,我哋一起去禮拜堂囉
153,heoi3jyun4lai5baai3tong4zau6heoi3maai5sai1gwaa1sik6lo1,去完禮拜堂就去買西瓜吃囉
154,sik6sap6bong6baat3bong6sai1gwaa1lo1,吃十磅八磅西瓜囉
155,jau5si4soeng2heoi3sik6faan6aa3siu1je5aa3heoi3haa6leoi5hang4aa3gam2joeng2lo1,有時就去吃飯啊宵夜啊去下旅行啊咁樣囉
156,heoi3lai5baai3tong4maai6jat1go3lai5baai3gin3jat1ci3lo1,去禮拜堂咪一個禮拜見一次囉
157,heoi3leoi5hang4aa3fong3gaa3go3zan6si4gei2go3jyut6heoi3jat1ci3gam2joeng2lo1,去旅行啊放假嗰陣時幾個月去一次咁樣囉
158,mat1je5hai6zung1gwok3zit3muk6aa3,乜嘢係中國節目啊
159,li1dou6ge3aa6,呢度嘅啊
160,zung1gwok3ge3wut6dung6aa6,中國嘅活動啊
161,hai6lo1ji4gaa1ngo5zau6heoi3jat1go3zung1gwok3jan4ge3lai5baai3tong4go3dou3lei4dou3hai6caam1gaa1keoi5dei6di1zeoi6wui6lo1,係囉而家我就去一個中國人嘅禮拜堂嗰度嚟到係參加佢哋啲聚會囉
162,gam2aa3jau5si4hai6jau5go2di1hing3zuk1zung1cau1zit3aa3hing3zuk1san1nin4aa3gam2joeng2go2di1ge3wut6dung6lo1,咁啊有時係有嗰啲慶祝中秋節啊慶祝新年啊咁樣嗰啲嘅活動囉
163,gam2waa6jau5jat1baan1hou2hou2ge3pang4jau5lo1,咁話有一班好好嘅朋友囉
164,gam2zau6jau6m5go3gaa1ting4gam2zau6jat1nin4dou1jau5gei2ci3jat1cai4hai6jau5,咁就由五個家庭咁就一年都有幾次一起係有
165,e3ceoi4maai4jat1cai4king1gai2aa3sik6je5aa3gam2joeng2lo1,聚埋一齊傾計啊吃嘢啊咁樣囉
166,ji4man4lei4ge3si4hau6zau6sik1keoi5dei6ge3lo3sik1zau6ji6sap6gei2lin4lo3,移民嚟嘅時候就識佢哋嘅囉識咗二十幾年囉
167,ji1dou6ge3daai6si6cing4aa3,呢度嘅大事情啊
168,hai6ngo5dei6zi6gei2ge3daai5si6cing4waan4si6hai6do1leon4do1ge3,係我哋自己嘅大事情還是多倫多嘅大事
169,do1leon4do1ge3daai6si6cing4,多倫多嘅大事情
170,e3jau5gei2lin4cin4ting4din6laa1seng4go3sing4si2mou5saai3din6,有幾年前停電啦成個城市冇晒電
171,gam2zau6aa3hou2jit6gaa3di1syut3gwai6di1je5cau3saai3aa3gam2joeng2lo1,咁就啊好熱㗎啲雪櫃啲嘢臭晒啊咁樣囉
172,jau5do1leon4do1,有多倫多
173,ji4gaa1mou5jan4dam2laap6saap3lo1gei2lin4cin4jau6mou5jan4dam2laap6saap3lo1,而家冇人髧垃圾囉幾年前又冇人髧垃圾囉
174,gam2zau6di1gung1jan4baa6gung1lo1,咁就啲工人罷工囉
175,daa2hoi1di1coeng1lo1hai6lo1jin4hau6zau6sik6min6baau1lo1,打開啲窗囉係囉然後就吃麵包囉
176,ji1keoi1jau5mou5daai6ming4sing1aa3,呢區有冇大明星啊
177,mou5mat1aa3m4zi1aa3m4zi1aa3,冇乜啊唔知啊唔知啊
178,ngo5gaa1ting4,我家庭
179,jau5mou5jan4heoi3daa2zoeng3aa3,有冇人去打仗啊
180,mou5a3mou5a3haa3hoeng1gong2zau6m4hai6jat1ding6jiu3heoi3daa2coeng3ge3,冇啊冇啊哈香港就唔係一定要去打仗嘅
181,hai2gaa1naa4daai6jik6dou1m4hai6jat1ding6jiu3heoi3daa2zoeng3gam2so2ji5mou5,喺加拿大呢度唔係一定要去打仗咁所以冇
182,ngo5baa4baa1hai6mai6aa3,我爸爸係咪啊
183,m4hai6ngo5je6je3hai6aa3,唔係我爺爺啊
184,ngo5baa4baa1heoi3gwaa1dei6maa5laai1go2dou3hoi1soeng1dim3lo1,我爸爸去瓜地馬拉嗰度開商店囉
185,maai5go2di1ge3zaap6fo3lo1,賣嗰啲嘅雜貨囉
186,maai5go2di1ge3aa3maai5mai5aa3maai5go2di1ge3sik6mat6aa3,賣嗰啲嘅啊賣米啊賣嗰啲嘅食物啊
187,go2di1giu3zou6lo1,嗰啲叫做囉
188,sai3go3go2zan6si4keoi5dou1mou5mat1dim2joeng2soeng2ngo5zou6mat1je5ge3hai6,細個嗰陣時佢都冇乜點想我做乜嘢嘅
189,bei2ngo5go2di1zi6gei2syun2zaak6,畀我嗰啲自己選擇
190,jan1wai6sai3go3go2zan6si4baa4baa1zau6heoi3zo2gwaa1dei6maa5laai1so2ji5zau6hai6do1sou3hai6aa3maa1tung4ngo5dei6jat1cai4laa1,因為細個嗰陣時爸爸就去咗瓜地馬拉所以就係多數都係阿媽同我哋一起啦
191,aa3maa1hou2sai3go3zau6waa6keoi5dei6ge3zaak3jam6zau6hai6gung1ngo5duk6syu1duk6dou2zung1hok6bat1jip6,阿媽好細個就話佢哋嘅責任就係供我讀書讀到中學畢業
192,gam2joeng2zau6jyun4laa3zung1hok6bat1jip6le1zau6jiu3ceot1lei4zou6je5laa3gam2,咁樣就完啦中學畢業咧就要出嚟做嘢啦咁
193,hai6lo1zung1hok6bat1jip6zi1hau6le3gam2jan1wai6ngo5heoi3lai5baai3tong4le3gam2zau6sik1dak1jau5jat1baan1ge3pang4jau5lo3,係囉中學畢業之後咧咁因為我哋禮拜堂咧咁就識得有一班嘅朋友囉
194,keoi5dei6dou1hai6tung4ngo5gam2soeng6haa2lin4gei2gam2ma3li1jat1baan1pang4jau5hou2jau5sam1hai6duk6syu1,佢哋都係同我咁上下年紀咁樣呢一班朋友好有心係讀書
195,gai3zuk6hai6duk6daai6hok6aa3gam2joeng2gam2zau3hai6gu2lai6ngo5dou1hai6gai3zuk6zeon3sau1heoi3duk6syu1lo1,繼續係讀大學啊咁樣咁就係鼓勵我都係繼續進修去讀書囉
196,gam2ngo5duk6jyun4zung1hok6zi1hau6zau6jiu3teng1aa3maa1waa6ceot1lei4zou6je5gam2aa3zou6zo2m5nin4je5,咁我讀完中學之後就要聽啊媽話出嚟做嘢咁啊做咗五年嘢
197,sin1zi3zoi3jau6heoi3duk6daai6hok6gam2duk6gan2daai6hok6ge3si4hau6zau6soeng2zoi3duk6do1di1syu1,先至再又去讀大學咁讀緊大學嘅時候就想再讀多啲書
198,gam2daai6hok6bat1jip6gam2aa3lei4gaa1naa4daai6duk6em1bi1ei1duk6sek6si6lo1,咁大學畢業咁啊嚟加拿大讀讀碩士囉
199,ngo5di1sai3lou6zai2soeng2keoi5duk6mat1je5aa3ngo5dou1hai6paan3mong6keoi5dei6hai6faat3fai1keoi5zi6gei2ge3so2zung1ji3go2di1lo1,我啲細路仔想佢讀乜嘢啊我都係盼望佢哋係發揮佢自己嘅所鍾意嗰啲囉
200,gam2aa3keoi5hei2fun1duk6bin1jat1di1laa3,咁啊佢喜歡讀邊一啲啦
201,gok6dou3maai4zap1bin1go3dou6gu2lai6keoi5bong1keoi5faat3fai1keoi5ge3cim4lik6lo3,咁我咪係側邊嗰度鼓勵佢幫佢發揮佢嘅潛力囉
202,keoi5ge3lo3,佢嘅囉
