NUM, PINYIN, EXPECTED
31,hai6aa1zik1hai6joeng6joeng6je5lo1tung4maai4gwo2zan6si4hoi1ci2sik1dak1aa1sik1dak1dim2gong2ne1zik1hai6go2di1hou2bei2gaau3duk6lap6di1ge3saang1wut6laa1gam3daan6hai6gan1zyu6ne1zau6gwo3zo2lai4,係呀即係樣樣嘢囉同埋果陣時開始識得啊識得點講呢即係嗰啲好比較獨立啲嘅生活啦咁但係跟住呢就過咗嚟
32,ngo4kei4sat6jau5gei2go3gaai1dyun6ge3dai6jat1go3gaai1dyun6ne1zau6hai6zeoi3co1go2jat1loeng5nin4ne1hou2ne1gwaa3zyu6gwaa3zyu6gwaa3zyu6gam3ne1gam3zau6sing4jat6dou1jiu3daa2din6waa6faan2hoeng1gong2tung4pang4jau5waak6ze2me1king1gai3king1dou3mou5saai3di1ling4jung6cin2laa1,哦其實有幾個階段嘅第一個階段呢就係最初嗰一兩年呢好呢掛住掛住掛住咁呢咁就成日都要打電話返香港同朋友或者咩傾計傾到冇晒啲零用錢啦
33,gan1zyu6ne1zau6jap6zo2laa1hai2do1leon4do1zau6bei2gaau3,跟住呢就入咗喇喺多倫多就比較
34,gam3so2ji5tung4maai4ne1go3zan6si4,咁所以同埋呢個陣時
35,ngo4gwo2zan6si4ne1jap6zo2ne1zau6sik1zo2neoi5pang4jau5gam3zau6bin3zo2hou2ci5ne1dou6do1di1,哦果陣時呢入咗呢就識咗女朋友咁就變咗好似呢度多啲
36,zik1hai6di1aa1waak6ze2aa1waak6ze2bin1dou6jau5dak1jau5jyu4lok6aa1zik1hai6maai5je5zau6bin3zo2hai6ne1dou6laa1,即係啲呀或者呀或者邊度有得有娛樂呀即係買嘢就變咗係呢度啦
37,gam3tung4maai4nei5ngo5gei3dak1gwo2zan6si4ne1ngo5go2go3neoi5pang4jau5ne1hai6hou2sung4joeng4ge3bin3zo2ngo5dou1wui2bei2zeoi3jing2hoeng2dou3ge3zau6bin3zo2ting3go1aa1tai2syu1aa1zik1hai6gwo2di1je5zau6m4hai6gwo2zan6si4ge3sei3daai6tin1wong4aa1gwo2di1zau6heoi3faan1ting3di1sai1jan4go1aa1do1di1,咁同埋你我記得果陣時呢我嗰個女朋友呢係好崇洋嘅變咗我都會比最影響到嘅就變咗聽歌呀睇書呀即係果啲嘢就唔係果陣時嘅四大天王呀果啲就去番聽啲西人歌呀多啲
38,gam3gwo2zan6si4zau6m4hoeng1gong2laa1hai2ne1dou6zau6hou2ci5joeng6joeng6dou1gei2hou2aa1gam3,咁果陣時就唔香港啦喺呢度就好似樣樣都幾好呀咁
39,gam3zau6,咁就
40,hai6laa1gam3gan1zyu6ne1lam4bat1jip6zik1hai6gwo2zan6si4zau6saan3zo2laa1gam3zau6hoi1ci2faan2faan2gaau3wui2,係啦咁跟住呢臨畢業即係果陣時就散咗啦咁就開始返返教會
41,gam3heoi3faan2gaau3wui2gam3zau6zip3zuk1faan2zung1man4do1hou2do1laa1gam3sing4go3kwan4tai2zik1hai6faan2tyun4kai3go2di1cyun4bou6dou1gong2gwong2dung1waa6ge3,咁去返教會咁就接觸返中文多好多啦咁成個群體即係返團契嗰啲全部都講廣東話嘅
42,gam3zau6bin3zo2do1faan2zip3zuk1hoeng1gong2go3di1je5laa1gam3loeng5nin4hau6zau6sik1zo2ling6ngoi6jat1go3neoi5pang4jau5laa1gam3keoi5zau6hou2ge3,咁就變咗多返接觸香港個啲嘢啦咁兩年後就識咗另外一個女朋友啦咁佢就好嘅
43,keoi5jau6ting3zung1man4go1aa1hoeng1gong2go1aa1go2di1gam3joeng6laa1,佢又聽中文歌呀香港歌呀嗰啲咁樣啦
44,gam3ngo5jau6faan2faan2heoi3zik1hai6wui2gan1faan2ngo4jyun5loi4zo2gei2nin4jau5ne1di1go1sau2coeng3ne1di1gam3ge3go1gam3joeng6lo1,咁我又返返去即係會跟返哦遠來咗幾年有呢啲歌手唱呢啲咁嘅歌咁樣囉
45,gam3gwo2zan6si4zau6bei2gaau3ji5ging1jau6hoi1ci2jau5jat1bun3ge3m4hai6waa1hou2hoeng1gong2gam3go2zung2ge3gam1zik6zi1dou6gei2si4ngo5hou2ne1zau6hai6bei2ngo5lam2haa6sin1,咁果陣時就比較已經又開始有一半嘅唔係嘩好香港咁嗰種嘅今夕知道幾時我好呢就係比我諗下先
46,jing3goi1jat1saam1nin4zung2zi1faan2gwok3gaau3go2nin4,應該一三年總之反國教嗰年
47,jat1ji6nin4faan2gwok3gaau3gwo2nin4gam3ngo5zau6tai2faan1wong4zi1fung1bei2lou5si1paak3toi4naau6aa1gam3ngo5zau6zan1hai6hou2gam3joeng6gan1faan2hoeng1gong2faat3saang1gan2me1si6ne1gei2nin4m4hai6ne1gei2nin4hai6ne1gei2sap6nin4faat3saang1zo2me1si6heoi3dou3ne1go3dei6bou6,一二年反國教果年咁我就睇番黃之鋒俾老師拍枱鬧呀咁我就真係好咁樣跟返香港發生緊咩事呢幾年唔係呢幾年係呢幾十年發生咗咩事去到呢個地步
48,zik1hai6hou2ci5hoeng1gong2ge3sai3lou6mui6ji4gaa1bei2jan4hap1gan2gam3dim2ne1,即係好似香港嘅細路妹而家俾人恰緊咁點呢
49,gam3bin3zo2ne1gei2nin4zau6hai6gan1dak1hou2zuk1lo1tung4maai4ne1gei2nin4faan2hoeng1gong2faan2dak1bei2gaau3mat6di1ge3,咁變咗呢幾年就係跟得好足囉同埋呢幾年返香港返得比較密啲嘅
50,jan1wai4gau2sei3nin4ngo5nguk1kei5jan4ji4man4gwo3zo2lai4ngo5sing4sap6gei2nin4mou5faan2heoi3ji6ling4ling4baat3nin4sin1faan2faan2heoi3,因為九四年我屋企人移民過咗嚟我成十幾年冇返去二零零八年先返返去
51,gam3gan1zyu6ji6ling4ling4baat3nin4zi1hau6ngo5daai6koi3dou1hai6loeng5nin4faan2jat1ci3gam3joeng6,咁跟住二零零八年之後我大概都係兩年返一次咁樣
52,ngo5gok3dak1do1leon4do1hou2ge3dei6fong1hai6jat1go3hou2hou2ge3waan4ging2ho2ji5ting4lok6lai4si3haa6jat1di1bei2gaau3jim4suk1ge3je5tung4maai4jau5go3hung1gaan1bei2ngo5dei2heoi3fong3maan6go3bo1faat3heoi3lam2faan2gau3ging2saang1wut6hai2dou3zou6me1aa1jau5me1ji3ji6ne1hai6mi1zau6gam3hek3hot3waan2lok6zau6gam3zou2zik1gaa1ting4,我覺得多倫多好嘅地方係一個好好嘅環境可以停落嚟試下一啲比較嚴肅嘅嘢同埋有個空間畀我哋去放慢個波法去諗返究竟生活喺到做咩呀有咩意義呢係咪就咁吃喝玩樂就咁組織家庭
53,zik1hai6jau4jat1nguk1dou1hai6siu2pang4jau5gan1zyu6dou3laa1gan1zyu6dou3gwaa1lou5can3zik1hai6hai6mi1zing6hai6gam3ne1jik1waak6hai6jau5do1di1je5ne1gam3ne1go3bou6faat3hai6bei2ngo5dei2hou2do1hung1gaan1lam2ne1joeng6je5sam6zi3fu4ho2ji5zoeng3ne1di1je5lam2dou3ge3sat6hang4ceot1loi4lai6jyu4ngo5soeng2ji4hit3noi6siu2siu2,即係由一屋都係小朋友跟住到啦跟住到瓜老襯即係係咪淨係咁呢抑或係有多啲嘢呢咁呢個步法係比我哋好多空間諗呢樣嘢甚至乎可以將呢啲嘢諗到嘅實行出來例如我想迆歇耐少少
54,zik1hai6ne1dou6hai6jau5ne1jat1joeng6je5ho2ji5ji4di1lo1hoeng1gong2zau6,即係呢度係有呢一樣嘢可以迆啲囉香港就
55,zau6syun3hang4hai2gaai1dou1hai6hou2faai3joeng6joeng6je5hou2faai3gei1bun2soeng5ngo5gei3dak1ngo5faan2dou3heoi3keoi5dei2ji5ging1wui2zik1hak1hoi1wui2waa6wai3nei5hai6mi1hai2dai6ji6dou6faan2lai4gaa3gong2je5gam3maan6man6di1gam3ge3man6tai4ge3zik1hai6go3leoi6gam3ge3je5,就算行喺街都係好快樣樣嘢好快基本上我記得我返到去佢哋已經會即刻開會話喂你係咪喺第二度返嚟架講嘢咁慢問啲咁嘅問題嘅即係個類咁嘅嘢
56,sat6zoi6ji4gaa1hoeng1gong2jan4dou1wui2dou3jau5go3fan1bit6zik1hai6waak6ze2nei5dim2gong2je5gam3joeng6hai6lo1,實在而家香港人都會到有個分別即係或者你點講嘢咁樣係囉
57,hai6,係
58,gok3dak1,覺得
59,kei4sat6ngo5gok3dak1hai6jat1keoi1keoi1ge3bei2jyu4ngo5heoi3faan2sam1seoi2bou6gam3ngo5jau6gok3dak1zyun2bin3jau6m4hai6gam3daai6,其實我覺得係一區區嘅比如我去返深水埗咁我又覺得轉變又唔係咁大
60,ho2nang4keoi5di1zung1waan4aa1waak6ze2kei4taa1dei6fong1aa1waak6ze2zau6syun3lok6faan2bak1gok3jau5m4hai6daai6dou1ngo5jing6m4dou3,可能佢啲中環呀或者其他地方呀或者就算落返北角有唔係大都我認唔到
61,m4hai6waa1m4hai6jing6m4dou3daan6hai6go2go3,唔係嘩唔係認唔到但係嗰個
62,hai6lo1ngo5gam2gok3soeng5go3ngoi6gun1dou1m4hai6soeng1caa1hou2jyun5daan6hai6jan4zau6ting3do1zo2gwok3jyu5lo1ne1jat1joeng6je5zau6zeoi3do1lo1,係囉我感覺上個外觀都唔係相差好遠但係人就聽多咗國語囉呢一樣嘢就最多囉
63,jau5kei4sat6jau5jat1go3zau6hai6tung4ngo5jat1cai4zung1hok6gam3gan1zyu6gwo3lai4duk6syu1ge3pang4jau5daan6hai6ji5cin4hai6hoeng1gong2dou1m4suk6ge3daan6lai4zo2ne1dou6gam3mou5laa1dak1nei5dou1m4tung4baan1ge3m4tung4kap1hai2hoeng1gong2lai4dou3jau5go3gam3gwo2zan6si4lai4dou3dak1nei5mi1gam3lo1jan1wai4gwo2zan6si4ne1dou6hai6mou5jyu4lok6gaa2maa3,有其實有一個就係同我一齊中學咁跟住過嚟讀書嘅朋友但係以前係香港都唔熟嘅但嚟咗呢度咁冇啦得你都唔同班嘅唔同級喺香港嚟到有個咁果陣時嚟到得你咪咁囉因為果陣時呢度係冇娛樂㗎嘛
64,dai6jat1zung1man4din6si6hou2kau4kei4,第一中文電視好求其
65,zik1hai6mou4ne1leoi6je5laa1ngo5jau6gei3dak1ngo5hai6daai6jan5dou3go3zan6si4ngo5jiu3ngo5di1lou5sei2hai2hoeng1gong2go3go3lai5baai3zau6luk6zo2di1din6toi4zit3muk6zau6gei3gwo3lai4do1leon4do1mui5ci3zau6gei3jat1go3lai5baai3ngo5zau6lam4zau2ngo5bei2ding6jat1gau6cin2keoi5keoi5zau6maai5kaa1sik1luk6jam1daai3zuk1go3lai5baai3gam3joeng6kei4gwo3lai4,即係無呢類嘢啦我又記得我係大癮到個陣時我要我啲老死喺香港個個禮拜就錄咗啲電台節目就寄過嚟多倫多每次就寄一個禮拜我就臨走我俾定一舊錢佢佢就買卡式錄音帶足個禮拜咁樣奇過嚟
66,mou5dak1maai5mou5dak1je5dou1mou5gam3so2ji5zau6,冇得買冇得嘢都冇咁所以就
67,hai6lo1zau6jau5go3gam3joeng6ge3giu3zou6soeng1jyu6wai4ming4jat1joeng6gam3ge3cam4zam3cing4fong3ge3jan4tung4ngo5jat1cai4lo1,係囉就有個咁樣嘅叫做相遇為名一樣咁嘅沉浸情況嘅人同我一齊囉
68,hou2wui4lau4dou1jau5jau5,好回流都有有
69,zaam6si4mou4ne1go3daa2syun3bat1gwo3ngo5jau5ne1go3,暫時無呢個打算不過我有呢個
70,jyun6mong6zau6hai6ngo5zou6dou3jaa6gei2nin4je5zi1hau6sam1m4do1aa1waak6ze2teoi3jau1jyu4gwo2ging1zai3jung4heoi2ngo5hai6soeng2faan2heoi3ge3zau6syun3m4hai6cyun4bou6faan2saai3heoi3ho2nang4bun3nin4hai2ne1dou6bun3nin4hai2hoeng1gong2gam3joeng6lo1,願望就係我做到廿幾年嘢之後參唔多呀或者退休如果經濟容許我係想返去嘅就算唔係全部返晒去可能半年喺呢度半年喺香港咁樣囉
71,ne1go3hai6ngo5ge3mung6soeng2lai4ge3,呢個係我嘅夢想嚟嘅
72,kei4sat6ngo5jau5go3gam2gok3hai6zik1hai6ngo5soeng2,其實我有個感覺係即係我想
73,jyu4gwo2jau5ming6ge3waa6ngo5soeng2gin3zing3dou3ji6ling4sei3luk6,如果有命嘅話我想見證到二零四六
74,hai6lo1zik1hai6tai2faan2go2lik6si2si4hak1hai2go2jat1dou6tai2faan1sing4gau6je5dim2joeng6,係囉即係睇返嗰歷史時刻喺嗰一度睇番成舊嘢點樣
75,zik1hai6hai6me1cing4fong3ne1bin3sing4dim2joeng6joeng6ne1,即係係咩情況呢變成點樣樣呢
76,hou2ci5zi6gei2sing4wai4lik6si2ge3jat1bou6fan1jat1go3gin3zing3jan4jyu4gwo2jau5ming6ge3waa6jan1wai4ngo5ji5cin4baat3gau2nin4ngo5zung1ji6go2nin4hai6luk6sei3laa1gam3luk6sei3kei4sat6ngo5dou1jau5,好似自己成為歷史嘅一部分一個見證人如果有命嘅話因為我以前八九年我中二嗰年係六四啦咁六四其實我都有
77,zung1ji6zik1hai6kei4sat6gwo2zan6si4dou1jau5sam1gaa1jau4hang4sam1gaa1zik1hai6,中二即係其實果陣時都有參加遊行參加即係
78,zik1hai6go2di1zaap6wui2laa1heoi3kong3ji5laa1ngo5zung6gei3dak1go2nin4jing3goi1mou4zung1lyun4baan6zau6dak1,即係嗰啲集會啦去抗議啦我仲記得嗰年應該無中聯辦就得
79,san1waa4se5gam3ngo5dei2sing4baan1tung4hok6fong3zo2hok6ne1zau6zau2heoi3san1waa4se5mun4hau2tip3daai6zi6bou3ge3zik1hai6hai2go2di1laa1,新華社咁我哋成班同學放咗學呢就走去新華社門口貼大字報嘅即係喺嗰啲啦
80,ne1go3hai6hou2sam1hak1ge3jan3zoeng6gam3ngo5soeng2zoeng3nei5di1si6cyun3faan2maai4hai2ngo5jan4saang1leoi5min6dou1ho2ji5tai2dou3ne1joeng6je5ngo5gok3dak1hai6ngo5soeng2lo1,呢個係好深刻嘅印象咁我想將你啲事串返埋喺我人生裡面都可以睇到呢樣嘢我覺得係我想囉
81,ngo5soeng2ngo5soeng2gwong2dung1waa6ho2ji5bou2wu6lo1dai6jat6,我想我想廣東話可以保護囉第日
82,jan1wai4zik1hai6kei4sat6tai2dou3hou2do1zik1hai6ji4gaa1bei2jan4naau6go2di1giu3zou6gik1zeon3ge3jan4jau6hou2go2jat1tou3hei3sap6nin4jau6hou2zik1hai6kei4sat6hou2do1kei4sat6go3zau6hai6jat1go3bou2wu6soeng2bou2wu6jat1di1zan1sik1ge3je5,因為即係其實睇到好多即係而家俾人鬧嗰啲叫做激進嘅人又好嗰一套戲十年又好即係其實好多其實個就係一個保護想保護一啲珍惜嘅嘢
83,jung6m4tung4ge3fong1faat3heoi3bou2wu6,用唔同嘅方法去保護
84,daan6hai6ho2nang4hai2ling6ngoi6di1gok3dou6lai4tai2zau6ji5ging1hai6jat1go3hou2m4ngaam1hou2gik1zeon3hou2gwo3fan6ge3jat1joeng6je5,但係可能喺另外啲角度嚟睇就已經係一個好唔啱好激進好過份嘅一樣嘢
85,daan6hai6jyu4gwo2nei5tai2kei4sat6hai6soeng2bou2wu6faan2siu2siu2man4faat3bou2wu6faan2siu2siu2jyu5jin4bou2wu6faan2siu2siu2ge3zi6jau4ge3hung1gaan1,但係如果你睇其實係想保護返少少文法保護返少少語言保護返少少嘅自由嘅空間
86,zik1hai6ngo5lam2ne1di1je5jyu4gwo2ho2ji5ngo5jyun6mong6waak6ze2jyun6ging2zau6hai6ne1di1je5hai6jing4jin4ho2ji5jau5jat1di1heoi3sau6dou3bou2wu6lo1,即係我諗呢啲嘢如果可以我願望或者願景就係呢啲嘢係仍然可以有一啲去受到保護囉
87,gam3so2ji5ngo5dou1zik1hai6ngo5jau5go3siu2pang4jau5laa1loeng5go3siu2pang4jau5laa1jat1go3jat1seoi3jat1go3sei3seoi3,咁所以我都即係我有個小朋友啦兩個小朋友啦一個一歲一個四歲
88,gam3ngo5ngaam1ngaam1ne1go3zik1hai6ngaam1ngaam1ne1go3,咁我啱啱呢個即係啱啱呢個
89,aa1nei5dang2jat1dang2aa1,呀你等一等啊
90,ne1go3haa6tin1ne1m4hai6keoi5lai4ge3ne1go3haa6tin1zau6jau5go3maang6soeng4zou6go3gwong2dung1waa6gam3joeng6gam3sing4go3waan4ging2dou1hai6gwong2dung1waa6ge3mou4leon6hai6gaau3sou3hok6gaau3coeng3go1mat1je5dou1hai6gam3ngo5giu3ngo5go3neoi5keoi5dai6jat1nin4gau3daai6ho2ji5sam1gaa1zau6so2ji5heoi3sam1gaa1lo1,呢個夏天呢唔係佢嚟嘅呢個夏天就有個孟嘗做個廣東話咁樣咁成個環境都係廣東話嘅無論係教數學教唱歌乜嘢都係咁我叫我個女佢第一年夠大可以參加就所以去參加囉
91,hai6lo1ne1go3hai6ngo5ge3hei1mong6jat1go3gaa1coeng4ho2ji5heoi3bou2wu6siu2siu2lo1ngo5m4zi1dou6keoi5ceon4dou3keoi5zoi3zi1hau6ho2ji5zou6dou3di1me1lo1,係囉呢個係我嘅希望一個家長可以去保護少少囉我唔知道佢轉到幾再之後可以做到啲咩囉
92,jyu4gwo2ji4man4zau6,如果移民就
93,hai6hou2naan4ge3jan1wai4,係好難嘅因為
94,jan1wai4ngo5baa1baa1m4hai6sing4jat6hai2dou6gam3bin3zo2ngo5aa3maa1zau6jiu3jung6keoi5ge3hou2jau5haan6ge3jing1man4jau5haan6gung1si1laa1heoi3zou6di1jat6soeng4ge3laa1,因為我爸爸唔係成日喺度咁變咗我阿媽就要用佢嘅好有限嘅英文有限公司啦去做啲日常嘅啦
95,gam3kei4sat6hai6mou5man6tai4ge3zi2bat1gwo3zau6waa6wui2,咁其實係冇問題嘅只不過就話會
96,jing3goi1waa6jat6soeng4saang1wut6mou5je5maai6je5aa1kei4sat6hai6mou5je5ge3zi2bat1gwo3hai6waa6dong1jau5di1je5seoi1jiu3bei2gaau3dak6bit6di1gei3je5ceot1jin6lai6jyu4mat1je5waai6zo2ngo4gaa3ce1waai6zo2sai2ji1gei1waai6zo2ngo4jiu3heoi3mau5jat1dou6heoi3zou6jat1di1je5ngo5aa3maa1ho2ji5heoi3zou6gung1pei3jyu4gam3gam3ne1di1je5zau6bin3zo2bei2gaau3dat6faat3sing3ge3si4hau6ne1zau6jiu3wan2ne1go3zi1liu2gwaan1jyu1ne1joeng6je5zau6m4hai6gam3jung4ji6lo1jau4kei4hai6gwo2zan6si4jau6mou5gam3bin3zo2hou2do1kei4sat6hai6man6jan4lo1gam3man6bin1go3aa1gwai2sik1jan4m4sik1gaa2maa3zik1hai6go2di1gam3lo1,應該話日常生活冇嘢賣嘢呀其實係冇嘢嘅只不過係話當有啲嘢需要比較特別啲既嘢出現例如乜嘢壞咗哦架車壞咗洗衣機壞咗哦要去某一度去做一啲嘢我阿媽可以去做工譬如咁咁呢啲嘢就變左比較突發性嘅時候呢就要搵呢個資料關於呢樣嘢就唔係咁容易囉尤其係果陣時又冇咁變咗好多其實係問人囉咁問邊個呀鬼識人唔識㗎嘛即係嗰啲咁囉
97,hou2do1jau4taai3jan4jan1wai4hai2bak1joek3hak1,好多猶太人因為喺北約克
98,zau6gam3hai2tung4go2bin1hai6laa1,就咁喺同嗰邊係啦
99,ngo5m4hai6ngo5zyu6sap6luk6gaai1tung4,我唔係我住十六街同
100,o4ngo5lam2jau4gau2sei3nin4zyu6dou3ji6ling4ling4baat3,哦我諗由九四年住到二零零八
101,ji6ling4ling4baat3jing3goi1,二零零八應該
102,go2go3se5keoi1,嗰個社區
103,o4jau5aa1do1zo2di1zung1gwok3jan4gwo2zan6si4zau6m4hai6zung1gwok3jan4do1zo2di1gong2gwong2dung1waa6ge3jan4zik1hai6hoeng1gong2jan4,哦有啊多咗啲中國人果陣時就唔係中國人多咗啲講廣東話嘅人即係香港人
104,fong1bin6zo2go2go3giu3zou6me1go3ge3hoi1fong3si4gaan1hai6coeng4zo2ge3bei2hei2ngo5hoi1ci2lai4dou3ji6ling4ling4baat3hai6coeng4zo2ge3hai6,方便咗嗰個叫做咩個嘅開放時間係長咗嘅比起我開始嚟到二零零八係長咗嘅係
105,faan4jyu1m4hai6hou2daai6zyun2bin3ngoi6gun1m4hai6hou2daai6zyun2bin3,凡於唔係好大轉變外觀唔係好大轉變
106,jan1wai4kei4sat6keoi5ji5ging1dou1bei2gaau3gau6siu2siu2ge3keoi1gam3kei4sat6keoi5hou2do1jin6jau5ge3je5pei3jyu4go3dou1hai6do1daan6hai6ho2nang4zik1hai6,因為其實佢已經都比較舊少少嘅區咁其實佢好多現有嘅嘢譬如個都係多但係可能即係
107,zong1sau1gwo3gam3joeng6lo1gam3go3gau6je5dou1zung6hai6dou6mou5m4gin3dou3gam3joeng6lo1,裝修過咁樣囉咁個舊嘢都仲係度冇唔見到咁樣囉
108,ngo4do1zo2hou2do1gong2pou2tung1waa6ge3pang4jau5hai6ngo5dei2zak1bin1lo1jan1wai4ngo5dei2bun2loi4jing3goi1hai6,哦多咗好多講普通話嘅朋友係我哋則邊囉因為我哋本來應該係
109,zik1hai6ngo5dei2tai2nguk1gwo2zan6si4ne1go2keoi1ne1hai6jat1bun3bun3gaa3zaa1zik1hai6m4hai6hou2do1gaa3daan6hai6ngo5ji1gaa1zyu6go2tiu4gaai1ne1gei1bun2soeng5ngo5lam2jau5cat1sing4dou1ji5ging1hai6zung1gwok3noi6dei6lai4aa1waak6ze2ge3ji4man4lo1,即係我哋睇屋果陣時呢嗰區呢係一半半架咋即係唔係好多架但係我依家住嗰條街呢基本上我諗有七成都已經係中國內地嚟呀或者嘅移民囉
110,tung4maai4ji5cin4jau6deng3do1gaan1daai6tung2waa4hai2go2dou6ne1gam3bin3zo2zau6gang3gaa1do1di1daan6ngo5dei2bun1jap6heoi3go3zan6si4hai6mou5ge3,同埋以前又掟多間大統華喺嗰度呢咁變咗就更加多啲但我哋搬入去個陣時係冇嘅
111,ngo5dei2bun1zo2jap6heoi3gwo2zan6si4hai6dak1m4zi1hai6ding6hai6zik1hai6go2leoi6gam3joeng6sai1jan4ge3ciu1kap1si5coeng4lo1gam3so2ji5zau6,我哋搬咗入去果陣時係得唔知係定係即係嗰類咁樣西人嘅超級市場囉咁所以就
112,ngo5lam2bun1jap6heoi3gwo2zan6si4daai6koi3jau5saam1zi3sei3sing4hai6gong2hoeng1gong2gwong2dung1waa6zik1hai6zung1gwok3jan4laa1giu3zou6kei4doi6hai6sai1jan4lai4ge3,我諗搬入去果陣時大概有三至四成係講香港廣東話即係中國人啦叫做期待係西人嚟嘅
113,gam3daan6hai6ji4gaa1hai6ceot1heoi3go2di1hai6sai1jan4jat1jap6lai4jat1ding6m4hai6sai1jan4,咁但係而家係出去嗰啲係西人一入嚟一定唔係西人
114,o4gam3jau6gok3dak1mou5mat1je5lo1dou1ge3,哦咁又覺得冇乜嘢囉都嘅
115,jan1wai4,因為
