NUM,EXPECTED,CXM27A_qwerty,# characters,edit distance
51,喺囉好少聽佢講呢啲嘢囉,第囉好少聽佢講哩啲嘢囖,11,3
52,但係佢以前我就知道佢做過好多份工囉,但係佢以前我就知道佢做過好多份工囉,17,0
53,好多唔同行業囉,好多唔同虹葉囉,7,2
54,咁,抌,1,1
55,跟住到我真係懂事嘅時候佢就做緊廚師嘅,因住度我真係董事嘅時皓佢就做𡁵廚師嘅,18,5
56,咁都應該唔係話特別舒服嘅我估,抌都應該唔係話特別舒服𠸏我估,14,2
57,係啦,第呀,2,2
58,點解嚟香港,點解離香港,5,1
59,佢嚟得,裏離得,3,2
60,呢個同政治環境又有關係喎,啲個同正字環境又有關係喎,12,3
61,因為其實我阿爸咧佢哋個即係佢哋我阿爸嘅印尼華僑嚟嘅,因為其實我阿爸囖佢哋嗰遮係佢哋我爸嘅九印尼華U離嘅,25,7
62,咁咧佢咧就佢屋企咧有七兄弟姊妹啦,抌囖佢攞就佢屋企又七兄弟姊妹喇,16,6
63,咁佢同第佢係最大嘅,抌佢同第佢係最大嘅,9,1
64,佢同第二大嘅妹妹咧就一起返咗去大陸,隊同第二大嘅U妹嘞就一齊返咗去大陸,17,4
65,咁嗰陣時就響咧響應返嗰個即係嗰個唔知叫咩名,抌嗰陣時就响囖響應返嗰個啫係嗰個唔知叫咩名,21,4
66,總之係邀請一啲海外嘅華僑咧返返去中國嗰度嘅,董之係腰請一啲海外嘅華橋U翻返去中國嗰度嘅,21,5
67,咁佢哋就有返去啦派咗佢哋兩個,抌佢哋就有返去喇派咗佢哋兩個,14,2
68,跟住然後咧,因住然後嘞,5,2
69,但係佢咧就喺其實佢知道係一個騙局囉可以話係,但係佢囖就喺其實佢知道係一個片焗囖可以話係,21,4
70,因為佢屋企都即係俾共產黨逼害過,因為佢屋企都姐係鼻U產擋碧害過,15,5
71,咁所以佢嗰陣時知道都唔可以留喺㗎了,抌所以佢嗰陣時之度都唔可以留喺廣東她啦,17,7
72,跟住佢就即即係想方設法嚟香港囉,因住佢就遮姐係上方切發離香港囖,15,8
73,咁始終香,躉U中香,4,3
74,同埋住嘅環境啊或者即係無論係政治環境定係生存嘅環境同埋搵錢啦佢都但係嗰陣時都係係唔好嘅,冬埋住嘅還境啊或者姐係無論係正自環境定係生傳嘅嚹警同迷揾錢喇佢都但係嗰陣時都係係唔好嘅,43,11
75,咁咧佢就要即係嚟香港咁樣囉,抌囉佢就要啫係離香港噉樣囖,13,6
76,咁我媽都係我媽咧又係佢爸爸咧又係嗰啲即係其實佢哋成家人咧都係嗰啲革命軍長大嘅,抌我媽都係我媽囖又係佢爸巴又係嗰啲遮係棋實佢哋成加人爹都係嗰啲格命軍長大嘅,38,9
77,但係咧佢爸爸咧就係嗰陣時係俾人批鬥㗎,但係囉佢爸巴囖就係嗰陣時係被批豆歌,18,7
78,跟住就然後令到我阿媽嘅即係因為佢一一個人批鬥咧咁就成家都受影響嘅,因住就然後令到我阿媽嘅啫係因為佢一一個人批豆囖被批度囖噉就U加都受影響嘅,32,11
79,咁嗰陣時我阿媽都嘅即係嗰陣時嘅即係處境都唔係幾好囉,抌嗰陣時我阿媽都嘅啫係嗰陣時嘅啫係廚競都唔係幾好囖,25,6
80,咁所以佢都係即係盡量想移民,抌所以佢都係姐係盡量想移民,13,2
81,去其他地方咁,對其他地方噉,6,2
82,就識咗我阿爸咁樣囉係啦,豆熄咗我吖爸咁樣囉係啦,11,3
83,我唔知喎,倒唔知喎,4,1
84,我諗主要我都唔知點解佢哋買嗰邊喎,倒林主要我都唔知點解佢哋買嗰邊喎,16,2
85,唔知啊真係,唔知吖真係,5,1
86,即係你話真係個啊定係你話人與人之間嗰種關係嘅距離啊,爹係你話真係個個吖定係你話人語人之間嗰種關係嘅佢來吖,25,7
88,我以前,我以前,3,0
89,咁其實同我即係點講咧,抌其實同我啫係點講囖,10,3
90,因為我自己住咗廿幾年嘅,因為我自己住咗吔幾年嘅,11,1
91,小學中學大學,碟學中學大學,6,1
92,啊唔係大學唔係啦,啊大學唔係喇,8,3
93,小學中學,碟學中學,4,1
94,咁我哋咧小學我小學咧就係讀一間叫嘅,抌我哋囖小學我小學囖就係讀一間叫醫脷沙八中學救生會中學嘅,17,14
95,咁咧佢就有一間中學咧即係直接嘅中學就㗎嘛,抌囉佢就有間中學囉遮係直接嘅中學就依利沙八救生會中學歌马,20,16
96,咁所以其實我哋以前好多小學嘅同學咧都係升返做嘅,抌所以其實我哋以前口多小學嘅同學囖都係星返做姨鍾嘅,23,6
97,咁所以其實小學同大中學同學咧個分別唔係好大,抌所以其實小學同大忠學同學囖個分別唔係好大,21,3
98,咁有啲小學其實冇升到但係同我關係好好㗎咧,抌有啲小學其實冇升到醫中但係同我關係好好它U,20,5
99,喺我升咗高中之後就冇乜點樣聯絡,抵我星咗高中之後就冇乜點U聯咯,15,4
100,咁所以小學同學嗰方面咧就麻麻地嘅,抌所以小學同學嗰方面囖就嫲麻哋嘅,16,4
101,咁中學嗰方面咧就即係我真正即係而家人生嘅朋友真正識嘅就可能中學開始啦,抌中學嗰方面囖就遮係我真證啫係而家人生嘅朋友真政適嘅就可能中學開始喇,34,8
102,咁咧就因為我哋嗰陣時咧就,抌屋就因為我哋嗰陣時囖就,12,3
103,啦中學即係香港嘅中學制度當時咧都仲係中一至中三啦,辣忠學啫係香港嘅忠學制度當時嘞都重係中一至中衫喇,24,8
104,跟住中四中五同中六中七嘅,因住中四中五同中綠工七嘅,12,3
105,咁我中一至中三嗰班朋友,抌我中一至中三嗰班朋友,11,1
106,其實我中一至中五咧個人緣都唔係幾好,带實我中日至鍾五U個人原都唔係幾好,17,5
107,其實我由小學到中學嘅人緣都唔係幾好嘅,带實我油小學到重學嘅人原都唔係幾好嘅,18,4
108,咁我係跟住嗰陣時都係即係俾人恰啊嗰啲啦,抌我係跟住嗰陣時都係遮係俾人瞌啊嗰啲喇噉,19,5
109,咁所以其實我中一至中三啦係得兩三個好好中學同學有住㗎嗻,抌所以其實我中一至中衫喇係得兩三個好好嘅忠學同學友住家姐,27,8
110,咁其他其他我都,抌其他其他我都,7,1
111,即係其實大家都會知嘅即係有啊,爹係其實大家都U知嘅啫係有吖,14,4
112,咁但係你就其實你唔會講即係就算見到面如果你遠距離咧我都可能,抌但係你就其實你唔會講啫係就算見到面如果你遠佢離囖我都可能,29,4
113,即係即係,爹係遮係,4,2
114,扮㩒電話梗係行開咁樣囉,但撳掂畫梗係行開噉樣囖,11,6
115,咁你話真係約出嚟就好少,抌你話真係約出來就好少,11,2
116,哦以前其實小學同學中有另外一堆就係咧佢哋有約出嚟嘅,躲以前其實小學同學仲有另外一堆就係囖佢哋有約出來嘅,25,4
117,有陣時都叫埋我但係我因為自己都好忙同埋,有陣時都叫埋我但係我因為自己都好忙同埋,19,0
118,有陣時會又唔知講乜好就有陣時就即係會取捨就會捨佢哋先囉,有陣時U又唔知講咩好就有陣時就遮係會取寫就U寫佢哋先囖,27,7
119,即係啦如果有其他朋友,爹係吖如果有其他朋友,10,2
120,咁講返中學好跟住然後中四中五咧咁我就,抌講返中學好跟住然後中四中五U噉我就,18,3
121,因為中一至中三咧我哋係原班,因運中一至中三囖我哋係圓班,13,3
122,升我哋就冇分班嘅我哋間學校係,叮我哋就冇分班嘅我哋間學校係,14,1
123,咁所以其實中一至中三係同一班嚟嘅,抌所以其實中一至中三係同一班來嘅,16,2
124,咁中四中五咧就要分啦因為我哋要考會考啊嘛,抌鐘四中五啊就要分喇因為我哋要考會考阿媽,20,6
125,咁咧,抌囉,2,2
126,但但係我以前嗰班中一至中三嘅同學咧就好少,但但係我以前嗰班中一至中三嘅同學囖就好少,20,1
127,啊唔係佢哋就主主要讀理科班,咪佢哋就煮主耀讀理科班,13,5
128,咁好少同我一齊升去做商科班嘅我讀商科嘅,抌好少同我一齊星去做傷科班嘅我讀傷科嘅,19,4
129,咁或者係文科啦,抌或者係文科喇,7,2
130,總之但係我讀商科嗰班咧就好少係係我中一至中三以前嘅同學,董之但係我讀傷科嗰班囖就好小係我中一至中三以前嘅同學,27,5
131,咁所以其實算係囉,抌所以其實算係囖,8,2
132,咁以前咧都有玩開但係又係,抌以前囖都有玩嘅但係又係,12,3
133,即係之後即係可能以前細個啊好啊,爹係之後遮係可能以前細個吖好吖,15,4
134,咁所以嗰陣時人緣都唔係話特別好,抌所以嗰陣時人原都唔係話特別好,15,2
135,咁但係我都仲有都有一堆朋友嘅嗰度,抌但係我都重有都有一堆朋友嘅嗰度,16,2
136,即係四五睇下先三四個啦,爹係四五睇下先三四個喇,11,2
137,係啦,第喇,2,2
138,咁到咗中六中七咧因為我唔夠分升返做原校咁咧我咧就去咗第二間同一個嘅中學讀嘅,抌到咗中六中七哩因為我唔救分星返做完校噉囖我囖就去咗第二間同一個嘅中學讀嘅,37,8
139,咁嗰班嘅同學中學同學咧係我咁多班中學同學咧得最多嘅,抌嗰班嘅同學忠學同學囖係我咁多班中學同學囖得最多嘅,25,4
140,即係譬如我哋有大概六七個人啦,爹係譬如我哋又大概六七個人喇,14,3
141,咁咧但係我哋咧就即係大概,抌囖但係我哋囖就啫係大概,12,4
142,我會唔會講得太多啊,到會唔會講得太多啊,9,1
143,即係六七個人啦咁我哋大概每個人開生日咧都會約出一次出去食飯,爹係六七個人喇噉我哋大概每個人嘅生日啊都U藥出一次出去食飯,29,7
144,咁所以其實一年都至少會見到兩三,抌所以其實一年都至小U見到兩三,15,3
145,我諗一年至少見到四五次囉,躲淋一年至小見倒四五次囖,12,5
146,都有四五次,都有四五次,5,0
147,係啦咁以前中一至中三嗰班嘅嗰一幾個朋友咧,第啦噉以前中一至中三嗰班嘅嗰一幾個朋友U,20,3
148,咁我同一個咧好好朋友因為我哋識咗廿幾年㗎了,抌我同一個屋就好好朋友因為我哋熄咗U幾年她啦,21,7
149,咁所以我同佢咧就本身自己會有好多獨立嘅聯絡嘅,抌所以我同佢囖就本身自U會有好多讀垃嘅聯絡嘅,22,5
150,咁有陣時我會去佢屋企佢會嚟我屋企食飯,抌有陣時我會去佢屋企佢會離我屋企食飯,18,2
151,咁即我哋都大知道大家即係好清楚大家嘅生活嘅近況嘅,抌遮我哋都大支道大家姐係好清楚大家嘅生活嘅件放嘅,24,6
152,咁譬如邊個得閒喺屋企嘅我哋就啊喂你可能五分鐘之前就話,抌譬如邊個得閒喺屋企嘅我哋就阿為你可能五分鐘之前就話,26,3
153,你得唔得閒啊,地得唔得閒吖,6,2
154,跟住就會打去對方然後就去對方屋企,因住就會打去對方然後就去對方屋企,16,1
155,咁就可能即係食餐飯啊或者可能剩係睇個電視咁樣囉,抌就可能啫係食餐飯吖或者可能淨係睇個電視噉樣囖,23,6
156,咁冇乜特別但係呢種就係最即係最嘅嗰種囉係呀,抌冇乜特別但係依種就係最啫係最嘅嗰種囖係啊,21,5
157,咁中一至中三其他嗰堆咧就可能真係到食飯嗰時候啊先會見啊咁樣囉,抌中一至中衫其他嗰堆囖就可能真係到食飯個時候阿先U見吖噉樣囖,30,9
158,咁我同嗰個,抌我同嗰個,5,1
159,即係我個叫,爹我個叫,5,2
160,咁我同佢就,抌我同佢就,5,1
161,嘅其他嗰班朋友咧即係我哋即係總之中一至中三有聚會咧我哋兩個一定會一起出席咁樣係啦咁樣,得其他嗰班朋友哩遮係我哋啫係總之中一至中衫有聚會囖我哋兩嗰一定U一齊出直噉U係啊抌樣,42,14
162,跟住中四中五嗰班咧就等我諗下先,因住中四中五嗰班囖就等我飲下先,15,3
163,係啦,第呀,2,2
164,咁我都同兩三個咧就多數係因為多數住同一區咁咧就我哋會約跑步囉,抌我都同兩三個囖就多數係因為多數住同一區噉囖就我哋會約跑步囖,30,5
165,多數都係約跑步食飯就好少,多數刀係約跑部食飯就好少,12,2
166,但係因為佢哋咧就比較可能大家咁啱都係想做做下運動咧所以我哋多數約就係約做跑步或者做打羽毛球,但係因為佢哋啊就俾較可能大家金啱都係想做做下運動爹所以我哋多數約就係約做跑部或者做打羽毛球,45,5
167,游水啊咁樣囉咁,游水吖咁樣囉抌,7,2
168,前幾排都仲有見但係,連幾排都仲有見但係,9,1
169,嚟緊即係啱啱呢幾日呢兩三個禮拜咧就忙啲,带緊遮係啱啱依幾日依想三個禮拜囖就忙啲,19,6
170,就冇再約囉前幾排有,豆冇再約囖前几排友,9,4
171,搵返嘅係啦,躉返嘅係呀,5,2
172,係啦跟住之後咧,係呀跟住之後囉噉,7,3
173,中六至中七嗰班咧就,東六至中七嗰班U就,9,2
174,因為佢哋住即係已經唔係話集中喺有啲喺元朗啊,因為佢哋住啫係已經唔係話集中喺天U為有啲喺原朗啊,21,5
175,有啲喺錦田啊有啲喺其他地方,豆啲喺噉田吖有啲还其他地方,13,4
176,咁就冇好似中一至中五嗰班朋友話約就約出嚟囉,抌就冇好似中一至中五嗰班朋友話約就約出梨囖,21,3
177,即係要夾定個時間咁樣囉,爹係幼甲顶個時間噉樣囖,11,6
178,學校有冇分啊,度校有冇分吖,6,2
179,有應該有實有嘅,有應該有實有嘅,7,0
180,係囉佢哋多數點講咧,第囉佢哋多數點講囖,9,2
181,因為其實我即係呢嗰幾班同學咧個特性都好唔同嘅,因為其實我啫係依嗰幾班同學囖個特性都好唔同嘅,22,3
182,中一至中三咧因為大家因為同都同年紀有關嘅即係你中四中五諗嘢可能成熟咗啲啲,東一至中三囉因為大家因為同都同年幾有關嘅啫係離中四中五U嘢可能成熟咗啲啲,36,6
183,跟住中六中七諗嘢再成熟啲啲咁樣囉,因住中六中七U嘢再成熟啲啲噉樣囖,16,4
184,咁中一至中三可能分得比較明顯囉,抌中一至中三其實可能分得比較明顯囖,15,4
185,就分得好多堆嘅,豆分得好多堆嘅,7,1
186,咁其實又未必係同成績分有關嘅,抌其實又未必係同成即分有關嘅,14,2
187,有可能即係女仔同女仔男仔同男仔啦,到可能啫係女仔同女仔男仔同腩仔喇,16,4
188,跟住然後有啲男女仔啦咁,因住然後有啲南女仔喇噉,11,4
189,主要都係大家洽唔洽得埋,U要都係大家夾唔夾得埋,11,3
190,咁同埋咧好多因為以前中一至中三囉好多時候小朋友會,抌同埋嘞好多因為以前中一至中三囖好多時候小朋友U,24,4
191,即係好多拗撬啊又或者即係會,爹係好多扣U吖又或者遮係會,13,5
192,即係大家就想扮成熟,爹係大家就想扮成熟,9,1
193,但係咧就其實係好幼稚嘅行為,但係啊就其實係好幼自嘅恆外,13,4
194,咁就可能,抌就可能,4,1
195,同埋講嘢就可能會人啲咁樣囉,溶埋講嘢就U可能會人啲噉樣囖,13,4
196,咁如果譬如呢堆人佢哋即係,抌如果譬如依堆人佢哋啫係,12,3
197,但係每個人咧都唔會話特登去得罪晒全世界嘅,但係每個人囖都唔會話特登去得罪晒全世界嘅,20,1
198,總會搵一兩個咧係,董會搵一兩個嘞係,8,2
199,即係同自己係一方嘅咁,爹係同自己係一方嘅噉,10,2
200,所以其實分嘅情況就好難去用一個,朵以其實分嘅情重就好難去用一個,15,2
201,即係去解釋俾你聽佢哋點樣分嘅,爹係去解釋俾你聽佢哋點U分嘅,14,2
202,但係就,但係就,3,0
203,係囉,第囉,2,1
204,就係我諗緣分囉,豆係我飲完份囉,7,4
205,即係唔係話打波特別叻就一堆,爹係唔係話打波特別囉就一堆,13,2
206,都唔係話成績好特別一堆,都唔係話成績好特別一堆,11,0
207,但係佢哋真係有一堆堆但係佢哋點樣分咧就好難我又唔識點樣去我又唔係囉,但係佢哋係真係有一堆堆但係佢哋點U分U就好難我又唔識點樣去我又唔係囖,33,4
208,社會氣氛,嘢區氣U,4,3
209,我自己本身唔係好關心我個社區啦,到自己本新唔係好關芯我個社區啦,15,3
210,所以我唔係好但係,朵以我唔係好但係,8,1
211,我自己咧因為我而家返工個時候咧有啲係喺海外嚟嘅同事啦,我至機囉因為我而家返工嗰時候哩有啲係喺海外離嘅同事喇,26,7
212,咁佢哋有陣時會去到天水圍嘅時候咧,抌佢哋有陣時會去到天U為嘅時候U,16,4
213,我就聽過一個咧就話佢喺香港咁耐咧去到邊度咧唔識咧有陣時主動問人路咧人哋都唔會主動答嘅,到就聽過有一個哩就話佢喺香港咁UU去到邊到囖唔識囖有陣時主動問人路哩人哋都唔U主動搭嘅,42,11
214,但係佢有一次踏足嘅時候咧就,但係佢有一次答燭天U為嘅時候屋就,13,6
215,突然間即喺度一路做一路望啦跟住就有個,突然間姐喺度一路做一路望喇跟住就有個,18,2
216,即係有幾個人都好好心囉問佢去邊啊洗唔洗帶佢咁佢,爹係有幾個人都好好深囖問佢去邊阿洗咪帶佢噉佢,23,7
217,嗰陣時就覺得我嗰個啲人好好好嘅,朵陣時就覺得我嗰個啲人好好好嘅,15,1
218,咁我自己住慣因為我而家嘅咧其實由廿幾年前咧其實係,抌我自己住慣因為我而家嘅囖其實游U幾年前囖其實係,24,5
219,冇乜人住嘅,冇乜人住嘅,5,0
220,我哋算係開荒牛,到哋算係開方牛,7,2
221,跟住到而家咧就係好多好多因為我哋嗰度其實基本係公屋最多嘅,因住到而家屋就係好多好多因為我哋嗰度其實基本係工屋區最多嘅,28,4
222,跟其實天就咁其實有一百萬人口,抌其實天就噉天U為加原朗其實有一百慢人口,14,9
223,咁以前就冇咁多,抌以前就冇金多,7,2
224,咁以前咧就得幾個屋村啦,抌以前棵就得幾個屋穿喇,11,4
225,咁我嗰陣時同埋由細住到大咧,抌餓嗰陣時同埋油細住到大囖,13,4
226,嗰陣時我就覺得咧好似好啲嘅,朵陣試我就覺得囖好似好啲嘅,13,3
227,即係有啲好似舊香港嘅感覺,爹係有啲好似舊香港嘅感覺,12,1
228,但係未去到咁舊啦但係,但係未去到咁舊喇但係,10,1
229,我自己覺得就幾有感情嘅,到自己覺得就幾有噉情嘅,11,2
230,同埋咧我自己嘅嗰,冬埋囉我自己嘅嗰,8,2
231,我哋點講咧,我哋點講囖,5,1
232,公屋嗰層咧我哋仲係字型嘅,東嗰層囖我哋重係懷自型嘅,12,6
233,咁我哋嗰邊我住即係呢個係我屋企啦,抌我哋嗰邊我住啫係依個係我屋企喇,16,4
234,咁嗰個巷仔或者側邊有幾個屋企咧,抌嗰個項仔或者側邊有幾個屋企,15,3
235,都大家互相識嘅,都大家U雙色嘅,7,3
236,同埋會知道自己姓即係對方姓乜嘢啦,冬埋U知道自己性啫係對方聖乜嘢喇,16,6
237,咁以前都會有啲乜嘢食都會俾人哋即係,抌以前都U有啲咩嘢食都U俾人哋啫係,17,5
238,譬如可能餃子啊月餅啊咁樣,得如可能膠紙吖月餅吖噉樣,12,6
239,跟住利是都會俾嘅,跟住例是都會俾嘅,8,1
240,咁我自己屋企嗰條鎖匙咧係我都咗一條喺隔籬屋嘅,噉我自己U企嗰條所時呢喺我都咗一條喺隔離U嘅,22,8
241,咁我自己覺得,噉我自己覺得,6,1
242,以前我哋嗰個單位即係嗰個範圍就啲嘅,意前我哋嗰個單位即係嗰個犯來就啲嘅,17,3
243,但係你話對其他一啲新因為,但係你話對其他一啲新因為,12,0
244,住咗十廿幾年中間住咗好多唔同嘅新屋村啦,住咗十廿幾年中間起咗好多唔同嘅新U穿喇,19,4
245,咁其實你唔會識佢哋咁佢哋都住得遠,噉其實你唔會識佢哋噉佢哋都住得遠,16,2
246,咁同埋我返工就算返學返返中學返大學返工,噉同埋我返公就算返學返返中學返大學返工,19,2
247,都好少去行去其他嘅,都好小去行去其他嘅,9,1
248,咁我就唔知佢哋點,噉我就唔知佢哋點,8,1
249,不過我聽講就有啲雜嘅因為好多新移民啦跟住同埋,不過我聽講就有啲習嘅因為好多新移民喇跟住同埋,22,2
250,係囉始終可能我哋低低下階層啦咁,係囉次中可能我哋低低下街層喇噉,15,5
251,可能會複雜啲嘅,可能會複雜啲嘅,7,0
252,但係整體嚟講咧我對自己住,但係整睇離講呢我對自己住,12,3
253,啫係咧有分好多屋村嘅我對自己住嘅屋村咧都覺得幾都幾舒服嘅,即係呢有分好多盾穿嘅我對自己住嘅U穿呢都覺得幾都幾舒服嘅,28,7
254,同埋唔會覺得唔會係危險囉,同埋唔會覺得唔會係危險囖,12,1
255,係啦,係呀,2,1
256,即係爛仔都有但係唔會多囉係啦,即係藍仔都有但係唔會多囖係啊,14,3
257,識,識,1,0
258,我阿媽比價熟,我阿媽比較熟,6,1
259,我阿爸都比較熟,我阿爸都比較熟,7,0
260,我自己又唔係話成日打招呼,我自己又唔係話成日打招呼,12,0
261,可能我我自己冇乜家教,可能我我自己冇乜加教哈,10,2
262,或者我冇乜禮貌囉,或者我冇乜禮貌囖,8,1
263,我有陣時見到真係要面對面見到我先會打招呼囉,我有陣時見到真係要面對面見到我先會打招呼囖,21,1
264,但係行過佢哋開咗個門跟住我見到人哋喺入邊我會即係可能即係盡量快啲行過咁樣囉,但係行過佢哋開咗個門跟住我見到人哋喺入邊我會即係可能即係盡量快啲行過噉樣囖,37,2
265,但係我會打招呼嘅,但係我會打招呼嘅,8,0
266,咁佢哋知道我做乜嘅,噉佢哋知道我做咩嘅,9,2
267,佢哋知道我嘅職業亦都知道我屋企大概個情況咁樣囉,佢哋知道我嘅職業亦都知到我U企大概個情況噉樣囖,23,4
268,咁但係我自己同佢哋感情冇乜嘅,噉但係我自幾同佢哋噉程舞乜嘅,14,5
269,會啊,會呀,2,1
270,譬如我哋煮條魚冇蔥啊會搵佢哋借囉,俾如我哋煮條魚冇沖呀會揾佢哋借囖,16,5
271,跟住然後可能多咗啲水果啊識唔晒就俾佢哋囉,跟住然後可能多咗啲水果啊識唔晒就俾佢哋囖,20,1
272,跟住佢地有乜事可能個門我成日漏鎖匙咧就會問佢哋借鎖匙開囉,跟住佢哋有咩事可能個門我成日漏鎖時呢就會問佢哋借所時開囖,28,7
273,呢啲芝麻綠豆囉大件事就唔會嘅大件事,哩啲之麻U豆囖大見事就唔會𠸏大件事,17,6
274,就因為我媽我阿爸我阿媽佢哋都仲係嗰種可能即係家醜不外傳嘅,就因為我嫲我阿爸我媽佢哋都重係嗰種可能即係加醜筆外傳嘅,28,5
275,咁唔大件事都但係囉就算搵佢哋都未必幫到手,噉唔大件事都但係囖就算揾佢哋都未必幫倒手,20,4
276,即係譬如借錢咁我哋未試過搵人借錢嘅,即係劈如借錢噉我哋未試過满人借錢嘅,17,3
277,咁但係我諗借錢都唔會搵佢哋囉,噉但係我諗借錢都唔會揾佢哋囖,14,3
278,別名啊,別名呀,3,1
279,有啊囉,有呀飛情成市囖,3,6
280,因為曾經有一個我哋嗰個就係我哋,因為曾經有一個我哋嗰個就係我哋,15,0
281,私隱啊,私忍呀,3,2
282,都夠嘅,都救嘅,3,1
284,因為其實你可以選擇唔去講任何嘢你可以唔打招呼嘅,因為其實你可以選擲唔去講任河嘢你可以唔打招呼嘅,23,2
285,但係其實即係以前啲香港人老一輩嘅都會咁樣做,但係實即係意前啲香港人U一背嘅都會噉樣做,21,5
286,咁我覺得好正常嗻,噉我覺得好正常啫,8,2
287,係囉咁即係佢哋都會問即係我覺得佢哋出於即係可能問關於你嘅職業啊啊洗唔洗飛啊今天,係囉噉即係佢哋都會問即係我覺得佢哋出於即係可能問關於你嘅即業呀呀使唔使飛呀今日,39,8
288,咁我覺得主要係出於關心並唔係話佢想攞你私隱囉,噉我覺得主要係出於關心U唔係話佢想攞你私隱囖,22,3
289,嗯係啦咁啦,嗯係嚹噉嚹,5,3
290,會啊,會呀,2,1
291,咁以前即係而家你有呢啲咁其實,噉意前即係而家你有依啲噉其實,14,4
292,你就會少咗以前即係以前都會有書信嘅來往啦有打電話啦,你就會小咗意前即係意前都會有書信嘅來U喇有打電話喇,25,6
293,但係我自己就覺得有咗之後咧我就少咗講電話好多囉,但係我自己就覺得有咗之後呢我就小咗講電話好多囖,23,3
294,即係我以前會即係日日即係會睇下每個月會唔會爆分鐘啊,即係我意前會即係日日即係會睇下每個月會唔會爆分鐘啊,25,1
295,咁當然同人大個咗有關嘅即係冇咁多嘢講,噉當然同人大個咗有關嘅即係冇咁多嘢講,18,1
296,但係主要其實即係就係因為有咧你可能有啲嘢就會有選擇咗用文字去取代,但係主要其實即係就係因為有呢你可能有啲嘢你就會有選U咗用文字去取代,32,3
297,講電話咁樣囉,講電話噉囖,6,3
298,咁因為我自己咧就唔係話咁鍾意電電話,噉因為我自己呢就唔係話咁鍾意電電話,17,2
299,即係玩電子遊戲啊或者係,即係玩電子遊戲啊或者係,11,0
