NUM,EXPECTED,CXM16A_qwerty,# characters,edit distance
32,即係如果問你係屬於咩嘅人呀佢地寧願答香港人都唔會答中國人啦,即係如果問你係屬於咩嘅人啊佢哋寧願搭香港人都唔會答中國人嚹,29,4
33,但係我個人呢我就仲係會照答自己係中國嘅香港人嘅,但係我個人呢我就仲係會照答自己係中國嘅香港人嘅,23,0
34,啫係始終中國係我自己嘅祖國咁我又唔會話對佢因為有啲咩嘅影響而會對佢有偏見或者係而唔去認同佢囉,遮係始終中國係我自己嘅早國噉我又唔會話對佢因為有啲咩嘅影響兒會對佢有U見或者係而唔去認同佢囖,46,6
35,別名呀,別名呀,3,0
36,別名就應該冇喎,別名就應該冇喎,7,0
37,啫係可能啫係你好似類似花名咁樣嗰啲呀,遮係可能啫係你好似類似花名噉樣嗰啲呀,18,2
38,冇囉我地嗰邊就,冇囉我哋嗰邊就,7,1
39,淨係知以前係漁港囉佢事後之後填海先至變咗而家紅磡區咋嘛,淨係芝耳前係魚講囉佢是後之後田海先至變咗而家熊U區楂嗎,27,10
40,係囉以前同埋我地而家船嗰個街名叫船景街啫係可以睇得出佢以前係船㗎啦係為主,係囉以前同埋我哋而家船嗰個街名叫船境街遮係可以睇得出佢以前係船𡃉喇係圍主,36,6
41,鄰居呀,倫居呀,3,1
42,唔算叫做太親密,唔算叫做太親密,7,0
43,定只不過就係可能朝早起身同搭同一架𨋢嘅時候會打個朝呼咁樣囉,定只不過就係可能朝早起新同搭同一𡃉U嘅時候會打個招呼噉樣囖,29,6
44,以前就有一位就更加親切啲嘅就喺工作上面可能有啲咩嘅食物呀或者係一啲飲品佢攞咗返嚟嘅話呢佢係會同我地分享囉,以前就有一位就更加U切啲嘅就喺工作上面可能有啲咩嘅食物啊或者係一啲飲品佢攞咗返來嘅話呢佢係會同我哋分享囖,52,5
45,但係而家就少咗啦而家冇咗因為佢搬走咗啦,但係而家就小咗喇而家冇咗因為佢搬走咗喇,19,3
46,其他嗰啲都係就咁打朝呼就已經係非常之極限已經係一個極限嚟㗎啦我諗,其他嗰啲都係就檢打招呼就已經係非常之極限已經係一個極限來𡃉嚹我林,32,6
47,鄰居呀突發事件呀,倫居呀突發事件呀,8,1
48,始終我認為啫係例如可能就算唔係有突發事件發生,始中我認為姐係例如可能就算唔係有突發事件發生,22,2
49,或者可能係預防啦俾定可能例如預防就可能俾一啲俾定屋企鎖匙比佢地呀個啲後備鎖匙呢我個人就唔係好呢樣野嘅,或者可能係U防喇俾定可能例如預防就可能俾一啲俾定屋企所時俾佢哋啊嗰啲後被所時呢我個人就唔係好呢樣嘢嘅,50,12
50,啫係我覺得就雖然話可能你同佢相處耐但係唔代表你真係完全去了解對方嘅真實嘅一面囉,遮係我覺得就U然話可能你同佢傷儲內但係唔代表你真係完全去了解對方嘅真實嘅一面囖,39,6
51,所以始終都係唔敢,所以始終都係唔敢,8,0
52,頂多都只可以係拜托一啲住得比較算近嘅親戚就比較信任得過啲,頂多都止可以係拜托一啲住得比較算U嘅親U就比較信任得過啲,28,3
53,鄰居就應該未試過,倫居就應該未試過,8,1
54,係啦,係喇,2,1
55,親戚就有,親U就有,4,1
57,即係好似我頭先所講啦好似我個區嚟講,即係好似我頭先鎖講喇好似我嗰區來講,17,4
58,好似啲同學咁樣,好似啲通學噉樣,7,2
59,我認為香港嘅呢個精神開始係即係對於呢個國家自己嘅身分認同呢個團結呢一方面嘅精神呢我覺得就開始偏離咗囉,我認為香港嘅呢個精神開始係即係對於呢個國家自己嘅身份認同呢個團結呢一方面嘅精神呢我覺得就開始拼離咗囖,50,3
60,即係佢地以前佢地團結嘅定義可能係為國家去團結,即係佢哋以前佢哋團結嘅定二可能係為國家去團結,22,3
61,但係而家就可能係為咗香港而團結而唔係中國就將個範圍縮窄咗,但係而家就可能係為咗香港而團結而唔係中國就將個飯為粟責咗,28,4
62,對野亦都可以偏見咗淨係望野唔夠長遠,對嘢亦都可以拼見咗淨係望嘢唔夠長遠,17,3
63,例如可能好似而家啲政改咁樣佢地覺得應該係要一個佢地覺得要自己有一個權利去自己選特首,例如可能好似而家啲證改噉樣佢哋覺得應該係要一個佢哋覺得要自己有一個權利去自己損特手,41,6
64,但係佢地唔去細心諗清楚到底呢一樣野係對於整個政府嘅運作會有啲咩影響,但係佢哋唔去細心林清楚到底呢一樣嘢對於整個政府嘅運作會有啲咩影響,33,4
65,又或者每選一個特首出嚟之前就算你自你自己希望選出嚟代唔代表中國會支持唔係話你選完之後香港就可以自己獨立囉,又或者每損一個特手出來之前就算你自你自己希望損出來袋唔代表中國會之U唔係話你損完之後香港就可以自己讀蠟囖,52,12
66,始終都係需要一個國家係背後到支持㗎囉,始終都係需要一個國家係背後到之持𡃉囉,18,2
67,就係咁囉所以我覺得香港呢個精神呢個團結嘅精神應該係越嚟越差㗎囉我諗,就係噉囖所以我覺得香港呢個精神呢個團結嘅精神應該係越來越差𡃉囖我林,33,6
68,有去旅行嘅時候有㗎,有去旅行嘅時候有𡃉,9,1
69,外地呀都係視乎邊啲國家啦,外地呀都係視乎邊啲國家喇,12,1
70,啫係可能如果啫係其寶雖然我自己就對中國都係有一個好強嘅身分認同,遮係可能如果啫係其實需然我自己就對中國都係有一個好強嘅身份認同,31,4
71,但係始終親身落過內地去望呢我就對於佢地個生活環境呀或者同埋聽學校老師咁佢地嘅解釋嚟講呢我覺得呢中國就仲需要改進囉,但係始中親身落過內地去望呢我就對於佢哋個生活環境啊或者同埋聽學校老師噉佢哋嘅解色來講呢我覺得呢中國就重需要改俊囖,56,10
72,啫係就算係生活環境呀或者佢地自己嘅政制嘅一套我都認為有需要改進嘅,遮係就算係生會環境啊或者佢哋自己嘅正制嘅一套我都認為有需要改俊嘅,32,6
73,其他國家方面呢就咁睇外表嚟講呢我認為就算繁華嘅,其他國家方面呢就噉睇外表來講呢我認為就算煩華嘅,23,3
74,同埋生活亦都算安定呀,同埋生活亦都算安定吖,10,1
75,佢地嘅工作亦都算係幾輕鬆呀唔會話係好似香港咁樣係個繁忙嘅都市啦,佢哋嘅工作亦都算係幾興風吖唔會話係好似香港噉樣係個煩忘嘅都市喇,31,8
76,淨係每日都淨係為咗返工放工呀就算係仲要添啦有陣時,淨係每日都淨係為咗返工放工啊就算係重要添喇有陣時,24,3
77,咁我覺得就可能就都係要視乎唔同國家佢地自己佢地嗰個情況囉,噉我覺得就可能就都係要事扶唔同國家佢哋自己佢哋嗰個情況囖,28,6
78,移民呢方面就冇諗過啦,移民呢方面就冇淋過喇,10,2
79,我覺得香港就己經算係一個好滿足我嘅城市嚟嘅,我覺得香港就已經算係一個好滿捉我嘅成市來嘅,21,4
80,啫係好似平時得閒嗰陣呀,遮係好似平時得閒嗰陣呀,11,1
81,我諗佢地多數都應該係同同學出去一齊玩呀去唱卡啦呀去可能仲會有去主題樂園啦咁樣,我淋佢哋多數都應該係同同學出去一齊玩呀去唱卡拉阿去可能仲會有去煮題樂完喇噉樣,38,8
82,之類總之主要都係會同同學一齊同反啲朋輩一齊去係呀去呢個相處囉,之類腫之主要都係會同同學一齊同返啲朋背一齊去係呀去呢個箱儲囉,30,5
83,咁樣囉咁就少咗會同啲家人團一齊有一個之類嗰啲少左呢樣野囉,噉樣囉噉就少咗會同啲家人團一齊有一個支慮嗰啲小咗呢樣嘢囉,28,7
84,係啦,係喇,2,1
85,佢地多數都冇一個特定嘅地點嘅,佢哋多數都冇一個特定嘅地點嘅,14,1
86,啫係可能是但搵個地方約出嚟跟住之後就喺嗰度就總之好似漫無目的咁樣見到啲乜咪去望下有卡啦有地方咁咪入去唱咁樣咁就就咁就過一日㗎啦,遮係可能是但揾個地方約出來跟住之後就喺嗰度就種之好似萬無目的噉樣見到啲乜咪去望下有卡拉有地方噉迷入去唱噉樣噉就就噉就過一日𡃉嚹,63,14
87,冇咩特別嘅目的咁樣囉只不過係想同啲同學見下面咁樣囉,冇咩特別嘅目的噉樣囖子不過係想同啲同學見下面噉樣囖,25,5
88,哦有㗎有啲同學佢地係啫係例如足球隊嗰批呢佢地就因為熱愛足球所以先加入啦,哦有𡃉有啲同學佢哋係姐係例如足球隊嗰批呢佢哋就因為熱愛捉球所以先加入喇,35,6
89,咁佢地所以佢地好似係除咗平日佢地喺學校嘅小息嘅時候都會一齊傾之外呢就好似話佢地係會可能約埋一齊有段時間係一齊對住部電視機,噉佢哋所以佢哋好似係除咗平日佢哋喺學校嘅小飾嘅時候都會一齊傾之外呢就好似話佢哋係會可能約埋一齊有段時間係一齊對住部電視機,60,6
90,甚至可能係會有老師會去到嗰啲地方睇比賽嘅時候佢地係會主動問個老師可唔可以帶埋佢地一齊去睇㗎囉,甚至可能係會有老師會去到嗰啲地方睇俾菜嘅時候佢哋係會主動問個老師可唔可以帶埋佢哋一齊去睇𡃉囖,46,6
91,係㗎,係架,2,1
93,出去玩嘅定義即係出國定係咩呀,出去玩嘅定二即係出國定係咩啊,14,2
94,香港講出去玩呀,香港講出去玩呀,7,0
95,如果講我諗就應該係咪夜晚呀佢地需唔需要限制唔好太夜呢,如果講我林就應該係咪夜晚啊佢哋需唔需要限制唔候太夜呢,26,4
96,啫係始終有啲始終香港雖然話佢地嗰個叫做治安都算好,遮係始終有啲始中香港需然話佢哋嗰個叫做字安都算好,24,5
97,但係始終到夜晚嘅時候都係有啲野唔可以預料㗎嘛我地,但係始鍾到夜晚嘅時候都係有啲嘢唔可以預U𠺢嗎我哋,24,6
98,咁所以有啲青少年之類嗰啲佢如果太夜再出去嘅話一嚟父母擔心二嚟亦都可能會群埋一班唔好嘅朋友呀,噉所以有啲清笑年之慮嗰啲佢如果太夜再出去嘅話一來父冇擔心二來亦都可能會裙埋一班唔好嘅朋友啊,45,9
99,可能會令到佢地染上一啲毒癮呀之類嗰啲或者飲酒呀嗰啲,可能會令到佢哋點上一啲讀癮啊枝慮嗰啲或者飲酒啊嗰啲,25,7
100,咁呢啲我認為所以香港應該需要可能對於外出啫係夜晚外出呢樣野可能需要有少少嘅監管呀限制嗰啲囉,噉呢啲我認為所以香港應該需要可能對於外出啫係夜晚外出呢樣嘢可能需要有少少監館啊限制嗰啲囖,45,6
101,我個人呢就主要就放咗學之後就多數都係直接返屋企嘅,我個人呢就主要就放咗學之後就多數都係直接返屋企嘅,24,0
102,因為我就係屬於回家一族,因為我就係屬於回加一續,11,2
103,我就唔係咁鐘意逗留喺街入面漫無目的嘅,我就唔係噉鍾意豆留喺街入面萬無目的嘅,18,4
104,我就總之有目的我先至會係出去街㗎啫,我就總之有目的我先至會係出去街𡃉啫,17,1
105,無目的嘅話我會留反喺屋企做自己野啦,冇目的嘅話我會留返喺屋企做自己嘢喇,17,4
106,但係其他同學呢就以現時個情況我見呢佢地就鐘意留喺學校唔返屋企嘅,但係其他同學呢就已現時個情況呢佢哋就鍾意留喺學校唔番屋企嘅,31,6
107,差唔多可能係逗留到可能學校係要叫佢地閂門呀咁樣咁佢地先會走嘅,差唔多可能係豆留到可能學校係要叫佢哋閂門啊噉樣噉佢哋先會走嘅,30,6
108,但係又唔會話好似以前老師佢地講話佢地留喺學校係為咗溫書呀溫到好夜先走,但係又唔會話好似以前老師佢哋講話佢哋留喺學校係為咗溫書啊溫到好夜先走,34,3
109,佢地係淨係喺學校入面自己傾偈喺個課室入面自己走嚟走去咁樣就可以捱到咁樣喺到流連到夠鐘囉,佢哋係淨係喺學校入面自己傾偈喺個課室入面自己走來走去噉樣就可以捱到噉樣喺到留連到夠鐘囖,43,6
110,沙士嗰年我就唔係好印象深刻,莎士嗰年我就唔係好印象心黑,13,3
111,我唯一淨係記得當年就係考小學嗰時考考下試突然之間最尾嗰兩科唔使考跟住之後好開心,我唯一靜係記得當年就係考小學嗰時考考下市突然之間最尾嗰兩科唔使考跟住之後好開心,39,2
112,但係最好笑嘅地方就係我唔知點解好似之前好似有預料到會唔使考試咁樣,但係最好笑嘅地方就係我唔知點解好似之前好似有UU到會唔使考試噉樣,32,3
113,我就之前嗰幾個禮拜我係唔睇書唔溫書㗎囉,我就知前嗰几個禮拜我係唔睇書唔溫書家囉,19,3
114,係呀我真係完全係博咗落去咁樣,係呀我真係完全係博咗落去噉樣,14,1
115,好奇怪我嗰次其實我嗰次我記得最記得就係我好緊張㗎囉到考嗰陣時因為我完全冇睇過本書咁濟呀嘛,好奇怪我嗰次其實我嗰次我記得最記得就係我好緊張𡃉囖到考嗰陣時因為我完全冇睇過本書噉掣吖嗎,44,6
116,但係就最好彩就係因為沙士就應該係沙士爆發咁所以就令到我就唔使考囉,但係就最好彩就係因為沙史就應該係莎士爆發噉所以就令到我就唔使考囖,32,4
118,就不過其實咁樣只不過係我個人嘅意見啫唔代表係咩係囉唔代表係好處嚟嘅呢樣,就不過其實噉樣子不過係我個人嘅意見啫唔代表係咩係囖唔代表係好處來嘅呢樣,35,4
119,始終嗰陣時都仲係腦荀未生埋咁個呢個對於呢個意識嚟講算係薄弱所以我都唔係好有太大嘅感覺囉,始終嗰陣時都重係腦筍未生埋噉個呢個對於呢個意識來講算係薄弱所以我都唔係好有太大嘅感覺囖,43,5
120,不過都係事後睇反一啲文即係可能喺網上面嘅文章呀或者係一啲讚揚當時嘅醫生嗰啲就可能會有少少感觸囉,不過都係是候太返一啲文即係可能喺網上面嘅文張啊或者係一啲贊陽噹時嘅醫生嗰啲就可能會有少少噉捉囖,47,12
121,對於佢地嘅付出都覺得好偉大囉,對於佢哋嘅父出都覺得好偉大囖,14,3
122,我記得好似當年係有位女醫生好似係主動留喺醫院度照顧病人,我記得好似當年係有位女醫生好似係主動留喺醫院度照顧病人,27,0
123,但係最後自己都係染上咗沙士然之後身亡㗎囉,但係最後自己都係點上咗鯊士然之後新U𡃉囖,20,6
124,不過實質個名我就唔係好記得我記得應該係姓謝㗎我記得,不過實質個名我就唔係好記得我記得應該係性謝𡃉我記得,25,2
125,就係咁囉跟住其他嗰啲就唔係好認啦唔係好認識啦,就係噉囖跟住其他嗰啲就唔係好認嚹唔係好認識嚹,22,4
126,如果就咁睇表面嘅話我覺得香港變化好大啦,如果就噉睇表面嘅話我覺得香港變化好大嚹,19,2
127,啫係淨係你平時落街睇以前可能啲商店係呢個形式嘅主要但係而家可能已經變哂,遮係淨係你平時樂街睇以前可能啲商店係呢個形式嘅主要但係而家可能已經變晒,35,3
128,就可能好似我黃埔花園為例啦以前樓下商場呢主要食肆為主嘅,就可能好似我黃報花原為例喇以前樓下雙場呢主要食試圍煮嘅,27,7
129,跟住之後而家呢已經變成咗開始係主要以消費例如開咗好多一啲名牌嘅服裝店呀或者首飾店之類咁樣嗰啲囉,跟住之後而家呢已經變成咗開始係主要耳消費例如開咗好朵一啲名排嘅復U掂啊或者手飾店知類噉樣嗰啲囖,47,11
130,同埋佢地轉得好快囉有陣時可能適應唔到㗎會,同埋佢哋鑽得好快囖有陣時可能識應唔到𡃉會,20,5
131,規矩呀我諗最普遍所有家庭都有嘅就應該係廚房係納入禁止㗎囉,規U呀我林最普遍所有家庭都有嘅就應該係廚房係納入噉指𡃉囖,28,6
132,係啦即係例牌我好似我屋企咁樣我嗰陣時就應該係有個鐵欄咁樣係欄住嗰個啱啱好係我過唔到嘅應該就,係喇即係例牌我好似我屋企噉樣我嗰陣時就應該係有個鐵蘭噉樣係欄住嗰個啱啱好係我過唔到嘅應該就,45,4
133,係啦跟住仲有其他嘅我諗就應該係𠝹刀係唔比用㗎囉嗰陣時,係啦跟住仲有其他嘅我林就應該係戒都係唔俾用𡃉囖嗰陣時,26,6
134,即係始終父母覺得你仲細你用𠝹刀嘅話太危險所以淨係容許用較剪囉就算連廚房刀呀嗰啲都唔比用㗎,即係始終父冇覺得你仲細你用介都嘅話太危險所以淨係容U用鉸剪囖就算連廚房都啊嗰啲都唔俾用𡃉,44,10
135,係囉,係囉,2,0
136,就唔會俾人打嘅應該就,就唔會俾人打嘅應該就,10,0
137,我記得就頂多比人鬧可能鬧一陣咁樣跟住之後喊下咁樣咁就係囉當係一個警剔咁樣咁就冇㗎啦,我記得就頂多俾人鬧可能鬧一陣噉樣跟住之後喊下噉樣噉就係囖當係一個警U噉樣噉就冇𡃉嚹,41,10
139,係囉例牌都係囉唔可以偏食啦一定要食菜啦,係囉例牌都係囖唔可以蝙食喇一定要食菜喇,19,4
140,吸收嗰啲嘅營養一定要均衡啦唔可以偏哂去淨係食肉唔食菜之類嗰啲啦,級收嗰啲嘅形養一定要君衡喇唔可以偏晒去淨係食肉唔食菜支對嗰啲喇,31,8
141,又可能有啲最基礎嘅餐桌禮儀呀,又可能有啲最機坐嘅餐翠禮而啊,14,5
142,可能例如筷子嗰陣時佢地我記得筷子呢佢地教我地揸呢係教得好嚴嘅,可能例如筷子嗰陣時佢哋我記得筷子呢佢哋教我哋揸呢係教得好嚴嘅,30,3
143,因為始終中國人冇理由唔識揸筷子㗎嘛,因為始中中國人冇理由唔識楂筷子𠺢嗎,17,4
144,咁所以當時揸筷子係咩啦,噉所以當時揸筷子係咩喇,11,2
145,同埋亦都好似話夾嗰個形式都唔可以係反手夾,同埋亦都好似話夾嗰個形色都唔可以係反手甲,20,2
146,因為反手嘅話呢係會比人認為你係好似偷偷摸摸唔光明正大咁樣去攞咁樣,因為反手嘅話呢係會俾人認為你係好似偷偷摩U唔光明証噉樣去攞噉樣,32,7
147,係啦咁好似係囉呢啲都係主要都係聽呀公公嗰啲講㗎囉,係喇噉好似係囖呢啲都係主要都係聽阿港缸嗰啲講𡃉囖,24,8
148,體罰呀我認為都係視乎嗰個嗰個細路仔嘅表現囉,睇罰呀我認為都係視U嗰個嗰個細路仔嘅表現囖,21,3
149,即係如果一個佢平時已經係好乖好文靜唔會特登犯錯嘅咁你體罰其實我認為就冇咩必要囉,即係如果一個佢平時已經係好乖好文靜唔會特燈飯錯嘅噉你睇罰其實我認為就冇咩必要囖,39,5
150,你淨係可能口頭提醒呀又或者如果嚴重少少就警告咪算囉,你淨係可能口頭提醒啊又或者如果U仲少少就竟狗咪算囖,25,6
151,就唔需要用到體罰嘅,就唔需要用到睇罰嘅,9,1
152,但係如果有啲可能真係直程好似失控嘅控制唔到自己嘅你點樣提佢都冇用嘅咁我諗就可能輕微嘅都係需要㗎囉有陣時,但係如果有啲可能真係直程好似失控嘅控制唔到自己嘅你點樣提佢都冇用嘅噉我林就可能興妹嘅都係需要𡃉囖有陣時,51,6
153,始終棒下出孝兒呀嘛,始中棒下出校移吖嗎,9,5
154,係囉以前有好多嗰啲孝子中國古代嗰啲孝子多數都係打得多先至會變乖㗎啦,係囉以前有好多嗰啲爆指中國古袋嗰啲U指多數都係打得多先至會變乖𡃉喇,33,7
155,我基本上第一個同人商量嘅一定會係父母先因為始終都係自己最親同埋你講嘅時候亦都會更加係啫係開放啲囉,我基本上第一個同人商涼嘅一定會係父冇先因為始終都係自己最親同埋你講嘅時候亦都會更加係啫係開放啲囖,48,3
156,你唔會有任何一啲約束呀或者係一啲唔好意思囉,你唔會有U何一啲約U啊或者係一啲唔好意試囖,21,5
157,你會好開朗咁樣照同佢地去講解一啲講自己有啲咩困難呀問題等佢地一齊同你去解決囉,你會好開U咁樣照同佢哋去講解一啲講自己有啲咩困難啊問題等佢哋一齊同你去解決囖,38,5
158,唔可以同呀爸呀媽講呀,唔可以同阿爸阿媽講呀,10,2
159,我個情況就我身上就冇呢樣野發生嘅,我個情況就我身上就冇呢樣嘢發生嘅,16,1
160,即係就算可能有我都唔係好知啦,即係就算可能有我都唔係好知喇,14,1
161,係啦,係喇,2,1
162,因為咁但係聽其他同學嘅意見就聽佢地話呢就好似主要呢來來去去呢聽得最多嘅都係話成積差或者肥咗佬嗰啲呢就多數都唔會同佢地講嘅,因為噉但係聽其他同學嘅意見就聽佢哋話呢就好似煮要呢來來去去呢聽得最多嘅都係話成績叉或者肥咗佬嗰啲呢就多數都唔會同佢哋講嘅,60,6
163,係啦即係驚佢地會鬧呀或者好似對唔住佢地咁樣嗰啲啦,係喇即係驚佢哋會鬧啊或者好似對唔住佢哋噉樣嗰啲喇,24,6
164,咁呢啲我記得最多嘅係囉,噉呢啲我記得最多嘅係囖,11,2
165,喺小學階段嘅時候佢地認為我嘅能力係可以應付到所以佢地就會期望會高啲,喺小學街斷嘅時候佢哋認為我嘅忘力係可以應父到所以佢哋就會奇望會高啲,33,7
166,希望你可能係全級可能有一百幾人百五人咁樣啦咁可能佢會希望你起碼係三分一以上啫係可能五十人以上嘅咁樣嗰啲囉,希望你可能係全級可能有一百幾人百五人噉樣喇噉可能佢會希望你起碼係三分一以上遮係可能五十人以上嘅噉樣嗰啲囖,52,6
167,咁而家上咗中學之後呢因為始終佢地知道我上嗰間中學呢係有料嘅比較係呢個程度係高啲嘅,噉而家上咗中學之後呢因為始終佢哋之度我上嗰間中學呢係有料嘅比較係呢個情度係高啲嘅,40,5
168,咁佢地就認為總之你盡咗力你冇你冇後悔對啫係交代到比自己就囉佢地己經覺得,噉佢哋就認為總之你盡咗力你冇你冇後U對啫係交代到俾自己就囖佢哋已經覺得,35,7
169,係啦,係喇,2,1
170,等我諗下先呀吓,等我淋下先呀吓,7,1
171,我諗應該係由幼稚園開始㗎啦已經,我林應該係油幼自圓開始𡃉嚹已經,15,6
172,幼稚園就我諗有冇四四唔係四歲都應該已經過咗囉四歲已經係讀緊㗎啦我諗啫係我諗三歲到啦,幼U園就我淋有冇四四唔係四歲都應該已經過咗囖四歲已經係讀𡁵𡃉嚹我林遮係我林三歲到喇,41,10
173,近每次都係臨打鐘五分鐘先出先出屋企㗎啦,肯每次都係淋打中五分鐘先出先出屋企𡃉喇,19,5
174,跟住之後就跟住只係稍為急步地已經可以提前到一分鐘返到去㗎啦,跟住之後就跟住只係U為急部地已經可以提千到一分鐘返到去𡃉嚹,29,5
175,男女校嚟嘅,南女校來嘅,5,2
176,有幾個記得好清楚嘅,有幾個記得好清楚嘅,9,0
177,有一個係劉姓劉嘅女老師係屬於老嗰批嚟嘅,有一個係留聖留嘅女老師係屬於老嗰批來嘅,19,4
178,另一個就係咁係英文老師嚟嘅,另一個就係噉係英文老師來嘅,13,2
179,咁我劉老師我記得就應該係我小四嘅班主任,噉我留老師我記得就應該係我小四嘅班主任,19,2
180,我覺得佢嘅嚴就係過份嘅嚴囉,我覺得佢嘅炎就係過份嘅炎囖,13,3
181,啫係如果喺班上面可能你有少少嘅聲音可能頂多可能係討論呀或者有少少嘅傾偈喺小學生嚟講我覺得好正常啫,遮係如果喺班上面可能你有少少嘅升音可能頂多可能係土論啊或者有少少嘅傾偈係小學生來講我覺得好正常啫,48,6
182,但係佢地係直程係連嗰少少都唔比囉,但係佢哋係直程係連嗰少少都唔俾囖,16,3
183,佢好佢係可能會話你一少少嘅話佢就會鬧可能你鬧成五分鐘呀總之佢會鬧到你直程係驚咗佢㗎囉全年係驚咗係唔敢喺佢堂上面講野㗎啦,佢好佢係可能會話你一少少嘅話佢就會鬧可能你鬧成五分鐘啊總之佢會鬧到你直程係驚咗佢𡃉囖傳年係驚咗係唔敢喺佢堂上面講嘢𡃉嚹,59,7
184,係啦啫係由嗰可能由嗰年之後你會突然之間有個童年陰影呀或者之類令到你由原本一個活潑嘅人變咗個係一個好唔肯講野呀嘅人囉,係喇姐係油嗰可能油嗰年之後你會突然之間有個同年音影啊或者之類令到你油原本一個活潑嘅人變咗係一個好唔肯講嘢啊嘅人囖,57,12
185,係囉而就因為佢嗰陣時係英文老師同埋亦都係小同埋主教都係主要教小五同小六,係囖移就因為佢嗰時係英文老師同埋亦都係小同埋主教都係主要教小五同小錄,35,4
186,咁佢就緊張我地上中學嘅成積,噉佢就緊張我哋上中學嘅成績,13,3
187,咁所以嚴勵就會係對我地英文嘅成積呀或者係我地上堂嘅表現啦就會比較嚴啲囉就希望可以揸緊反我地個成積,噉所以炎例就會係對我哋英文嘅成即啊或者係我哋上堂嘅表現喇就會俾較炎啲囖就希望可以揸緊返我哋個成績,48,14
188,我間中學就位處何文田咁就啱啱好就建喺一個斜坡咁嘅地方嘅,我間中學就為處河文田噉就啱啱好就見喺一個邪波噉嘅地方嘅,27,7
189,咁所以佢同埋我個何文田區呢就學校好多嘅,噉所以佢同埋我個河民田區呢就學校好多嘅,19,3
190,所以佢自己個佢自己個面積嚟講都算細嘅,所以佢自己個佢自己個面即來講都算細嘅,18,2
191,可能同埋操場就淨係得籃球場就真係好似得個籃球場跟住之後四面就全部都係課室呀你嗰啲擋哂㗎啦已經,可能同埋操場就淨係得嵐球長就真係好似得個藍球長跟住之後四面就全部都係課室啊你嗰啲擋晒𡃉嚹已經,46,8
