NUM,EXPECTED,CXF77A_qwerty,# characters,edit distance
39,我地尋日先至去香港仔玩咗一日,我哋琴日先至去香港仔玩咗一日,14,2
40,中心去旅行啊,中心去旅行呀,6,1
41,咁就去嗰度去海鮮舫嗰度食晏,噉就去嗰度去海鮮房嗰度食硬,13,3
42,咁就有啲人喺度唱歌啊跳舞啊咁我地就唔唱喇,噉就有啲人喺度唱歌呀跳U啊噉我哋就唔唱嚹,20,6
43,咁就聽下人地唱囉,噉就聽下人哋唱囖,8,3
44,哈哈係呀我我冇去唱根本我地都可以唱下歌仔不過唔去啦因為人太多俾啲後生嘅去唱下我地都唱咗咁多年咯,係呀我我冇去唱根本我哋都可以唱下哥仔不過唔去喇因為人太多俾啲後生嘅去唱下我哋都唱咗咁多年囖,47,7
45,所以我就鍾意聽下啲後生唱歌仔,所以我就鍾意聽下啲後生唱歌仔,14,0
46,我第一第一住嘅喺好耐之前喇喺住嘅,我第一第一住嘅喺好耐之前嚹喺住嘅,16,1
47,好耐啦嗰陣時即係初初結婚啊喺嗰度住,好耐嚹嗰陣時即係初初結婚呀喺嗰度住,17,2
48,我我喺鄉下出世架,我我我喺香下出細㗎,8,4
49,鄉下即係,香下即係,4,1
50,我地鄉下就係,我哋香下就係,6,2
51,咁樣囉因為留尾我地嗰啲小朋友就出咗黎香港揾食啊咁咁果陣時留尾都可以俾我地我地去喺鄉下嗰啲農會嗰度啊即係嗰啲話事人嘅咁我地申請落黎香港,咁樣囉因為褸尾我我哋嗰啲小朋友就出咗離香港揾食嚹噉噉嗰陣時U尾都可以俾我哋我哋去喺香下嗰啲U會嗰度啊即係嗰啲話是人嘅噉我哋新請落離香港,66,18
52,所以我同我媽媽就申請落黎香港就跟翻我地啊大哥喇,所以我同我媽媽就申請落離香港就跟返我哋啊大哥喇,23,3
53,咁所以就到而家我地都好少返鄉下喇,噉所以就到而家我哋都好少番鄉下嚹,16,4
54,鄉下嗰啲屋呢住緊嗰間呢都因為你都要有人睇住架嘛間屋所以送咗俾果個朋友喇,香下嗰啲嗰啲門呢住緊嗰間呢都因為你都要有人睇住𠺢嗎間U所以要送咗俾嗰個朋由喇,35,10
55,咁樣囉咁即係人地無地方住先至同你看門口姐,咁樣囉噉即係人哋冇地方住先至同你看門口啫,20,4
56,咁不如送咗俾佢咁佢打理得好好,噉不如送咗比佢噉佢打利得好好,14,4
57,咁我地咪好舒服囉,噉我哋咪好舒服囖,8,3
58,咁解囉,噉解囖,3,2
59,係呀做做人無乜所謂架,係呀做做人某乜所謂𡃉,10,2
60,總之有有有啲老有啲老朋友傾下計啊咁就我我我就覺得係好開心架,總之有有有啲老有啲老朋友啊傾確偈啊噉就我我就覺得係好開心𡃉,29,6
61,啲啲孫呀仔呀仔女個個啊工作好呀夫妻和順啊咁樣我我就好安樂架喇,啲啲酸呀仔啊仔女個個呀工作好啊夫差和順啊噉樣我我就好安咯𡃉嚹,30,9
62,所以而家我好開心啊我啲我啲仔女女婿個個都好鍚我,所以而家我好開心呀我啲我啲仔女女細個個都好錫我,23,3
63,嗰啲孫仔又好乖咁所以我都無乜遺憾啊,嗰啲酸仔又好乖噉所以我都冇乜圍U啊,17,5
64,鄉下喺鄉下住嗰啲我地住都唔係好大㗎咋,香下喺香吓住嗰啲我哋住都唔係好大𡃉咋,18,5
65,十三十三坑,十三十三坑,5,0
66,即係有啲嗱十一坑有十三又有十五又有十七又有咁樣,即係有啲拿十一U有十三又有十唔又有十七又有噉樣,23,4
67,所以我地嗰間祖屋呢就即係我我地嗰個伯父住咗喇唔係我地住架喇,所意我哋嗰間早U呢就即係我我哋嗰個百父住咗喇唔係我哋住𡃉嚹,29,9
68,咁囉,噉囖,2,2
69,係喇係喇一路一路因為啲小朋友出嗮黎香港搵食咁所以留尾我地咪申請落黎香港囉我同我阿媽兩個申請落黎香港,係喇係喇一路一路因為啲小朋友出晒離香港揾食噉所以褸尾我哋咪申請落離香港囖我我同我阿媽兩個身請落離香港,49,11
70,咁就落咗黎就一路都無返鄉下喇,噉就落咗離就一路都冇返鄉下嚹,14,4
71,即係都少返去喇咁咪都直到而家囉,即係都小番去嚹噉咪到直到而家囖,15,6
72,而家就更加添啦啲屋都送埋俾人喇返去無定住喇係咪呀,而家就更加添喇啲U都送埋俾人嚹返去冇訂住啊係咪啊,24,7
73,咁但係有啲年紀大嘅嗰啲同村兄弟姊妹嗰啲有啲有啲都好多都唔喺度喇,噉但係有啲年紀大嘅嗰啲同穿興弟姊妹啊嗰啲有啲有啲都好多都唔喺度嚹,31,5
74,咁所以我地而家自己都老啦嘛年紀大喇咁所以就甚少返去鄉下,噉所意我哋而家自己都老喇嗎年紀大嚹噉所以就甚小返去香下,27,9
75,喺香港囉,喺香港囖,4,1
76,我我黎香港咪跟跟住個仔先囉,我我離香港咪跟住個仔先囖,13,3
77,跟跟住個仔咁咪尾個仔呢佢又賣魚架嘛但係咁我尾嗰陣時落黎香港咁我都去嗰啲工廠嗰度做下野架,跟跟住個仔噉就U尾嗰個仔呢噉佢佢又賣魚𠺢嗎但係我我U尾嗰陣時落來香港噉我都去嗰啲工廠嗰度做吓爺𡃉,43,15
78,我又車過手襪,我我又車過炒襪,6,2
79,又去做過好多野跟住車手襪啊做嗰啲打雜工啊都有做架,又又去做過好多嘢跟跟住車手襪呀做個啲打習工呀個啲都有做架,24,9
80,我地都去做架一路一路咁做野咁咪賴住啲細蚊仔大囉,我哋都去做𡃉一路一路噉做嘢噉就晒住啲細蚊仔大囖,23,8
81,咁樣囉咁咪尾啲小朋友個個都讀完書呀咁佢地又出身去做野啦咁咪唔洗我地兩老做野囉,咁樣囉噉就U尾啲小朋友個個都讀完書啊噉佢哋又出身去做嘢嚹噉咪唔使我哋兩佬做夜囖,38,14
82,咁囉咁我地咪一路到而家咁我好開心啊,噉囖噉我哋咪一路到而家噉我我可開心啊,17,7
83,真係我好心滿意足架啦,真係我好心門意捉𡃉嚹,10,4
84,真係架,真係㗎,3,1
85,做人又要心足最緊要,做人又要心捉最緊要,9,1
86,又要開開心心同啲小朋友傾計都要開開心心,就要開開心心同啲小朋友傾偈都要開開心心,19,2
87,等佢地又開心我又開心,等佢哋又開心我又開心,10,1
88,係咪呀所以我咪話我啲孫仔同我都我都冇所謂架好似細蚊仔咁樣一樣,係咪啊所以我咪話我啲我啲酸仔同我都我我都冇所謂𡃉好次細蚊仔噉一樣,30,9
89,係咪呀總之啱傾就得架啦最緊要啱傾,係咪吖總之啱傾就得𡃉嚹最緊要啱傾,16,3
90,我而家係,我我而家喺,4,2
91,吓吓,下下,2,2
92,吓即係一層一層樓一層啦我地就一一九十,下遮係一層一層樓一層喇我哋就一一九十,18,4
93,係囉自己住一層囉,自字自基住住一層囖,8,5
94,咁就一路住到而家架啦,噉就一路住到而家𡃉嚹,10,3
95,即係油麻地嗰度拆咗搬上去就住到而家啦,遮係油麻哋嗰度拆咗搬相去就住到而家嚹,18,4
96,住咗幾廿年啦,住咗幾廿年嚹,6,1
97,啱啱落到黎嗰陣時辛苦架,啱啱落到離嗰陣時辛苦𡃉,11,2
98,咁咪因為我個大仔佢係賣魚架嘛,噉咪因為我個大仔佢係賣魚𠺢嗎,14,3
99,咁佢係走鬼生意喎雖然佢係都係叫做生意啦但係佢唔係有個魚檔係度架,噉佢係走鬼生意喎需然佢係即係都係叫做生意喇但係佢唔係有個魚檔係度𡃉,31,6
100,擺係街邊賣嘅咁咪有差人黎拉咁,擺喺街邊賣嘅噉咪幼差人離拉𠺢嗎,14,6
101,咁所以我地嗰陣時落到香港去佢嗰度我好驚架,噉所以我哋嗰陣時落到去香港去佢嗰度我好驚𡃉,20,4
102,抽啲魚抽桶魚過去落去俾佢賣呢咁,秋啲魚秋糖魚過去落去俾佢去賣呢噉,15,5
103,嘩一見到啲差佬啊我就嗰桶魚唔記得掉做去邊度架啦,嘩一見倒啲差佬呀我就嗰桶魚唔記得調咗去邊度㗎嚹,23,6
104,好驚佢拉咗我去啊,我驚佢拉咗我去呀,8,2
105,佢係會拉架嘛,佢佢係會拉𠺢嗎,6,3
106,咁所以依樣野呢即係嗰個腦啊最記得呢啲嗰陣時我細個吖嗎,噉所意依樣爺呢我我啫係嗰個抱啊最記得依啲嗰陣時我細個吖嗎,26,8
107,咁我係鄉下落黎嗰陣時大約都係十歲之嘛,噉我喺香下落離嗰時大約都係十歲度𡃉支嘛,18,8
108,唔係好大架咋,唔唔係好大架咋,6,1
109,不過即係佢地話要幫手攞啲魚落去啊俾阿哥賣啊咁,不過啫係佢哋話要幫手攞啲魚落去呀俾阿阿哥賣啊噉,22,5
110,我係佢嗰度住我緊係要幫手做下野啦又係度食飯係咪呀,我喺佢嗰度住我梗係要幫手做下嘢喇又喺度食飯,24,8
111,咁就尾好遲咁我去去工廠做野咁唔唔洗幫佢啦我自己揾到揾到錢,噉就褸尾好好遲噉我去去公廠做嘢噉唔使幫佢嚹我自己揾到揾到錢,28,10
112,賺到錢食我就同阿媽住啦阿媽就等我結咗婚,賺倒錢食我就同阿媽住嚹阿媽就等我結咗婚,19,2
113,咁咪有你爸爸嗰陣,噉咪有有理爸巴嗰陣,8,4
114,咁所以阿婆婆呢就跟住我,噉所以阿婆婆呢就跟住我,11,1
115,我我咁我咪買咗而家嗰度囉,我我噉我咪買咗而家嗰度囖,12,2
116,即係供供下咁樣囉,遮係公公吓噉樣囖,8,6
117,咁咪一路住到而家囉,噉咪一路住到而家囖,9,2
118,所以我我都話啦我我我好開心架,所以我我都話喇我我我好開架,14,2
119,即係自己知足自己有個竇口,遮係自己知竹自機有個鬥口,12,4
120,咁樣啲細蚊仔出入有地方,咁樣啲細蚊仔出入有地方,11,0
121,咁總之佢地大個個個讀書啦即係好似你爸爸咁,噉種之佢哋大個個個讀書喇嗱即係好似理爸巴噉,20,8
122,佢好心機佢啱啱識幫個教授做野個教授唔收佢錢唔收佢學費,佢好心機佢啱啱色幫個教受做嘢個教受唔收佢淺唔收佢學費,26,5
123,咁我咪又慳咗啲學費囉讀大學嗰陣,噉我咪又慳咗啲學費囖讀大學嗰陣,15,2
124,黎黎佢去咗加拿大嗰邊,離離佢去咗加嗱大個邊,10,4
125,咁啲人咪話呢你咁你都捨得送去啊捨得等佢出去睇下世面點解唔捨得姐尤其是男仔添呀,噉啲人咪話哩理錦鯉都捨得送去啊寫得等佢出去睇下細面點解唔U得姐尤其是係男仔𠻹啊,38,11
126,係咪咁所以我話我捨得架,係咪噉所意我話我射得呀,11,4
127,咁佢地話啊你真係好架啦咁,噉佢哋話阿理真係好𡃉咋噉,12,7
128,即係有陣時啲野做父母呢要睇下啲細蚊仔佢嘅前途點樣行,遮係有陣時啲嘢做父冇呢要睇吓啲細蚊仔佢嘅前途點樣行,25,4
129,咁你就要幫手扶下佢,錦理就要幫手U吓佢,9,4
130,話俾佢聽嗱你去讀書要俾啲心機,話俾佢聽乜理嗱理去讀書理俾啲心機,14,4
131,佢話得架啦媽咁所以你爸爸真係好好心機讀書,佢話得架喇阿媽噉所以理爸巴真係好好心機去讀書啊,20,7
132,我咪話囉佢佢我話你係嗰度佢話俾我聽阿媽你都唔洗點樣寄錢過黎俾我都得啦,我咪話囖佢佢我話理理係個度佢話俾我聽阿媽理都唔使點樣記錢過離俾我都得嚹,34,9
133,因為啱啱個教授叫我幫下佢手做下野咁佢就唔收我學費啊,因為啱啱個教受叫我幫吓佢手做吓嘢噉佢又唔收我學費噉,25,7
134,咪唔洗交學費囉,咪唔駛教學費囉,7,2
135,咁咪有陣時記啲零用錢俾佢啊咁佢都要食飯架嘛係咪,噉咪有有陣時記啲連用錢俾佢啊噉佢都要食飯𠺢嗎係咪,23,6
136,咁尾佢整整下佢自己又揾到野做啊咁一路一路咁佢讀書一路讀上去讀完佢出去做野囉,噉U尾佢整整吓佢自己又揾到嘢做喇噉一路一路咁佢讀書一路讀上去讀完佢出去做嘢囖,37,8
137,咁佢咪賺到錢囉佢都變咗佢都有錢返黎寄俾我食吖嘛,噉佢咪賺到錢囖佢都變咗佢都有錢返來给俾我食喇嘛,23,5
138,咁所以我咪話唉好開心架啦嗰啲妹啊個個都有呢個大啲又讀下個個一路一路咁,噉所意我咪話希好開心𡃉嚹個個啲妹又個個又哩哩個大啲又讀下嗰個一路一路噉拿,34,14
139,阿細姑姐我話阿哥呢就讀緊電腦啦嗰陣時,呀細姑姐我話阿哥呢就讀𡁵電腦嚹嗰陣時,18,3
140,咁佢佢讀得幾好啦咁佢又出黎揾到食啦咁就到到阿邊個啦啦,噉佢佢佢讀得幾好嚹噉佢就出離揾到食嚹噉就到到阿啊阿邊個嚹嚹,26,12
141,呢佢就好鍾意畫畫嘅,呢佢就好鍾意畫畫嘅,9,0
142,做做嗰啲啲勞作啊嗰啲好叻架佢係呀,做做嗰啲啲爐作啊嗰啲呀好叻𡃉佢係啊,16,4
143,咁又到啊呢就最鍾意小朋友所以佢就係幼稚園做啦,噉又到啊到啊阿呢就最鍾意小朋友所以佢就係幼U園做嚹,22,6
144,咁就到阿阿細姑姐啦,噉啊度啊阿啊細姑姐喇,9,6
145,細姑姐呢咁佢我就話有三個女我希望有個女可以做護士,細姑姐呢噉佢我就話有三個U我希望有個U可以做護士,24,3
146,點解呢因為希望佢幫下大眾做下野,點解呢因為希望佢幫吓大中做吓嘢,15,4
147,咁冇所謂架咁你你一個人出點心之嘛,噉無所謂𡃉噉你理一個人出點心啫嗎,16,7
148,咁所以我話你你唔唔唔嗱你自己諗住啊吓你做護士我即係我就想咁做架姐,噉所意我話理理唔唔那李自己諗住阿理做護士我啫係我就想噉做𡃉啫,32,14
149,咁我話嗱佢好驚架嘛有血啊血啊血啊好驚死,噉我話嗱佢好驚𠺢嗎有血啊血呀血呀血呀好驚死呀,19,8
150,咁咪話俾佢聽囉咁我話嗱你試用期三個月先,噉我我嗎話俾佢聽喇噉我話嗱理試用期三個月先,19,7
151,試用嗰三個月你認為自己可以做到架呢你咪做囉,試用個三個月理認為自機可以做到嘅呢理咪做囖,21,6
152,我唔反對你做咩野野,我我唔反對理做乜嘢嘢,9,5
153,不過即係我話做護士呢服侍下大眾做啲好野出黎,不過啫係我話做護士呢服士下大中做啲好嘢出梨,21,5
154,咁我話妳有心機你鍾意做你就考啦,噉我話理有心機你你鍾意做你就考考喇,15,5
155,咁我咁講呢佢就話係喎媽媽都幾好喎,噉我噉講呢佢就話係喎媽媽都幾好喎,16,2
156,咁佢咁佢實實習咗三個月,噉佢噉佢實實集咗三個月,11,3
157,咁呢我問佢話咁實習咗三個月呢可以去考試入去佢地醫院架啦嘛,噉呢我問佢噉話噉實集咗三個月呢可以考試入去佢佢哋醫院𡃉喇嗎,28,10
158,咁佢又俾佢考到啊,噉佢又俾佢考到啊,8,1
159,咁我話嗱你考到咁你去唔去去你估好易考呀,噉我話嗱理考到噉鯉去唔去去理估好意考呀,19,6
160,好難考啊,好難考啊,4,0
161,咁我話你驚唔驚先實在,噉我話理驚唔驚先實在,10,2
162,我話嗱如果你驚呢就唔好做啦,我話嗱如果理驚呢就唔好做喇,13,2
163,就寧可做即係做文員嗰啲啦,就零可係做啫係做文元嗰啲喇,12,5
164,咁嗰啲呢都好嘅但係我話一樣都係要咁動腦筋你做文員一樣要動腦筋,噉嗰啲呢都都好𠸏但係我話一樣都係要噉動露跟啊理做文員一樣要動露根,30,10
165,我話你嗰啲就一樣要動腦筋不過呢就話就話要對好多人,我話理嗰啲就一樣要動路跟不過呢就話要就對好多人,24,6
166,我話你知道啦去去做護士啊有啲怕架嘛有啲人怕血嘅,我話理之道喇去去做護士啊個有有啲怕𠺢嗎有啲人怕血嘅,23,7
167,驚吖嘛我都驚佢驚架,驚啱嘛我都驚佢驚架,9,1
168,咁佢話媽媽等我試下先啦,噉佢話媽媽等我試下先喇,11,2
169,咁佢試完三個月呢,噉佢試完三個月呢,8,1
170,咁佢我話問佢啊你仲驚唔驚,噉佢我話問佢理重驚唔驚,12,4
171,唔驚驚咩野姐,唔驚驚乜嘢啫,6,3
172,咁我話唔驚你咪考要揾揾醫院囉去去做囉,噉我話唔驚李咪考要揾揾醫院囖去去做囖,18,4
173,咁佢而家做緊嗰間係佢自己揾架,噉佢而家做𡁵嗰間係佢自己搵𡃉,14,4
174,聖保祿啊,聖簿錄啊,4,2
175,咁我話啊咁你好彩啦聖保祿收你,噉我話啊噉你好彩嚹性堡錄收理收理,14,9
176,咁你係嗰度做咪一路做到而家囉,噉你喺嗰度做咪一路做到而家囖,14,3
177,咁嗱咁佢已經有係一個人才啦,噉嗱噉佢意經又係一個人U喇,13,6
178,咁嗱你爸爸又一個人才啦,噉嗱理爸巴又一個人U喇,11,5
179,咁嗱二姑姐呢佢佢做野呢又係佢專係做嗰啲文藝啊嗰啲野架係畫咗啲畫,噉嗱二姑姐呢佢佢做嘢呢又係佢專係做嗰啲文藝啊嗰啲嘢𡃉係畫咗啲話,31,5
180,話往陣時係我地嗰啲中心乜鬼野啊咁貼堂貼好大幅架真係,話嗰陣時喺我哋嗰啲中心啊乜鬼嘢啊嗰啲噉啊貼堂貼好大幅𡃉真係,25,10
181,呢而家屋企嗰個繡住嗰個大個福字呢佢一粒一粒咁珠仔咁繡架,呢而家屋企嗰個獸住嗰個大個覆字呢佢一粒一粒噉豬仔噉瘦𡃉,27,7
182,係佢繡架嗰個,係佢瘦架嗰嗰個,6,2
183,係呀係佢整架,係呀係佢係佢整㗎,6,3
184,佢犀利架係呀好叻架佢,佢犀利𡃉係呀好叻𡃉佢,10,2
185,佢好好心機做啊,佢佢好好心機做呀,7,2
186,咁所以咪咁咪個個人人都都有有份野做啊咁咪,噉所以咪噉咪啊個個人人都都有有粉嘢做啊噉啊,20,7
187,賺到啲錢返黎幫補下家用啊,賺倒啲錢返來幫寶吓加用啊,12,5
188,嗱咁我地兩個都去做野架嘛,嗱噉我我哋兩個都去做嘢𠺢嗎,12,6
189,咁咪揾多揾少啊咁樣嗰頭家咪我話唔係啦,噉咪揾多揾小噉養嗰頭家咪我話唔係嚹,18,6
190,閒閒地都要揾噠地方咁咪入錢煲囉唔緊要吖,慳慳哋都要揾達地方噉咪入前煲囖唔緊要啊,19,8
191,咁而家嗰度咪就咁就俾一成首期,噉而家嗰度咪就噉就俾一城手奇,14,5
192,咁我話我話唔怕啦爸爸一成首期姐唔係俾好多嗰陣時好似唔知廿二十萬定乜野之嘛,噉我話我話唔怕喇爸爸一成手其啫唔係俾好多哥陣時好似唔知U二十萬定乜嘢啫嗎,36,10
193,因因因為嗰個嗰間屋呢係我地識得架嗰個朋友,恩殷殷餵嗰嗰間屋呢係我哋識得㗎嗰個朋友,20,7
194,咁佢就同阿爺爺好嘅,噉佢就同阿爺也好嘅,9,2
195,咁佢淨係叫爺爺細佬細佬咁佢又家姐家姐咁囉,噉佢淨係叫爺也細佬細佬噉佢又家姐家姐噉囖,20,5
196,咁佢呢就搬咗去對面海咁所以佢咪讓咗俾我地嗰間屋咪住到而家囉,噉佢呢就搬咗去對面海佢咪樣咗俾我哋嗰間屋咪住到而家囖,29,7
197,嗰嗰個仲係度架而家,嗰嗰個仲喺度架而家,9,1
198,都好大年紀啦,都好大連幾嚹,6,3
199,所以阿爺爺都唔在嗰陣時我都唔敢通知佢,所以呀爺爺唔在嗰陣時我都唔敢通知佢,18,2
200,因為年紀大啦冇謂佢因為好耐冇見啦,因為年紀大喇無慧佢因為好U冇件嚹,16,6
201,咁冇謂啦,噉無為喇,4,4
202,你你有事就有事就話俾我聽啦冇事又唔話俾我聽,理理有事有事就話比我聽冇事就唔話比我聽,21,7
203,咁係咪吖因為唔係成日見啊因為佢係對面海住,噉係咪啊因為唔係成日見啊因為佢喺對面海住,20,3
204,你知我我都唔知定去對面海架啦,李枝我我都唔知訂去對面海𡃉喇,14,5
205,咁佢又好少過黎架係只有偶然打個電話傾下計咁,噉佢又好少過離𡃉係知幼偶耳打個電話傾下偈啊噉,21,9
206,咁樣嗻嘛咁咪大家好囉,咁養啫嗎噉咪大家好囖,10,5
207,咁而家咁幾好啊嗱咪個個做好嗮啲野咁,噉咪而家噉幾好啊拿咪個個噉咪做好晒啲嘢噉,17,9
208,個個安安樂樂咁就啲仔女個個都安安定定有有個安樂嘅家,個個安安樂落噉嗰啲仔U個個都安安定定又有有個安樂嘅加,25,6
209,咁又我地咪好舒服囉咁就我話啲細佬哥都大嘞咁我咪同啲啲老友記講囉,噉就我哋咪好舒服囖我話啲細佬哥都大嚹噉咪我咪同啲啲啲老有記講囖,31,12
210,我話我個大孫都二十歲喇吓,我話我個大酸都二十歲喇吓,12,1
211,咁大個大孫啦我話係啊讀大學架啦,噉大個大酸呀我話係呀讀大學𡃉嚹,15,6
212,我話佢佢一向都係係加拿大嗰邊跟住阿婆婆,我話佢佢一向都喺喺加嗱大嗰邊跟住阿破婆,19,4
213,咁我話咁你爸爸就尾返咗黎香港做野,噉我話噉佢爸巴就褸尾返咗離香港做嘢,16,7
214,咁咪悠佢係嗰邊讀完書先返黎囉咁,噉咪有佢喺嗰邊讀完書先返來囖噉,15,6
215,所以依次返黎我話我話我話嗰個大孫返咗黎吓,所以依次返來我話我話嘩嗰個大酸返咗離下,20,6
216,個大孫讀完大學讀完嘞,個大酸讀完大學讀完喇,10,2
217,佢話返黎我話係啊我話佢返黎探下我地第日會返返去或者繼續深造都未定,佢佢話返來係呀我話佢返來探下我哋第日會返返去或者繼續心個都未定𡃉,32,10
218,咁囉咁佢啲人咪話唉你真係好啦咁,噉囖噉佢啲人咪話唉理真係好嚹噉,15,6
219,我話托賴啦希望個個都好唔係淨係一個好架,我話托賴啦希望個個都好啊唔係淨係一個好㗎,19,2
220,大家好呢先至開心,大家好呢先至開心,8,0
221,係咪呀做乜野野都要笑啊,係咪啊做乜嘢嘢都要笑,11,4
222,所以佢啲人咪好開心啦你講說話係你自己講點講嗻嘛,所以佢啲人咪話好開心囖理講說話係理自己講點講𡃉啫嗎,23,7
223,你唔好得罪人咪得囉,理唔好得罪人哋咪得囖,9,3
224,係咪呀最緊要係呢樣野,係咪啊最緊要係哩樣嘢,10,3
225,就算佢佢佢話你沙塵百貨好乜野都好,就算佢佢佢話李沙陳白破好乜嘢都好,16,5
226,呢啲唔係沙塵啊,哩啲唔係沙塵,7,2
227,做野唔係咁講啱唔啱呀,做嘢唔係撳講啱唔啱呀,10,2
228,總之大家好開心心,總之大家好開心心,8,0
229,有乜野野大家即係啲尤其是老友記開心見誠講下野冇所謂啊,又乜嘢嘢呢大家姐係啲尤其是啲路有記就開心見成講吓嘢冇所謂,26,13
230,有架我地而家有幾個因為嗰陣是後生同埋一齊去車手襪架而家我地有聯絡架,有架我我哋而家有幾個因為嗰陣時後生同埋一齊去車手襪架而家我哋有聯樂𡃉,33,6
231,咁咪幾幾個老友坐埋去飲杯茶,噉咪幾幾個老有去坐迷去飲杯茶啊,13,5
232,飲完茶就開檯打下麻雀咯咁都有架,飲完搽去開檯打下麻著囉噉又有𡃉,15,7
233,所以而家都都有維持呢呢個咁咁嘅生活架,所以而家都都有為遲哩哩哩個噉噉嘅生活𡃉,18,8
234,當我知得閒呢有陣時佢地揾我有陣時我揾佢地,有陣士得閒呢有陣時佢哋揾我有陣時我揾佢哋,20,5
235,咁咪開心囉不過而家有啲有有個呢個老友記呢同佢好好架,噉咪開心囖不過而家有啲有有個呢個老有给呢同我好好𡃉,25,6
236,佢隻手就咁震,佢隻手呀噉震,6,2
237,震震係咁要托住咁,震震係噉要托住噉,8,2
238,瘦咗好多啊我好肉赤啊我見到佢好肉赤,瘦咗好多呀我好肉尺呀我見倒佢好肉U呀,17,6
239,瘦咗好多因為先嗰輪打個電話揾下佢啦咁,瘦咗好多呀因為先嗰輪打過電話搵下佢喇噉,18,5
240,佢話我都唔舒服啊呢輪我話點解嘅我幾時出黎啊我我話我想見下你,佢話我都唔舒服啊哩輪我話點解啊我幾時出來啊我話我我想見下理,29,6
241,咁咪有一日咪約埋啲朋友係係係呢個海港嗰度飲茶傾下見下面囉,噉咪有一日咪約埋啲朋友啊喺喺喺哩個海講嗰度飲茶傾下見吓面囖,28,9
