NUM,EXPECTED,CXM52A_qwerty,# characters,edit distance
39,吓咁就過時過節呢我呢就負責我就負責出去買汽水呢,下噉就過時過節呢我哋呢就U責我就U責出去買汽水呢,23,5
40,吓就要黎做節嘅,下就要離做節嘅,7,2
41,吓咁跟住附近呢就仲有一間咩呢有一間有間藥材舖啦,下噉跟住附近呢就重有一間咩呢有一間有間藥財U喇,23,6
42,跟住有一間就好老式嘅文具舖啦你可以响嗰度買文具啦仲有兵乓波板可以响嗰度買嘅,跟住有一間就好老色嘅文具U喇你可以響嗰度賣文具喇重有冰U波板可以賣嘅,37,13
43,吓有好多古靈精怪你要自己去狩你去揾呢你就揾到好多精品出黎嘅,下有好多股零晶怪你要自己去手你只要搵呢就揾到好多蒸品出來嘅,29,11
44,吓咁嗰陣時個呢成個嗰個個社區呢大家好接近,下噉嗰陣時個呢下成個嗰個個瀉區呢就係大家好接近,20,6
45,啊仲有即係仲有兩間呢好出名嘅吓你問嬤嬤爺爺嗰啲好清楚呢,呀仲有即係仲有兩間呢好出名嘅下你問嫲嫲爺爺嗰啲好清楚呢,27,4
46,就有一間呢就叫做王根記就食雲吞麵就好正,就有一間呢就叫皇根記就食UU麵就好正,19,4
47,啊而家仲响度嘅响觀涌街市搬左去觀涌街市喇,呀而家仲嚮度嘅響觀沖街試搬咗去觀沖街試嚹,20,9
48,另外一間呢張記呢啊就要黎食粥嘅夜晚宵夜有粥食嘅,另外一間呢張寄呢阿就要離食粥嘅夜晚U夜有U食嘅,23,5
49,吓朝頭早呢亦都有朝頭早去食粥但係就唔食白粥嘅佢,下朝頭早呢亦都有朝頭早食捉但係就唔食白捉嘅佢,23,4
50,唔係白晝豬腸粉嘅,唔係白捉豬長粉嘅,8,2
51,吓佢啲嗰啲就有啲啲啲豬雜粥啊吓跟住然後冬天仲有啲炒生炒糯米飯,下佢啲嗰啲就有啲啲啲豬習燭啊夏跟住然後冬天仲有啲炒生炒囖米飯,30,5
52,就非常之正嘅,就飛常之正嘅,6,1
53,吓咁跟住嗰度呢就仲有啲人响度抓棋嘅,下噉跟住嗰度呢就重有啲人嚮度捉企嘅,17,6
54,吓你老豆呢就响邊度學象棋中國象棋呢就响嗰度學嘅,下你老豆呢就响邊度學U企中國象企呢就響嗰度學嘅,23,5
55,吓點解嬤嬤就係話阿仔出去買豉油買咁耐呢其實就係因為喺出面學緊象棋,下點解嫲嫲就係話呀仔出去買試油買咁耐呢其實就係因為喺出邊學𡁵U企,32,9
56,吓就係咁樣喇咁夜晚呢仲有架喎,下就係咁樣嚹下噉夜晚呢仲有𡃉喎,14,5
57,嗱夜晚呢就有人倒夜香嘅,拿夜晚呢就有人倒夜香嘅,11,1
58,因為隔離嗰間呢就唔知點解呢就個廁所係咪壞定乜鬼呢要倒夜香嘅搵人,因為隔離嗰間呢就唔知點解呢就個廁所係咪壞定係乜鬼呢要到夜香嘅揾人,31,3
59,吓咁跟住呢就仲有啲咩呢就仲有啲夜晚啲宵夜呢就有啲人推啲車仔出黎呢就買咩呢就賣嗰個裹蒸粽啦,下噉跟住呢就重幼啲咩呢就重有啲夜晚啲U爺呢就有啲人推啲車仔出來呢就賣咩呢就賣嗰個嗰精種喇,44,13
60,吓裹蒸粽咁樣啦,下嗰精眾咁樣喇,7,5
61,吓咁有啲麥米粥啦,下噉有啲麥米捉喇,8,4
62,吓咁晏晝仲有剷刀磨較剪,下噉眼晝呢仲有餐都磨鉸剪,11,7
63,知唔知咩係剷刀磨較剪,知唔知咩係餐都磨鉸剪,10,3
64,即係剷刀磨較剪,即係鏟都磨鉸剪,7,3
65,但係因為要嗌出街要黎聽到就係幫人剷刀同埋磨較剪,但係佢哋嗌出街啲要離聽度就係幫人U都同埋磨鉸剪,23,9
66,因為當年呢好多人屋企啲較剪呢就無人有磨刀石嘅,因為當年呢好多人U企啲較剪呢就無人有U都石嘅,22,3
67,就揾街外啲人呢聽到呢就揾樓下啲人嗱俾把較剪你磨下,就揾街外啲人呢聽倒呢就搵流下啲人話呢俾把鉸剪你磨吓,24,7
68,嗱仲有一個就叫做賣衣上竹,拿仲有一個叫做埋依常捉,12,6
69,識唔識咩黎架,識唔識咩離架,6,1
70,吓,吓,1,0
71,呢個叫衣上竹,哩個叫做依常捉,6,5
72,唔知咩衣上竹呀,唔知咩伊常捉呀,7,3
73,衣上竹呢就係俾人晾衫嘅,依常捉呢就係俾人晾三嘅,11,4
74,因為你見唔見啲人呀响屋企嗰度一野隊左支竹出黎呢跟住將啲衫嗰啲好似掛旗咁插嗮落去呢,因為你見唔見啲人呀嚮岸企嗰度一嘢隊咗支足出來呢跟住將啲衫好次掛琪咁樣插嗮落去呢,40,11
75,你就需要呢支衣上竹喇,你就需要哩知依常捉嚹,10,6
76,吓嗱仲有呢仲有啊仲有一間起呀嗰間叫做咩呢聯益,下拿仲有呢仲有呀仲有一間誒廿嗰間叫做咩呢聯益,22,5
77,聯益嗱呢當年就嗰個哎呀舅父過黎呢就好正架喇,聯抑拿哩噹年呢就嗰個哎吔扣苦過離呢就好正𡃉嚹,21,11
78,阿舅父哎呀舅父就其實阿媽個契細佬黎嘅,阿扣苦哎吔扣父就其實阿媽個契細佬離嘅,18,5
79,吓咁佢過黎呢佢就好鍾意呢就吓買玩具俾我地嘅,下噉佢過離呢佢就好鍾意呢就下買玩具俾我哋嘅,21,5
80,咁邊度買玩具呢就聯益玩具舖喇,噉邊度買玩具呢就聯益玩具U嚹,14,3
81,吓就聯益喇咁呢個就係以前個社區就係咁樣喇,下就聯益嚹噉哩個就係以前嗰個瀉區就係噉樣嚹,20,8
82,到我十八歲啦,到我十八歲啦,6,0
83,唔,唔,1,0
84,而家住响,而家住響,4,1
85,啲叫屋囉呢啲叫做即係唔係嗱點叫做屋呢梗係屋啦香港就梗係屋黎架啦呢啲,啲叫岸囉哩啲叫做即係唔係拿點樣叫做U呢梗係U喇香港就梗係U離𡃉喇哩啲,33,12
86,吓咁呢個係算係咩呢一個一個單位,下噉哩個係算係叫做咩呢一個一個單位喇,15,6
87,係喇吓,係喇下,3,1
88,我我同太太啦,我我同泰太啦,6,1
89,同兩個女啦,同兩個U喇,5,2
90,吓仲有工人啦,夏仲有個工人喇下噉樣嚹,6,7
91,兩個仔就唔理佢架喇,兩個仔就唔哩佢𡃉嚹,9,3
92,吓吓係喇無謂呀,下下係喇冇慧呀,7,4
93,係啦哈哈哈,係喇,5,4
94,吓,吓,1,0
95,呢一區呀呢一區都差唔多都十年八年架喇喎,哩一區呀哩一區都差唔多都十年八年𡃉嚹喎,19,4
96,咩阿爸阿媽黎香港咩情形呀,咩阿爸阿媽離香港咩情形啊,12,2
97,阿爸黎香港嗰陣時咪大逃忙咁啲人一野沖嗮過閘咁咪過黎囉,呀爸離香港嗰陣時咪大徒忙噉啲人一嘢沖晒過習噉咪過離囖,26,10
98,吓阿媽就好似係偷渡過黎架囉,下阿媽就好次係偷度過離架囉,13,4
99,係喇即係嗰陣時係呢個係中國嘅移民潮,係喇即係嗰陣時係哩個係中國嘅移民超,17,2
100,吓即係移民就唔地方去呢就即係你移民兼走難,下即係移民就冇地方去呢就即係你移民添走爛,20,4
101,吓咁就合法不合法途徑總之過左黎就唔走喇,下噉就盒發畢盒發圖競種之過咗離就唔走𡃉嚹,19,14
102,有咩故事呀嗰陣時當年就係嗱你個你個太婆啦,有咩故事呀嗰陣時當年就係你嘅你嘅太婆喇,20,4
103,阿太婆帶住阿嬤嬤過黎嗰陣時呢就好似走難嗰陣時呢就點樣呢就,呀太婆帶住呀嫲嫲過離嗰陣時呢就好次就爛嗰陣時呢就叫咩呢就,28,10
104,吓因為你阿你阿嗰陣時係啤啤黎嘅你阿嬤嗰陣時係啤啤黎嘅,下因為你呀你呀嗰陣時係啤啤離嘅你你阿嫲嗰陣時係啤啤累嘅,26,7
105,咁抱住佢過黎嗰陣時呢咁因為佢太細粒呢咁啲人呢就話唉走難唔好帶喇,噉舖住佢過離嗰陣時呢因為佢太細粒呢噉啲人呢就話里廿走爛唔好帶嚹哩個調咗佢算嚹,31,16
106,咁你太婆就話唔得呢個係自己嘅啤啤黎嘅要帶埋嘅,噉你太婆就話唔得哩個係自己嘅啤啤離嘅要戴埋嘅,22,4
107,咁就嗰陣時你你呀你呀嬤呢有個外號有無話過俾你聽呢佢叫做,噉就嗰陣時你你啊你阿嫲呢有個外號有冇話過比你聽呢佢叫做,27,6
108,知唔知咩叫,知唔知咩叫,5,0
109,即係暖壺仔因為佢嗰陣時啲營養不夠細粒呢好似個暖壺咁細架姐個啤啤就叫,即係暖狐仔因為佢嗰陣時啲形養唔夠細粒呢好似個暖胡咁細𡃉啫個啤啤下就叫,33,7
110,吓爺爺呢爺爺嗰陣時係點呢爺爺過黎呢就佢應該就落黎就揾野做,下爺爺呢爺爺嗰陣時係點呢爺爺過離呢就佢應該就落來就揾嘢做,28,4
111,吓咁就帶住幾蚊雞咁就走左落黎香港,下噉就帶住幾蚊雞噉就走咗落離香港,16,5
112,咁就揾到啲即係友人介紹佢去做鞋咁跟住然後就去學師啊咁就走去啲人啲鞋廠嗰度做野,噉就揾到啲即係有人介紹佢去做鞋噉跟住然後就去學私啊噉走去啲人啲鞋廠嗰度做嘢噉,38,8
113,咁當年年你爺爺呢就鄉下嗰陣時呢讀過扑扑齊架姐,噹年你爺爺呢就香下U陣時呢讀過卜卜U𡃉啫,22,10
114,就唔係好識字嘅其實,就唔係好識自嘅其實,9,1
115,咁就吓我唔知佢有無同你講啦,噉就吓我唔知佢有冇同你講喇,13,3
116,咁其實佢落黎呢就全部啲野係自學嘅,噉其實佢落來呢就全部啲嘢自學嘅,16,4
117,吓咁跟住就曾幾何時呢佢都好捨得呢就將一個月嗰份人工呢就點呢就買本叫做辭海嘅傢伙,下噉跟住就層幾河時呢佢都好社得呢就將一個月嗰份人工呢就點呢就買本叫做遲海嘅傢火,39,7
118,吓就買左本字典翻黎,下就買咗本字典返來,9,4
119,咁咪自己呢啲報紙唔識呢就查字典就四圍問人,噉咪自己呢睇報紙唔識呢就查字典就四圍問人,20,2
120,吓咁呢就係咁樣學嘅,下噉呢就係噉樣學嘅,9,3
121,數學又點學呢嗱中英數吖嘛你英文唔得搞啦無人識啦大家都吓咁就中文呢就係啊睇啦報紙,數學係點學呢U中英U吖嘛你英文冇得搞喇冇人識喇大佬下噉就中文呢就係啊睇報紙喇,39,13
122,用詞海啦問人啦,用遲海啦問人啦,7,1
123,數學點識呢數學呢就問佢老細教佢算盤,數學點識呢數學呢就搵佢老細教佢打算盤,17,2
124,啊所以有珠心算,呀所以有豬心算,7,2
125,啊你都未必識,呀你都未必識,6,1
126,啊你細妹就學珠心算不過唔知學左啲乜,呀你細妹就學豬心算不過唔知學咗啲乜,17,3
127,吓有口訣架好犀利架嗰啲,下有口決𡃉好犀利𡃉嗰啲,11,4
128,啊不過我都唔識因為我用計數機嘅,呀不過我都唔識因為我用繼數機嘅,15,2
129,吓就係咁喇,下就係噉嚹,5,3
130,响邊度長大呀,嚮邊度長大呀,6,1
131,哦一個一個囉,哦一個一個囖,6,1
132,油麻地,油麻哋,3,1
133,哦呢啲歷史你就無聽過喇呢啲,哦嘩哩啲力士你就冇聽過嚹哩啲,13,7
134,吓你真係,吓你真係,4,0
135,嗱曾幾何時呢你爺爺嬤嬤啱啱結婚嗰陣時呢就响旺角就租即係,爬層幾河時呢你爺爺嫲嫲啱啱結婚嗰陣時呢就响旺角就租即係,27,5
136,以前都係劏房黎嘅其實即係一樣以前叫做板間房就唔叫劏房,以前都係劏房離嘅其實就一樣以前就叫做板間房就唔叫湯房,26,5
137,但係其實等如將間唐樓就劏開好多板間房,但係其實等如張間堂樓就劏開好多板間房,18,2
138,响嗰度住嘅,嚮嗰度住嘅,5,1
139,咁就住到某個時間呢就覺得呢就都係唔得喇,噉就住到嗎個時間呢就覺得呢就都係唔得嚹,19,3
140,啊即係自己要發圍,呀即係自己要發圍,8,1
141,咁就要開始自己嘅生意,噉就要開始自己嘅生意,10,1
142,咁你生意揾地方啦,噉你生意要揾地方喇,8,3
143,咁就响油麻地呢就揾左笪咁嘅閣樓嘅地方呢就前舖後居,噉就响游麻哋呢就揾咗一U噉嘅角樓嘅地方呢就前舖後居,24,8
144,吓咁就將裡面呢就間開有一間房出黎呢就工場,下噉就張裏邊呢就間開有一間房出來呢就工場,20,6
145,咁但係其實嗰度就唔合法就唔可以批出黎唔可以做,噉但係其實嗰度就唔合發就唔可以批出U唔可以做,22,3
146,即係當年好多呢啲咁嘅山寨廠,即係當年好多哩啲噉嘅山罩从,13,4
147,吓就好厲害嘅嗰啲山寨廠出面呢有個門鐘呢你出面一㩒呢就要走鬼嘅即係閂門息燈如果有啲勞工處黎查呢,下就好厲害嘅嗰啲山載从呢出邊呢有個門中呢你出邊一撳呢就要走鬼嘅即刻閂門色燈如果有啲U公U離查呢,46,14
148,吓就咁樣要避開嘅,下就咁樣要被開嘅,8,2
149,吓咁嗰陣時呢油麻地咁大家都係好多呢啲咁嘅野啦手作仔啦你有人穿膠花有人啊咁樣嘅係做啲咁嘅山寨廠咁樣,下噉嗰陣時呢油麻哋噉大家都係好多哩啲噉嘅嘢喇手作仔喇你有人穿膠花有人啊噉樣即係做啲噉嘅山掣从噉樣,48,15
150,吓咁就油麻地就佢地嗰陣時咁啱就搵到呢笪地方,下噉就油麻哋就佢哋嗰陣時咁啱就搵到哩笪地方,21,5
151,吓就係咁喇,下就係噉嚹,5,3
152,社區氣氛呀梗係無啦呢啲,社區氣分呀梗係毛啦依啲,11,3
153,即係同以前嗰啲就完全唔係嗰回事啦,即係同以前嗰啲就完全唔係嗰回事喇,16,1
154,朝頭早起身嗰度呢度梗係一緹幾多伙呀一梯二四六伙定八伙呀呢度,朝頭早起身嗰度哩度梗係一梯幾多火啊一梯二四六火定八火啊依度,29,8
155,係咪呢呢度好似門口入𨋢一個隔離一個一梯唔知六伙定八伙喇嘅係都係咁上下啦,係咪呢哩度好似門口入鏈一個隔離一個一梯唔知錄火定八火嚹即係都係咁上下喇,35,8
156,吓有啲師奶呢係見到個人即刻令轉面架,下有啲師拉出離嗰陣時呢係見倒個人即刻擰轉面𡃉,17,10
157,吓你打個招呼你想搵佢打個招呼都好難因為佢都唔令個面過黎望下你,下你打個招呼你想搵佢打個招呼都好難因為佢都唔擰個面過離望下你,30,3
158,吓你無理由走過去拍佢架嘛下話,下你冇李油走過去拍佢𠺢嗎,14,8
159,吓咁即係香港而家啲人呢就真係已經缺乏左返屋企就返屋企咁就閂埋門就係咁多你最多就係而家多左就係同樓下啲食蕉就打個招呼咁樣架姐,下噉即係香港而家啲人呢就即係意經缺罰咗番U企就返U企噉就閂埋門就係噉多你最多就係而家多咗就係通來下看食朝就打個招呼噉樣𡃉啫,61,19
160,吓你啲鄰居啊隔離鄰舍嗰陣時已經唔同好似以前即係頭先一開始同你講嗰啲哇你成個社區裡面好多小商店,下你啲倫居阿隔離倫社嗰陣時呢哩已經唔同好U以前即係一開始同你講嗰啲嘩你成個瀉區裏便好多小傷店,46,15
161,吓有好多嗰啲小啲啲食品而家你食咩姐麥當勞大佬,下有好多嗰啲小啲啲啲食品而家你食咩遮麥當奴大佬,22,4
162,麥當勞你唔會有架嘛你唔會有朋友响度嘅,麥當奴你唔會有𠺢嗎你唔會有朋友响度,18,4
163,吓你唔會朝朝走去麥當勞嗰度識左個朋友麥當勞啲人都切出咁轉,下你唔U朝朝走去麥當奴嗰度熄咗個朋友麥當奴啲人都U出噉轉,28,8
164,吓咁就你唔會有啲嗰啲特色响度嗰啲小咁喺度賣飛機欖啊賣裹蒸粽啊嗰啲咁去嗮全部嗰啲嗰啲咁嘅野,吓噉就你又唔U有啲噉嘅特色享度啲小噉喺度賣飛機攬啊賣嗰精種啊嗰啲噉去晒全部啲嗰啲噉嘅嘢,44,17
165,吓咁就以經完全係嗰個嗰個社區嗰種凝聚力係已經唔會响度架啦,下今就意經完全係嗰個嗰個社區嗰種型罪力係意經唔U嚮度嚹,28,10
166,梗係識啦隔離係朱穗琴姐姐即係,梗係識喇隔離係豬瑞強姐姐,14,6
167,哈哈哈哈跟住樓上仲有吓仲有個姐姐就响我讀中學嗰度隔離嗰度讀嘅,呀跟住留上仲有下仲有個姐姐就響我讀中學嗰度隔離嗰度讀嘅,30,7
168,吓你睇住佢拍拖咯嗱知到係啦呢啲實識嘅呢個,下你睇住佢泊拖支到係哩個實識嘅哩個,20,9
169,吓借鹽借糖嗰啲啦人地通常問我地多嘅,吓借炎借堂嗰啲喇人哋通常揾我哋多嘅,17,6
170,吓咁嗰陣時呢就你爺爺呢就好先進嘅,下噉嗰陣時呢就你爺爺呢就好先俊嘅,16,3
171,成棟嗰啲七層大廈即係唔知七八層樓架姐上樓梯啲人走上走落呢你就識嗮架喇啲人經過實知嘅,成動嗰啲七層大廈即係唔知七八層到𡃉啫上樓梯啲人走上走落呢你就識晒𡃉嚹啲人經過實支嘅,41,8
172,吓咁呢就點講呢你話我地借人嘅野少,下噉呢就點講呢你話我哋借人嘅嘢小,16,5
173,但係曾幾何時當年你你爺爺嗰陣時呢係全棟大廈第一家買左個彩色電視,但係層幾何時當年你爺爺嗰陣時呢係傳動大廈第一加戴咗個彩色電視,31,7
174,哇緊要咯你睇下五樓個張太呢得閒無事就落黎我地嘅,嘩緊要囖你唔U個張太呢得行冇事就落離我哋嘅,23,10
175,即係嚟呢國語就寸門子,即係離哩國語就叫做寸門子,10,4
176,吓即係三唔識七就好嘺憎唔知走落黎做乜鬼想落黎睇電視,下即係三唔識七就好橋憎唔知酒落離做乜鬼想落離睇電視,25,5
177,因為屋企吓你屋企有個彩色電視落黎咁就扮傾計,因為岸企就吓你U企有個彩飾電視樂離噉就扮傾偈,21,8
178,其實想睇下彩色電視就好鬼憎呢啲人嘅,其實想睇下彩U電視就好鬼憎哩啲人嘅,17,2
179,吓即係咁樣,下即係噉樣,5,2
180,吓梗係有個啦,下梗係有啦,6,2
181,吓第一次離開香港就出去讀書,吓第一次離開香港就出去讀書,13,0
182,咁嗰陣時就十八九歲咁上下啦,噉嗰陣時就十八十八九歲咁上下喇,13,4
183,吓就過加拿大讀書囉,下就過加拿大讀書囉,9,1
184,就係咁喇,就係噉嚹,4,2
185,移左啦,移咗啦,3,1
186,咪係囉唉你真係啲廢話黎嘅呢個,咪係囖喺你真係啲費話離嘅哩個,14,5
187,吓,吓,1,0
188,吓,吓,1,0
189,哦咁要周遊列國吖嘛,哦噉要洲油裂國吖嗎,9,5
190,有個機會咁可以返返黎亞太區做野,有個機會噉可以返返來啊太區做嘢,15,4
191,咁就响台灣住三年,噉就响台灣住三年,8,1
192,吓咁就生左個仔,下噉就生咗個仔,7,3
193,吓即係依條友仔就係度搞搞震,吓即係依條友仔就喺度攪攪陣,13,4
194,吓咁跟住然後呢就再去馬拉,下噉跟住然後呢就再去嗎拉,12,3
195,吓馬來西亞住左三年,下馬來西牙住咗三年,9,3
196,咁嗰陣時曾幾何時呢就有個機會呢就俾我選擇嘅一係就去星加玻一係就返黎香港,噉嗰陣時層幾何時呢就有機會呢就俾我選U嘅一係就去升加玻一係就返來香港,35,6
197,吓咁嗰陣時唸住香港嘅係始終啲親人呀朋友响度咁所以就決定都係返返黎香港,下噉嗰陣時諗住香港即係次鍾啲親人啊朋友啊嚮度噉所以就決定返返來香港,34,13
198,吓就係咁樣姐因為都係近返啲屋企人呀,下就係咁樣𡃉啫因為都係U返啲岸企人啊,17,6
199,吓咁囉,下噉囖,3,3
200,哇囉,話囖,2,2
201,真係真係嗱九七嗰陣時我就唔係香港啦,真係真係拿狗擦嗰陣時我唔喺香港喇,17,6
202,但係真係最多嘅你睇住自回歸以後嘅,但係真係最多嘅你睇住自回歸意後嘅,16,1
203,吓你以每一任特首黎計第一任就已經建華之亂啦,吓你意每一任特手離計低一任就已經見華知亂喇,21,7
204,吓第二年居然哇你真係曾蔭權上場以為佢好啦,下第二年居然話你真係憎任權上長以為佢好喇,20,6
205,點知又係咁多人幾廿萬人上街啦,點知又係噉多人幾廿萬人上街喇,14,2
206,去到而家第三任結嗰係一蟹不如一蟹,去到而家帝三任結果係一蟹不如一蟹,16,2
207,吓而家你地做到呢最近呢最近呢期啊七一呢就啲人上街都屋企喇已經,下而家你哋做度呢最近呢最近哩旗啊七一呢就啲人上街都冇氣嚹已經,30,8
208,都嗌到屋企啦呢個變化呢就有由好不滿去到已經真係都都點講呢都有啲即係都都已經心死啊,都嗌度已經冇氣嚹哩個變化呢就有下油好筆門吓去到已經真係都都點講呢都有啲即係都都已經心死啊,40,12
209,哀莫大於心死你見到佢個七一居然吓得嗰四萬幾人上街呢個直頭係吓係因為啲人已經死左心,愛莫大於心死你見倒佢個七一居然吓得嗰四萬幾人上街哩個直頭係下係因為啲人已經死咗心,40,5
210,吓所以你香港係,下所意你香港係,7,2
211,吓,下,1,1
212,吓變香圳囉,吓變香震囖,5,2
213,咁簡單,噉簡單,3,1
214,深圳吖嘛,心震吖嗎,4,3
215,咁香港已經唔係香港喇變左香圳啦,咁香港已經唔係香港嚹變咗香震喇,15,4
216,吓唔唔洗等五十年架啦,下唔駛等U𠻺年𡃉喇,10,7
217,吓打波囉,吓打波囉,4,0
218,吓飲飲食食囉,飲飲食食吖,6,2
219,係咁囉,係噉囖,3,2
220,吓青衣囉打網球囉,吓清依囖打U球囉,8,4
221,東涌囉打網球囉,東蔥囉打U球囉,7,2
222,梗係啦我地梗係去開啦,梗係喇我哋梗係去開喇,10,3
223,吓食飯就無嘅通常都係公司啲人食飯架姐,下食飯就冇嘅通常都係公司啲人食份𡃉啫,18,5
224,吓咁都係公司附近多架喇,下噉都係公司附近多𡃉嚹,11,4
225,唔,嗯,1,1
226,嘩熱鬧啦簡直,嘩熱鬧啦鹼U,6,2
227,真係個個出街要帶口罩,真係個個出街要戴口罩,10,1
228,吓你打個乞嗤你唔敢出門口,下你打個乞黐你唔敢出門口,12,2
229,唔跟住最可惜就係當年無買樓,嗯跟住最可U就係當年冇買樓,13,3
230,嘩你買左就發達咯真係,嘩你買咗就發達囖真係,10,2
231,吓就係咁喇,下就係噉嚹,5,3
232,香港人梗係唔驚啦,香港人梗係唔驚喇,8,1
233,澳洲人先驚吖嘛,澳洲人先驚吖嗎,7,1
234,吓嗰陣時啱啱有個出出到去澳洲嗰陣時同個老細講個老細打電話黎,吓嗰陣時啱啱有個出出到去澳洲嗰陣時同我老細講個老細嚹電話來,29,3
235,唉你黎左呀,哎你離咗呀,5,3
236,唔好上黎喇我出黎搵你啦,唔好上離喇我出梨搵你喇,11,3
237,邊個驚吖,邊個驚吖,4,0
238,吓,吓,1,0
239,有無,又冇喎,2,3
240,最近好似你姑姐佢都無關佢都唔睇沙士嗰邊,最揾好次你姑姐佢都唔關佢都唔睇沙士嗰邊,19,3
241,吓你醫護屆嘅但係都唔直接咩影響吓,下你依護界嘅但係都冇直接咩影響下,16,5
242,係係唯一影響就開會要帶口罩架姐,係係唯一影響就開會要戴口罩𡃉啫,15,3
243,呀,呀,1,0
244,有梗係去啦,有梗係去啦,5,0
245,哇簡直係平和啦心境,嘩簡即係平禾喇心境,9,4
246,你去到嗰陣時你覺得真係居然香港中環係可以咁寧靜,你去到嗰陣時你覺得真係居然香港中還係可以咁拧靜,23,2
247,以都可以咁美麗,亦都可以咁美麗,7,1
248,吓你睇下則變啲啲學生响度溫習,吓你睇吓側邊啲啲學生嚮度溫集,14,5
249,吓自己起個自修室,吓自己起個字收室,8,2
250,吓一個咁繁華嘅地方,下一個咁煩華嘅地方,9,2
251,吓一個可以一個咁咁平和嘅吓一個抗爭,吓一個可以一個咁咁平禾嘅吓一個狂脏,17,3
252,吓大家仲要裡面有啲即係重來未出現過嘅好唔同嘅藝術品,吓大家仲要裏便有啲即係重來未出現過嘅好唔同嘅藝術品,25,2
253,吓即係同埋你去睇下啲人呢寫啲藝術品有唔同嘅階層,下即係同埋你去睇吓啲人呢寫啲藝術品有唔同嘅街層,23,3
254,有有個雨傘人啦吓有啲坦克啦則變你會見到有棵會响個响個以前一個繁忙嘅街度同人種左棵草係度啦,有有個語散人喇下有啲坦克喇側邊你會見到有棵會響個響個以前一個煩忘嘅街度會同人中咗棵草響度喇,44,16
255,吓咁跟住然後有啲地方又有畫啲咩漫畫啦,下噉跟住然後有啲地方又有畫啲慢話喇,18,6
