NUM,EXPECTED,CXM20A_qwerty,# characters,edit distance
79,童年長大嗰陣時香港唔係好熟悉喎我又冇乜點留意喎,同連長大嗰真香港唔係好屬色喎我又冇乜點留意喎,23,6
80,眼中呀就係都係一個好國際性嘅社區囉,硬中呀就係都係一個好國際性嘅社區囖,17,2
81,有好多國籍嘅人啦有好多唔同地方嘅文化啊食物啊咁都喺香港揾到囉,有好多國直嘅人啊有好多唔同哋方嘅文化啊食物啊噉都喺香公揾到囖,30,6
82,係呀,係呀,2,0
83,實有架啦而家興打機玩手機即係就算你搭搭地鐵啊搭下車你都見到啲小朋友細細個已經揸緊電話戴眼鏡,實有𡃉嚹而家興打機玩手機即係就算里搭搭地鐵呀搭漢車理都見倒啲小朋友細細個已經揸緊電話戴眼鏡,45,7
84,咁你都已經知道而家科技發達其實對啲小朋友唔係幾好啦咁樣囉係呀,錦鯉都咦經知到而家科技發達其實對啲小朋友唔係幾好喇噉樣囖係啊,30,8
85,細個有啊就話差唔多要十二點前要返啦因為驚話可能冇車唔識點啊咁囉,細個有阿就話差唔多要十二點前要返喇因為驚話可能冇車唔識點啊噉樣囖,31,5
86,但係而家就唔會啦,但係而家就唔會嚹,8,1
87,都唔會嘅屋企人擔心姐最多都係,都唔會𠸏U企人擔心遮最多都係,14,3
88,都應該有嘅,都應該有𠸏,5,1
89,可能去嗰啲咪會遲咗囉,可能去嗰啲咪會遲咗囖,10,1
90,都有嘅試過啦,都幼嘅試過喇,6,2
91,例子,荔子,2,1
92,例如話借功課俾人抄嗰啲啦即係到最後俾人話翻係我抄人嘅嗰啲囉,例如話借功課比人抄嗰啲喇即係到最後俾人話返係我抄人嗰啲囖,29,5
93,係呀,係呀,2,0
94,冇喎有冇話等齊人先食飯啊或者要長輩夾送餸先都冇喎,冇喎又U話咩等齊人先食飯呀或者要獎U甲餸先都冇喎,24,8
95,係呀,係呀,2,0
96,洗碗呀有陣時都要嘅,洗碗呀有陣時都要𠸏,9,1
97,即係有陣時例如禮拜六日嗰陣係呀都要係屋企洗碗嘅幫手,即係有陣時例如禮擺陸日嗰真係啊都要係U企洗碗嘅幫手,25,5
98,都有嘅不過就好少事情先至會囉係,都有嘅不過就好少事情先至會囖係,15,1
99,體罰就冇啦,睇罰就冇喇,5,2
100,體罰係有用嘅因為你知痛係可以令個人深刻記憶例如你教人地一啲野體罰係有用嘅因為佢可以記得,體罰係有用嘅因為理支痛係可以令個人心黑記益例如李教人哋一啲嘢體罰係有用嘅因為佢可以記得,43,8
101,但係就體罰睇下個嚴重程度啦如果要去到頭破血流啊出血嗰啲呢就真係嚴重得滯嘅,但係就體罰睇下個炎重程度喇如果要去到頭舖血留啊出血嗰啲呢就真係嚴重得滯𠸏,36,5
102,打手板都嘅,打手板都嘅,5,0
103,接收到嘅呢個都,接受倒嘅哩個都,7,3
104,冇喎,冇喎,2,0
105,都冇喎,都冇喎,3,0
106,係,係,1,0
107,出咗事會呀都會同屋企人講啊,出咗事會呀都會同U企人講啊,13,1
108,去到咩程度又冇分喎,去到咩情度又帽分喎係呀,9,4
109,好好客啦,好好嚇喇,4,2
110,同埋好有禮貌啦咁囉,同埋好有蝦貌喇噉囖,9,4
111,都差唔多啦,都差唔多喇,5,1
112,冇喎佢好自由架喎俾我出去做乜都得架喎,冇喎佢好自油喎俾我出去做乜都得架喎,18,2
113,冇話限制想做咩工種啊咁囉,冇話限制想做啲咩公種啊噉囖,12,4
114,讀大專院校而家畢業,讀大專園校而家筆業,9,2
115,幾多歲呀我唔記得啦喎如果要計翻係呀,幾多歲呀我唔記得嚹喎如果要計返係啊,17,3
116,大概呀唔知四五歲呀我唔記得啦喎,大概呀唔知四唔U呀我唔記得嚹喎,15,3
117,都係幼稚園之嘛吓嘛我唔知喎我唔知喎真係要計囉,都係幼U園子嗎係咪啊我唔知喎我唔知喎真係要計囉,22,6
118,都係呀喺翻囉就腳吖嘛,都係呀喺返囉就腳吖嘛,10,1
119,小學距離我屋企呀小學係,小學佢離我U企呀小學喺,11,3
120,搭校巴囉,搭校巴囉,4,0
121,即係距離都唔係好遠嘅因為有校巴接送,即係佢離都唔係好願𠸏因為有校巴接餸,17,4
122,男女校,嵐裏校,3,2
123,小學嗰陣啲老師呀,小學嗰咱啲老師呀,8,1
124,都唔係話太嚴嘅都嘅,都唔係話太炎𠸏都𠸏,9,3
125,最衰呀,最衰呀,3,0
126,都唔記得喇喎小學嗰陣,都唔記得嚹喎小學嗰咱,10,2
127,中學都好似冇乜喎最衰嗰啲,中學都好似冇乜喎最衰嗰啲,12,0
128,係呀,係呀,2,0
129,打阿囉,打呀囉,3,1
130,冇啦應該照計就,冇喇應該照計就,7,1
131,牧師都有嘅,木師都有嘅,5,1
132,又冇話嘅即係你知道佢嘅身份之後又唔會話係特別咩嘅,又無話嘅即係理支道佢身粉之後又唔會話係特別咩𠸏,24,6
133,佢又唔會特登將佢個教嗰啲野特登塞落去講嘅即係唔會好強調囉,佢又唔會特登張佢個教嗰啲嘢特登塞落去講嘅即係唔會好U調囖,28,4
134,都有架,都有㗎,3,1
135,我係比較鍾意讀書嗰啲黎嘅,我係比較鍾意讀書嗰啲離𠸏,12,2
136,係呀少啲運動下嗰啲囉,係呀小啲運動下嗰啲囉,10,1
137,即係返學件校服呀,即係返學件校服呀,8,0
138,都有嘅都係要攝衫啊例如係啲褲又唔可以太短呀,都有𠸏都係要攝衫呀例如係啲褲又唔可意太短啊,21,4
139,要及要係囉去到腳眼咁嗰啲囉,要及要係囉去到腳眼噉嗰啲囖,13,2
140,係呀都係一般制服要求吖,係呀都係一搬制服然求吖,11,2
141,咁有冇喎唉首飾就可能有嘅但係頸鍊嗰啲就唔囉,噉有冇喎手適就可能有嘅但係頸鏈嗰啲就冇囖,21,7
142,都會呀,都會呀,3,0
143,實例呀即係例如有個好鍾意做運動嘅男仔啦就同一個係好文靜嘅女仔拍拖咁樣囉,實例呀即係例如有個好鍾意做運動嘅藍仔喇就同一個係好文靜嘅裡仔去拍拖噉樣囖係啊,35,8
144,會呀有有陣時有啲例如可能係啲啊或者啲咩活動嘅時候都會一齊嘅,會啊有有陣時有啲例如可能係啲啊或者啲咩活動嘅時候都會一齊嘅,29,1
145,即係佢地都會傾到計囉就唔會話真係分開好明顯兩個組別囉,即係佢哋都會傾到偈囖就唔會係分開好明顯兩個早別囖,26,7
146,個氣氛都算融合嘅大家都玩得好開心嘅係呀,個汽分都算溶瞌嘅大家都玩呃好開心𠸏係啊,19,7
148,中學小學就少啲啦但係大專就多囉,中學小學就小啲喇但係大磚就多囉,15,3
149,好多尼泊爾啊印度啊嗰啲人都有,好多尼U意啊印度啊嗰啲人都有,14,2
150,會呀好好佢地反而比較容易同香港人混混喎,會呀好好佢哋反而俾較容易同香港人運運喎,19,4
151,因為佢地可能比較唔同呢啲香港人可能鍾意想了解多啲呢啲少數民族就會多啲傾計囉,因為佢哋可能比較唔同呢啲香港人可能鍾意想U解多啲哩啲小數文U就會多啲傾偈囖,37,8
152,國際學校我覺得似係玩多過讀書囉,國制學校我覺得始係玩多過讀書囖,15,3
153,但係香港就似因為香港本地學校就比較係著重成績吖嘛咁所以就讀書多啲囉,單係香港就次因為香港本地學校就俾較係着重成即𠺢嗎噉所以就讀書多啲囖,33,9
154,如果係支援得起即係有錢嘅話可能都會俾佢係國際嘅,如果係支援得起即係有錢嘅話可能都會俾佢喺國掣𠸏,23,3
155,國際學校學囉,國制學校學囖,6,2
156,可能係國際啦國際學校佢最基本嗰啲可能佢學嗰啲,可能係國際喇國際學校佢最基本嗰啲可能佢學嗰啲,22,1
157,溝通都係用英文咁咪啲雇主比較鍾意揀啲英文叻嘅人架嘛,溝通都係用英文噉咪啲故煮比較鍾意揀啲英文叻嘅人𠺢嗎,25,5
158,咁本地除非你成績真係好好或者係好突出啊咁先會揀囉,噉本地除非理成績真係好好或者係好特出啊係嚹撳先會揀囖,24,7
159,呢個係嘅應該都,哩個係𠸏應該都,7,2
160,我會比較鍾意做野多啲,我會俾較鍾意做嘢多啲,10,2
161,攞經驗因為我比較鍾意係攞經驗多過學識多嘅,攞經驗因為我俾較鍾意係攞經驗多過學識多嘅,20,1
162,發夢呀有嘅都好多架但係我唔記得啲夢問乜姐,發夢呀有𠸏都好多𡃉但係我唔記得啲夢問乜啫,20,3
163,冇喎又唔記得啦我,冇喎又唔記得嚹我,8,1
164,應該係彩色嘅影響都算清晰嘅,應該係彩色𠸏影U都算清色𠸏,13,4
165,發夢同一個夢最多都係發兩次至三次囉,發夢同一個夢最多都係發兩次至三次囖,17,1
166,發夢成真,發夢成真,4,0
167,又好似唔覺有喎唔,又好似唔覺有喎唔,8,0
168,好少喎因為我真係唔記得我啲夢係咩係囉,好少啊因為我真係唔記得我啲夢係咩係囖,18,2
169,人地同我傾佢嘅夢我就有囉係呀,人哋同我傾佢嘅夢我就又囖係啊,14,4
170,應該控制唔到嘅,應該控制唔到嘅,7,0
171,都係隨隨佢自己係囉點樣去做架姐,都係除除佢自己係囉點樣去做𡃉啫,15,4
172,即係用自己自主意識起身應該起唔到喇,即係用自己自主意識起新應該起唔倒嚹,17,3
173,特別驚呀百足蟲囉即係蜈蚣,特別驚呀百捉蟲囉即係唔工,12,3
174,驚嘅野呀例如係畏高算唔算驚吖,驚嘅嘢呀例如係餵高算唔算驚吖,14,2
175,或者可以係講話係例如係係水族館啦咁你睇鯊魚嗰啲人係度開心但係我又反而驚,或者可以係講話係例如係喺水U管喇噉鯉睇鯊魚嗰啲人係度開心但係我又反而驚,35,6
176,因為我就對嗰啲好大片海啊水嗰啲野就比較有啲好唔自在嘅感覺咁囉,因為我就對嗰啲好大片海啊水嗰啲嘢就比較有啲好唔自在嘅感覺噉囖,30,3
177,有因為啲人話想去睇但係唔理由唔跟住咁架嘛,有因為啲人話想去睇但係冇四由唔跟住𠺢嗎係啊,20,6
178,咁咪夾硬頂住囉,噉咪隔硬頂住囖,7,3
179,都有嘅都有嘅,都有𠸏都有嘅,6,1
180,佢呀做做乜都好主動啦一來,佢呀做做乜都好主動喇一來,12,1
181,二來就佢係唔驚因為佢可能係之前可能面對過好多野啦或者經歷過好多所以先唔驚,二來就佢係唔驚因為佢可能係之前可能面對過好多嘢喇或者經力過好多所意先唔驚,36,4
182,係喇先得出呢一種方技能啊咁囉,係喇先得出哩一種方技能啊噉囖,14,3
183,應該收埋多啲因為香港人比較鍾意係諗人地啲衰野啊或者可能係好鍾意係篤人背脊咁樣啦,應該收埋多啲因為香港人俾較鍾意係諗人哋啲衰嘢啊或者可能係好鍾意係篤人背U噉樣喇,39,6
184,咁例如你講咗你自己缺點出黎咪好容易俾人傷害到所以啲人好鍾意,噉如果理講咗理自己決點出來咪好容易俾人商害度所意啲人好鍾意,29,10
185,例如尤其是係辦公室嗰啲人呢好多好多是非傳嗰啲就會係囉都唔會講自己缺點呀或者驚乜出黎囉,例如尤其是係扮工室嗰啲人呢好多好多事飛傳嗰啲就會係囖都唔會講自己決點啊或者驚乜出梨囖,42,9
186,辦公室是非都唔係冇嘅都有嘅,扮工室事飛都唔係U𠸏都有𠸏,13,7
187,不過好少囉都因為我唔係話係係一啲正式嘅辦公室做野囉,不過好少囉都因為我唔係話係喺一啲正識嘅扮工室做嘢囖,25,6
188,都好少喎因為我冇乜野俾人講,都好少喎因為我冇乜嘢俾人講,13,1
189,都認同嘅,都認同嘅,4,0
190,即係例如俾個打個比喻就係例如會發生嘅事就係例如香港嘅地呢就已經少啦但係人數呢就一定增長架啦,即係例如俾個打個俾預就例如會發生嘅事就係例如香港嘅地呢就意經小嚹但係人掃呢就一定爭長𡃉嚹,45,10
191,咁而家就樓價所以一定會上升就係咁樣囉,噉而家就來𡃉所以一定會上升就係噉樣囖,18,5
192,命運呀,命運呀,3,0
193,都唔係話唔信嘅不過都冇乜留意呢啲囉,都唔係話唔信𠸏不過都冒乜留意哩啲囖,17,4
194,預感呀,預噉呀,3,1
195,都有嘅但係都唔係好準囉啲預感,都有嘅但係都唔係好準囉啲預噉,14,1
196,例如話你覺得嗰條友會嗰個人會遲到咁樣跟住就佢遲到囉咁樣囉,例如話理覺得嗰條由嗰個人會遲到噉樣跟住就佢遲到囖噉樣囖,28,7
197,我唔知喎我冇乜特別預感喎,我唔知喎無乜特別預噉喎,12,3
198,會呀新年拜年啦例如係重陽會行拜山啦清明都拜山啦跟住有陣時食下例如係團年團圓飯啊例如聖誕節都會一起去過呀咁樣囉,會啊新年拜年喇例如係從陽會行拜山啦清明都擺山啦跟住有陣時食下例如係團完飯啊例如聖誕節都會一齊去過啊噉樣囖,54,11
199,都唔會喎我地個家族係咁樣過就次次都差唔多咁樣囉,都唔會喎我哋個加續係噉樣過就次次都差唔多噉樣囖,23,6
200,冇乜新意,無乜新意,4,1
201,係喇係喇係喇,係喇係喇係喇,6,0
202,節日呀新年啦新年比較着重啦,節日呀新年喇新年比較着重喇,13,2
203,因為關乎到成個家族話去拜年點樣點樣咁囉,因為關符到成個茄續話去拜年點樣點樣噉囖,19,5
204,拜年規則都冇架喎都係好隨意咁都係派利是啊咁樣囉,拜年規U都冇喎都係好隨意噉都係派利是啊噉樣囖,23,5
205,社區如果係用講翻係你講係香港社區定係我地呢邊啊,社區如果係用講返係李講香港社區定係我哋哩邊啊,23,5
206,哦如果講就真係好多外國人呀,哦如果講就真係好多外國人啊,13,1
207,例如有日本人啦韓國人啦仲有啲可能歐洲啊美國呀加拿大都有,例如有日本人喇韓國人喇仲有啲可能係歐洲啊美國阿加嗱大都有,27,5
208,因為係囉係一個係集咗好多國際嘅人嘅地方黎嘅,因為係囖係一個係習咗好多國U嘅地方來嘅,21,6
209,因為佢呢度啲樓啊交通啊同埋住宿啊食野啊都好國際化咁所以就好適合好多唔同地方嘅人住囉,因為佢哩度啲樓啊交通呀同埋住縮呀食嘢啊都好國際化噉所以就好適合好多唔同哋方嘅人住囖,41,8
210,尤其是呢度都有好多商業區咁商業區都會吸引到好多關於做嘅人呀嗰啲外國人係度住囉,尤其是哩度都有好多商業區噉商業區都會吸癮到好多關於做嘅人啊嗰啲外國人喺度住囖,38,6
211,都好少喎因為都大家都有個共同話題囉都係話點解香港啲野咁貴呀,都好少喎因為都大家都有個共同話提都係話點解香港啲嘢噉貴啊,29,5
212,辛辛苦苦賺錢但係點解返工返咁耐又賺得咁少錢咁囉,新辛苦父賺錢但係點解返工返噉耐又賺得噉少錢噉囖,23,6
213,大家都係經歷緊同一樣野但係又好少話因為種族啊膚色而有咩歧視呀嗰啲囉,大家都係經力緊同一樣嘢但係又好少話因為種U啊夫色U有咩奇視啊嗰啲囖,33,8
214,我覺得應該嘅,我覺得應該嘅,6,0
215,冇乜問題嘅但係就視乎係兩者睇下會唔會係真係要即係拋拋開出黎同佢睇下點樣接觸囉,冇乜問題嘅但係就視符係兩兩姐睇下會唔會係真係要即係拋拋開出來同佢睇下點樣接燭囖,38,6
216,可能會呀例如有啲傳統比較中國意識嗰啲人呢就會覺得外國人始終都係番鬼子咁樣黎到香港咁其實佢地係客啦,可能會啊例如有啲傳統比較中國意識嗰啲人呢就會覺得外國人始終都係返鬼紙噉樣離到香港噉其實佢哋係嚇喇,48,9
217,咁佢地嗰啲中國人或者香港人先至係主啦咁應該係客聽主話咁所以就可能覺得應該係外國人就翻中國人咁樣囉,噉佢哋嗰啲中國人或者香港人先係主喇噉應該係嚇聽主話噉所以就可能覺得應該係外國人就返中國人噉樣囖,48,10
218,外國人,外國人,3,0
219,都會嘅例如係同一個人都係係商場做同一樣野啦咁可能外國人比人有感覺係比較比較熱情啲,都會𠸏例如係同一個人都係喺商場做同一樣嘢喇噉可能外國人俾人有噉覺係比較俾較熱情啲,40,8
220,但係可能係香港人黎講呢就可能嗰件事呢就會令人覺得比較騷擾啊,但係可能喺香港香港人離講呢就可能嗰嗰嗰件事呢就會另人覺得比較騷擾啊,29,7
221,即係例如係外國人係商場唱歌啦咁同香港人係商場唱歌,即係例如係外國人喺商場唱歌喇噉同香港人喺商場唱歌,24,4
222,咁啲人會覺得香港人係好煩厭但係外國人會比較即係覺得外國人唱歌可能會比較好,噉啲人會覺得香港人係好煩艷但係外國人會俾較即係覺得外國人唱歌可能會俾較好,36,4
223,好豪好好型咁樣樣囉,好豪好好型咁樣囖,9,2
224,都正常嘅因為話嗮唔同國籍吖嘛,都正常嘅因為話晒唔同國U吖嗎,14,3
225,所以佢地覺得佢地可能哦只係文化差異姐所以先至會接受人地嗰種但係就覺得自己硬係有啲唔啱啊咁囉,所以佢哋覺得佢哋可能哦只係文化叉二啫所意先至會接受人哋嗰種但係就覺得自己硬係有啲唔啱啊噉囖,45,9
226,睇膚色啦聽口音啦睇身形啦睇樣啊咁囉,睇夫色啦聽口音喇睇身迎喇睇樣啊噉囖,17,6
227,諗法冇乜喎如果係外國人同我做我都冇乜問題架喎,諗法冇乜喎如果係外國人同我做我都冇乜問題𡃉喎,22,1
228,係囉係囉哦嗰種呀,係囖係囖哦嗰種呀,8,2
229,又唔會嘅不過係比較難分就可能係可能係加拿大美國歐洲嗰啲可能有啲似樣啦,有唔會嘅不過係比較難分就可能係可能係加拿大美國歐洲嗰啲可能有啲次樣喇,34,3
230,即係啲白皮膚嗰啲都好似樣係囉都冇乜特別話難分嘅,即係啲白皮膚嗰啲都好次樣係囖都冇乜特別話難分𠸏,23,3
231,兩者都識,兩者都識,4,0
232,如果返工係見客嘅話就可能比較多啦但係如果係學校上堂就通常都係講英文啦,如果返工係見客嘅話就可能比較多喇但係如果喺學校上堂就通常都係講英文喇,34,3
233,咁普通話通常都係去一啲可能係好多人嘅地方例如可能係香港有啲海洋公園啊咁嗰啲就會講普通話講得多啲囉,噉舖通話通常都係去一啲可能係好多人嘅地方例如可能係香港有啲海洋公園啊噉嗰啲就會講舖通話講得都啲囖,48,6
234,因為嗰度可能內地客人多啲吖嘛,因為嗰度可能耐地嚇人多啲吖嗎,14,3
235,咁如果係一般香港社會都可能講翻港東話就得喇,噉如果喺一般香港社會都可能講返講東話就得嚹,21,5
236,普通話比較唔常用常用比較可能係英文同廣東話囉,鋪通話比較唔想用常用比較可能係英文同講東話囖,22,4
237,冇去研究,冇去研究,4,0
238,日文都有研究過架一段時間但係都係放棄咗,日文都有研究過啊一段時間但係都係放棄咗,19,1
239,都係係學校學返黎架咋,都係喺學校學返來𡃉咋,10,3
240,都有嘅但係可能係年紀比較年長啲啦即係可能係以前係香港已經住落一段時間呀嗰陣重未係興用英文或者國語嘅,都有嘅但係可能係年幾俾較年長啲喇即係可能係咦前喺香港意經住落一段時間啊嗰真重未係U用英文或者國部嘅,49,10
241,咁嗰班可能就難啲學囉即係因為尤其是年紀大吖嘛,噉嗰班可能就難啲學囖即係因為尤其是年紀大吖嗎,22,3
242,我渴求係囉但係我唔係囉應該因為我對語文方面掌握可能比較慢囉,我喝球係囉但係我唔係囉應該因為我對語文方面獎扼可能比較慢喇,29,5
243,雙語可能操流利嘅英文同廣東話啦咁呢啲雙語囉,傷要可能粗流脷嘅英文同廣東話喇噉哩啲箱U囖,21,10
244,咁或者操流利嘅英文同埋普通話因為國際語言係英文但係係好多東南亞或者已經好多地方都已經講緊普通話喇,噉或者粗樓脷嘅英文同舖通話因為國際語然係英文但係喺多東南U或者意經好多地方都已經講𡁵鋪通話嚹,48,14
245,即係尤其是大陸即係內地已經係比較一個好出名城地方啦咁好多都好多其實每個國家都已經好多中國人係入面啦,即係尤其是大陸即係耐哋移經係俾較一個好出名成地方喇噉好多都好多其實腿個國家都已經好多中國人喺入便喇,49,11
246,咁所以其實普通話都已經係一個好主流嘅語言喇,噉所以其實舖通話都咦經係一個好主留嘅語言嚹,21,5
247,廣東話而言講野係咪一樣都唔係嘅,廣東話兒然講嘢係咪一樣都唔係嘅,15,3
248,因為佢地就係佢地係點樣即係細個跟係點樣學翻黎啦,因為佢哋就喺佢哋係點樣即係細個跟係點樣學返來喇,23,6
249,例如你同一個係可能一直都冇機會讀到書嘅人咁你會聽得出佢嘅廣東話可能係爭咁好多野或者係啲口音可能係唔同啲囉比起係主流主流學校讀嘅話,例如你同一個係可能一直都冇機會讀到書嘅人噉你會聽得出佢嘅廣東話可能係爭噉好多嘢或者係啲口音可能係唔同啲囖比起喺主樓學校讀嘅話,64,8
250,淨係聽廣東話聽到佢係本地人定內地人囉,淨係聽廣東話聽倒佢係本地人定內地人囖,18,2
251,同埋本地人同外國人嘅分別囉,同埋本地人同外國人嘅分別囖,13,1
252,都會有少少嘅,都會有少少嘅,6,0
253,但係因為有好多都而家呢個年代就好少啲有鄉音啊嘅係好少有鄉音嘅人已經係度喇,但係因為有好多都而家哩個年代就好少啲有香香音啊即係好少有香音嘅人几經喺度嚹,36,8
254,因為好多都已經係上一代就開始已經斷咗鄉音呢個問題,因為好多都咦經喺上一袋就開始咦經斷咗香音哩個問題,24,6
255,都有嘅尤其是廣東話嘅係粵語黎講呢我地香港可能多好多嗰啲詞語呢,都有嘅尤其是光東話即係越語離講喇我哋香港可能多好多嗰啲UU呢,30,8
256,係可能外內地係未有或者係奇特一般嗰啲粵語係唔正統囉嘅係叫做,係可能外內地係未有或者係其特一般嗰啲越魚係唔性桶囖即係叫做,29,7
257,咁好多呢啲詞語出咗黎囉係呀,噉好多哩啲U雨出咗離囖係啊,13,7
258,應該都唔覺有喇,應該都唔覺有嚹,7,1
259,唔如果用速度黎講可能有嘅因為可能係離島嗰方面同埋係社即係係香港城市嗰方面可能係真係有啲速度嘅分別啦,如果用U度離講可能有嘅因為可能喺離到嗰方面同埋喺社即係喺香港成市嗰方面可能係真係有啲U度嘅分別喇,49,10
260,但係如果講野嘅語氣呀或者用字應該都差唔多唔會話好大分別囉,但係如果講嘢嘅部氣啊或者用自應該都差唔多唔會話好大分別囉,28,4
261,會囉嘅係等同於話係一個香港人過到去講一個流利嘅英文啲外國人都會覺得係好囉,會囉即係等同於話係一個香港人過到去講一個留脷嘅英文啲外國人都會角蛋係好囖,36,6
262,口音都話有嘅但係就唔希望唔係好似過啲會捲嗮脷或者𦧲得太犀利嗰啲地方嗰啲囉,口音都話有嘅但係就希望唔係好似嗰啲會捲晒利或者U得太犀利嗰啲地方嗰啲囖,36,6
