NUM,EXPECTED,CXF19A_qwerty,# characters,edit distance
209,嗰陣時就真係好得人驚好得人驚因為嗰條火龍係真係呢可以睇到係去到迪士尼嗰度架差唔多吓,嗰陣時就真係好得人驚好多人驚因為嗰條火龍係真係呢可以睇到係去到迪士尼嗰度𡃉差唔多下,41,3
210,由由我地嗰邊去到迪士尼真係好係囉,油油我哋嗰邊去到迪士尼真係好係囖,16,4
211,好嗰陣時好得人驚我仲以為我地第二朝早無屋企住啦咁我地,好嗰陣士好U人驚我仲以為我哋第朝早母U企住嚹噉我哋,26,9
212,哈哈咁我心諗啊大佬阿我地點呀我唔想做乞衣,噉我心諗啊大佬啊我哋點啊我唔上做刻姨,20,9
213,嗰陣時我我記得好清楚吓,嗰陣時我我記得好清楚下,11,1
214,因為嗰陣時我真係直情無得返學啊吓,因為嗰陣時我真係唔直程冇得返學啊下,16,4
215,有成個幾月都無得都都都係喺屋企發吽哣咁樣啦,有成個幾月都冇得都係喺U企發吽豆噉樣喇,21,7
216,吓想出街嘅話都要帶口罩囉吓,下想出街嘅話都要戴口罩囖下,13,4
217,咁我就嗰陣時呢我就可嗰陣時即即係話嗰陣時我有幾多歲呀我有六七歲到啦,噉我就嗰陣時呢我就可嗰陣時我即即係話嗰陣時我幾多歲我有六七歲噉喇,33,6
218,咁我我就唔洗出街吖嘛,噉我我就唔使出街吖嗎,10,3
219,不過嗰陣時呢我我嗰陣時真係好好細個嗰陣時我都已經好擔心我就好驚好擔心我驚我阿媽阿爸呢佢地成日出街會有沙士啊死啦,不過嗰陣時呢我我嗰陣時真係好好細個嗰陣時我都已經好擔心我就好驚哎廿我驚我阿媽阿爸呢成佢哋成日出街會有鯊士啊死嚹,55,7
220,吓大佬啊六七歲嗰陣時我都喺度諗埋依啲咁嘅野,下大佬啊六七歲我都已經喺度諗埋依啲噉嘅嘢,21,8
221,真係啊不過我真係嗰陣時真係好驚呢我阿媽阿爸呢出街啊會中招囉,真係呀不過我真係嗰陣時真係好驚呢我阿媽阿爸呢出街就會中椒囉,29,3
222,無我嗰陣時算好彩喇,冇我嗰陣時算好彩嚹,9,2
223,嗰陣時我又唔識人呢係真係中招囉吓,嗰陣時我有唔識人呢係真係中招囉下,16,2
224,嗰個我就我我記得好清楚因為呢我係睇住成件事成個時間咁即係話我係即係直播現佢地現場直播嗰陣時我係睇住嘅,嗰個我就我記得好清楚因為呢我係睇住成件成個事件噉即係即係話我係現即係直播佢哋現長直噃嗰陣時我係睇住嘅,50,12
225,咁我又嗰陣時呢係其實我覺得仲比沙士更深刻呢,噉我又嗰陣時呢係其實我覺得俾莎士更深黑呢,21,5
226,就係因為呢我地係直程係睇住呢嗰個嗰班遊客呢係真係呢真係死囉,就係因為呢我係直程係睇住呢嗰個嗰班遊客呢係真係呢即係死囖,29,3
227,所所以我真係嗰陣時我係記得我係對住個電視喊囉因為呢我真係覺得唉點大佬啊呢啲真係依啲真係依啲咁嘅事點可以發生呢,鎖所以我真係嗰陣時我係記得我係對住個電視喊囖因為呢我真係覺得矮大佬啊依啲真係依啲真係依啲噉嘅事點可以發生啫,54,7
228,嗰陣時係真係一個好好普通嘅日子啊咁我即係即係話我嗰陣時係朝頭早返學啦在跟住下晝咁一返黎呢一返黎嗰陣時呢六點鐘嗰陣時呢我就開住,嗰陣時係真係一個好好泡通嘅日子啊噉我即係即係話我嗰陣時係朝頭早返殼喇再跟住下晝一返來呢一返來嗰陣時呢我六點鐘嗰陣時呢我就開住,62,9
229,對唔住我好長氣,對唔住我好長戲,7,1
230,嗰陣時因因為呢依嗰件事呢真係真係印象深刻囉,嗰陣時恩因為呢依嗰件事件真係真係印象心黑囖,21,5
231,因為呢總之我記得呢我好記得呢係六點幾嗰陣時呢我係開左電視呢因為平時六點幾我就會睇新聞架嘛,因為呢種然知我記得呢我好記得呢係六點幾嗰陣時呢我係開咗電視呢因為平時六點幾我就會睇新聞𠺢嗎,44,6
232,即係六點半新聞咁再跟住呢點知呢佢搞即係我唔知佢去到邊個台呢咁跟住呢我見到在跟住佢地喺度播緊嗰陣時喺度播緊都唔知發生緊咩事,即係六點半新文噉再跟住呢點知呢佢果即係唔知佢去到邊個台呢噉跟住呢我見到再跟住佢哋喺度播緊嗰陣時係度播緊都唔知發生緊咩事,60,8
233,在跟住佢地喺度咁呢有架康泰巴士咁樣啦,再跟住佢哋喺度噉呢有𡃉康太巴士咁樣喇,18,6
234,咁呢點解我心諗佢地會點解佢地會喺度直播緊依啲咁嘅野,噉呢點解我心諗點解佢哋會點解佢哋會喺度直播緊啲噉嘅嘢,25,8
