NUM,EXPECTED,C1M61A_qwerty,# characters,edit distance
149,辭咗份工嚟嘅,遲咗份工離嘅,6,2
150,然後嚟咗再搵工嘅嚟咗呢度,完後離咗搵再揾工嘅離咗哩度,12,6
151,係啊,U,2,2
152,啦我喺香港咧我喺政府度做嘅,嗱我喺香港囖我喺政府度做嘅,13,2
153,咁我係做,噉我係做,4,1
154,都係工程師啦即係土木工程師,都係工清師拉理啫係桃木工程師,13,5
155,但係咧,但係囉,3,1
156,我哋嘅就喺工務局做啦,我哋嘅囖就喺工務局做啦,10,1
157,咁工務局又有馬路又有渠務又有乜嘢好多部門㗎,噉工務局又有馬路有UU又有乜嘢好多部門啊,21,5
158,咁我最後咧,噉我最後啊,5,2
159,就係喺水務局嘅,就係喺水冒局嘅,7,1
160,其實我又去渠務做過喺馬路又做過但係呢啲全部都幾個月㗎啫,其實我有女U務做個喺碼路又做個但係哩啲全部多做幾個月個啫,27,10
161,因為嗰時啊,因為趕市,5,3
162,去到最後尾咧我去咗水務局局,去到最後尾囖我有水舞局,13,5
163,咁由嗰度一直咧,噉有講度一食囖,7,5
164,就同佢做咗十八年,就同佢做咗十八連,8,1
165,至到到我嚟嗰陣時咧,直U到我離嗰陣時囖,9,4
166,一直都係做囉,一直啲係做哦啫係趕時囖,6,7
167,我好彩我做返本行,我好彩我做返本行,8,0
168,我係去咗一間顧問工程師嗰度咧,我係去咗一間顧問工程師嗰度囖,14,1
169,就做工程師囉,就做工程師囉,6,0
170,做返我學嗰啲嘢,做返五學嗰啲嘢,7,1
171,係啊即水嗰啲,拿遮水嗰啲,6,3
172,大部分初時係做水嘅,大部分初時係做水嘅,9,0
173,咁我都係做水先嘅,噉我爹係做水先嘅,8,2
174,但係整整下有得十年半,單係整精下有得十連半,10,3
175,八年咧又做埋連污水都做埋啦,八年U又做埋年U水多做埋呀,13,5
176,喺加拿大咧就污水都做埋啦,喺加嗱大就烏水都做埋呀,12,4
177,啦咁而家整變變哈連,嗱噉而家整變變下連,9,3
178,啲都改咗啦,啲太度啲蓋咗呀,5,5
179,叫叫做啦我哋啲,叫叫做呀我哋哩,7,2
180,啊,呀,1,1
181,咧,囉,1,1
182,有年,有年啊,2,1
183,變咗做而家,變咗做而家,5,0
184,啦我第一份工咧,嗱我第一份工囉,7,2
185,都係喺政府唔係喺呢度嗰啲個,都係喺政府唔係喺利度幾嗰啲個,13,2
186,叫做顧問工程師度做啦,叫做顧問工程師度做吖,10,1
187,我一嚟到咧,我一離到嘞,5,2
188,咁我哋未有牌㗎喎,噉我哋未有排個喎,8,3
189,咁佢請我哋咧就叫做,噉佢請我哋囖就叫做,9,2
190,啦我唔知中文點譯啊因為,嗱哦唔知中文點譯呀因咪,11,4
191,香港冇呢樣嘢㗎嘛,香港冇哩樣嘢歌马,8,3
192,咁佢又叫咗,噉佢有叫做,5,3
193,即係你未攞到,即係李未攞倒,6,2
194,嘅,嘅,1,0
195,嘅工程師但係你可以做,歌工榮師但係李可以做,10,3
196,其他嘅嘢嘅,其他嘅嘢嘅,5,0
197,照做嘅,照做嘅,3,0
198,不過你唔可以遷職啊嗰啲嘢囉,筆嗰理唔可以簽即啊嗰啲噉嘅嘢囖,13,8
199,佢哋,佢哋,2,0
200,我哋嗰十八年嚟到加拿大咧,我哋嗰十八年離到加嗱大囖,12,3
201,當一年,當一連,3,1
202,係啊所以佢哋要我一定有一,係呀所以佢要我哋一定有一,12,3
203,有多一年經驗,有多一連經驗,6,1
204,加,加,1,0
205,要考兩張,要考兩張,4,0
206,如果你合格晒咧咁我哋又得㗎啦,如嗰理盒掛晒囖噉我哋有得啊啊,14,9
207,咁所以我,噉所以我,4,1
208,都係咁嚟咗之後,都係噉離咗之後,7,2
209,轉轉折折咁樣兩年零三年到啦咁我就攞咗我個囉,轉轉接接咁樣兩年領殺年度喇噉我就攞咗我個囖,21,8
210,變咗係而家我哋叫嘅,變咗係而家我哋叫嘅,9,0
211,囉,囉,1,0
212,因為喺加拿大如果冇攞呢個咧就唔可以,因為加嗱大如果冇攞利哥哩就理唔可以,17,6
214,係啊,U,2,2
215,但係我喺,但係我喺,4,0
216,香港嗰陣時咧,香港嗰陣時嘞,6,1
217,其實我都有牌㗎,其實我啲有排個,7,3
218,我哋係喺因為香港係同英國㗎嘛,我哋係喺因為香港係同英國她马,14,2
219,咁我哋考啲牌英國㗎,噉我哋考啲排係英國啊,9,4
220,即係嗰個叫做喺咧,遮係嗰個叫做喺囖,8,2
221,我做到一九七五年我哋已經考到㗎啦,我早到一九七五年我哋已經考到嘍啊,16,3
222,即係我七一年畢業七五年我哋已經,遮係我七一年畢業七五年我哋已經,15,1
223,攞咗牌㗎了,攞咗牌個呀,5,2
224,咁我喺香港都係做開工程師高級工程師咁先過嚟囉,噉我喺香港都係做開工程師高級工程師噉先個離囖,22,5
225,啦咁啊讀書咧我全部都喺香港讀書㗎喎,嗱噉啊讀書囖我全部啲香港讀書個喎,17,6
226,我喺香港讀幼稚園啦,我喺香港讀有自遠吖,9,4
227,讀小學啦,讀小學啦,4,0
228,讀中學啦讀預科啦,讀中學啦讀預科啦,8,0
229,讀大學啦全部都喺香港嘅,讀大學囉全部都香港,11,3
230,大學就香港大學,大學就香港大學,7,0
231,佢叫做,佢叫走,3,1
232,入到啦即係我唔我唔會話難入因為,入度呀遮係我唔我唔會話蘭入因為,15,4
233,入到嗻我又唔係讀書特別叻嘅不過,入度啫我又唔係讀書揼別叻嘅筆個,15,5
234,我哋嗰個年,我哋嗰個年,5,0
235,代嘅競爭咧就冇後期呢,袋嘅競真囖就冇後奇哩,10,5
236,咁,咁,1,0
237,咁難咁啊真,咁蘭噉啊真,5,2
238,哈我哋早起嗰啲咧,那我哋早祈嗰啲囖,8,3
239,就,就,1,0
240,唔係太難啦我唔敢話又好易啊好多人都入唔到,唔係太欄啊我唔敢話又好二好多人都入唔到,20,4
241,但係咧,但係囉,3,1
242,我入到咁解囉,我入倒噉解囖,6,3
243,有人話我好彩,有人話哦好彩,6,1
244,哈,U,1,1
245,哦個分別咧就,哦個分別囖就,6,1
246,其實有分別啦,其實有分別吖,6,1
247,我覺得香港嘅教育咧,我覺得香港嘅教肉囖,9,2
248,就,就,1,0
249,規定啲學生,規定啲學生,5,0
250,即係,遮係,2,1
251,讀乜做乜,讀咩做乜,4,1
252,好多好多規定嘅,好多好多規定嘅,7,0
253,就我哋啲,就我哋啲,4,0
254,主要都係專攻讀工程嘅讀來讀去都嗰幾科㗎啫,注要啲係出離話專工毒工程嘅讀來讀去都係嗰幾科嘅啫,20,9
255,專攻平時考讀中學小學就要,磚工平事校讀中學小學就要,12,4
256,因為要應付佢哋政府啲考試啊嘛你讀來讀去都係,因為要應負佢哋政府啲考事啊马李讀來讀去啲係,21,5
257,嗰啲㗎,嗰啲嘅,3,1
258,考試範圍嗰啲嘢,考是飯為嗰啲嘢,7,3
259,咁啊加拿大咧,噉啊加嗱大囖,6,3
260,啦我未讀過書我唔知啊但係我見到我啲女,嗱我未讀個書我唔知啊但係我見到我啲裏,18,3
261,所接受嘅咧,鎖接受嘅呢,5,2
262,就唔係剩係嘅,就唔係淨係嘅,6,1
263,又有群體生活譬如你哋,又有裙哋生活譬如李哋,10,3
264,玩下樂器啊,玩下樂器呀,5,1
265,做下手工啊出去做下嘢啊做下啊好多,做下手工呀出去做吓嘢呀做下呀好多,16,4
266,好生嘅嘢嘅,好生嘅嘢嘅,5,0
267,變咗我自己嘅,變咗我自己嘅,6,0
268,感覺咧就係,噉覺囖就係,5,2
269,加拿大教出嚟嗰啲細路仔啊,加嗱大嘅出來嗰啲嗰啲細路仔啊,12,5
270,或者我啲同事有啲喺加拿,或者我啲同事有啲喺加嗱,11,1
271,大大,大大,2,0
272,讀書大㗎嘛,讀書大吖马,5,2
273,佢哋諗嘢咧,佢哋林嘢U,5,2
274,就諗得,就林得,3,1
275,多好多寬好多嘅,多好啲闊好多嘅,7,2
276,實用啊唔敢講啊啦,實用呀唔敢講呀嗱,8,3
277,我唔係講實用啊啦講既係諗,我唔係講實用下嗱講啫樓,12,5
278,咁要得唔得咁唔得唔得,噉又得唔得噉爹唔得,10,5
279,佢可以諗二三百種出嚟,佢可以林二三八種出梨,10,3
280,實用嘅我哋,實用嘅我哋,5,0
281,既係如果你問我我哋嘅諗法我哋出嚟咧就係,遮係如嗰理問我我哋嘅林法我哋春出來啊就係,19,7
282,最多三種嘅啫,最多衫重嘅啫,6,2
283,就一定有種實係用做咗㗎啦我哋就,就一定有重晒噉做咗啊我哋就,15,6
284,係啊,拿,2,2
285,因為佢哋,因為佢哋,4,0
286,呢度冇嘢限制佢哋啊嘛,呢度冇嘢限制佢哋啊马,10,1
287,諗好多嘢嘅,噉好多嘢嘅,5,1
288,但係呢個亦都係好嘅哈我覺得同埋呢度,但係利個亦都係好嘅下我個啊同埋利度,17,5
289,啲細路仔咧,啲細路仔囉,5,1
290,又唔怕醜,又唔怕醜,4,0
291,哈即係又好咁講嘢,那遮係又好噉講嘢,8,3
292,個個都好容易自己,個個都好容易自己,8,0
293,所以係係有好處,所以係係有係有好處,7,2
294,同香港比,同香港俾,4,1
295,但係香港啲人咧就,單係香港啲人U就,8,2
296,好勤力啦一定要啦競爭性大啊嘛,U勤力吖一定要啦競真聖大啊马,14,5
297,咁樣樣譬如嗰啲人好囉吓,噉樣樣屁如嗰啲人好囉吓,11,2
298,我又,我又,2,0
299,撈唔到一啲好,撈唔倒一啲好,6,1
300,嗰啲人所以我又唔,嗰啲人所以我又唔,8,0
301,知因為我冇去嗰個吓,支因為我冇去讀埋嗰個吓,9,3
302,但係我相信,但係我傷信,5,1
303,另外一啲人咧,另外一啲人呢,6,1
304,都有另外一方面嘅發展嘅香港都,啲有另外一方邊嘅發箭嘅香港多,14,4
305,趣事,翠事,2,1
306,讀書嗰陣啲先生係好嚴㗎,讀書嗰陣啲先生係好嚴個,11,1
307,不過我唔知你想問我係乜年代因為我哋,筆個我唔知道理上問我係咩連代因為我哋,17,7
308,細路仔嗰陣時就好聽話㗎嘛,細路仔嗰陣視好聽話她马,12,4
309,又好怕醜咁,又怕醜噉,5,2
310,咁所以我啲,所以我啲,5,1
311,幼稚園啊咁幼稚園咧就好笑啦,有自遠啊噉有自遠囖就好笑啊,13,9
312,掛住玩咧連去廁所都唔,掛住玩囉連去廁所啲唔,10,2
313,舉手嘅,舉手嘅,3,0
314,咁卒之放學咧,噉捉支放學囖,6,4
315,就攋濕條褲咁,就賴濕條褲噉,6,2
316,我哋啲幼稚園好得意㗎,我哋啲有要好得意個,10,4
317,你估點樣咧,誒理估點U咩,5,4
318,佢哋就,佢哋就,3,0
319,如果邊個攋濕咗條褲咧,如嗰邊個賴濕咗條褲嘞,10,3
320,學校有褲畀返你㗎喎,學校有褲俾返理個喎,9,3
321,但係嗰條褲第樣色嘅,單係嗰條褲第養色嘅,9,2
322,譬如我哋有校個褲係綠色㗎咧,譬如我哋又校個褲係綠色啊嘞,13,3
323,咁你攋咗尿之後著嗰條就係黃色嘅,錦鯉賴咗裂之後著嗰條就係黃色嘅,15,4
324,所以一,所以一,3,0
325,放學嗰陣時先生開嗰啲家長嚟接,放學嗰陣時先生開噉啲家U離接,14,3
326,咁你個媽媽見到你著條黃,錦鯉個麻媽見到理著條皇,11,5
327,色嘅褲咁佢就知道你攋咗尿啦,識嘅褲噉佢又知道理賴咗了,13,7
328,哈咁我都試過,嗯噉我爹事個,6,5
329,呢個係個其中一樣掛住玩佢啲玩具啊嘛,哩個係一落其中一樣掛住玩佢啲玩具啊马,17,4
330,有好多積木啊乜咁畀你喺幼稚園度,有好多積木呀咩噉俾理喺有自遠度,15,8
331,玩囉咁我曾經試過,玩囉噉我陳經試個,8,3
332,就係,就係,2,0
333,即係攋尿囉係啦試過啦,遮係賴了囉學校拉試個啦,10,7
334,咧我哋嗰陣時讀嘅書咧就,囉我哋嗰陣時讀嘅書嘞就,11,2
335,又畀而家啲人幸運喎,又俾而家啲人U運喎,9,2
336,我讀小學嗰陣時咧,我篤小學嗰陣時嘞,8,2
337,頭嗰三年我喺一間學校咧叫做小學喎,頭嗰三年我喺一間學校爹叫少學喎,16,3
338,佢自己有自己個校園啊剩㗎喎,佢自己有自己個校完呀剩個喎,13,3
339,返全日㗎喎,返全日個喎,5,1
340,所以好好玩㗎喎嗰陣時,所以好好玩個喎嗰陣時,10,1
341,譬如話我哋吃晏晝咧,譬如話我哋食晏晝嘞,9,2
342,就,就,1,0
343,唔洗爸爸媽媽帶飯嚟㗎喎,唔駛爸巴嫲媽戴飯來個喎,11,6
344,學校包吃飯㗎喎,學校包食飯個喎,7,2
345,即係當然爸爸媽媽畀錢梗係啦,遮係當然爸巴嫲媽俾錢梗係啊,13,5
346,但係咧,但係囉,3,1
347,就一到十二點鐘咧,就一到十二點鐘囉,8,1
348,咁就派一塊,噉就派一塊,5,1
349,膠布你冚住張檯喎,膠布理搇住張檯喎,8,2
350,咁就有間餐廳咧碟碟飯咧,噉就有間餐廳囖U碟飯囖,11,4
351,就每人一碟㗎囉喎,就每人一碟個囖喎,8,2
352,咁我哋坐喺度吃晏晝㗎喎,噉我哋U喺度食晏晝個澳,11,5
353,有校園可以出去玩㗎喎,有校完可以出去玩個喎,10,2
354,我都話咁樣做咗三年喎,我啲話咁U做咗三年哦,10,3
355,好玩㗎喎,好玩個喎,4,1
356,咁譬如話復活節啊咁咧,啊譬如話復活節啊噉U,10,3
357,因為我哋學校有操場又有,因為哦哋校有操場又有,11,2
358,花後花園又有沙,花後花遠有沙,7,2
359,池咧,次嘞,2,2
360,譬如復活節咧,譬如服活節哩,6,2
361,我哋真係出去搵雞蛋㗎喎,我哋真係出去搵雞蛋個喎,11,1
362,佢咪蒸啲鴨蛋染咗顏色咁周圍,佢咪整啲下彈紧咗顏色噉周圍,13,5
363,擠嘅,擠嘅,2,0
364,我哋真係出去,我哋真係出去,6,0
365,尋寶咁樣搵㗎喎,尋保噉文搵個喎,7,4
366,好玩㗎舊時我哋行,好玩個趕市我哋校,8,4
367,畀人哋啲其他啲嗰啲,俾人哋啲其他啲嗰啲,9,1
368,多層式,多層色,3,1
369,嗰啲啊,嗰啲,3,1
370,譬如話天台式嗰啲咧,譬如話天海識嗰啲囖,9,3
371,我哋嗰陣時讀小學係,我哋趕市讀小學係,9,3
372,我得頭嗰三年咧,我特頭個三年呢,7,3
373,係好即係一間私立小學嚟啦,係好啫係喺間絲立小學離啦,12,4
374,但係係好玩㗎喎,但係係好玩個喎,7,1
375,當然亦都好嚴啦即係,當賢都好嚴马飛,9,5
376,玩還玩即讀書好嚴啦咁樣,玩唔玩遮讀書好嚴啊噉文,11,5
377,係啊,U,2,2
378,咁後期,噉厚奇,3,3
379,再讀我就轉咗另外一間,再讀我就再轉咗另外一間,10,1
380,就係教會嘅,滯教會嘅,5,2
381,嘅小學,嘅小學,3,0
382,咁呢,噉哩,2,2
383,間咧就係教會學校嚟嘅,間屋就係教會學校離嘅,10,2
384,叫小學,叫笑學,3,1
385,咁呢間學校又係好特別嘅因為呢間學校咧,噉哩間學校又好揼別嘅因為哩間學校嘞,18,6
386,喺一間師範學校嘅隔籬嘅,係一間私飯學校嘅夾離嘅,11,5
387,譬如師範學院唔知你有冇聽過咧,譬如師反學遠唔知理有冇聽個嘞,14,5
388,呢間咧,哩間U,3,2
389,就係畀啲,就係俾啲,4,1
390,中學畢咗業,中學筆咗葉,5,2
391,嘅學生咧,嘅學生囖,4,1
392,去讀點樣教書嘅,去讀點文教書嘅,7,1
393,香港嗰陣時有三間嘅不同名嘅呢啲學校㗎,香港趕時有三間嘅不同名嘅哩啲學校啊,18,4
394,其中有間叫做咧,其中有間叫做嘞,7,1
395,就喺我哋學校隔籬嘅,就喺我哋學校隔離嘅,9,1
396,所以我哋個學校嘅特色咧就係,所以我哋個學校嘅特色囖就係,13,1
397,好多呢啲,好多利啲,4,1
398,啊,呀,1,1
399,即係受訓嘅先生咧,遮係受瞓嘅先生囉,8,3
400,成日落嚟,成日落離,4,1
401,即係得我哋做啊嘛因為我哋做,遮𠻺特我哋做啊马因為我哋做,13,4
402,畀佢畀佢哋實習囉,俾佢俾佢哋實集囖,8,4
403,所以好多實習先生,所以好多實集先生,8,1
404,成日嚟嘅,成日離嘅,4,1
405,我哋呢個係我哋學校嘅特色,我哋哩個我校嘅特色,12,4
406,但係我哋學校亦都係,但係我哋校液爹係,9,3
407,嗰陣時嚟講咧九龍方邊咧,趕市離講囉九龍方便呢,11,7
408,我哋呢間學校喺算係其中一間,我哋哩間學校係算係其中一間,13,2
409,好多人想入嘅學校嚟嘅,好多人上入嘅學校離嘅,10,2
411,都係亦亦都有啲好多仲出名過佢㗎啦,都係譯亦都有啲好多仲出名個佢嘍啦,16,3
412,但係,但係,2,0
413,亦都好多小學係好出名㗎嗰度,亦都好多小學係好出名,13,3
414,主要係教會學校啦,注要係較好多學校吖,8,5
415,其實逢親教會嗰啲學校喺香港咧,其實逢苍教會嗰啲學校喺香港囖,14,2
416,早期咧,早期嘞,3,1
417,識人多啲,熄人多啲,4,1
418,即係識得牧師啊邊個啊咁咪好啲攞,遮係識得木師呀邊個啊噉咪好啲囖,15,5
419,譬如我咧就係插班生嚟嘅我係三年,得我哩又插班生離嘅我係三連,15,7
420,班後半期先入嘅,班後半其先入嘅,7,1
421,咁佢問題就係因為我爸爸識得,噉佢問題就係因為我爸巴識得,13,2
422,佢哋個教會,佢哋個教會,5,0
423,嗰個牧師,嗰個牧師,4,0
424,咁啊容易入咗囉,噉啊容易入咗囖,7,2
425,咁我個妹咧就由,噉我個每囖就油,7,4
