NUM,EXPECTED,C1F58A_qwerty,# characters,edit distance
79,啫係中上嘅家庭啦咁啊,飛中相嘅嘉停喇噉啊,10,7
80,啫係,遮係,2,1
81,有好豐富嘅,有好風褲嘅誒,5,3
82,嘅生,嘅生,2,0
83,好豐富嘅生活啦,好封褲生活啦,7,3
84,咁啊亦都好安定啦,同賣都安定喇,8,5
85,爸爸媽媽照顧得好好啦,爸巴嫲媽照顧得好好啦,10,2
86,咁啊讀書啊,噉啊讀書,5,2
87,都順利啦,都順利喇,4,1
88,又讀埋大學啦,又讀埋大學啦,6,0
89,咁啊有書又有工作啦,噉咪由書又又工作喇,9,5
90,咁就好好開心啦,噉就好好開心吖,7,2
91,都冇咩,都冇咩,3,0
92,冇咩擔心冇咩憂慮,冇咩擔心冇咩U慮,8,1
93,生活都好舒適咁樣囉,生活都好書識咁樣囖,9,3
94,學校,學校,2,0
95,學校,學校,2,0
96,去學校讀書,去學校讀書,5,0
97,一間女子中學啦,一間女指忠學啦,7,2
98,啫係細,遮係,3,2
99,中小學嗰時讀,終小學趕時讀,6,2
100,公立學校啦,工U學校吖,5,3
101,中學嗰時讀私立學校啦女子中學啦,中學嗰陣時讀師U學校吖慮紙中學吖,15,7
102,咁就,噉就,2,1
103,好嚴架間學校,好嚴個間學校,6,1
104,咁就教得我地都好好囉,噉就教得我哋都好好囖,10,3
105,咁有好,噉又,3,3
106,讀書都好勤力架,讀書都好勤力㗎,7,1
107,都好順利囉,都好好順脷囖,5,3
108,學校就係,誒學校就係,4,1
109,我地要着長衫啦中式嘅長衫啦,我哋要著長三喇中色嘅長三喇,13,7
110,我嘅頭髮要直啦要短啦,我頭髮要直啦要短喇,10,2
111,我地唔可以,我哋唔可以,5,1
112,啫係,她係,2,1
113,化妝啊,化U呀,3,2
114,唔可以用好多錢啊,唔可以用好多錢呀,8,1
115,要好節儉啊,都好節U呀,5,3
116,要啊唔可以浪費啊,要唔可以晾費呀,8,3
117,我地晏奏食嘅飯要食曬啊,我哋晏晝食嘅飯要食晒啊,11,3
118,讀書又要,讀書呀要,4,1
119,好多考試啊測驗啊咁樣囉,好多考事呀測驗啊噉養,11,5
120,咁,噉啊,1,2
121,仲有,仲有,2,0
122,要我地去學,要我哋去學,5,1
123,好有對先生好有禮貌啊好尊重先生啊,好有對先生好有禮貌好專重先生噉養,16,4
124,咁囉,噉囖,2,2
125,當然啦如果我地犯,當現啦如果我哋唔我哋飯,8,6
126,有犯規嘅時候呢就好嚴架,有飯規嘅時候屋就好鹽個,11,4
127,係會罰架,係會罰嘅,4,1
128,咁啊,噉啊,2,1
129,唔准遲到啊,准時到啊,5,2
130,遲到又要罰啊咁樣囉,遲到又要罰囉咁樣,9,2
131,唔准係,唔准喺,3,1
132,譬如上落樓梯啊又要好靜啊,佢想落樓梯呀有要好靜啊,12,5
133,如果學校有嘢宣佈啊咁你就要停曬好靜黎聼又唔可以,如嗰學校有嘢酸布啊錦鯉又要停晒好靜來聽又唔可以,23,9
134,啫係講嘢囉,再講嘢囉,5,2
135,咁係好嚴格嘅,噉係好嚴隔嘅,6,2
136,點樣罰我地,點養罰我哋,5,2
137,咁有時,噉個時囖,3,3
138,記有啲記,機有啲给,4,2
139,記一啲嘅,記一啲嘅,4,0
140,記錄咗囉叫記過啦,記錄咗啦叫記過啦,8,1
141,或者叫記缺點啦,係叫記決點喇,7,4
142,或者啊,或者,3,1
143,啲先生會同你講嘢啦傾計話,啲先生會同理講嘢啦傾偈一係話,12,4
144,教教訓你啊咁囉,教教份你啊噉囖,7,3
146,哦唔會絕對唔會,哦唔會啜對唔會,7,1
147,一定唔會因爲我地唔會咁做架,一定唔會因為我哋唔會噉做嘅,13,4
148,絕對唔會,啜對唔會,4,1
149,當然唔好啦,當演唔好喇,5,2
150,因爲,音慧,2,2
151,會係好,好係好,3,1
152,好唔尊重啲細路哥囉如果打啲細路哥,好唔專仲啲細佬哥囉如嗰打細佬哥,16,6
153,咁佢只可以,噉佢止可以,5,2
154,啫係用,遮係用,3,1
155,教嘅方法啦或者,教嘅方法喇或者,7,1
156,啫係啫係所謂教方法就話啊要,遮飛所謂較方法就話又要,13,6
157,要罰佢地做一啲嘢啊咁樣囉,要罰佢做一啲嘢噉囖,12,5
158,咁樣就,咁樣就,3,0
159,其實係當時嗰啲細路哥都係好怕俾先生鬧架,其實睇當時有啲細佬哥都係好怕俾先生U啊,19,5
160,啫係,她係,2,1
161,啫係,啫,2,1
162,先生鬧已經係好大嘅懲罰黎架啦,先生晒意經係好大嘅情罰離啊啊,14,6
163,同埋如果話俾家長聼亦都係一個好大嘅懲罰佢地係已經好驚架啦,同賣如嗰話俾加長聽亦都係一個好大嘅情U佢哋係意經好驚嘍啦,28,9
164,所以唔洗打架,所以唔使打佢,6,2
165,以前啲細路哥係,以前啲細佬哥係,7,1
166,係好好好驚先生嘅,係好好好驚先生嘅,8,0
167,好尊先生嘅,好專仲先生個,5,3
168,最好罰法咁就係,最好罰發噉就係,7,2
169,同佢地,同佢哋,3,1
170,講啦傾計啦,講拉傾偈啦,5,2
171,話俾佢聼點樣唔啱法啦,話俾佢聽點養唔啱法吖,10,3
172,啫係指出佢嘅錯啦,隻指出佢嘅U啦,8,3
173,或者就算記一個缺點呢佢地都覺得好醜架啦,或者就算記一個唔點囖佢哋都覺一好醜嘍啊,19,6
174,啫係你記錄咗佢話佢做咗咩錯呢,飛理記錄咗佢話佢做咗咩錯哩,14,4
175,佢地都覺得好醜架啦,佢哋都覺得好醜嘅啊,9,3
176,咁,噉,1,1
177,甚至乎如果佢犯咗好多次,甚至扶如估佢飯咗好多次,11,3
178,都唔改或者記有好多次記錄嘅話呢都會趕出校架,都唔改或者記有好多至記錄嘅話囖都會趕出校啊,21,3
179,咁哩個都係好大嘅,噉利個都係好大嘅,8,2
180,嘅懲罰黎架啦,嘅情罰離啊啊,6,4
181,我地屋企,我哋屋企,4,1
182,都有規矩嘅,都有規U𠸏,5,2
183,對父母要好尊重啦,堆父冇要好專重啦,8,3
184,要好勤力讀書啦,哦要好勤力讀書啦,7,1
185,就,就,1,0
186,唔好去街去咁夜啦,唔會去街咁夜啦,8,2
187,着嘅衫要好,著嘅衫要好,5,1
188,好好好,好好好,3,0
189,啫係,啫,2,1
190,叫做好正經嘅杉好斯文嘅衫呢唔可以着一啲好,叫做好正經嘅三好斯文嘅三囖唔可以做著一啲好,20,5
191,好好唔得體嘅衫啦好好唔啫係,好好唔得睇嘅衫啦好好唔機,13,3
192,唔合體統嘅衫啦,唔盒體桶嘅衫吖,7,3
193,咁樣,咁樣,2,0
194,佢點樣,佢點養,3,1
195,佢咪望一望我我都好驚架啦,佢咪望一望我都好驚啊嚹,12,3
196,都唔洗鬧啊,都唔駛U,5,3
197,如果嚴重就梗係鬧啦但係只要佢唔,如嗰同嚴中梗係U吖但係招佢,15,9
198,佢地望一望我地呢我地就就會好驚架啦,佢哋望一望我哋囖我哋就就好驚,17,7
199,咁我地都,噉我哋都,4,2
200,我地都好乖嘅我地都,我哋都好乖嘅我哋都,9,2
201,下好尊重我地嘅爸爸媽媽嘅,吓好專重我哋嘅爸巴嫲媽嘅,12,5
202,你講邊方面啊,李江邊方便啊,6,3
203,哦我地,哦我哋,3,1
204,咁佢地兩個都係好好嘅榜樣啦,噉佢哋兩個亦都係一個好好嘅綁樣吖,13,7
205,因爲佢地兩個都唔鬧交架,音為佢哋兩個都唔U交嘅,11,5
206,啫係佢地兩個呢好尊重,飛佢哋兩個嘞好好專重,10,6
207,對方嘅,對方嘅,3,0
208,咁我爸爸都係好叻嘅,噉我爸巴對我係好叻嘅,9,4
209,咁就佢做工做得好叻嘅,噉就佢做工做得好叻嘅,10,1
210,咁我媽我媽媽就,噉我媽我嫲媽就,7,2
211,管教我地啦係屋企,係管教我哋拉喺屋企,8,4
212,咁佢又冇做工嘅,噉佢係好做工嘅,7,3
213,咁,噉,1,1
214,咁佢,噉佢,2,1
215,佢地好少講我地嘅嘢嘅,佢哋好少講我哋嘅也嘅,10,3
216,啫係好少話講我地我,飛好小話講我哋我,9,4
217,我啫係我地嘅壞話嘅,我飛我哋嘅壞畫嘅,9,4
218,啫係話你邊啲唔好邊啲唔好咁樣嘅咁所以就同埋佢地係,機話我哋邊啲唔好邊啲唔好噉養嘅噉所以就同賣佢哋係,24,9
219,有好好嘅榜樣啦,有好好嘅綁樣啦,7,1
220,俾我地好好嘅榜樣佢地係一個,俾我哋好好嘅幫樣佢哋係一個,13,3
221,咁係兩個都係一個好正直嘅人啦同埋,都係兩都係一個好好正直嘅人囖同賣,16,5
222,好有學識嘅人啦,好有學識嘅人囖,7,1
223,咁俾我地好好嘅榜樣,噉俾我哋好好嘅綁樣,9,3
224,咁我地有時,噉我哋有時,5,2
225,佢都會教我地讀書嘅,佢哋會教我哋讀書啊,9,3
226,啫係同我地補習啊,飛同我哋補習啊,8,3
227,啫係幫我地,飛幫我哋,5,3
228,如果我地唔識嘅嘢佢都都幫到我地囉,如嗰我哋唔識嘅嘢佢多爹幫到我哋囖,16,6
229,所以我地就容易好多囉我地讀學習嘅時候,噉所以我哋就容意好多囖我哋讀學習嘅時候,18,5
230,佢地想我我地,佢哋上我我哋,6,3
231,想我地想我地全部都讀大學囉,想我哋想我哋全部都讀大學囖,13,3
232,咁我地全部都,噉我哋全部都,6,2
233,五個兄弟姊妹都,哦個兄弟姊妹U,7,2
234,讀完大學,讀完大學,4,0
235,咁仲有一啲有一個就,噉重有有一個就,9,4
236,仲讀埋,仲讀埋,3,0
237,碩士,石事,2,2
238,咁所以就,噉所以就,4,1
239,啫係,遮係,2,1
240,係佢地嘅心意啊,係佢哋嘅心意,7,2
241,咁都我地都達到咗啦,噉到我哋都達到咗,9,4
242,我想我嘅細路哥都係盡量,我想我嘅細佬哥都係盡量,11,1
243,讀多啲書啦,讀多啲書啦,5,0
244,净係大學就一定要讀完大學啦,淨係大學就一定要讀完帶學啦,13,2
245,咁當然就希望佢地有專業嘅一個嘅資格啦,噉當現就希望佢哋有專業嘅一個嘅支格吖,18,5
246,咁因爲,噉因為,3,2
247,依加讀書净係讀完大學就係唔唔足夠啦因爲仲要繼續,耳家讀書靜係讀完帶學就係唔捉救拉因為重要繼續,23,10
248,去研去,去呢进去,3,2
249,去去,去誒去,2,1
250,鑽研啦,轉进啦,3,2
251,因爲一定要有專長啦,因為越定要有專場啦,9,3
252,咁所以我,噉所以我,4,1
253,三個細路哥都係,三個細路哥都喺,7,1
254,希望佢地能夠成成爲專業嘅人士啦,希望佢哋兩個成成為專業嘅人試喇,15,6
255,咁其實,噉其實,3,1
256,啫係大嗰兩個都係都算係專業啦,啫大個兩個都係都算係專業啦,14,2
257,咁就仲有一個仲係,噉就重有一個重係,8,3
258,佢啊佢自己都係希望讀成爲一個專業人士啦,佢佢自己多係希望讀成為一個專業人士啦,19,3
259,想我,上我,2,1
260,有冇想我我想想我讀邊一啲邊方面,有冇上我上上我讀邊一啲邊方面,15,4
261,哦咁佢都冇一定架,哦噉佢都冇冇一定啊,8,3
262,佢冇一定架咁最緊要我地呢係,佢冇一定嘅靜最𡁵我哋囖係,13,6
263,有啫係,有遮係,3,1
264,更高嘅教育啦,更高嘅教肉喇,6,2
265,咁亦都唔係希望佢地話讀完嗰方面係,噉亦都唔係希望我哋話讀完嗰方面係,16,3
266,話係做啲咩嘢好好出色嘅嘢,話係做啲咩嘢好好出色嘅嘢,12,0
267,只不過啫係希望佢地有多啲學識,指筆個飛希望我哋有多啲學色,14,8
268,啊做一個有教養嘅人,做一個有教養嘅人,9,1
269,咁啊啫係就算,噉啊啫係做算,6,2
270,對社會有幫助啦,對瀉會有幫座啦,7,2
271,就算啊照顧屋企呢都係好有幫助都好,就算呀照顧屋企嘞都係好有幫座都好,16,3
272,啫係識得管教自己嘅細路哥囉,飛識得管教自嘅細佬哥囉,13,4
273,咁咁啊,噉噉,3,3
274,咁,噉,1,1
275,咁我地,噉我哋,3,2
276,啫係考試考得好嘅,飛考士考得好嘅,8,3
277,啫係,啫,2,1
278,啫係當然啦就係啫係你考入大學嘅時候,啫當賢拉就係飛理考入大學嘅時候,17,6
279,都唔係好容易考架,都唔係好容易考啊,8,1
280,所以你係入到大學,所以李係入倒大學,8,2
281,啫係無論邊一科都好都係啫係都係,飛冒U邊一科都好都係機都係,15,6
282,都係好難架啦咁樣,都係好難個啊噉養,8,4
283,我都冇特別嘅不過,我都冇揼別嘅筆個,8,3
284,啫係大嗰個女呢就佢自己都唔知自己想讀乜嘢,啫大個裏囉就佢自己都唔知自己上讀乜嘢,20,5
285,咁啫係佢自己都冇決定唔到咁,噉飛佢自己都冇決定唔到噉,13,4
286,咁我就話譬如你爸爸係,噉我就話譬如理爸巴係,10,3
287,做哩做,做哩做,3,0
288,做哩方面嘅咁我話你不如都讀哩方面啦因爲,做哩一方面嘅噉我話李不如都讀哩方U啦音為,19,6
289,你有咩嘢唔識嘅可以爸爸可以教你啦,有咩嘢唔識嘅可以爸巴可以較理啦,16,4
290,咁所以就讀咗會計啦,噉所以佢讀咗會計啦,9,2
291,咁啊我亦都冇要求佢讀乜嘢不過佢自己亦都有興趣做保險嗰方面咁所以佢就,噉屋我益都冇腰求佢讀乜嘢不個佢自己亦都有興趣做保險嗰方便噉所以佢就,33,7
292,就去讀專業嘅保險嗰方面嘅,就去讀專業嘅保險嗰方邊嘅,12,1
293,嗰個嘅資格啦,嗰個嘅支夾吖,6,3
294,咁啊我都冇要求佢自己就好想讀會計啦,噉我都冇腰求佢自己又好上讀會計啦,17,5
295,咁就係佢自己意意願啦,噉就係佢自己意月吖,10,4
296,咁我都好自由俾佢地好自由嘅選擇嘅,噉我都好自油俾佢哋好自油嘅選U嘅,16,5
297,最緊要佢地係歡喜,最緊要佢哋係歡喜,8,1
298,佢地讀得開心咁咪就就得架啦同埋係可以維持佢地嘅生活,佢讀得開心噉囖就就得個啊同賣係可以為U佢哋嘅生活,25,9
299,可以賺到錢可以維持佢,可以賺倒錢可以為遲佢,10,3
300,自己生活獨立咁就,自己生活讀蠟噉就,8,3
301,就好啫係就會係可以架啦咁樣,就好飛就係可以噉養,13,7
302,係有唔同嘅以前嗰啲人,係有唔同嘅以前嗰啲人,10,0
303,佢地,佢哋,2,1
304,佢讀書方法同依加係唔同啦,佢讀書方發同而家係唔同啦,12,3
305,以前嗰啲人就,以前嗰啲人就,6,0
306,一係見識,唉建識機,4,4
307,見識少啦,見識小啦,4,1
308,同埋,同賣,2,1
309,因爲,音慧,2,2
310,嗰陣時嗰啲傳媒都冇咁,嗰陣時嗰啲傳回都冇咁,10,1
311,冇冇話,冇冇話,3,0
312,啫係冇咁普遍啦,飛冇咁普遍啦,7,2
313,啫係唔係咁多人有電視啊或者有你地依加咁多嘅,飛唔係咁多人有電視或者有而家咁多嘅,21,7
314,機會去旅行,機會去旅行,5,0
315,所以呢見識就比較少所以佢呢,所以一見識就比較少所意嘞,13,4
316,讀起書上黎就會就比較有啲困難,讀起書上離就比較有啲困難,14,3
317,只可以話佢係去夾硬去記咁去背咁樣樣,只可以話去去夾硬去記噉去背噉U養,17,6
318,咁亦都冇咁多圖啊或者解釋啊咁樣,噉亦都冇咁多圖片呀或者去解釋啊噉樣,15,5
319,咁所以係讀得比較困難啲啦,噉所以係讀得比較困難啲啦,12,1
320,咁,噉,1,1
321,但係嗰啲人都好勤力非常勤力啫係將啫將勤力,但係嗰啲人都好勤力非常看力機張佢張勤力,20,6
322,啫係補救翻佢缺乏嘅嘢,飛抱救返佢決U嘅嘢,10,6
323,但係依加嗰啲嘅細路哥佢地見識係多啦,但係而家嗰啲嘅細佬哥佢哋見識係多啦,17,4
324,係咪啊佢接觸嘅傳媒啊圖片啊,係米要接竹嘅傳會啊圖片啊,13,5
325,去嘅地方都好多所以,去嘅地方都好多所以,9,0
326,啫係佢地嘅教學方法亦都係比較可以活動啲,飛佢哋嘅教學方U亦都係比較可以活動啲,19,4
327,咁所以佢地係吸收得係快,噉所以佢哋係級修一係快啲,11,6
328,同埋佢地亦都識得嗰啲嘅讀書方法係先明白曬然之後先去記呢,同賣佢哋亦都識一嗰啲嘅讀書方法係先明爆晒原先去記喇,27,9
329,咁係啫係比較佢地係,噉係飛比較佢哋係,9,4
330,啫係,啫,2,1
331,啫係佢地嘅知識比較,飛佢嘅至識係比較,9,5
332,係比較通透啲架,係比較通透啲嘅,7,1
333,咁就,噉就,2,1
334,我就覺得同埋依加一般嘅,我我就覺得同賣而家一般嘅,11,4
335,細路哥佢地都係,細佬哥佢哋都係,7,2
336,比較多機會去,比較多機會去,6,0
337,去進修啦,去俊收啦,4,2
338,咁亦都競爭又大所以都係一般嘅細路哥,噉亦都競真又大所以都係一般嘅細佬哥,17,3
339,佢地都係唔止讀到大學佢地都係會,佢哋都係唔指讀到大學佢哋都係會,15,3
340,繼續去鑽研去進進修,繼續去住去俊俊收,9,5
341,去學習架,去學習嘅,4,1
342,啫係超過係大學嘅嗰個嘅嗰個水嗰個水平,飛超個係大學嘅嗰嘅嗰個水嗰個水瓶,18,5
343,咁就,噉就,2,1
344,所以我覺得依加啲細路哥係好叻好叻囉,所以我覺得而家啲細佬哥係好叻好叻囉,17,3
345,同埋佢地選嘅科都係好多選擇,同賣佢哋損嘅科都係好多選擇,13,3
346,啫係唔同我地以前係啫係只係得或者十幾,飛唔同我哋以前係U子係得或者十几,18,7
347,十幾個課程係可以揀,十幾個貨情係可以揀,9,2
348,依加就係每一個課程都分得好細,而家就係妹個貨情都分得好細,14,6
349,所以呢佢地係好多好多好多選擇,所以嘞佢哋係好多好多好多選擇,14,2
350,咁樣啫係,咁養機,4,3
351,對於佢地有興趣邊一方面嘅時候佢地可以啫係,對於佢哋有興趣邊一方邊嘅時佢哋可意直,20,7
352,專一嘅去研究,專一嘅去进究,6,1
353,同埋啫係好專長某一方面,同賣機好專長咪方變,11,6
354,咁樣,噉養,2,2
355,啫係同我地讀書係好唔同,啫同佢哋讀書係好唔同,11,3
356,你講個係佢地嘅偶像,李講個係佢哋嘅偶像,9,2
357,你要講個,你要講個,4,0
359,我聽到你話,我聽倒你話,5,1
360,係啊佢地依加啲細路哥佢地係比較,係呀佢哋而家啲細佬哥佢哋係比較,15,6
361,好坦白啦好直接啦,好坦白啦好直接啦,8,0
362,佢地鍾意講乜嘢就講乜嘢嘢,佢哋鍾意講乜嘢講乜嘢嘢,12,2
363,咁亦都并不等於佢地唔尊重你,噉譯都U筆躉如佢哋唔專重理,13,9
364,啫係,飛係,2,1
365,我地以前就係,我哋以前就係,6,1
366,係唔敢多講説話嘅,係唔敢多講說話嘅,8,1
367,啫係如果我地講錯咗呢就好似就係唔尊重啦,隻如嗰我哋講錯咗屋就好次就係唔專重啦,19,7
368,但係依加嘅細路哥就,但係而家啲細佬哥就,9,4
369,佢地好敢,佢哋好噉,4,2
370,好敢去講說話,好噉去講說話,6,1
371,冇啫係好敢好好好,冇飛好噉好好好,8,3
372,好,好,1,0
373,佢會夠膽去表達自己囉,好有夠膽去表達自己囉,10,2
374,咁就,噉就,2,1
375,咁同埋可能依加啲家長對於細路哥係比較係,噉同賣可U而家啲家U對於細佬哥係比較係,19,7
376,錫佢地啦所以都俾,錫佢哋吖所以都比,8,3
377,俾佢地有好多自由同埋機會係去表達自己,俾佢哋有好多字郵同賣機會係去表達自己,18,4
378,咁好多時可能嗰個嘅,噉好多時可U嗰個嘅,9,2
379,嗰個界綫分得唔係好清楚呢,個界U分得唔係好清楚囉,12,3
380,佢地都會可能會有會冒犯到佢地嘅父母啦,佢哋都會可U又會冇飯到佢哋嘅父冇啦,18,8
381,咁就,噉就,2,1
382,咁所以就似乎呢依加啲細路哥,噉所以就似符哩而家啲細佬哥,13,6
383,啫係就唔及得以前嗰啲細路哥咁尊重佢嘅父母,機就唔办得以前嗰啲細佬哥噉專重佢嘅U冇,20,8
384,就,就,1,0
385,啫係同埋佢地有好有自己嘅意見啦,飛同賣佢哋有好好有自己嘅意見啦,15,5
386,啫係佢唔係一定要聼你嘅意見一定要順從你嘅意見,機佢唔係一定要聽理嘅意見一定要U蟲你嘅意見,22,6
387,佢地有佢地自己嘅主見佢有佢地嘅做法,佢哋有佢哋自己嘅主見佢有佢哋嘅做法,17,3
388,咁亦都唔係話等於唔啱,噉解都唔係去等如唔啱,10,4
389,但係啫係對於父母黎講好似話,但係機對父冇離講好似話,13,5
390,你唔聼我話就係唔尊重我啫係所以依加就,理唔聽我話就係唔專仲我機所以而家就,18,8
391,似乎啲細路哥就冇以前咁順從,此乎啲細佬哥就冇以前咁順蟲,13,3
392,咁聼所謂聽話啫係聼從佢地講嘅嘢囉,咁聽所謂聽話機聽蟲佢哋講嘅嘢囖,16,7
393,咁,噉,1,1
394,最大嘅分別就係佢地夠膽講嘢囉,最大嘅分別就佢哋夠膽講嘢囉,14,2
395,佢地勇於,佢哋用雨,4,3
396,表達自己嘅意見同埋表達自己嗰個嘅情緒囉,表達自己嘅意見同賣表達自己嗰個嘅情水囖,19,3
397,啫係譬如話佢唔鍾意佢就會啫係啊,飛譬如佢唔鍾意佢就會飛,15,6
398,會表現出黎啦,會表現出梨啦,6,1
399,啊唔同話以前啲細路哥唔鍾意都唔敢出聲或者自己解決咗佢或者,唔同話以前啲細佬哥唔鍾意都唔敢出聲或者自己解決咗佢或者,28,2
400,靜靜地咁樣就,靜整哋噉就,6,4
401,啫係或者忘記咗佢啊咁就算啦,機或者忘記咗佢噉就算,13,5
402,你講我依加住緊哩一區嗰啲人,李講我而家住𡁵哩一區嗰啲忍,13,5
403,係哩到住嘅人都係專業人士啦一大部分都係專業人士啦,哩度住嘅人都係專業人士吖一大部份都係專業事吖,24,7
404,同埋成熟啲嘅啫係比較成熟啲嘅因爲好多人搬咗入黎哩到都,同賣成熟啲嘅障比較成熟啲嘅音為好多人搬咗入來利度都,26,8
405,住好耐先至搬啫係都都唔想走咁樣差唔多住到住到唔走唔得咁樣,住好耐先至搬機都都唔想走噉參唔多住都住到走唔得噉養,28,9
406,咁可能佢地都好鍾意哩個區啦,噉可浪佢哋都抠鍾意利一個區啦,13,6
407,咁亦都有啲新嘅人搬入黎嘅但係啫係,噉亦都有啲新嘅人搬入離嘅都係U,16,5
408,都係,都係,2,0
409,比較比較專業嘅人士或者做生意嘅人啊,比較俾嚿專業嘅人事或者做生意嘅人,17,4
410,或者,或者,2,0
411,係從係從係從政方面政治方面啊嗰啲嘅人,係蟲係從正重正方面正字方面嗰啲嘅人,18,7
412,我住咗係哩到有二十一年啦,我住咗係利都有二十一年啊,12,3
413,中國人啦,終角人喇,4,3
414,有韓國人啦,有寒角人啦,5,2
415,有加拿大,有加拿大,4,0
416,啫係北美洲嘅人啦,飛北尾洲嘅人啦,8,3
417,都我見過有,都我見個有,5,1
418,仲,仲,1,0
419,台灣黎架啦,仲台灣離啊啦,5,3
420,中國大陸黎架啦,中角大陸離啊啦,7,3
421,啫係我所知道嗰啲人都係,機我鎖支道嗰啲都係,11,5
422,所認識嘅都係哩啲咁上下哩啲人,所以熄嗰都係哩咁想下哩啲人,14,5
423,比較依加都好似一半一半咁啦啫係,比較而家都好U一半一半噉養機,15,7
424,啫係我諗或者仲係北美洲啲人比較多架,唔知呀我林或者重係北尾周啲人比較多嘅,17,8
425,但係中國人嘅都差唔多一半一半架啦,但係中角人嘅人都參唔多一半一半啊,16,5
426,都都近,都都近,3,0
427,啫係一半一半咁樣,機一半一半噉養,8,4
428,啫係越黎愈多人係,飛越梨越多人係,8,4
