NUM,EXPECTED,C1F74A_qwerty,# characters,edit distance
142,以前呢就,以前嘞就,4,1
143,就同啲同學同埋佢哋,就同啲同學同賣佢哋,9,1
144,屋企人啊好多朋友嘅,屋企人暗好多朋友𠸏,9,2
145,噉就打兩枱嘅,抌就打兩蓋嘅,6,2
146,而家唔係喇,耳加唔係啦,5,3
147,而家打一枱㗎啫因為嗰啲呢,而家打一蓋嘅啫丹為個啲嘞,12,5
148,我就冇參加,我就冇參加,5,0
149,因為太夜,因為太嘢,4,1
150,哇佢哋要食埋晚飯,廿佢哋要食賣吻份,8,4
151,噉,抌,1,1
152,我唔想食完晚飯噉自己返屋企,我唔想食願問份噉自幾番屋企,13,5
153,唔方便,唔方便,3,0
154,噉所以就冇冇同佢哋玩喇,抌所以就冇冇同佢哋玩囖,11,2
155,其他就淨係同嗰個老朋友,带他就靜係同嗰個路朋友,11,3
156,小火燭就有嘅都睇唔到煙睇唔到火,撩火燭就有嘅都睇唔到今睇唔到火,15,2
157,只不過嗰啲響,咦筆個嗰啲響,6,3
158,噉就話火燭喇,抌就話火燭囖,6,2
159,停電好似都有試過不過係好短時間,U電好似都有試個筆個係好短時間,15,4
160,冇咩唔方便,老咩唔方便,5,1
161,冇引起啲唔方便嘅嘢,到冇忍起啲唔方便嘅嘢,9,2
162,好似好耐都冇發夢,好次好耐都冇U夢,8,2
163,我冇夢㗎,有冇夢嗯,4,2
164,即係人哋好多人就話,爹係人哋好多日就,9,3
165,即係你可以日頭經歷啲咩夜晚發夢,遮係你可以一唞堅力啲咩嘢敏罰夢,15,8
166,但係我都冇,但我都冇,5,1
167,親人去世呢,丹人去晒呀,5,3
168,你會夢返佢,哋會冇返佢,5,2
169,但係我都冇喎,但我都冇喎,6,1
170,或者我冇諗佢哋呢唔知點解呢冇乜夢,或者我冇淋佢哋啊唔知點解囖冇乜夢,16,3
171,冇胡思亂想所以冇冇,倒冇冇,9,7
172,好似冇嘢驚喎,好次冇嘢驚,6,2
173,我好似都冇嘢驚囉,到好似都冇嘢驚囉,8,1
174,我大致上都冇嘢驚,我大至上都冇嘢驚,8,1
175,即係自細,爹係自勢,4,2
176,都好似樣樣都好順利,都好次養樣都好信梨,9,4
177,嗰條路都好平淡,朵跳路都好平U,7,3
178,即係都睇得開,爹係倒睇得開,6,2
179,你話有啲乜嘢,地話有啲咩嘢,6,2
180,親人病啊或者乜嘢,親人柄暗或者咩嘢,8,3
181,你你知道嗰個事實,理理支道嗰個時獸,8,5
182,即係都冇乜需要嘅,爹係都冇乜需要驚,8,2
183,都都冇咩驚,都都冇咩嘢驚,5,1
184,好黑,倒黑,2,1
185,冇運,冇運,2,0
186,打麻雀連輸幾場啊嗰啲囉吓,打麻雀連書幾長嗰啲囉,12,4
187,如果啊去賭場輸嗰啲呢都唔算黑嗰啲係當娛樂,如果去倒長書嗰啲呢都唔算黑嗰啲係如樂,20,6
188,好少去以前有去,倒小去以前有去,7,2
189,我都唔當自己黑,到都唔董自幾黑,7,3
190,我當係娛樂,倒當係如樂,5,2
191,其他黑呢身體唔好囉如果,離他刻呢身睇唔好囉如嗰,11,4
192,即係如果係噉講嘅就其實我都唔當黑,遮係如嗰係噉講嘅就其實我都唔燙黑,16,3
193,人老咗身體梗有病,但老咗身睇揀有柄,8,4
194,吓哇噉又唔係自己嘅錯噉個身體,第马抌又唔係自己嘅錯抌個身體,14,4
195,係要病又唔係我嘅錯我都唔覺得係我黑啊,第要柄又唔係我嘅錯我都唔覺得係我黑啊,18,2
196,我應該接受,到應該接瘦,5,2
197,總之係,董之係,3,1
198,生老病死都要接受,生路柄死都要接瘦,8,3
199,所以冇黑,朵以冇話黑,4,2
200,我唔覺得有嘢黑,到唔覺得有嘢黑,7,1
201,我有啊我有成日都瞓唔着,倒有我有成日都瞓唔著,11,3
202,我冇嘢做,到冇嘢做,4,1
203,都都都應該係冇嘢做咪有得佢囉因為我諗住,都都都應該係冇嘢做來由佢囉因為我諗住,19,3
204,瞓唔着瞓唔着囉最多聽日瞓過,瞓唔著瞓唔著囉對多聽日最瞓個,13,5
205,吓嘛,第話,2,2
206,我又唔會話起身啊或者做咩嘢啊,到有唔會起新話話姐做咩嘢啊,14,7
207,我喺個床度靜靜地,到係個創到正政哋,8,7
208,最多瞓唔着啫咪聽日再瞓過囉就係噉諗喇,最多瞓唔著啫迷聽日瞓個囖就係噉諗嚹,18,6
209,都應該有喇嗱譬如好似,都應該有阿辣譬如好次,10,3
210,瞻仰遺容啦,尖樣為溶啦,5,4
211,譬如去殯儀館啊,李板而管啊,7,6
212,即係推嗰個,遮係推嗰個,5,1
213,棺木出嚟嗰時候啊,觀木長離嗰時候啊,8,3
214,我唔敢望,到唔敢忙,4,2
215,人哋氹氹圈噉行一個圈我對眼我唔望㗎,人哋探探圈噉行一個圈我對嗌唔U啊,17,6
216,我唔係驚嗰啲鬼神嘅問題,倒唔係驚嗰啲鬼份嘅問題,11,2
217,我知只不過呢好似,有芝指筆個呢好次,8,6
218,唔可以接受,唔可以接瘦,5,1
219,即係佢嗰個樣啊,爹係佢嗰個樣啊,7,1
220,同埋呢人哋有好多呢,動咪呢人哋有好多呢,9,2
221,停喺度,停喺度,3,0
222,或者好似香港人嘅習慣呢,特這好次張擋人嘅U慣囖,11,7
223,喺靈堂後邊,係零望校便,5,5
224,有張床,有張創,3,1
225,噉墳喺嗰度嘅,抌份喺嗰度嘅,6,2
226,噉啊如果你好好嘅朋友或者至親嘅人呢係要入去睇嘅,抌啊如果彌好好嘅朋友或借至餐嘅朋友囖係要U去睇啊,23,9
227,即係睇最後一面,爹係睇最後一面,7,1
228,嗰啲係有啲驚,躲啲係有啲驚,6,1
229,嗰啲驚唔係驚佢,朵啲驚唔係驚佢,7,1
230,因為我冇做虧心事,因為我冇做龜衫時,8,3
231,吓哇我唔係驚佢,打嘩我唔係驚佢,7,2
232,嚇我或者咩嘢我只不過呢我接受唔到,帶我或者咩嘢到指筆個呢我接瘦唔到,16,6
233,佢嗰個樣,裏嗰個樣,4,1
234,好似嗰陣時,好U嗰U時,5,2
235,我個家姐呢,我個家借呢,5,1
236,佢瘦成,佢瘦放,3,1
237,幾十榜啊,幾十磅,4,2
238,佢唔知成,裏唔知成,4,1
239,一百三十榜㗎,一百三十磅呀,6,2
240,收尾好似剩返,丹眯好似正分,6,4
241,七十榜㗎咋,七十磅啊咋,5,2
242,即係瘦咁多,爹係瘦噉多,5,2
243,你唔忍心睇到佢噉嘅樣噉嗰度係,哋唔穩心睇到佢噉嘅樣噉嗰度係,14,2
244,嗰種驚,嗰種驚,3,0
245,唔信,唔信,2,0
246,唔信,唔信,2,0
247,絕對唔信,嘟對唔信,4,1
248,以前信,以前信,3,0
249,天主而家都信天主,天主而家削天煮,8,3
250,不過而家懶而家唔去聖堂,筆個而家嘞而家唔去性糖,11,5
251,都一直一直係唔敢話唔信,都一隻一隻係唔感頭上,11,6
252,可能呢個係驚囉,朵能哩個係驚囖,7,3
253,如果我唔信呢我好似,如果我唔信囉我好似,9,1
254,我都驚佢罰我,我都驚佢罰我,6,0
255,算唔算驚啊,短唔算驚啊,5,1
256,所以人哋問呢,朵以人哋問哩,6,2
257,我係天主教我認㗎,我係天煮教我應呀,8,3
258,我唔係唔信,倒唔,5,4
259,我冇特別慶祝囉屋企人點樣慶祝我咪跟埋囉,到冇特別慶祝囉爹企人點樣慶捉我咪間買囖,19,6
260,吓哇,打阿,2,2
261,大家一齊慶祝囉冇乜特別,大家一滯慶祝囉冇咩特別,11,2
262,有乜嘢做啊聖誕節啊,有乜嘢做五聖誕節啊,9,1
263,食聖誕大餐囉,嘀聖誕大親囉,6,2
264,好似其他冇乜嘢噃聖誕啊教會,好似其他冇乜嘢嘍喎較,13,6
265,聖堂又唔去噉樣,聖糖有唔去咁樣,7,3
266,都係食聖誕大餐囉,都係食聖誕體親囉,8,2
267,吓嘛,抌啊,2,2
268,送吓禮物啊嗰啲噉囉,送阿例物啊嗰啲噉囖,9,3
269,我又唔介意收禮物即係我唔係話,到又唔架意手例咪爹係我唔係話,14,6
270,等收人禮物嗰挺,等收人例乜個,7,4
271,我要我要應該送畀人我就送,倒要我要應該送俾人我就送,12,2
272,但係我又唔望人哋送返畀我,但係我有唔望人哋送返俾我,12,2
273,聖誕我仲玩咩嘢卡啦我又唱得唔好聽,聖誕我仲玩咩嘢卡拉U喱我又唱得唔好聽,16,3
274,如果有麻雀嘅咪打麻雀囉,如果又麻俊賣打麻著囉,11,5
275,農曆新年啦,弄力新連啦,5,3
276,即係中國人嘅新年,爹係中角人嘅新年,8,2
277,呢個係大日子噉咪要慶祝囉,哩個係大一紙噉賣要慶祝囖,12,5
278,噉啊中秋節囉,抌啊中U節囉,6,2
279,循例,U嚟,2,2
280,食吓月餅啦,食呀月餅啦,5,1
281,花燈就梗係唔玩啦,打燈間係唔玩啦,8,3
282,即係我哋嘅年紀玩花燈咩吓嘛,爹係我哋嘅年紀玩花燈咩係唔係,13,4
283,端午節就食棕啦,端午節咪食粽啊,7,3
284,都係呢啲噉囉,都係利啲噉囖,6,2
285,有啲咩習慣,有啲咩酒慣,5,1
286,傳統習慣,短糖份慣,4,3
287,過年派利是,囖連派麗時,5,4
288,之後呢,啲後呢,3,1
289,有咩嘢啊,有咩嘢啊,4,0
290,慶祝生日囉,慶祝生日啦,5,1
291,噉啊有人生日就慶祝生日囉,抌啊有人生日就慶祝生日囉,12,1
292,如果過過節呢大家聚埋食一餐囉,如果個個節呢大㗎最賣食一親囉,14,6
293,好似冇乜嘢,好次冇乜嘢啊,5,2
294,又呢區,有係利居,3,4
295,中國人同埋南亞人,東角人同咪琴啊人,8,5
296,南亞人即係,擔呀人遮係,5,3
297,印度斯里蘭卡,印度斯李蘭卡,6,1
298,之類囉,支雷囉,3,2
299,中國人我哋都,終角人我哋都,6,2
300,見面有招呼有講幾句嘅,見面有招呼有講幾句𠸏,10,1
301,嗰啲南亞人呢,朵啲男呀人嘞,6,4
302,就有陣時呢都招呼,就有U士U都招呼,8,3
303,但係呢就好似冇乜嘢講,但係屋就好似冇咩嘢講,10,2
304,我冇啊冇啊呢啲冇啊,倒冇呀冇啊利啲冇啊,9,3
305,好少接觸啊唔會拗交,倒笑接燭暗唔會嗌交,9,5
306,呢個問題,啲個問題,4,1
307,應該唔係我而家噉嘅年齡嚟答,應該唔係我依家噉嘅連令離搭,13,5
308,吓哇,大話,2,2
309,我我嘅時代就,到我嘅時代就,6,1
310,根本就有問題,還本就係有問題,6,2
311,冇人同唔同種族好少唔係話冇,倒呀同好少唔係話冇,13,6
312,好少好少,好少好少,4,0
313,同外族人結婚而家呢,同女逐人結婚地家呢,9,3
314,照我嚟講呢,照我離講囉,5,2
315,我都唔鍾意,我都唔鍾意,5,0
316,即係後生嘅如果同外,爹係後生嘅如果同佢,9,2
317,族人結婚呢我都唔係咁,仲人結婚囉我都唔係咁,10,2
318,唔係咁鍾意,唔係咁鍾意,5,0
319,但係呢,但係呢,3,0
320,反對呢我就唔會反對,反對呢我就唔會反對,9,0
321,因為呢啲呢都係佢哋嘅自由,因為利啲呢都係佢哋嘅字又,12,3
322,即係冇可唔可以反對,爹係冇可唔可意反對,9,2
323,不過呢,一個呢,3,2
324,唔鍾意,唔鍾意,3,0
325,大概一兩個好少,大佢一兩個好少,7,1
326,有,豆,1,1
327,但係少,但係小,3,1
328,講吓佢哋我一個,講喎佢哋我一個,7,1
329,一個,一個,2,0
330,同學啦,同學啦,3,0
331,五啊幾六十年嘅同學啦,五啊記六十連嘅同學啦,10,2
332,佢呢個新婦仔,佢哩個新鋪就係,6,4
333,葡萄牙人,葡萄牙人,4,0
334,噉嗰啲樣樣都唔同啦,抌嗰啲養樣都唔同啦,9,2
335,噉啊,抌啊,2,1
336,可惜之間相處就,河識之間相處就,7,2
337,唔係幾好,唔係幾好,4,0
338,噉呢啲都好難講大家嘅風俗習慣都唔同,抌利啲好欄講大家嘅封續陣慣都唔同,17,7
339,畀嗰個家婆希望佢做啲乜嘢,哋嗰個嘉普希抹佢做啲乜嘢,12,4
340,佢又唔會聽,佢有唔會聽,5,1
341,噉呢啲好難講㗎,抌利啲好欄講啊,7,4
342,溝通唔到囉,兜咚唔倒囉,5,3
343,好好耐好耐之後嘅事,倒好耐好耐之後嘅時,9,2
344,可以嘅,躲以嘅,3,1
345,但係目前都唔得,但係木前都唔得,7,1
346,因為人嘅腦筋仲未開通到噉,因咪人嘅老級重尾開通到噉,12,5
347,嘅程度,嘅稱到,3,2
348,好多人仲係好保守好傳統,倒多人重係好保手好全筒,11,5
349,未得未接受得,哋得美摺瘦得,6,4
350,有大把,有大把,3,0
351,好多好多,好多好多,4,0
352,食嘢嘅口味又唔同,滴嘢嘅口美又唔同,8,2
353,譬如佢食嗰啲嘢,譬如佢食嗰啲嘢,7,0
354,你未必接受到,理尾必接瘦倒,6,4
355,吓哇,大話,2,2
356,你回教徒你叫佢食豬肉佢又唔制,你回教套你叫佢食豬肉佢又唔制,14,1
357,吓哇即係好多好多啦,咪話遮係好多好多啦,9,3
358,印度人佢食咖喱,印度人嘅食咖喱,7,1
359,噉你又跟唔到佢食咁辣,抌鯉又間唔倒佢哋食咁辣,10,5
360,好多啦,倒多啦,3,1
361,呢啲淨係講食,啲啲成係講食,6,2
362,仲有其他呢住呢,動有其他囉住呢,7,2
363,着衫呢,著衫囉,3,2
364,吓哇如果你回教嗰啲,特話如嗰理回教嗰啲,9,4
365,佢要你包包住個頭噉啊,佢要理包包住個頭抌啊,10,2
366,遮住塊面噉出街噉你又唔制,爹住塊面噉就加錦鯉又唔制,12,5
367,哦仲有生活上好多,倒仲有生活上好多,8,1
368,嗰啲好似阿差拎手𢲡食物食㗎,躲啲好次暗擦拎手喇食物食啊,13,6
369,我好似聽過喎,到好次聽個,6,4
370,唔用梗係唔用筷子啦,唔用揀係唔用筷子啦係唔係,9,4
371,我哋筷子係我哋用啫,倒哋筷子係我哋用啫,9,1
372,有啲直情刀叉都唔用拎手拎手食,有啲直正都擦都唔肯拎手,14,7
373,中文同埋廣東話同普通話囉,東文同買講通話同普通話囖,12,5
374,我可以講到普通話囉,到可以講到普通話,9,2
375,即係國語,爹係角預,4,3
376,我出生嘅,抌我長生個,4,3
377,嗰嗰笪地方呢,嗰角特地方嘞,6,3
378,就係講普通話嘅,就係講普通話嘅,7,0
379,噉我,抌我,2,1
380,有十幾年喺嗰度生活,有十幾連喺嗰度生活,9,1
381,之後就去香港,啲後就去張董,6,3
382,噉所以呢我最初去香港呢,抌所以呢我最咗去張董呢,11,4
383,我廣東話都唔正嘅,我講通話都唔正嘅,8,2
384,但係到而家都係喎,但係到而家都係喎,8,0
385,有陣時我講廣東話呢有啲人直情話我,有陣時我講趕通話囖有啲人U正話我,16,5
386,你唔係廣東人,李唔係講通人,6,3
387,我話你點子呢,哋點知呢,6,4
388,佢話你某一個音係唔,隊話理U一個音係唔,9,3
389,咬得準,咬得掌,3,1
390,我都有㗎噃,到都有喎,5,3
391,我以為得㗎都仲係唔得,倒意為得個都重係,10,6
392,但係如果叫我講普通話呢我又唔係好正㗎噃,但係如嗰叫我講普通話呢我又唔係好正喎,19,3
393,我又唔係,到又唔係,4,1
394,即係,遮係,2,1
395,都,都,1,0
396,百分之九十啦,八饭U九十吖,6,4
397,廣東話百分之九十正,董通話八饭U九十正,9,5
398,普通話呢,倒通話呢,4,1
399,我諗都係得八十㗎啫,我攬都係得八十嘅啫,9,2
400,都唔係好正,都唔係好正,5,0
401,英文都唔係好正,叮文都唔係好正,7,1
402,英文我諗得,英文我籃得,5,1
403,七十啦,七十吖,3,1
404,都唔得到八十,都唔得倒八十,6,1
405,因為我哋而家喺呢度根本就冇接觸到西人,丹咪我哋而家喺哩度金本都冇接燭個西人,18,7
406,都都冇機會講,都都冇機回講,6,1
407,我哋去嘅地方,到哋去嘅地方,6,1
408,都冇機會講英文,都冇機回講英文,7,1
409,所以都都冇,朵二都兜,5,4
410,呢區嘅人,啲區嘅人,4,1
411,多數可以講,多數可以講,5,0
412,廣東話同普通話,講通話同買普通話,7,3
413,嗱我哋去,打我哋去,4,1
414,收錢嗰啲吓話,收錢嗰啲盒話,6,1
415,嚟貨嗰啲,呢課嗰啲,4,2
416,一睇見大家中國人,一睇見大家中角人,8,1
417,冇理由講英文㗎,冇李又講英文歌,7,3
418,吓話我哋去餐廳度飲茶,特話我哋去親聽去飲咋,10,5
419,冇理由講英文㗎,冇李又講英文嘍,7,3
420,噉有乜嘢地方係可以講英文㗎呢,有咩嘢哋方係可以講英文嘅嘞,14,5
421,你就算去,地就算去,4,1
422,嗰啲呢而家都有講中國,嗰啲哩而家都有講中角,10,2
423,話㗎啦,話U啦,3,1
424,好少講英文㗎,倒小講英文,6,3
425,係啊,第啊,2,1
426,你嗰啲,哋嗰啲,3,1
427,嗰啲都係,嗰啲都係,4,0
428,一睇見我哋噉話,一睇見我哋噉啊,7,1
429,一係講廣東話一係國語噉就嚟㗎喇,一係講通話一係覺魚噉就係,15,7
430,噉啊,抌啊,2,1
431,邊個啊,邊個啊,3,0
432,我睇見佢,倒睇見佢,4,1
433,係中國人嘅樣㗎喇,係終角人個樣啊啊,8,5
434,又唔知,又唔知,3,0
435,同佢講乜嘢話好,同佢講咩嘢話好,7,1
436,噉我問佢囉,抌我問佢囉,5,1
437,又又似,豆又至,3,2
438,中國人又似啲菲律賓人噉囉,終角人又紫啲菲U賓人噉啦,12,5
439,我話你係咪中國人啊,到話李係唔係中角人啊,9,5
440,佢話係啊,隊話係啊,4,1
441,我話你講唔講廣東話,到話理講唔講講通話,9,4
442,講,講,1,0
443,噉咪廣東話囉,講通話囉,6,4
444,去咗邊啊,對咗邊啊,4,1
445,好似婆度吖嘛,好次破度安马,6,4
446,係咪啊,第唔係啊,3,3
447,我琴日係去婆度啊,我咁襪去度,8,5
448,我哋去咗飲茶啊,倒哋去咗飲法嗯马,7,4
449,我收尾又唔知去邊,到心尾忍唔住,8,6
450,好似冇喇,好次冇呀,4,2
451,我真係冇喇,倒真係冇呀,5,2
452,嗰個我已經準備講英文喇,囖我已經長秘缸英文啊,11,6
453,點知嗰個,點知歌個,4,1
454,佢就話你講中文得喇,佢就話李講中文得啊,9,2
455,但係佢佢講普通話講國語,但係佢講普通話講覺魚,11,3
456,佢唔識廣東話,裏唔識講通話,6,3
457,佢話你講中文得㗎喇噉我話廣東話即係普通話,隊話李講中文得嘍里抌我話講通話啫係普通話,20,8
458,佢話你識講普通話廣東話,隊啊里識普通話講通話,11,6
459,佢話普通話啦,隊話普通話暗马,6,3
460,佢唔識廣東話嗰個,裏唔識講通話嗰個,8,3
461,冇啊,倒啊,2,1
462,係有陣時落去度撞見啲,第有陣時落去度壯見啲,10,2
463,嗰啲清潔女工呢,嗰啲清潔裏公囉,7,3
464,同佢打個招呼,冬佢打個招呼,6,1
465,咪兩句囉,抌咪兩句囖,4,2
466,噉囉,噉囖,2,1
467,佢同我開門就,隊同我開悶喎,6,3
468,就係噉囉,豆係噉囖,4,2
469,佢哋見見得我多吖嘛,隊哋見見得我多啊马,9,3
470,因為我多數行嗰度,因為我多數閒嗰度,8,1
471,會,讀,1,1
472,會㗎,地呀,2,2
473,有陣時呢,有陣屎呢,4,1
474,好似覺得中文,好次個得中文,6,2
475,嘅,嘅,1,0
476,講出嚟呢,講出梨呢,4,1
477,冇英文咁,冇英文咁,4,0
478,咁傳神,咁全份,3,2
479,咁貼切,咁鐵節,3,2
480,難喇,蘭,2,2
481,但係呢,但係呢,3,0
482,有陣時呢,有陣時呢,4,0
483,英文返中文呢,英文返中文呢,6,0
484,又,有,1,1
485,冇咁好即係大家彼此啦,冇咁好爹係大家UU囖,10,4
486,有陣時中,有陣屎鍾,4,2
