NUM,EXPECTED,C1F50A_qwerty,# characters,edit distance
61,而家成日都返去睇佢都有睇㗎經過,而家成日都返去睇佢都有睇架經個,15,2
62,係啊係一間女校嚟噶,第吖第一間裏校離個,9,6
63,全部都係女仔嚟㗎著啲衫咧係,全部都係旅仔黎𡃉著啲衫囉係,13,4
64,長衫你知唔知乜叫長衫,長三理知唔知乜長三,10,4
65,長衫好似香港,長三好次張董,6,4
66,嗰啲旗袍咧,嗰啲旗譜嘞,5,2
67,即係好窄嗰啲咧咁咧,遮係好擲嗰啲囉噉囖,9,5
68,咁啊下邊有個叉嘅咧好長咁樣嗰啲咧,噉啊下便有個叉嘅囖好長噉樣嗰啲囖,16,5
69,叫做長衫囉,釣做長三囉,5,2
70,咁啊著藍色嘅,噉就著藍色嘅,6,2
71,咁咧就好難行嘅因為女仔要斯文啊嘛以前,噉屋就好U行嘅因為利裏仔要斯文啊以前,18,6
72,哈咁所以咧就要行得好慢囉,噉所以嘞就要行得好慢囖,12,4
73,唔係嘅有男仔有女仔嘅,唔係嘅有藍仔有裡仔嘅,10,2
74,基督教學校嚟嘅嘅係啊哈,哩篤教學校離嘅嘅第啊下,11,5
75,有啲好有啲唔好囉,有啲好有啲唔好囖,8,1
76,教有啲教嗰個教得好,帶有啲教嗰個較得好,9,2
77,佢係嚟嘅但係佢冇興趣教我哋所以佢成日訓覺,佢係離嘅但係佢冇興趣教我哋所以佢成日瞓覺,20,2
78,我成日抄醒佢問佢,到成日摷醒佢問佢,8,2
79,係囉係囉有啲就好鍾意教書囉,第囖係囖有啲就好鍾意教書囖,13,4
80,好鍾意教書嗰啲先生就好有心機囉,好鍾意教書嗰啲就好有心機囖,15,3
81,教數學嗰個好有心機教我哋噶,帶掃嗰個好有心機教我哋啊,13,4
82,我舊年返去,到舊連返去,5,2
83,仲同佢飲茶佢好開心啊,頌同佢飲茶佢好開心呀,10,2
84,認得佢冇乜改變添啊個樣,認得佢冇乜嘢幾變添呀佢個樣,11,4
85,係啊係啊冇見佢差唔多三十年啦但係佢冇乜嘢改變啊,第呀係呀冇見佢差唔多三十連啦但係佢冇乜嘢幾變啊,23,5
86,哈都仲咁健康,打都仲動見康,6,3
87,邊個啊,癲個呀,3,2
88,會不會乜嘢學生話,會唔會乜嘢學生話,8,1
89,嬲啲學生冇唔會㗎老師點會嬲學生咧嗰個都差唔多,兜啲學生冇唔會嘍老師點會褸學生爹個個都差唔多,22,5
90,曳嗰啲啊記得啲囉其實,喂嗰啲就記得啲囖其實,10,3
91,都未必㗎我霖佢哋,都未必個我淋佢哋,8,2
92,啲佢哋有啲係俾心機教囉,啲佢哋有啲係俾心機教囖,11,1
93,哈咁教咗啲學生,打噉教咗啲學生,7,2
94,唔聽佢講咁有時會傷心囉但係就唔會嬲嘅,唔聽佢講噉有時會傷心囖但係就唔會U嘅,18,3
95,我霖咋我唔知啊,舞林咋倒個唔知呀,7,5
96,會啊,地呀,2,2
97,我唔知啊,倒唔知呀,4,2
98,哎呀,啲啊,2,2
99,你問呢個問題,李問利個問題,6,2
100,我罰過一次囉,到罰個一次囉,6,2
101,咁耐罰過一次囉,浸例罰過一次囉,7,2
102,因為我個體育老師叫我跳木馬我唔肯跳啊,因為我個體肉老師叫我跳木馬我唔肯跳呀,18,2
103,佢仲記得啊,佢仲記得呀,5,1
104,佢仲記得陪我罰啊,佢仲記得陪我罰啊,8,0
105,佢一齊陪我一齊留堂啊,佢一齊陪我一齊樓堂啊,10,1
106,咁啊响到一味教訓我叫我跳啊我話我唔識跳唔敢跳,噉阿喺度一味較瞓我叫我跳啊到話我唔識跳唔敢跳,22,7
107,咁囉,噉囖,2,2
108,唔打得㗎,唔打得嘅,4,1
109,香港而家唔打得噶啦係咪啊,香港而家唔打得啊里係买啊,12,3
110,都唔打得噶,都唔打得嘅,5,1
111,有冇打細路仔,有冇打細路仔,6,0
112,有㗎媽媽有大人噶,有呀嫲媽有打人個,8,4
113,係囉,第囉,2,1
114,有罰㗎有打㗎,有罰嘅有打嘅,6,2
115,我都唔記得啦,到都唔記得惡,6,2
116,太耐啦總之係知道俾人打啦,帶袋呀總之係知道俾人打嚹,12,4
117,唔知自己做咗啲乜唔記得咗啦,唔知自己做咗啲乜唔記得咗哩,13,1
118,初初都係唔係好識囉,初初都係唔係好識囖,9,1
119,都係鬧下佢哋啊,都係U吓佢哋啊,7,2
120,有時都發𤷪𤺧打囉,有時都發憫憎打囖,8,3
121,咁後尾佢哋越嚟越大個啦咁就唔可以囉就要慢慢同佢哋傾計囉,噉U尾佢哋越來越大個嚹噉就唔可以囖就要慢U同佢傾偈囖,27,10
122,咁經過一個好唔同嘅階段囉,噉經過一個好唔同嘅街斷囖,12,4
123,哈唔同唔同時間咧有啲唔同階段囉,特唔同唔同時間爹又啲唔同街斷囖,15,6
124,不過我就多數就係陪住佢哋成日陪住佢哋咁樣,乜過我就多數就係陪住佢哋U日陪住佢哋噉樣,20,3
125,陪住佢哋彈琴啊又陪住佢哋練琴啊咁樣,对住佢哋炭琴嚹又陪住佢哋一齊練琴啊噉樣,17,6
126,咁盡量,噉U量,3,2
128,嘥多用多啲時間同佢哋一齊囉,嘥多用多啲時間同佢哋一齊囖,13,1
129,而家有咩規矩啊,而家有乜嘢規舉啊,7,3
130,而家佢哋應該知道曬㗎啦咁佢哋都知道要俾心機讀書啦係咪,而家佢哋應該知道晒啊嚹噉佢哋都知道要俾心肌讀書啦係唔係,26,7
131,咁就唔可以亂洗錢啦,噉就唔可以亂洗錢啦,9,1
132,自己係負責任啦做嘅嘢,自己係褲U任囖做嘅嘢,10,3
133,咁要霖清楚先做嘢啦,噉要林清楚先做嘢喇,9,3
134,咁囉但係你知返咗大學咧,噉囖但係理之返咗大學囖,11,5
135,咁佢鍾意去點樣做你都唔知道㗎啦,噉佢仲二去點文做理都唔知道啊嚹,15,7
136,咁啊呢啲規矩咧就盡量囉,噉喇利啲規舉囖就盡上囖,11,7
137,即係盡量希望佢哋跟得到囉,他係盡量希望佢哋哦跟得到囖,12,3
138,咁都要交俾佢哋自己霖啦,噉都要膠比佢哋自己林喇,11,5
139,佢哋都大個㗎啦,佢哋都大個㗎喇,7,1
140,講呢區啲人啊,擋利區啲人呀,6,3
141,哦好啊好啊,倒呀好啊,5,3
142,响呢邊住,嚮哩便住,4,3
143,唔洗噶周圍都有噶,唔係嘅周圍都有啊,8,3
144,哈禮拜堂嗰啲人就好多都响呢邊住囉,下諦拜堂嗰啲人就好多都嚮利邊住囉,16,4
145,咁就因為近啊嘛,噉就因為揾啊嗎,7,3
146,咁就但係又有啲朋友响士嘉堡住啊,噉就但係又有啲朋友響事加寶住吖,15,6
147,又有啲朋友响住啊咁囉,又有啲朋友响住啊噉囖,10,2
148,多數都係住响嘅西邊囉,多數刀係住響嘅西便囉,10,3
149,東邊,冬便,2,2
150,東邊,冬便,2,2
151,鍾意,東意,2,1
153,都好方便囉,都好方便囉,5,0
154,哈而家咧啲車咧都開始响都有啦,下而家哩啲車嘞都開始響都有啦,14,4
155,咁有好多唔同嘅囉,噉有好多唔同嘅囖,8,2
156,咁又好多最主要係啲車咧,噉又好多最主要係啲車囖,11,2
157,咁變咗啲細路仔出入就方便啲囉,噉變咗啲細路仔出入都方便啲囖,14,3
158,即係係好重要囉,它係係好仲要囖,7,3
159,哈,下,1,1
160,咁啲屋又唔算話太舊,噉啲屋就唔算話太舊,9,2
161,咁我哋又買咗住咗响度好耐啦咁就慣曬啦,噉我哋又買咗住咗肯度好U啊噉就慣晒囖,18,7
162,哈,下,1,1
163,鄰居,倫居,2,1
165,隔籬嗰個都好耐㗎啦,U離嗰個都好袋個啊,9,5
166,哈咁就,下噉就,3,2
167,佢都幾好嘅佢哋都,佢都幾好嘍佢哋都,8,1
168,哈,下,1,1
169,邊種人啊,癲種人呀,4,2
170,我霖中國人好多啊,咬淋東角人好多啊,8,4
171,不過其他啲人都好都好多囉,乜過其他啲人都好都好多囖,12,2
172,就唔知道係邊啲人喎,就唔知道係邊啲人喎,9,0
173,哈,下,1,1
174,我霖中國人都多㗎係啊,咬淋東角人都多啊第啊,10,6
175,可能㗎唔知道㗎而家,可浪架唔知道𡃉而家,9,3
176,可能細路仔大個咗間屋太大囉咁你唔需要囉,唔可浪細路仔大個咗間屋太大囖噉理唔需要囖,19,6
177,唔需要咁大間屋囉咁你又可以搬細間啲囉,唔需要咁大間屋囉噉鯉又可以搬世間啲囖,18,4
178,或者我老啦唔想鏟雪啦咁你又搬囉,或者我老啊唔想剷說啦錦鯉又搬囖,15,6
179,細路仔唔肯幫手㗎,諦路仔唔肯幫手嘅,8,2
180,係啊係啊仲係做緊啊,第啊係啊仲係做緊,9,2
181,鍾意,東意,2,1
182,禮拜堂囉,抵拜堂囉,4,1
183,係啊做緊好多間禮拜堂囉,第啊靜啊做𡁵好多間禮拜堂囉,11,4
184,哈哈哈周圍都有囉,下下下都係周圍都有囉,8,5
185,哈有啲响啊有啲响啊,下有啲響啊有啲響,9,4
186,咁囉,噉囖,2,2
187,哈全部都係禮拜堂,下全部都係禮拜堂,8,1
188,我自己公司,到自己公司,5,1
190,不過有人幫手,乜過有人幫手,6,1
191,唔係自己一個人做曬,唔係自己一個人做嗮,9,1
192,一個人做曬死囉,一做緊做晒死囖,7,4
193,吊頸都唔得,釣頸都唔得,5,1
194,一個人啊,一個人呀,4,1
195,我霖我會接得好慢囉唔敢接生意囉因為做唔切啊,倒林我會接得好慢囖唔敢接生意囉因為做唔切,21,4
196,太辛苦啦會,帶辛苦呀,5,3
197,敢囉所以唔敢㗎唔會㗎哈,噉囖朵二唔敢啊唔會啊啊吓,11,8
198,以前試過但係好辛苦,以前試過但係好辛苦,9,0
199,開始嗰時後一個人做做做下一定要請人啊咁囉,開始個時候一個人做做做下一定要請人啊噉囖,20,4
200,做咩工,做咩工,3,0
201,係啊做囉,係啊做囉,4,0
202,難搵㗎,但搵嘅,3,2
203,係啊好難搵㗎所以我都做咗,第啊倒欄搵嘅朵以我都做咗,12,5
204,讀咗另外一啲課程啊讀,讀咗另外一啲貨情啊讀,10,2
205,讀咗啲書啦咁樣因為未搵到工啊嘛,讀咗啲書啦咁樣因為未搵到工啊嘛,15,0
206,咁讀完書之後咁先至搵到囉,噉讀遠書之後噉先至搵到囖,12,4
207,咁初初第一份工咧好低人工㗎,噉初初第一份工囖好低人工嘍,13,3
208,咁然後跟住咧咁就慢慢跳囉,噉然後跟住U噉就晚晚跳囖,12,6
209,點解我畢業嗰時咧一九八三年咧,點解到畢業嗰時囖一九八三連囖,14,4
210,就經濟好差啊,就驚掣好差啊,6,2
211,咁我好多同學咧都搵唔到咧就唔再做啦,噉我好多同學囖都揾唔到囖就唔再做啊,17,5
212,咁但係我就一定要,噉但係哦就一定要,8,2
213,搵到囉一定要做囉咁所以我就,搵倒囉一定要做囖噉所以我就,13,3
214,就好平我都做咁樣咁就開始咗就可以啦,就好U我都做噉樣噉就開廁咗就可以嚹,17,5
215,好困難啊,倒困難呀,4,2
216,你講打過幾多個同人幾多人打過工亦話係,李講打個幾多個同人幾多人打個公她話係,18,5
217,三個,擔個,2,1
218,係啊轉過三次工咋第一次第二次跟住自己做老闆都而家啦,第啊轉過三次公咋第一次第二次因住自己做老闆到而家啊,25,5
219,全部都,全部都,3,0
220,係囉係囉,第囉第囉,4,2
221,最愛,最愛,2,0
222,最貴,最貴,2,0
223,哦最怪,最怪,3,1
224,冇喎,倒喎,2,1
225,份份都係咁上下,份份都係咁上下,7,0
226,冇咩㗎,倒咩架,3,2
227,都係做嘢,都係做嘢,4,0
228,唔哈,唔下,2,1
229,初初啲囉而家冇啦,初初啲囉而家冇呀,8,1
231,咪而家咁囉,第而家噉囖,5,3
232,做囉,做囉,2,0
233,係囉而家就係咁囉,第囉而家就係噉囖,8,3
234,自己做冇霖過啊嗰陣時,自機做冇淋過嗰陣時,10,3
235,完全冇霖過哈而家先慢慢轉成咁囉,軟全冇林過下而家先慢晚轉成噉囖,15,6
236,响多倫多,等多輪多,4,2
237,揸車,揸車,2,0
238,好少,倒少,2,1
239,哈,下,1,1
240,地鐵,地鐵,2,0
241,都幾好㗎,都幾好個,4,1
242,如果我住响多倫多我都,如果我住肯多輪多我都,10,2
243,有一啲地方去搭地鐵九方便啲囉,有一啲地方去搭地鐵就方便啲囖,14,2
244,譬如好似我要落個我都可能搭地鐵㗎,得如好次我要落個我都可U搭地鐵嘍,16,4
245,因為因為,因為因為,4,0
246,揸車好辛苦啊,揸車好辛苦啊,6,0
247,揸咁長咁我情願咧放低架車喺站,揸咁長噉我情遠囖放低架車喺站,14,3
248,咁然後就坐落去地鐵然後跟住再坐地鐵落去囉,噉然後就U落去哋鐵然後跟住再楚地鐵落去囖,20,5
249,咁啊通常我如果去,噉啊通常我如果去,8,1
251,我就會咁,我就會噉啊,4,2
252,但係其他咧就唔會囉因為可以揸到車去亦都冇咁難啊嘛,但係其他嘞就唔會囉因為可以揸倒車去益都冇咁蘭啊嗎,24,5
253,咁又有地方泊車但係就冇地方泊車嘅,噉又一哋方泊車但係就冇地方泊車嘅,16,3
254,即係囉要咁所以通常响個咧我就會坐地鐵落去,他係囉要噉所意通上肯個囖我就會錯地鐵落去,20,7
255,咁囉,噉囖,2,2
256,但係都其實好方便嘅哈,但係都其實好方便嘅下,10,1
257,咁我又唔唔係成日坐咁樣間中坐就覺得可疑囉,噉我又唔唔係成日坐噉樣間東坐就覺得可以囖,20,5
258,但係如果成日坐又可能覺得佢好迫啊,但係如果成日坐又可U覺得好逼啊,16,3
259,係囉唔係成日坐啊嘛,第囉唔係成日坐啊嗎,9,2
260,間中坐下咁啊得囉,誕東坐下噉啊得囖,8,4
261,唔會㗎,唔會呀,3,1
262,唔會,唔會,2,0
263,冇啊嘛,倒紧梳啊嗎,3,4
264,唔會借㗎,唔會借個,4,1
266,唔會㗎,唔會呀,3,1
267,唔會㗎,唔會呀,3,1
268,情願坐的士㗎咋,程遠坐的士啊咋,7,3
269,因為知道人哋架車唔可以俾你揸㗎嘛,因為知道人哋架車唔可以俾李揸𠺢嗎,16,3
270,有咩事都會人哋嘅好麻煩所以都唔想㗎,有咩事都會人哋嘍燕梳好麻煩所意都唔想個,17,5
271,盡量唔揸人架車又唔俾架車人揸咁樣安全啲囉,盡上唔揸人個車又俾架車人楂噉樣安全啲囖,20,6
272,係啊係啊,第呀係呀,4,3
273,冇咩特別嘢做㗎咋我哋,誒冇咩特別嘢做個咋我哋,10,2
274,譬如好個啦咁樣囉,得如好個啊噉樣囖,8,4
275,有時食下飯啊查下經啊咁囉,誒有時食下飯啊搽經啊噉囖,12,5
276,哈係咁係咁多㗎咋,下第噉係咁多啊咋,8,4
277,冇乜嘢,倒乜嘢,3,1
278,唔識跳舞,唔識跳舞,4,0
279,唔識跳舞哦我仲有啊我鍾意去做下運動游下水啊咁囉,唔識跳到仲有到東意去做下運動遊下歲啊噉囖,23,10
280,都係自己去啊因為唔會有人一齊啊嘛,都係自己去啊因為唔會有人一齊啊嗎,16,1
281,聖誕節點慶祝啊,聖誕節點慶祝呀,7,1
282,冇特別㗎咋喎去禮拜堂啊同啲朋友一齊食飯啊咁囉,到特別嘅咋喎去禮拜糖啊同啲朋友一齊食飯啊噉囖,22,5
283,因為冇家人响度啊嘛,因為冇加人肯度呀嘛,9,3
284,咁所以就唔會好似西人咁樣一大班人咁囉,噉所以就唔會好U西人噉樣一大班人噉囖,18,5
285,哈咁我哋就通常都會同啲朋友一齊,下噉我哋就通常都會同啲朋友一齊,15,2
286,同班幾個好朋友一齊食飯,冬班幾個好朋友一齊食煩,11,2
287,有啊有啊有,有啊有啊有,5,0
288,我舊年十二月去過,到夠連十二月去過,8,3
289,啲細路仔就再早一年九七二零零七年嘅聖暑假去過,啲細路仔就再早一連九七二另另七連嘅聖暑假去過,22,4
290,好鍾意香港,倒東意香港,5,2
291,講話會返囉,擋話會返囉,5,1
292,而家唔知㗎睇下到時點啦,而家唔知㗎抵下到時點嚹,11,2
293,因為香港都好難搵嘢做㗎,因為香港都好U揾嘢做嘅,11,3
294,同埋好熱啊,動賣好熱啊,5,2
295,佢哋返去玩就覺得好開心囉但係返去做嘢就未必好開心囉,佢哋返去玩就覺得好開心囖但係返去做嘢就未必好開心囖,25,2
296,因為嗰啲人好好好大壓力噶,因為嗰啲人好好好大U力呀,12,2
297,哈唔同加拿大比較冇咁大壓力,下唔同加拿大比較冇咁大U力,13,2
298,唔知物質佢哋會不會鍾意但係佢哋想返去囉,唔知唔知佢哋會唔會冬意但係佢哋想番去囖,19,6
299,對香港人歧視啊,誒對香港人其時啊,7,3
300,我霖我又唔係好覺喎,倒淋我又唔係好覺喎,9,2
301,哈,下,1,1
302,唔覺,唔覺,2,0
303,我都唔係好覺我覺得多倫多都幾好啊,誒到都唔係好覺到覺得多輪多都幾好U,16,5
304,好啊,倒呀,2,2
305,好多唔同族裔嘅人囉,誒好多唔同UU嘅人囖,9,4
306,咁多數都係即係多數都係好尊重對方囉,噉多數都係它係多數刀係好專重對方囖,17,5
307,冇問題慢慢啦,倒問題慢晚喇,6,3
308,大事情發生,大士情法生,5,2
309,呢一區啊,啲一區呀,4,2
311,因為佢近嗰個啊,因為佢近嗰個呀,7,1
312,幾年前有架飛機撞咗去後面隔籬嗰個街咧即係,幾連前有架飛機撞咗去後面曱離嗰個街囉她係,20,5
314,咁我霖最大件事㗎啦嗰次,噉我林最大件事啊嚹嗰次,11,4
315,其他都梗有啲話譬如啲銀行俾人打劫啊啲咁囉,離他都梗有啲話譬如啲銀行俾人打劫啊啲噉囖,20,3
316,咁冇乜特別嘢發生,噉冇咩特別嘢發生,8,2
317,唔覺得有咩反應喎,唔覺得有咩反應喎,8,0
318,又冇人去吵啊乜都冇喎,有冇人去嘈喎一都冇喎,10,4
319,好靜喎啲人,倒靜喎啲人,5,1
320,唔出聲,唔出聲,3,0
321,個個人都唔出聲,個個人都唔出聲,7,0
322,有有有有報,有有有有布,5,1
323,哈但係啲人我又唔覺得啲人出聲囉,下但係啲人我又唔覺得啲人出聲囖,15,2
324,有有有,有有有,3,0
325,係啊全部停曬囉,第啊全部停嗮囉,7,2
327,好靜啊,倒靜啊,3,1
328,成間屋好靜,成間屋好靜,5,0
329,咁我哋咧就,噉我哋囖就,5,2
330,攞啲啊唔係啊攞個,攞啲呀唔係朵個,8,3
331,攞個,朵個,2,1
333,燒嗰啲叫咗咩火鍋嗰啲爐咧,丟嗰啲叫做咩朵蝸嗰啲爐嘞,12,5
334,咁咧嚟到煮嘢食囉,噉U離到煮嘢食囖,8,4
335,係啊係啊咁要好早要煮曬囉因為,第啊係啊噉又要好早要煮晒囖因為,14,5
336,冇電啊嘛,倒電啊嗎,4,2
337,咁啊變咗要,噉啊變咗九,5,2
338,都幾好玩㗎,都幾好玩嘅,5,1
339,間中一次,誕東一次,4,2
340,好靜啊,倒靜啊,3,1
341,好靜好舒服唔同囉夜晚黑,倒靜好舒服唔同囉夜晚黑,11,1
342,即係睇到曬啲星啊咁啊真係好靜好靜囉周圍都,它係睇倒晒啲星啊噉啊真係好靜啊好型囖周為都,20,8
343,比起以即係平時咧就雖然夜咗但係都係覺得,哋起以啫係U時囖就吹然嘢咗但係都係覺得,19,6
344,即係聽唔到任何聲音囉即係嗰次,他係聽唔到任河勝音囖她係嗰次,14,5
345,哇真係聽到所有嘅嘢聽得好靜囉,倒真係聽倒所有嘅嘢釘度好靜囖,14,5
346,哈哈哈,吓下下,3,3
347,完全唔同㗎原來,軟全唔同嘍遠代,7,4
348,哦唔好啦曬得太多錢啊政府曬得太多錢,誒唔好呀U得太多錢啊政府嗮得太多錢,17,4
349,我霖政府嗰次折好多錢啊應該,我林政府嗰次食好多錢啊應該,13,2
350,搞啲咁大件事,U啲咁大件時,6,2
351,哈哈,下下,2,2
352,你講大停電嗰時,李講大停電嗰時,7,1
353,冇喎,倒喎,2,1
354,剩係一個家庭啊,定係一個嘉停啊,7,3
355,係啊冇,第呀倒,3,3
356,有名嘅人,有名嘅人,4,0
358,譬如乜嘢啊,得如乜嘢啊,5,1
359,唔住响呢度囉,唔住肯U度囖,6,3
360,我霖有幾個中國香港嚟嘅明星住喺附近嘅,舞林有幾個東角香港離嘅名升住喺附近嘅,18,7
361,不過我唔知佢住响邊啊,乜過我唔知佢住肯邊,10,3
362,哈咁除咗咁唔係好特別啫我霖,下噉除U噉唔係好特別啫我林,13,5
363,可能佢住喺附近我唔識嘅,朵浪佢住喺附近我唔識嘅,11,2
364,大人大人物我唔識嘅,大人大人乜我唔識嘅,9,1
365,好唔好,倒唔好,3,1
366,佢哋決定曬啦自己,佢哋決定晒啦自己,8,1
367,自己覺得㗎啦,自己決定啊啊,6,4
368,都冇得影響㗎啦,都冇特型響啊啊,7,4
369,鍾意佢讀嗰啲啊嘛,東意佢讀嗰啲啊嗎,8,2
370,咁都係嘅,噉都係嘅,4,1
371,都係啱嘅,都係啱嘅,4,0
372,但係佢哋,下第佢哋,4,2
373,一個而家讀緊希望讀獸醫啦咁,一個而家讀緊希忙讀獸醫拉噉,13,3
374,就決定咗讀工程師囉,就決定咗讀工程師囖,9,1
375,兩個都係㗎,兩個都係呀,5,1
376,都可以嘅,都可以嘅,4,0
377,唔係我最希望㗎啦不過,唔係我最希望嘍吖乜過,10,3
378,可以啦,朵意啦,3,2
379,哈哈,下下,2,2
380,希望佢做咩啊,几望佢做咩啊,6,1
381,我希望佢做醫務人員囉因為咧,到希望佢做依冒人遠囖因為囖,13,6
382,第一幾有意思啦,呃第一幾有意思啦,7,1
383,有啦嗰個工作第二咧就,有囉嗰個工作第二屋就饿,10,3
384,經濟唔好都搵到工啊嘛咁啊最主要嘅,經掣唔好都揾到工啊嗎噉啊最煮要嘅,16,5
385,但係佢哋家明唔鍾意啊嘛,但係佢哋家明唔冬意啊嗎,11,2
386,咁啊家明鍾意做佢嗰啲工程師咁啊由佢囉,噉啊𠺢明東意做佢嗰啲工程師噉啊由佢囖,18,5
387,哈咁,下噉,2,2
389,而家啲細路仔啊,而家啲細路仔呀,7,1
390,响邊方面啊即係响學校,想邊方面啊咋係響學校,10,3
391,工作响學校啲功課嗰啲,東作嚮學校啲功課嗰啲,10,2
392,佢哋而家啲細路仔好多資訊囉,佢哋而家啲細路仔好多支信囖,13,3
393,好多因為有啊嘛,倒多因為有呀嘛,7,2
394,有電腦啦嘛咁所以佢哋知道好多㗎,有電腦啊嗎噉所以佢哋知道好多個,15,4
395,咁但係佢哋就未必係好努力囉去去去搵嘢囉因為我哋,噉但係佢哋就未必係好老力囖去去去揾嘢囖因為我哋,23,5
396,以前啲細路仔會因為冇啊,以前啲細路仔會誒因為冇啊,11,1
397,即係佢冇嗰種嘢譬如喔識好多個,他係佢冇嗰種嘢得如我識好多個,14,3
398,咁佢屋企冇錢咁佢就覺得啊喔要好努力去讀書,噉佢屋企冇錢噉佢就覺得啊我要好老力去讀書,20,4
399,咁咧就唔想第日肚餓挨餓咁樣咁佢就會好努力讀書,噉哩就U唔想带日肚餓捱餓噉樣噉佢就會好老力讀書,22,8
400,咁因為嗰啲基本嘅嘢冇啊嘛,噉因為嗰啲機本嘅嘢冇啊嗎,12,3
401,咁但係而家啲細路仔咧乜都有曬,噉但係而家啲細路仔囖乜都有嗮,14,3
402,乜都有曬啦咁樣就算,一都有嗮啦咁樣就算,9,2
403,唔讀書都冇所謂㗎因為佢覺得,唔讀書都冇所謂個因為佢覺得,13,1
404,都有人養啦媽咪養啊或者政府養啦或者,都有人養啦媽咪養啊或者政府樣啊或者,17,2
406,即係唔會餓得死佢囉佢哋唔會驚囉,它係唔會餓得死佢囖佢哋唔會驚囖,15,3
407,咁我霖嗰個係一個好大個分別囉,噉我林嗰個係一個好大個分別囖,14,3
408,咁我哋以前讀書驚留班㗎嘛,噉我哋以前讀書又驚漏班歌嗎,12,5
409,因為會留班㗎真係,因為會漏班嘅真係,8,2
410,即係有真係要你㗎,遮有真係要理啊,8,4
411,咁你譬如你讀三,錦鯉譬如李讀衫,7,4
412,即係讀幾次咁樣你又變咗,它係讀幾次噉樣理又變咗,11,3
413,即係好冇面囉係咪即係冇啊咁樣,它係好冇面囉係未它係冇啊噉樣,14,4
414,咁你會好俾心機讀書啊驚住留班,錦理會好俾心基讀書釘住漏班,14,6
