NUM,EXPECTED,C2M23A_qwerty,# characters,edit distance
177,可以練嗰啲音同埋可以練講嘢,可以練嗰啲音同埋可以練講嘢,13,0
178,同埋睇字,同埋睇字,4,0
179,不過係幾難呀,不過係幾難啊,6,1
180,我覺得有好多用,我覺得有好多用,7,0
181,不過人地講你識啲字不過,不過人哋講你識啲字不過,11,1
182,你點樣可以識,你點樣可以熄,6,1
183,嗰啲類係難啲,嗰啲類係難啲,6,0
184,應該學呀,應該學啊,4,1
185,依到加拿大有好多人哋講中文同埋普通話我覺得依個世界有好多中國人,依到加拿大有好多人哋講中文同埋普通話我覺得依個世界有好多中國人,31,0
186,大部份會講普通話,大度份會講普通話,8,1
187,不過我啲,不過我啲,4,0
188,係咪親戚佢地全部講中文同埋我個嫲嫲同埋咩人對人會講中文,係咪親U女哋全部講中文同埋我個嫲嫲,27,13
189,係呀,係呀,2,0
191,佢哋識講,女哋即趕,4,3
192,佢哋好細路時間會成日同我個老竇講,女哋好細路時間會成日同我個老竇講,16,1
193,中文,中滿,2,1
194,所以佢哋個中文應該係好過我,所以女哋個中吻應該係好過我,13,2
196,臨尾我不過臨尾我個時間佢哋冇乜點同我講中文,林美我不戈淋尾我個時間去哋冇乜點同我講中门,21,6
197,所以我個中文差啲,所以我個中吻叉啲,8,2
198,有,有,1,0
199,新年,新年,2,0
200,我哋會成日俾嗰啲紅包,我哋會成日俾嗰啲熊包,10,1
201,利是嗰啲嘢,脷是嗰啲嘢,5,1
202,同埋我哋會食,同埋我哋會食,6,0
203,同埋會我哋會開嗰啲燈籠係咪,同埋會我哋會開嗰啲燈籠係咪,13,0
204,嗰啲時間,嗰啲時間,4,0
205,不過我哋我冇佢哋冇教我呀,不過我哋我冇女哋冇教我啊,12,2
206,嗰啲最點點解佢哋會做依啲嘢咁成日,嗰啲最點點解去哋會做依啲嘢噉成日,16,2
207,一年會做依啲嘢係點解,一年會做依啲嘢係點解,10,0
208,我冇乜知道依個嘢,我冇乜知到依個嘢,8,1
209,聖誕節我哋會俾人哋禮物,聖誕節我哋會俾人哋禮物,11,0
210,好似嗰啲加拿大人我哋會成日買個樹擺落個屋企,好似嗰加拿大人我哋會成日買個樹擺落個岸企,21,2
211,買好多燈我哋個屋企出面,買好多燈我哋個U企出面,11,1
212,同埋出街食飯,同埋出街食法,6,1
213,同埋我哋親戚仲有好多朋友,同埋我哋親U仲有好多朋友,12,1
214,因為冇全部啲人嗰個時間嗰個日,因為冇全部啲人嗰個時間嗰個日,14,0
215,係一個我哋唔會做工,係一個我哋悟會做工,9,1
216,細路仔個時間我最鍾意收到啲糖,細路仔個時間我最鍾意收到啲糖,14,0
217,好似嗰啲,好似嗰啲,4,0
218,同埋禮物好似,同埋禮物好似,6,0
219,細路仔我哋會成,細路仔我哋會成,7,0
220,男仔會成日有嗰啲槍水槍嗰啲嘢,男仔會成日有嗰啲槍水窗嗰啲嘢,14,1
222,咁我而家冇乜嘢,噉我而家冇乜嘢,7,1
223,聖誕禮物,聖誕禮物,4,0
224,好似我會俾最近啲朋友,好似我會俾最近啲朋友,10,0
225,乜啲啲嘢,乜啲啲嘢,4,0
226,我有信,我有信,3,0
227,我會信年年我會有一個大禮物,我會信年年我會有一個大禮物,13,0
228,我做一個好人,我做一個好人,6,0
229,其實一一一年,其實一一一年,6,0
230,我有見我個媽擺落一個禮物,我有見我個媽擺落一個禮物,12,0
231,喺到嗰個年我知道,喺到嗰個年我知道,8,0
232,聖誕嗰個咩人唔係真,聖誕嗰個咩人悟係真,9,1
233,我好喊呀,我好喊呀,4,0
234,細路仔,細路仔,3,0
235,我有信我有去嗰啲團契嗰啲嘢,我有信我有U嗰啲豚契嗰啲嘢,13,2
236,我有信嗰啲耶穌嘢,我有信嗰啲耶穌嘢,8,0
237,不過係我唔係咁知道係咩嘢,不過係我悟係咁知道係咩嘢,12,1
238,因為嗰個地方有好多中國人有好多英文人,因為嗰個地方有好多中國人有好多英吻人,18,1
239,佢哋會講乜都嘢唔係中文我唔係識聽咁多,女哋會講乜都嘢悟係中吻我悟係識聽咁多,18,4
240,嗰個時間全部啲人講緊中文所以唔係咁知道佢會講咩,嗰個時間全部啲人講𡁵中吻所依悟係咁知道女會講咩,23,5
241,所以你問我信咩嗰個時間我唔係知道我信咩,所以你問我信咩嗰個時間我悟係知道我信咩,19,1
242,唔係咁清楚,悟係咁清楚,5,1
243,平時星期日我哋會成日去,平時星期日我哋會成日去,11,0
244,我個老豆會帶我去嗰到,我個老豆會帶我去嗰到,10,0
245,宗教係咩,中較係咩,4,2
246,有,有,1,0
247,我個老竇有信依啲嘢,我個老豆有信依啲嘢,9,1
248,咁我個時間我去大學人地好清楚,噉我個時間我去大學人哋好清楚,14,2
249,介同我講,界同我講,4,1
250,依啲嘢英文,依啲嘢英文,5,0
251,用英文講,用英吻講,4,1
252,我諗咗清楚啲我信多啲耶穌嘢,我林咗清楚啲我信多啲耶穌嘢,13,1
253,身邊係咩呀,新邊係咩呀,5,1
254,有啲時間有,有啲時間U,5,1
255,不過平時我做工嗰啲時間冇乜人信依啲嘢,不過平時U做工嗰啲時間冇乜人信依啲嘢,18,1
256,佢哋會成日諗呀點樣可以儲錢,女哋會成日飲𠻺點樣可以處錢,13,4
257,天氣係點,天氣係點,4,0
258,你好唔好,你好悟好,4,1
259,嗰啲好普通嘢,嗰啲好普通嘢,6,0
260,所以我會問佢呀你可唔可以介紹你個你一個故事俾我聽,所以我會問佢𠻺你可U可以介紹你個你一個故事比我聽,24,3
261,好好好似佢哋會講多啲嘢,好好好似女哋會講多啲,11,2
262,會成日會轉你個諗緊啲嘢,會成會轉你個林緊啲嘢,11,2
263,開心啲,開心啲,3,0
264,同埋,埋,2,1
265,你可以諗咗諗點解你會做依個工,你可以飲咗林點解你會做依個工,14,2
266,點解你會對人地好啲唔好啲,點解你會對人哋好啲U好啲,12,2
267,其實有好多中國人,其實又好多中國人,8,1
268,咩人會同我講啊你信依啲嘢,咩人會同我講吖你信依啲嘢,12,1
269,你係一個好人,你係一個好人,6,0
270,不過冇乜嘢,不戈冇乜嘢,5,1
271,多講係咪,多講係咪,4,0
272,我會介紹佢哋點解我係真係會信依啲嘢,我會介紹女哋點解我係真係會信依啲嘢,17,1
273,依個世界乜都人要一個係咪,係因為依個世界乜都人要一個係咪,12,3
274,你哋而家做緊依個工要一個係咪,你哋而家做𡁵依個公要一個係咪,14,2
275,應該係,應該係,3,0
276,不過人哋得講佢哋係,不嗰人哋得講女哋係,9,2
277,佢信嘢,佢信嘢,3,0
278,不過佢個佢會做成點我唔知,不戈去個女會做成點我吳知,12,4
279,佢個時間佢做緊工佢行街佢對人地,女個間去做緊工女行街去對人哋,15,6
280,依啲嘢係佢地會知道佢佢啲個朋友會知道,依啲嘢係去哋會知去去啲個朋友會知道,18,5
281,我會見佢個面係個時間係住緊屋我哋出街,我會見女個面係個時間係住緊U我哋出街,18,2
282,係最多我會知道,係最多我會知道,7,0
283,佢哋係點,女哋係點,4,1
284,唔其實唔係,唔其實五係,5,1
285,佢哋可能可以結婚,女哋可能可以翻,8,3
286,不過,不戈,2,1
287,佢哋點點樣可以咁開心,女哋點點樣可以咁開心,10,1
288,會知道一個人係基督徒同埋一個人唔係基督徒,會知道一一個人係基督圖同咪一個人悟係篤圖,20,7
289,好似我個係係咁樣,好似我個係係咁樣,8,0
290,一個人係信信嗰啲中國人,一個人係信信嗰啲中國人,11,0
291,拜山去山嗰啲嘢,拜山去閂嗰啲嘢,7,1
292,嗰啲好舊嗰啲嗰啲嘢,嗰啲好舊嗰啲嗰啲嘢,9,0
293,而家佢哋大佢哋大交大家,而家去哋大女哋大交大家,11,2
294,拗交同埋,扣交同埋,4,1
295,咗,咗,1,0
296,因為佢哋個,因為去哋個,5,1
297,睇性格,睇性格,3,0
298,係好不同,係好不同,4,0
299,好係咪,好係咪,3,0
300,依到加拿大好安全,依到加拿大好安全,8,0
301,我哋好細路仔個時間我哋會,我哋好細路仔個時間我哋會,12,0
302,成日聽到人哋有寫住人哋會篤你又到不過好少人哋,成日聽到人哋有寫住又到不過好少人哋,22,5
303,我全部啲朋友乜都冇依啲嘢,我前部啲朋友乜都冇依啲嘢,12,1
304,我有啲壞朋友佢哋有坐監,我有啲壞朋友女哋有坐監,11,1
305,佢哋有俾警察拉咗,女哋有俾警察拉咗,8,1
306,不過依啲嘢好普通因為佢哋佢哋有同我講佢哋知道佢做嗰啲壞嘢一定會拉㗎,不過依啲嘢好普通因為去哋佢哋有同我講去哋之度佢做嗰啲壞嘢一定會拉𡃉,33,5
307,係咪咁,係咪噉,3,1
308,所以係佢個事係咪,所以係女個事係咪,8,1
309,而家有考牌,而家有考排,5,1
310,而家其實係,而家其實係,5,0
311,以前嗰個禮拜考牌所以而家我有車揸,以前嗰個禮拜考牌所以而家我有車揸,16,0
312,我哋會成日搭地鐵搭巴士,我哋會成日搭地鐵搭巴事,11,1
313,依到加拿大人冇乜我哋唔會覺得啊依個人好窮依個人有錢係因為佢揸車乜都嘢,依到加拿大人冇乜我哋悟會覺得吖依個人好恐依個人有錢係因為女揸車乜都嘢,34,4
314,所以依啲嘢係覺得係好普通,所以依啲嘢係覺得係好普通,12,0
315,幾鍾意,幾鍾意,3,0
316,不過有成日好多人哋講緊啲壞嘢因為有好多有啲時間太長,不過有成日好多壞嘢因為有好多有啲時間太長,25,5
317,所以諗呀諗不過我覺得係係咁樣,所以林呀飲不過我覺得係係咁樣,14,2
318,所以我覺得依個依個係冇問題,所以我覺得依個依個係冇問題,13,0
319,冇乜,冇乜,2,0
320,加拿我啲全部啲朋友,加拿我啲全部啲朋友,9,0
321,我有識好多中國人佢地係大陸人,我有色好多中國人去哋係大陸人,14,3
322,揸嗰啲好靚嗰啲車,揸嗰啲好靚嗰啲車,8,0
323,不過依到加拿大加拿大人唔會揸好靚車,不過依到加拿大家拿大人悟會揸好靚車,17,2
324,因為,因為,2,0
325,成日會爛呀,成日會爛呀,5,0
326,我鍾意揸車,我鍾意揸車,5,0
327,我會接我啲朋友,我會接我啲朋友,7,0
328,出街食少少嘢,出街食少少嘢,6,0
329,夜晚黑嗰個時間有啲時間車我個,夜晚黑嗰個時間有啲時間車我個,14,0
330,車我個女朋友,車我個女朋友,6,0
331,不過唔係咁緊要用車,不過悟係咁緊要用車,9,1
332,揸下去地方,楂吓去地方,5,2
333,因為,因為,2,0
334,平時我得我得搭地鐵一個鐘頭去咩地方,平時我得我得搭地鐵一個鐘頭U咩地方,17,1
335,我哋會出街食啲飯好近我哋地方,我哋會出街食啲飯好揾我地哋方,14,3
336,可以去食啲嘢行街,可以去食啲嘢閒街,8,1
337,睇海,睇海,2,0
339,我好鍾意食不同啲餐,我好鍾意食筆同啲餐,9,1
340,唔係唔係中國餐我最鍾意食,悟係悟係中國餐我最鍾意食,12,2
341,不過我覺得中國餐係我個最近會成日會冇冇所謂成日食,不過我覺得中國餐係我個最近會成日會冇冇所謂成日食,24,0
342,因為細路仔個時間同埋而家個時間,因為細路仔個時間同埋而家個時間,15,0
343,我哋會成日屋企人會煮中國菜,我哋會成日岸企人會主中國菜,13,2
344,餐,餐,1,0
345,其實依到加拿大餐朝頭早我哋會食蛋食麥皮,其實依到加拿朝頭早我哋會食蛋食曼皮,19,3
346,好普通嘢飲奶,好普通嘢飲奶,6,0
347,係咁,係噉,2,1
348,識我去上網學,識我去術網學,6,1
349,睇少少啲點樣可以煮,睇少少啲點樣可以煮,9,0
350,不過我其實全部嗰啲煮嘢係用英文介紹,不過我其實全部嗰啲煮嘢係用英文介紹,17,0
351,所以我冇乜知道香港啲餐係點,所以我冇乜知到香港啲餐係點,13,1
352,同埋我個老竇蒞咗依到加拿大三十年,同埋我個老豆脷咗依到加拿大三十年,16,2
353,所以佢哋冇乜記得嗰啲中國餐係咩呀,所以去哋冇乜記得嗰啲中國餐係咩啊,16,2
354,所以成日佢地會用乜都印度嘢,所以成日女哋會用乜都印度嘢,13,2
355,法國嘢,法國嘢,3,0
356,乜都啲魚乜都啲嘢,乜都啲U乜都啲嘢,8,1
357,會好似中國餐不過唔係,會好似中國餐不過悟係,10,1
358,有兩個次,有冷個次,4,1
359,兩個次,兩個次,3,0
360,一次係,一次係,3,0
361,應該係十八歲,應蓋係十八歲,6,1
362,唔係十八歲,吳係十八歲,5,1
363,我係十一年班去,我係十一年班去,7,0
364,第二次,第二次,3,0
365,係舊年,係舊年,3,0
366,香港有好多嘢食,香港有好多嘢食,7,0
367,佢哋超係最好嘢食,女哋超係最好嘢,8,2
368,我覺得,我覺得,3,0
369,所以全日會乜都嘢見我會買嘢食,所以全日會乜都嘢見我會買嘢食,14,0
370,我最鍾意食嗰啲雲吞麵,我最鍾意食嗰啲雲吞麵,10,0
371,好普通嘢,好普通嘢,4,0
372,最普通嘢係最好因為依到加拿大住,最普通嘢係最好因為依到加拿大住,15,0
373,我覺得佢哋個煮緊嗰啲嗰啲味,我覺得去哋個煮緊嗰啲嗰啲未,13,2
374,係好唔同啊,係好悟同呀,5,2
375,可能係因為我覺得香港係一個好嘢食嘅地方,可能係因為我覺得香港係一個好嘢食嘅地方,19,0
376,我覺得佢啲嘢食乜都嘢食係最好,我覺得去啲嘢食係最好,14,5
377,可能係咁,可能係噉,4,1
378,其實我想,其實我想,4,0
379,因為我想我覺得你要去一個地方先你會知道嗰啲人地係,因為我想我覺得你要去一個地方先你會知道嗰啲人哋係,24,1
380,日日點係係點樣同人哋溝通點樣同人哋講依啲中文嘢,日日點係係點樣同人哋溝通點樣同人哋講依啲中吻嘢,23,1
381,因為我我住依到咁耐,因為我我住依到咁耐,9,0
382,我冇乜知道香港人哋係點,我冇乜支到香港人哋係點,11,2
384,有好多呀唔係唔係有咁多,有好多啊悟係悟係有咁多,11,3
385,依個年有好有多啲,依個年有好有多啲,8,0
386,不過舊年好少,不過舊年好少,6,0
387,我細路仔個時間好少香港人哋,我細路仔個時間好少香港人哋,13,0
388,因為我個女朋友有介紹我,因為我個女朋友有介紹我,11,0
389,好多啲地方可以同人哋溝通,好多啲地方可以同人哋溝通,12,0
390,係應該係教會有最多,係應蓋係教會有載多,9,2
391,係呀,係呀,2,0
392,語言係咩呀,語然係咩啊,5,2
393,啊平時會講英文,呀平時會講英吻,7,2
394,半個時間會講中文,半個時間會講中吻,8,1
395,冇乜,冇乜,2,0
396,冇乜,冇乜,2,0
397,其實我想介紹最難啲嘢我會用返英文介紹,其實我想介紹最難啲嘢我會用返英文介紹,18,0
398,不過嗰啲好普通嘢我會用中文,不過嗰啲好普通嘢我會中吻,13,2
399,因為我覺得中文你可以真係介紹你個心,因為我覺得中文你可以真係介紹你個心,17,0
400,諗緊咩你個心點你個心係點樣,林緊你個心點你個心係點樣,13,2
