NUM,EXPECTED,C1F54A_qwerty,# characters,edit distance
134,佢可以讀埋博士都得囉如果佢哋鍾意,佢可以讀賣博士都得囖如果佢哋鍾意,16,2
135,不過唔鍾意唔洗讀都得嘅咁埋定佢哋自己決定囉,一個唔鍾意唔使都得𠸏抌咪等佢哋自己決定囖,21,9
136,不過最小都要大學畢業㗎啦,一個最小都要大學畢業個呀,12,4
137,冇乜所謂,倒乜所謂,4,1
138,佢哋鍾意讀乜嘢就讀乜嘢啦,佢哋鍾意讀乜嘢就讀乜嘢啊,12,1
139,最緊要佢哋鍾意,對緊要佢哋鍾意,7,1
140,冇,倒,1,1
141,冇因為咧,倒因為囉,4,2
142,我媽媽好喺我好細嗰個時候佢就死咗啦,我嫲媽好喺我好細個個時候佢就死咗呀,17,3
143,咁所以佢,抌所以佢,4,1
144,冇得話畀我聽我要讀乜嘢,冇得話比我聽我要讀乜嘢,11,1
145,咁咧我爸爸咧就冇乜所以嘅佢隨我哋讀乜嘢因為,抌囉我爸巴啊就冇乜所謂嘅佢除我哋篤乜嘢嘅得為,21,9
146,佢自己冇讀大學㗎嘛所以佢咁根本唔識得,隊自己冇讀大學他马所以佢金本唔識得,18,5
147,話我哋應該要讀乜佢都唔知大學裡邊有乜讀,話我哋應該要讀咩隊都唔知大學裏便有咩讀,19,5
148,所以佢佢,所以佢佢,4,0
149,冇冇一定要我哋讀乜嘢讀乜嘢咁,倒冇一定要我哋讀乜嘢讀乜嘢噉,14,2
150,乜規矩啊邊方面嘅規矩,啊爹規舉邊方面嘅規U,10,5
151,冇啊,倒呀,2,2
152,冇規矩,冇規舉呀,3,2
153,冇規冇矩啊係啊,冇規冇舉呀係啊,7,2
154,我爸爸好自由㗎,咬爸巴好自油嘅,7,4
155,佢自己都冇規矩佢自己都好夜先返,隊自己都冇規舉佢自己都好夜先返,15,2
156,所以冇㗎,所以冇啊,4,1
157,自細都大我哋都係自己理自己,底細到大我哋都係自己脷自己,13,3
158,咁冇人理我哋㗎,抌冇人哋我哋嘅,7,3
159,咁啊,抌呀,2,2
160,自由自在嘅,自油自在嘅,5,1
161,想做乜就做乜㗎,想做乜就做乜個,7,1
162,罰啊,罰,2,1
163,點樣罰法啊,點樣罰發啊,5,1
164,有如果我哋打交,有如嗰我哋打交,7,1
165,我冇畀爸爸罰過,倒冇俾爸巴U個,7,5
166,因為我唔打交㗎,因為我唔打交個,7,1
167,咁咧我哥哥我都唔記得就算有都好少,抌囖我哥哥我都唔記得豆算有都好少,16,3
168,我哥哥話佢畀爸爸罰過不過,到哥哥話佢俾爸巴U個筆個,12,7
169,我唔記得,我唔記得,4,0
170,我爸爸好少罰我哋,咬爸巴好小U我哋,8,4
171,你講細個啊因為,哋講細個啊因為,7,1
172,細個嗰時啊,細個趕時啊,5,1
173,我爸爸成日都唔係度我發生咗啲事佢哋都唔知㗎,咬爸巴成日都唔喺度到發生到啲時佢哋都唔知囖,21,7
174,因為我爸爸要去返工啊嘛我哋好窮啊嘛,因為我爸巴要去返工艾马我哋好U啊马,17,5
175,咁佢一個人要養六個細佬仔啊嘛,抌佢一個人要樣六個細路仔啊马,14,4
176,所以我哋自己兄弟姊妹我哋發生乜事佢唔知㗎,所以我哋自己興弟姊妹我哋發生咩事佢唔知嘍,20,3
177,咁我哋自己咧就幫兄弟姊妹你幫我我幫你啊,抌我哋自己囖就幫興弟姊妹哋幫我我幫理啊,19,5
178,咁所以,抌所以,3,1
179,好多嘢佢都唔知,好多嘢佢都唔知囖,7,1
180,如果有嘢發生我會搵邊個啊,余嗰有嘢發生我會搵邊個,12,3
181,冇人搵㗎,冇人搵個,4,1
182,自己搞掂囉,自機搞掂囖,5,2
183,搞唔掂咪喊囉,踹唔掂啊喊囖,6,3
184,冇㗎再唔係就如果有人蝦我我就,倒嘅最唔係就如果有人蝦我马,14,5
185,走去搵我妹來鬧佢囉,走去搵搵我啊妹去U佢囖,9,5
186,然後或者搵我啊哥去囉,然後或者揾我啊歌去,10,3
187,去鬧佢囉,去榴佢囉,4,1
188,咁啊如果,抌啊如鼓,4,2
189,冇㗎我哋個個都係咁㗎,冇啊我哋個個都係噉啊,10,3
190,會㗎,每呀,2,2
191,會但係我媽咪我媽咪好照顧我哋㗎,李格我妈咪我妈咪好照顧我哋啊,15,6
192,佢冇做嘢佢剩係喺屋企,裏冇做嘢佢淨係喺屋企,10,2
193,睇住我哋但係佢有攞嗰啲嘢來屋企做㗎喺屋企做,睇住我哋但係佢有攞嗰啲嘢離屋奇做個喺屋企做,21,3
194,咁佢又好勤力啦,抌佢又好勤力啊,7,2
195,煮飯啊做嘢啊咁啊,煮飯啊做嘢啊噉,8,2
196,有有有攞啲嘢喺屋企做啊咁可以賺啲錢啊咁啊,又又又攞啲嘢喺屋企做呀抌可以讚啲錢啊噉,20,8
197,咁我幫佢手做,噉我幫佢手做,6,1
198,咁係啊佢未死之前我哋就我會講嘢畀佢聽哈,抌係啊佢未死之前我哋就我會講嘢俾佢聽盒,19,3
199,我覺得啲女人應唔應該做工,到覺得啲裏人英唔應該做工,12,3
200,好難講,倒欄講,3,2
201,做工,做工,2,0
202,問題咧唔係應唔應該做工問題咧,問題嘞唔係鸚唔應該做工U題嘞,14,4
203,係點樣用你嘅時間,係點樣用理個時間,8,2
204,時間咧就得二十四小時㗎啦,地間U就得二十四小時嘍啊,12,4
205,問題係我哋點樣用個時間,U題係我哋點樣用嘅時間,11,2
206,有啲女人咧冇返工但係喺屋企用時間用得唔好咧,有啲裏人囉冇返工但係喺屋奇用時間用得唔好囖,21,4
207,佢冇畀啲時間啲細佬仔啦,佢冇俾啲時間啲細路仔嘞,11,3
208,咁咧,噉囖,2,2
209,同一樣唔好,都一樣唔好,5,1
210,咁咧有啲咧,啊囉有啲囉,5,3
211,女人咧係返工但係咧佢,裏忍囉係返工但係囉佢,10,4
212,睇下你點樣樣安排你啲時間囉,睇下李點妈樣安派李啲時間囖,13,5
213,最緊要係同埋你個性格,對緊要係同賣理個性格,10,3
214,即係如果你個性格係唔鍾意返工嘅係鍾意喺屋企睇住細佬仔嘅咁,爹係如果理個性格係唔鍾意返工嘅係鍾意喺屋企睇住細路仔嘅抌,28,4
215,咁你一定要佢返工你會覺得好辛苦,錦鯉一定要去返工理會覺得好辛苦,15,4
216,但係如果你個性格咧係,但係如果理個性格囖係,10,2
217,鍾意返工㗎,鍾意返工啊,5,1
218,咁咁你可以去返工,噉唔理可以返工,8,4
219,但係咧要如果有細佬仔嘅話咧要你返工返嚟,但係屋要啊如果有細路仔嘅話囖要理返工返來,19,6
220,有人睇住啲細佬仔同埋係一啲好嘅,有人睇住啲細路仔冬賣係一啲好嘅,15,3
221,好嘅咁如果啲細佬仔咧細咧最好就自己湊即係,好嘅抌如嗰啲細路仔細囖最好就自己臭爹係,20,7
222,譬如好細譬如啲細佬仔係出世到佢入學之前咁,譬如好細得如啲細路仔係出細到到佢入學之前噉,20,5
223,咁咧最最好咧,抌囖最最好囖,6,3
224,就係自己睇咁,就係自己睇噉,6,1
225,咁就冇咁辛苦其實主要係冇咁辛苦,抌就冇咁辛苦其實主要係冇咁辛苦,15,1
226,不過如果嗰個女人係唔鍾意睇細佬仔咧咁佢就,一個U嗰嗰個裏人係唔鍾意睇細路仔囖噉佢就,20,8
227,請個好嘅係度睇咪得囉佢自己返工,請個好嘅喺度睇马得囖隊自己返工,15,4
228,所以我覺得係佢性格囉,所以我覺得係佢性格囖,10,1
229,係佢嘅,第佢嘅,3,1
230,係佢自己嘅啊,係佢自己嘅啊,6,0
231,係嗰個女人自己嘅,第嗰個裡人自己個,8,3
232,我有,倒有,2,1
233,我係做會計,到係做會計,5,1
234,我第一個工作嚟嚟係秘書,到第一個工作離離誒係秘書,11,4
235,後尾又讀書咁啊,兜尾又讀書噉,7,3
236,考到會計師牌之後就做會計,考到耐計師排之後就做會計,12,2
237,咁啊,抌,2,2
238,後尾又做做電腦,摟尾有做做電腦,7,2
239,咁後尾而家就又再轉啦,抌褸尾而家就又再轉呀,10,3
240,退休計畫,退休U畫,4,1
241,最理想個份工啊到而家啊,對理想嗰份工啊到而家,11,3
242,最鍾意做最理想嘅工啊,對鍾意做最狸想嘅工啊,10,2
243,即係我未做過嘅,爹係我未做個嘅,7,2
244,冇諗過喎,老淋個喎,4,3
245,因為我份份工我都幾鍾意㗎喎,因為我份份工我都幾鍾意嘍喎,13,1
246,咁所以,抌所以,3,1
247,我都幾,到倒幾,3,2
248,幾幾幾鍾意㗎哈,幾幾幾鍾意個和,7,2
249,咁啊,抌呀,2,2
250,但係份份工都有好有唔好囉即係,但係份份工都有好有唔好囉爹係,14,1
251,你梗係咁㗎了冇冇冇冇話嗰啲嘢,李梗係噉嘍到冇冇冇話嘍啲嘢,14,6
252,冇㗎,倒呀,2,2
253,咁所以冇啊冇咁霖過話要啊,抌所以冇呀冇噉U嗰話要個,12,6
254,我仲想去做乜冇咁樣㗎,我中想去做乜冇咁淋呀,10,3
255,最乜話,對咩話,3,2
256,怪啊,点啊,2,1
257,有啊有一份工好怪㗎,有呀有一份工好怪個,9,2
258,咁嗰份工我做咗一年,朵份工我做咗一連,9,3
259,嗰份工咧係幫香港一個好有錢嘅,嗰份工囖係幫張港一個好有錢嘅,14,2
260,嘅家族,嘅家續,3,1
261,叫做何東好有錢㗎,釣做魔東好有錢嘅,8,3
262,你一講何東咧,哋一個朵東嘞,6,4
263,嗰個人係香港都識嘅,個個人喺張擋都識嘅,9,4
264,幫佢家族幫佢個唔知孫啊定乜嘢,當佢家續幫佢個唔知係酸話定乜嘢嘞,14,6
265,咁我幫佢咧做,抌我幫佢囉做,6,2
266,行政經理,恆正經理啊,4,3
267,但係咧好怪㗎,但係囉好怪個,6,2
268,佢做嗰啲嘢咧好怪㗎,隊做嗰啲嘢囉係好怪,9,4
269,所以咧做咗一年我走人囉,所以哩做咗一連我走人啊,11,3
270,我都唔知佢做乜,到都唔知佢做乜,7,1
271,有同佢寫下信啊寄下信啊咁然後咧去佢一間,有同佢寫啊信啊記啊信啊噉然後囖去佢一間,19,5
272,佢間屋咧係大到咧,佢間屋囉係大到嘞,8,2
273,好似個好似個個個古堡咁嘅,好似個好似個個個鼓寶噉嘅,12,3
274,咁樣咧就去嗰到咧,抌樣囉就去嗰度囉,8,4
275,就同佢寫信囉,就同佢寫信囖,6,1
276,咁佢訓覺即開張床側邊咧,抌佢瞓覺最張張床揤邊囉,11,6
277,咁啊有其他人係度㗎即唔係佢一個人喺度,噉啊有其他人喺度個爹係唔係我一個人係度,18,7
278,咁佢咧張床側邊咧有把大刀,抌佢哩張床揤邊囉有把大刀,12,4
279,去完之後我走人了唔好搞癲癲哋,對遠之後我走人啊到搞啊癲癲哋,14,6
280,傻嘅,傻嘅,2,0
281,如果人哋唔需要錢,滴咗余估人哋唔需要錢,8,4
282,我覺得佢哋應唔應該做工啊,我覺得佢哋鸚唔應該要做工啊,12,2
283,要,釣,1,1
284,人人一定要做工問題係你做啲乜工,一人一定要做工問題係李做啲咩工,15,3
285,如果你唔需要錢咧你可以去做義工,掉估理唔需要錢囖理可以去做而工,15,6
286,唔洗收錢嘅工,唔駛收錢嘅工,6,1
287,如果,余股,2,2
288,如果有啲有收錢嘅工都冇乜所謂但係就唔係,如估有啲有手錢嘅工都冇乜所來但係就唔係,19,3
289,唔係為咗錢去返工囉,唔係為咗錢去返工囉,9,0
290,咁佢就可以做佢鍾意嘅做嘅嘢又或者,抌佢就可以做佢鍾意嘅做嘅嘢嚹者,16,3
291,冇唔需要錢咁咪做義工都係要去返工,冇唔需要錢噉咪做而工都係要去返工,16,2
292,人唔可以唔做嘢㗎,人唔可以唔做嘢嘅,8,1
293,人唔做嘢咧會,人唔做嘢嘞匯,6,2
294,會好快咧變得冇用,會好快囖邊咗冇用,8,3
295,冇用嘅時候咧,到用嘅時候U,6,2
296,會好容易咧會死㗎,會好容易囖會死啊,8,2
297,真係㗎唔係講笑同埋會好容易,因係呀唔係講笑同賣會好容易,13,3
298,唔識做乜,唔識中文點講,4,4
299,所以人係唔可以唔做嘢㗎,所以人係唔可以唔做嘢嘅,11,1
300,有時叫你日日去玩咧你都唔玩得咁多啊,就算叫理日日去玩U理都唔玩得咁多啊,17,5
301,玩得多又好無聊,蛋得多有好悶個,7,4
302,所以人係要有意義,所以人係要有意二,8,1
303,即係嗰個生命係要有意義,爹係個個生命係要有意二,11,3
304,點解你要生存喺呢個世界上一定要有,點解理要生全喺利個世界上一定要有,16,3
305,同埋咧每個人都係希望自己有覺得自己有用,同賣囖每個人都係希望自己日覺得自己有用,19,3
306,覺得自己冇用咧你好容易咧會死㗎,咯得自己冇用囖理好容易囖會死啊,15,5
307,會自殺㗎,會自殺啊,4,1
308,睇啦,睇嘞,2,1
309,你記住晒佢啊,哋記住晒佢啊,6,1
310,有,豆,1,1
311,有一班好朋友,有一班好朋友,6,0
312,喺加拿大囉加拿大有一班好朋友,抵啦嗱大囉啦吔大有一班好朋友,14,5
313,冇得話幾密㗎久唔久見下一年見兩三次囉,到得話幾密啊夠唔夠下一連見兩三次囖,18,7
314,咁囉,抌囉,2,1
315,咁啊都唔洗好密嘅都唔止兩三次嘅十次八次囉一年見係囉,抌𠻺唔駛好襪𠸏都唔止兩三次嘅十次八次U因為唔見第囖,25,12
316,咁啊吃下飯傾下計咁樣,抌啊食拿飯傾拿偈噉樣,10,6
317,傻下咁,傻和噉,3,2
318,玩下,蛋拿,2,2
319,佢哋係教會啲朋友基督徒,隊哋係教會啲朋友機督徒,11,2
320,教會嘅朋友係,帶會嘅朋友係,6,1
321,係,第,1,1
322,係,第,1,1
323,大部分都係大家背景差唔多,大部份都係大家背警差唔多,12,2
324,香港人大家都喺呢度讀過書即差唔多㗎係啊,張董人大家都喺利度讀個書啫係差唔多啊係啊,19,7
325,大家都係基督徒,大家都係基督徒,7,0
326,傾下計啊吃下嘢啊,叮下偈啊食吓嘢啊,8,4
327,玩下去下旅行啊,玩下去下裏行啊,7,1
328,去下去下,去吓去吓,4,2
329,啊,短酸呀,1,3
330,借架車畀佢哋用,得架車比佢哋用,7,2
331,會點解唔會啊,會點解唔會,6,1
332,要睇下佢係都都會㗎因為佢哋揸車都㗎,要睇喎佢係都都會㗎因為佢哋揸車都𡃉,17,2
333,有係,有係屋企,2,2
334,我揸車,到揸車,3,1
335,如果我需要用車但係我冇車,U估我需要用車但係我冇車,12,2
336,咁我會問邊個借車啊,噉我會問邊個借車啊,9,1
337,我唔會用我唔會問人借車我去租車,到唔會用我唔會問人借車到去租車,15,2
338,我唔鍾意問人借車,倒唔鍾意問人借車,8,1
339,我會去租我一係去搭巴士囉一係租車囉,我會去租到一係去搭巴士囉一係租車囉,17,1
340,幾好啊多倫多個巴士制度好好啊,哋好啊多輪多個巴士制度好好啊,14,2
341,哈即係好方便啊,大遮係好方便,7,3
342,然後你搭車去邊度都好方便,然後理搭車去邊度都好方便,12,1
343,啲司機好有禮貌,啲司機好有禮貌,7,0
344,非常之好,哩常之好,4,1
345,不過我好少搭巴士嘅,一個我好少搭巴士,9,3
346,所以我諗啲司機好有禮貌囉次次搭嗰時佢都好有禮貌㗎,所以我飲啲司機好有禮貌囖底次搭趕時佢都好有禮貌啊,24,5
347,好好,好好,2,0
348,加拿大人揸車都唔錯,楂嗱大人揸車都唔錯,9,2
349,唔錯,唔錯,2,0
350,都好有禮貌㗎即係,都好有禮貌嘍啫係,8,2
351,一遍普遍來講啦都會有禮貌哈,一背搬蒲天離講嘞都會有禮貌刻,13,7
352,我冇乜點種花,倒冇乜點送花,6,2
353,我鐘唔鍾意種花我諗,哦鍾唔鍾意中花我林,9,4
354,我又唔係唔鍾意但係我又冇好鍾意囉,到又唔係唔鍾意但係我有冇好鍾意囖,16,3
355,自由時間,二油時間,4,2
356,我啲,我啲,2,0
357,我啊睇書啦彈琴啦,有啊睇書拉炭琴啦,8,3
358,去行公園啦,去行公園啦,5,0
359,最鍾意去去行公園啦,最鍾意去去行公園啦,9,0
360,係咁囉,係噉囖,3,2
361,坐喺度唔郁啦,躲喺度唔郁啦,6,1
362,坐喺度休息嘆世界唔郁㗎,躲喺度透識U世界唔郁啊,11,5
363,我發夢啊,到發夢啊,4,1
364,點解會問咁樣嘢嘅,點解會問咁樣嘢嘅,8,0
365,個個人都要發夢有有發夢,躲個人都有發夢有有發夢,11,2
366,唔記得㗎,唔記得嘅,4,1
367,即刻咧就會記得,的咭囉就會記得,7,3
368,而家咁樣問咧我就唔記得啦,而家咁樣問囉我就唔記得呀,12,2
369,但係如果譬如我,但係如嗰譬如我,7,1
370,我訓訓醒訓醒咗咁,我份發石瞓醒咗噉,8,5
371,咁即刻咧咁我就會記得,噉即咭囖噉我就會記得,10,4
372,冇喎,倒喎,2,1
373,冇喎真係冇,倒喎啫係冇,5,2
374,冇特別有啲夢會記住喺個腦裡面講出來,到特別有啲夢會記住喺個老裏便講出梨,17,5
375,冇,倒,1,1
376,有嘅我有發夢嘅,有嘅我有發夢嘅,7,0
377,有夢又唔記得因為我記性唔好啊嘛夢完咪唔記得囉,鬥夢有唔記得因為我記性唔好啊動完夢唔記得囖,22,6
378,真事都唔記得啊唔好話發夢,单士都唔記得啊冇話發夢啊,12,5
379,同一個夢發過兩次啊,同一個夢發個兩次啊,9,1
380,我諗有嘅應該,舞淋有嘅應該,6,2
381,我唔記得了,倒唔記得呀,5,2
382,我記性唔好啊所以我真係唔記得我諗應該有㗎,到記姓唔好啊所以我真係唔記得到林應該有啊,20,5
383,點該會問發夢嘢嘅,點解會問發夢嘢嘅,8,1
384,好少,倒少,2,1
385,我好少訓唔著覺㗎,我好少瞓唔着教嘅,8,4
386,因為我係嗰啲落床就訓覺嗰啲人,因為我係嗰啲一碌落床就瞓覺嗰啲人,14,3
387,我如果訓唔著覺咧,到如估瞓唔U教嘞,8,6
388,三分鐘訓唔到覺我就話我自己訓唔著覺其實我已經訓咗覺不過訓得唔好咁解嗻,擔分鐘瞓唔倒教我就話我自己瞓唔U教其實我而經瞓咗覺筆嗰瞓得唔好噉解啊借,34,15
389,我就話哎呀我成晚訓唔著其實我係訓著咗㗎,倒就話哎吔我成晚瞓唔著其實我係瞓U咗啊,19,6
390,但係咧就即係訓得唔暔啦,但係屋就遮係瞓得唔唔UU,11,6
391,咁就話自己訓唔著覺我好少,抌就話自己瞓唔著咗教到好少,12,5
392,好少我試過,好少我試個,5,1
393,有一段時間有訓得唔好,有一段時間有瞓得唔好,10,1
394,即係真係訓唔著覺,爹係真係瞓唔著啊,8,3
395,就係我媽媽死咗個個段時間哈,豆係我嫲媽死咗趕嗰段時間嚹,13,5
396,個段有一段時間好長下,躲短有一段時間好長吓,10,3
397,就訓得唔好啦咁一訓得唔好就病㗎啦,豆瞓得唔好呀噉一瞓得唔好就柄呀呀,16,8
