NUM,EXPECTED,C2M27A_qwerty,# characters,edit distance
87,係囉剩係留喺屋企同同家庭囉,係囉靜係留喺屋企同同家停囉,13,2
88,就係囉等,豆係囉等,4,1
89,唔知啊剩係聽下收音機啊同埋係囉食下飯啊,唔知啊淨係聽下收音機呀同賣係囖食呀飯呀,19,6
90,飯啊就,彈哦就,3,2
91,唔知喎,唔知喎,3,0
92,唔係食飯應該係食嗰啲係囉雪櫃嗰啲嘢囉即係麵包啊嗰啲啦,唔係食飯應該係食嗰啲係囉雪櫃嗰啲嘢囉遮係麵包啊嗰啲囖,26,2
93,試過嘅不過唔係幾近囉係囉,底過嘅不過唔係幾近囖係囖,12,3
94,係囉唔係幾近囉我都唔未見過即係好大嘅火燭,係囉唔係幾揾囖到都唔未見過啫係好大嘅火燭,20,4
95,冇啊我都諗過嘅不過冇,到啊我都U過嘅不過冇,10,2
96,即係,遮係,2,1
97,哦細個就,細個就,4,1
98,冇講粗口囉同埋,冇講初口囉同賣,7,2
99,冇即係食多啲但係特即係食多啲嘢囉就咪,冇遮係食多啲第揼啫係食多啲嘢囖就咪,18,6
100,冇揀揀選選即係食晒啲嘢囉同埋,倒揀鹼損損啫係食嗮啲嘢囉同賣,14,7
101,冇出去夜晚咁多囉係囉,冇出去夜晚咁多囉係囉,10,0
102,啊都,都,2,1
103,冇咁,冇咁,2,0
104,冇好多次出去好夜囉即係我都唔記得,冇好多次出去好夜囉遮係我都唔記得,16,1
105,有兩次就,有兩次就,4,0
106,啊哈好細個囉,好細個囉,6,2
108,唔知啊百厭囉屋企即係,唔知啊百厭囉屋企遮係,10,1
109,百厭啊,百厭呀,3,1
110,即係你想我講點樣百厭法,遮係你想我講點樣百厭法,11,1
111,啊有一次即係同即係我大佬一齊即係玩啲口唇膏啊即係畫嚟畫去啊,有一次啫係同遮係我大佬一吠遮係玩啲口唇膏呀遮係U離U去啊,29,10
112,唔係畫囉喺嗰度畫喺地下嗰度囉係囉咁俾媽咪接到咁就罰囉,咪嘞囖喺嗰度U喺地下嗰度囖係囖噉俾媽咪接倒噉就U囖,26,12
114,即係我覺得而家少啲即係家庭時間囉即係啲細路會,遮係我個得而家小啲遮係家停時間囖遮係啲細路會,22,7
115,自己去玩電腦啊咁就係囉就,自幾去機玩電腦啊噉就係囖就,12,4
116,少啲時間同媽咪爹地囉我覺得,小啲時間同媽咪爹哋囉我覺得,13,2
117,衫啊我都唔係好清楚,擔唔我都唔係好清楚,9,2
118,態度啊態度都會粗啲嘅少少唔知啊,帶度啊帶度都會粗啲嘅少少唔知啊,15,2
119,出咗事都唔,出咗示都唔,5,1
120,啊都唔會嘅即係唔會咁快講嘅係囉,都唔會𠸏姐係唔會咁快講嘅係囖,15,4
122,都唔係,都唔係,3,0
123,啊靜啲囉係囉同埋,靜啲囉係囖同賣,8,3
125,唔知啊即係會一時時就,唔知啊飛會一事示就,10,4
126,鬧即係大佬嘅,U遮係大佬嘅,6,2
127,媽媽就,嫲媽就,3,1
128,溫柔啲囉唔知啊,溫又啲囉唔知啊,7,1
131,都,都,1,0
132,啊囉多,囉多,3,1
133,都會係囉而家都會嘅因為即係好多,都會係囖而家都會𠸏因為飛好多,15,4
136,啊應該四歲五歲囉,應該四歲五歲囖,8,2
137,恩好近㗎即係五分鐘行路就到㗎,好揾個啫係五分鐘閒路就到個,14,6
138,咩人都有囉,咩人都有囉,5,0
139,希臘人啊印度人啊啊,哩獵人啊印度人呀,9,4
140,黑人啊,黑人啊,3,0
141,都幾好嘅即係我哋可以一齊玩啊係囉,都幾好𠸏遮係我哋可以一吠玩啊係囖,16,4
142,一齊傾計啊食嘢啊,一齊傾偈啊食嘢啊,8,1
143,試過一兩次㗎,試個一兩次嘅,6,2
145,唔知啊詏詏詏交,哦知啊嬲嬲溝交,7,4
146,嚴,驗,1,1
147,嚴唔嚴啊,艷唔艷啊,4,2
149,一兩個囉,一兩個囉,4,0
151,即係大聲啊同埋佢話唔好做呢啲嘢唔好做嗰啲嘢囉係囉,遮係大聲啊同賣佢話冇做利啲嘢冇做嗰啲嘢囖係囖,24,9
152,冇啊,倒呀,2,2
153,我都唔我唔記得啦,到都唔我唔記得呀,8,2
154,想咩細路仔,想咩細路仔,5,0
157,我想俾係俾點解唔佢哋,哦想俾係俾點解唔佢哋,10,1
159,幫人啊梗係會啦即係而家,當人呀梗係會啦遮係而家,11,3
160,而家社會係即係你要有個,而家社會係飛理要有個,11,3
161,即係畢咗大學先可以到咁就係囉讀多啲書就會應該會,飛筆咗大學先可以倒噉就係囖讀多啲書就會應該會,23,6
162,搵到工㗎易啲,搵到工個二啲,6,2
163,讀多啲書讀快快脆就搵工啊,讀多啲舒讀快快趣就揾工哦,12,4
165,讀完大學快快脆啊,讀遠大學快快趣啊,8,2
166,哦讀完大學快快脆囉搵到工我覺得好啲嘅,讀遠大學快快趣囉搵到工到覺得好啲𠸏,18,5
167,啊因為大學好好貴囉咁就同埋,因咪大學好好貴囖噉就同咪,13,5
168,如果你搵到工你就可以即係做住先就賺多啲錢就如果你想,如果理搵到工理就可以啫係做住先就賺多啲錢就如果理想,25,4
169,即係有興趣再讀繼續讀囉,遮係有興趣在讀到繼續讀囖,11,4
170,啊如果有機會都會嘅,如嗰有機會都會嘅,9,2
171,唔知啊應該會,哦知啊應該會,6,1
172,啲學生會乖啲㗎唔知啊係囉,啲學生會乖啲啊唔知啊囉,12,2
174,會,會,1,0
175,而家係做緊嘢,爹家係做緊嘢,6,1
176,做,度,1,1
178,點樣搵啊我即係畢完業就即刻打打電話即係打嚟打去咁就,點U揾五哦遮係不遠業就咳即咳打打電話啫係打來打去噉就,25,12
179,係囉即係,係囉遮係,4,1
180,個就記得我打俾佢咁就佢個有,個就記得我打俾佢噉就佢個有,13,1
181,想就打返俾我就係囉咁就有啊係囉,想就打返比哦就係囖噉就有啊係囖,15,5
182,就搵到囉,豆搵倒囉,4,2
183,做咗而家就嚟三個月囉,度咗而家就黎生個月囉,10,3
184,啊都幾鍾意㗎因為係囉即係學咗啲嘢喺大學就,爹幾鍾意嘍因咪係囖啫係學咗啲嘢喺大汗做,20,8
185,係囉都有幾興趣,係囉都有幾興趣,7,0
186,啲嘢囉,啲嘢囉,3,0
187,第一個份工啊係做,第一個份工誒弟做,8,2
188,即係而家囉係咪,遮係而家囉係咪,7,1
190,洗碗囉,抵碗囉,3,1
191,喺大學,第大學,3,1
192,洗碗,洗碗,2,0
193,最怪啊,對怪啊,3,1
195,都唔係怪嘅不過就,都唔係怪嘅不過做,8,1
196,即係做企台啊嗰啲囉咁咪你會,遮做企檯啊嗰啲囉人咪理會,13,5
197,見到好多啲特別嗰啲啊係囉咁就,見倒好多啲特別嗰啲呀係囉噉就,14,3
198,即係都係好怪不過可以見到好多食物啊啲特別食物啊係囉,機都唔係好怪不個可以見到好多食物啊啲特別食物啊係囖,25,5
199,最理想係,對理筍係,4,2
200,即係係囉繼續啊,遮係係囉繼續,7,2
201,繼續做囉我個工就係囉,繼續咗囖我個公就係囖,10,4
202,就,就,1,0
203,啊即係係囉囉,啊飛係囖囖,6,4
205,都嘅因為我我媽咪爹哋我媽咪都佢,都嘅恩咪我我媽咪爹爹我媽咪都佢,15,3
206,養我大咗佢都可以出去做工囉,羊哦大咗佢都可以出去做工囉,13,2
207,係囉,第囉,2,1
208,如果我哋,如果我哋,4,0
209,即係人工咁就都,遮係人工噉就都,7,2
210,可以叫個女人留屋企嘅係囉,可以叫個裏人留屋企嘅係囉,12,1
211,唔需要錢啊,唔衰要錢嗯,5,2
212,唔需要錢就唔做工囉,唔需要錢就唔做工囉,9,0
214,如果唔係湊仔女就係囉都可以做下嘅,如嗰唔使湊仔水就係囉都可以做吓𠸏,16,5
215,咪如果你唔做工你做咩啊,咪如果理唔做工理做咩啊,11,2
216,坐喺到屋企嗰到,坐喺度屋企嗰度,7,2
217,有,豆,1,1
219,啊講晒定係講一一個啊,講晒啲講一一個,10,4
221,啊細個就睇嗰啲中文啲殭屍嗰啲,細個就睇啲中文啲薑思嗰啲,14,4
222,係囉跳嚟跳去嗰啲囉,係囉跳離跳去嗰啲囉,9,1
223,咁就發夢就發到即係殭屍追緊我啊就好驚囉,斟就發夢就發度啫係薑之追𡁵我啊就好驚囖,19,7
224,我,倒,1,1
225,都會嘅,都會嘅,3,0
226,應該冇嘅,應該冇嘅,4,0
227,我唔記得囉,倒唔記得嘍,5,2
229,應該係彩色嘅,應該係彩色𠸏,6,1
230,唔會啊,唔會啊,3,0
231,應該我唔會我唔知道我係發緊夢囉,因為我唔會我唔知道我喺發緊夢囖,15,4
232,如果知道啊咁就,掉嗰支道呀噉就,7,5
233,個夢係乜,個夢係囉,4,1
234,我都諗過嘅不過應該冇乜意思嘅係囉,我都林個嘅不過應該冇乜意思𠸏係囖,16,4
235,都試過嘅不過訓唔訓著幾耐啊你想問,都試個嘅不過法唔瞓着幾細啊哋想問,16,6
236,即係一兩個鐘頭啊,遮係一兩個鐘頭啊,8,1
237,都試過嘅,都試過嘅,4,0
238,耐啲啊,袋啲呀,3,2
240,都唔記得囉都唔我都唔覺得冇啊,都唔記得囉都唔我都唔覺得冇啊,14,0
242,好驚啊我都,好驚呀我都,5,1
243,以前細個就驚黑囉,以前細個就驚黑囖,8,1
244,而家啊都唔係好驚啲嘢嘅,而家啊都唔係好驚啲嘢嘅,11,0
245,識人啊,的人啊,3,1
246,冇喎,倒喎,2,1
248,我都冇諗過都冇問過咁就應該冇嘅,到都冇淋過都冇問過噉就應該冇咩,15,4
249,有啲嘢人哋會驚嘅,有啲嘢人哋會驚嘅,8,0
250,啊哈我揸車㗎,哦揸車囖,6,4
251,揸咗三個月囉,得咗三個月囉,6,1
252,啊揸車都如果唔塞車都嘅,揸車都如嗰唔塞車就都𠸏,11,4
253,係囉,第囉,2,1
255,都幾好嘅即係一即係,都幾好𠸏啫係一歌係,9,3
256,幾個即係唔識得揸車囉,日幾個啫係唔識得揸車囉,10,2
259,返學就搭巴士囉,單學就搭巴士囉,7,1
261,都我覺得幾啊都幾好啊,都我覺得幾吖都幾好啊,10,1
262,即係,遮係,2,1
263,即係唔係等咁耐囉因為我住喺就會覺得係囉,遮係唔係等咁例囉因咪我住喺就會覺得係囖,19,4
264,即係好方便囉搭就去啊即係可以,遮下好方便喔搭就去啊糟意,14,7
265,好快去到囉,好快去到囉,5,0
266,我哋都慶祝嘅都,哦都慶祝𠸏多,7,4
267,新年就會,新年就會,4,0
268,都叫啊啲啊啲啊就一齊食飯囉,都叫啲啊啲文就一吠食飯囉,13,3
269,新年,新,2,1
270,中秋節就,東秋節就,4,1
271,唔係慶祝咁多囉係囉,唔係慶祝咁多囉係囉,9,0
272,即係會買嗰啲月餅啊不過都唔會係慶祝咁多囉,遮係會買嗰啲月餅𠻺不過都唔會係慶祝咁多囉,20,2
273,聖誕節啊一兩次就有個我哋個即係,聖誕節呀一兩次就有個哦哋個啫,15,4
274,啲數囉不過一兩次啫係囉,啲樹囉筆個一兩次啫係囉,11,3
276,啊一時時會嘅係囉,嗯一時時會嘅係囉,8,1
278,唔會嘅,唔會嘅,3,0
279,唔會嘅,唔會嘅,3,0
281,啊去教會囉,呀去教會囉,5,1
282,食下嘢囉,食下嘢囉,4,0
283,英文啦中文即係廣東話啦同埋少少法文囉,英文啊中文咩講東話喇同賣少少發文哦,18,8
284,啊都會嘅,都會嘅,4,1
285,啊哈即係,遮係,4,3
286,真嘅就會應要識讀啊識講啊識聽啊識寫啊嗰啲囉,丹嘅就會英要識讀啊識趕呀識U啊食寫呀嗰啲囉,21,7
288,易啲啊有時同媽咪爹哋啊大佬傾即係啊啲會用中文,二啲啊有事同媽咪爹爹啊大佬傾啫係啊啲會用中文,22,4
289,易啲囉都唔知點解,二啲囉都唔知點解,8,1
290,食物哦即係點心嗰啲係係囉中中文會易啲囉,滴物遮係點心嗰啲係係囖中中文會二啲囖,19,6
291,去邊度,對邊乜,3,2
292,乜地方啊,爹地方呀,4,2
293,哦我都唔會嘅因為我都係囉如果我係,我都唔會𠸏因為我都係囖如嗰我係,16,4
294,都跟住媽咪爹哋跟佢哋會即係會講我都唔係講咁多嘅,都緊住媽咪爹爹巾佢哋會啫係會趕到都唔使講咁多嘅,23,7
297,都會嘅即係土生嗰啲啊係囉,啲會嘅啫係土生嗰啲啊係囖,12,3
298,不過啲啊移民嗰啲啱啱嚟嗰啲就會你會聽到啲,筆個啲姨民嗰啲啱啱離嗰啲就會你會跟度啲,20,7
299,啊佢哋啲有啲音囉,佢哋啲有啲陰囖,8,3
302,都一時時會嘅係囉,刀一事事會𠸏係囖,8,5
303,即係,啫,2,2
304,中文嗰啲囉係囉,中文嗰啲囖係囖,7,2
305,係囉係囉香港啊大陸啊韓韓國啊,係囖係囖香港啊大陸啊寒行角啊,14,5
307,我覺得唔會嘅係囉,到覺得唔會𠸏係囖,8,3
308,我覺得一樣囉,到覺得一樣哦,6,2
310,都會嘅,都會嘅,3,0
311,即係,爹,2,2
312,係香港移民嚟嗰啲會改囉,係香趕而民理利度嗰啲會改囖,11,6
314,因為我覺得我中文都唔係幾好咁就如果話人哋話香港係,丹咪我覺得我中文都唔係幾好噉就如果話人哋話香港係,24,3
315,香港啲中文就即係啲佢哋嗰啲中文係好好啊,張U啲中文就遮係啲佢哋嗰啲中文係好好啊,19,3
317,啊因為係囉呢兩個香港人就中文會渣英文會渣啲囉咁就如果話,因為係囖哩兩個張擋人做中文會鮓英文會鮓啲囖噉就如嗰話,27,11
318,佢哋話我係,佢哋話我係,5,0
319,好似香港英文都就會係囉都唔係會幾好囉聽到,好似香港英文度就會係囖都唔係會幾好囖U度,20,5
324,個區啊係,囖區呀係,4,2
325,唔知啊,唔知啊,3,0
326,會白人會,會白人會,4,0
327,啊有白人有中中國人囉,有白人有中中國人囉,10,1
328,即係啲朋友會係都係,遮係啲朋友會係都係,9,1
329,中國人同埋百人囉,中角人同賣白人囖,8,4
330,啊電視囉,電視囉,4,1
331,同埋媽咪爹哋囉,同賣媽咪爹爹囖,7,3
332,英文,英文,2,0
333,唔識,唔識,2,0
334,英文,英文,2,0
335,英文有一時時就中文,英文有時時就中文,9,1
336,英文,英文,2,0
337,都英文㗎,都英文嘍,4,1
338,啊都英文㗎,都英文嘍,5,2
339,中文,東文,2,1
340,啊好細個就返過囉不過唔記得囉,呀好細個就返過囉不過唔記得嘍,14,2
341,我都唔知啊我都唔記得,到都唔知呀我都唔記得,10,2
348,識,的,1,1
349,好少唔識,唔好少唔識,4,1
350,啊廿幾歲廿幾歲囉,廿幾歲廿幾歲囖,8,2
351,應該,應該,2,0
352,啊應該啊,應該啊,4,1
355,點解啊要,點解呃要,4,1
356,啊啲細路會靚啲囉,啲細路會靚啲囉,8,1
357,啊都唔會嘅,啲唔會𠸏,5,3
358,唔覺得囉,唔覺得囉,4,0
359,啊都有嘅,都有嘅,4,1
360,唔知啊,唔知啊,3,0
363,都有嘅不過唔會即係見到咁多囉,都有嘅不過唔會姐係見倒咁多囉,14,2
Total CER: 711/2680=0.27,,,,
