NUM,EXPECTED,C1F83A_qwerty,# characters,edit distance
133,如果多啲講我會更好㗎,如果多啲講我會羹好架,10,2
134,邊豎都有係呀,邊處區都有係呀,6,2
135,好好多地方都有係呀係呀,好好多地方都有係啊係啊,11,2
136,甚至渥太華啦啦啦都有我嘅朋友係朋友喺度,十紙喇喇啦都有我架朋友係朋友喺度,19,8
137,因為我係寫嘛我係寫粵曲粵劇㗎,因為我係寫嘛我係寫越曲月劇𡃉,14,3
138,咁所以我都係認識呢粵曲粵劇喜歡粵曲粵劇嘅朋友係喇,噉所以我都係認識囖越曲越劇起歡越曲月劇𡃉朋友係嚹,24,9
139,咁佢哋都好想認識我好想跟我學粵曲㗎吓就係咁樣啦吓,噉佢哋囖都好想認識我好想跟我學月曲𡃉下就係噉樣嚹吓,24,7
140,教福音粵曲係呀係,較幅音越曲係啊係,8,4
141,我有同過幾個幾間教會教福音粵曲,我有同個幾個幾間教會較幅音月曲,15,4
142,所以呢我唔當佢哋係學生當佢哋係朋友,所以囉我唔放佢係學生當佢哋係朋友,17,3
143,係喇噉佢亦都當我哋係朋友噉,係喇噉佢亦都當我係朋友噉,13,1
144,可以講係亦係老師亦係朋友,可以講係翼係老師翼係朋友,12,2
145,亦係亦係係呀,翼係翼係係啊,6,3
146,鍾意鍾意,鍾意鍾意,4,0
147,即係我咁嘅年紀呢主耶穌都仲可以使我,啫我咁嘅年紀哩主耶穌都痛可以洗我,17,5
148,即係用我呢我覺得好開心呀,遮用我囉我個篤好開心啊,12,6
149,唔係個個都可以好似我個年紀仲可以做嘢仲可以教人嘅,唔係個個都可以好似我個年几中可以做嘢中可以教人嘅,24,3
150,係呀,係呀,2,0
151,鍾意表演㗎,鍾意表演㗎,5,0
152,吓唱唱粵曲啦係喇,下唱唱月曲喇係嚹,8,4
153,都鍾意唱下歌㗎係呀,都鍾意唱下歌㗎係啊,9,1
154,噉我教人哋粵曲啦我都一定要唱比佢聽囉係呀,噉我教人哋越曲喇我都一定要唱俾佢聽囖係啊,20,5
155,有即我教佢哋做戲教佢哋表演吓,有啫我教佢哋做氣又教佢哋表演吓,14,3
156,即係唔同嘅教粵曲粵劇有一班朋友教福音粵曲有另外一班班朋友噉樣啦,遮唔同嘅教越曲越劇有一班朋友教覆音越曲有另外一班班朋友噉樣喇,31,7
157,粵曲福音係教會嘅朋友啦,越曲覆音係教U𡃉朋友喇,11,5
158,吓粵曲粵劇嘅又係另外一班朋友啦吓,下越曲越劇嘅又係另外一班朋友嚹吓,16,4
159,冇一定㗎,冇一定𡃉,4,1
160,而家我教緊呢一班粵曲福音呢就喺呢,而家我教緊哩一班越曲覆音屋就喺囖,16,5
161,有有一個叫做活動中心,有有一個叫做活動中心,10,0
162,吓活動中心呢差唔多有三十個人都跟我學福音粵曲㗎,下活動中心囖差唔多有三十個人到跟我學幅音月U𡃉,23,7
163,以前呢我就喺士嘉堡浸信會度教都有十幾年囉,以前囉我就喺地啦倒浸信會度教都有十幾連囖,20,6
164,咁呀最早呢就喺加拿大傳播中心,噉啊最早囖就喺加拿大全播中心,14,4
165,吓嗰度都有十幾個跟過我嘅,下嗰度教都有十幾個U過我嘅,12,3
166,噉即係計計埋埋呢,噉遮計計埋埋嘞,8,3
167,仲有渥太華一班朋友佢嚟親呢搵我嘅都叫我教吓佢地福音粵曲嘅,中有岸太華一班U有佢離親U揾我嘅都叫我教下佢啲幅音月曲㗎,28,12
168,吓咁所以我啲學生差唔多都有一百個㗎喇,下噉所以我啲學生差唔多都有一百個𡃉嚹,18,4
169,但係我當佢地係朋友唔當佢地係學生嘅,單係我當佢哋係U有唔當佢哋係學生𡃉,17,6
170,你隨便問啦唔緊要啦,你隨便問啦唔緊要啦,9,0
171,唔記得咗呀關於乜嘢㗎,唔記得咗呀關於乜嘢架,10,1
172,因為我好細個時候呢我媽媽好鍾意睇戲呀,因為我好細個時候囉我嫲媽好鍾意睇睇戲啊,18,4
173,睇大戲呀粵劇我哋廣東話叫大戲吖嘛,睇大氣呀越劇我哋廣東話叫大氣吖嗎,16,4
174,噉我自細跟我媽媽睇睇得多噉呀所以我識囉,噉我至細跟我嫲媽體睇得多噉啊所以我識嚹,19,5
175,係喇吓,係喇吓,3,0
176,呀喺香港係喇,喺香港係嚹,6,2
177,我而家呢就喺一四三零加拿大嘅加拿大中文電台嗰度有一個節目,我而家屋就喺一離三零加拿大嘅加拿大中文電枱嗰度有一個節目,28,3
178,有一個節目係禮拜日禮拜日下晝六點至七點,有一個節目係禮拜日禮拜日下晝六點至七點,19,0
179,我喺講,我係講,3,1
180,講粵劇係咁我想推廣粵劇,講月曲係噉我想推講月曲,11,6
181,咁呀將粵劇裡面嘅文化同埋歷史係咪呀,噉阿張月曲裏邊嘅文化同埋力士力史瀉係嗎,17,13
182,吓歷史呢講比啲聽衆聽,下力屎屋講俾啲艇重聽啊,10,8
183,吓因為好多人嚟咗加拿大之後呢佢因為要學英文要適應呢度,下因為好多人來咗加拿大之後囉佢因為要學英文要識認哩度,26,6
184,要就學咗啲英文呢反為中文佢退步咗或者唔記得咗喇,要就學咗啲英文囉反為中文佢退報咗或者唔記得咗嚹,23,3
185,咁所以我呢個節目呢就喺講返一啲中國嘅歷史比佢哋聽,噉所以我哩個節目囖就係講返一啲中國嘅力史俾佢哋聽,24,6
186,細蚊仔就比較難明白一啲,細蚊仔囉就比較難明白一啲,11,1
187,我主要都係大人聽㗎多,我蛀要爹都係大人聽架多,10,3
188,嗰啲對中文有多少認識嘅只係佢忘記咗,嗰啲對中文有多小認識嘅枝係佢忙記咗,17,3
189,噉所以我比返佢聽噉樣係喇,噉所以我俾返佢聽噉樣係嚹,12,2
190,有好多呀啲故事係佢哋熟悉嘅,有好多呀啲故事係佢哋屬色嘅,13,2
191,不過已經唔記得咗或者只係知道一啲但係唔知得到咁多,不過已經唔記得咗或者知係知道一啲但係唔係黐得到咁多,24,3
192,咁所以我即係搜集好多資料嚟到講講比佢哋聽咁樣,噉所以我車手U好多支料彌度講講比佢哋聽噉樣,22,9
193,以前喺學校咁呀然後睇書呀咁樣啦咁呀睇書嗰度搵資料呀係呀,以前喺學喊噉啊然後睇書啊噉樣嚹噉啊睇書嗰度搵U撩講啊係啊,27,13
194,咁我都要睇好多書㗎係啦吓,噉我都要睇好多書架係嚹吓,12,3
195,咁呀最近我講緊中國四大美人,噉啊最近我講哩中國囖四大美人,13,4
196,四四個美人可能你你聽過未呀,四四個美人可能你你聽過未啊,13,1
197,未呀,未呀,2,0
198,你爹哋會識,你爹哋會識,5,0
199,你爹哋媽咪會識你返去問下中國四大美人係邊個啦咁佢哋會話俾你聽係呀,你爹爹媽咪會識你返去問下中國四大美人係邊個嚹噉佢會話俾你聽係啊,32,5
200,而家講咗三個,而家講咗殺個,6,1
201,係啦就講咗中國四大美人呢就西斯好,係喇就講咗中國四大美人爹就西施好,16,3
202,即好古老嘅年代啦西斯王昭君貂蟬楊貴妃,遮好古老嘅連代嚹低啲洞雕U丟點陽戴得,18,13
203,知道楊貴妃呀係呀,啲到陽帶哩呀係啊,8,6
204,四大美人,四大美人,4,0
205,美麗個美無錯,美麗個尾冇錯,6,2
206,美人,美人,2,0
207,美人你識係好靚啦吓吓呀,美人你識係好靚女嚹哈哈呀,11,4
208,好呀,好呀,2,0
209,好出名呀呢呢四大美人吓,好出名啊哩哩四大美人吓,11,3
210,咁呀中國人呢都好好多人會知道中國有四大美人但係佢個故事係點樣呢好多人唔係咁清楚呀吓,噉啊中國人爹都好好多人會知道中國有四大美人但係佢個故事係點樣囖好多人囖唔係噉清楚啊吓,41,7
211,所以我就講比佢哋聽囉睇好多書,所以我就講俾佢哋聽嘍睇好多書,14,2
212,有啲佢哋唔知道嘅咁我講比佢哋聽,有啲佢哋唔知道嘅噉我講比佢哋聽,15,1
213,有啲好即係好細微個地方嗰啲細節呢吓我講佢哋唔知嘅咁我要講比佢哋聽,有啲好啫係好細尾嗰地方嗰啲細接哩下我講佢哋唔知嘅噉我要講比佢哋聽,32,7
214,而家講吓,而家講下,4,1
217,最近我講呢就係講貂蟬,最蹆我講囖就係講雕簽,10,4
218,係呀第三個美人,係呀第三個美人,7,0
219,貂蟬係漢代嘅人吓,都掂嘞係U袋嘅人吓,8,5
220,咁樣嗰陣時漢代嘅王帝呢就好無能好懦弱,噉藥嗰陣時作袋嘅皇帝囖就好冇能好糯藥,18,9
221,咁呀佢佢呢就唔識得打理個國家,噉佢佢囖就唔識得打理到國家,14,4
222,咁所以就比一個大臣呢叫董卓去打理個國家呢個董卓呢係奸人嚟㗎,噉所以啊就俾一個大神囖叫U剁去打理個國家哩個董剁囖係間人來𡃉,29,13
223,吓佢嘅性情呢即係好殘暴嘅,下佢嘅性情囖𠸏係好U部𡃉,12,6
224,噉好多人都想除去呢個奸臣,噉好多人爹都想除去哩個街神,12,4
225,唔愛即係換個第二個但係冇辦法,唔愛啫係換個第二個但係冇辦法,14,1
226,因為呢董卓呢有個契仔,因為嘞董剁囖有一個契仔,10,4
227,即就非常好打嘅,遮就飛常好打嘅,7,2
228,無人夠佢打嘅嗰個佢嗰個仔叫做呂布呂布,冇人救佢打嘅嗰個佢嗰個仔叫做裏部裏部,18,6
229,噉呀噉貂蟬呢係一個歌姬係一個司徒王府嘅歌姬噉,噉啊噉雕掂囖係一個歌機係一個師圖U苦嘅歌機噉,22,10
230,啊佢而家錄音呀嘛我講唔緊要㗎我講出嚟唔緊要㗎,哎佢而家錄音呀嘛我講唔緊要㗎我講出梨唔緊要架,22,3
231,咁呢個王允呢就好想除咗呢個奸臣董卓,噉哩個皇UU就好想除咗哩個間神董長,17,9
232,但係佢無辦法可以有人夠呢個呂布打,但係佢冇辦法可以有人救哩個女報打,16,5
233,咁佢又想出貂蟬佢咁靚,噉佢又想出雕點佢噉靚,10,4
234,吓佢一定可可以利用貂蟬嘅靚呀嘅美色呀去誘惑呢個董卓同個呂布,下佢一定可可以利用雕點𡃉靚呀𡃉美色啊去游畫哩個董出同個女報,29,12
235,同時應承嫁比佢哋兩個人,同時英成架俾佢哋兩個人,11,4
236,首先嫁比董卓,首先教俾董長,6,3
237,咁呀嫁咗比董卓啦呂布當然係唔肯啦吓,噉啊𡃉咗比佢U剁喇裏部當然係唔肯U下,17,11
238,噉噉呀貂蟬話係董卓夾硬要嫁佢㗎佢唔想嫁呂董卓嘅,噉噉啊U點話係董剁夾硬要加佢𡃉佢唔想𡃉女U剁嘅,23,10
239,噉所以呂布就嬲咗董卓喇,噉所以裏部囖就U咗董剁嚹,11,6
240,噉呀後來呢就教呂布去殺董卓嘅,噉啊後來囖就教裏部去殺董剁𡃉,14,6
241,噉呀噉樣,噉啊噉樣,4,1
242,呀呢個故事就咁我只好簡單講㗎姐,哩個故事就噉我知好簡單講嘅啫,15,6
243,其實呢有好多嘢呢我詳細講呢就唔止係咁樣嘅,其實哩有好多嘢囖我長細講囖就唔止係噉樣嘅,20,5
244,我講咗可以講講幾個鐘頭嘅,我講咗可以講講幾個鐘頭嘅,12,0
245,我而家呢係幾句說話我就可以交代咗呢個故事係呀,我而家哩係幾句說話我就可以教袋咗哩個故事係啊,22,5
246,真事喺歷史上係係係有有記載有書記載嘅寫落嚟㗎,真試喺力士相係係係有有幾再有書幾在嘅寫落離𡃉,22,10
247,呢本叫做係一本叫做三國志一本叫做三國演義,哩本叫做係一本叫做三薄紙一本叫做三薄耳現,20,6
248,你喺圖書館搵呀,你喺圖書館搵呀,7,0
249,圖書館有呀,圖書館有呀,5,0
250,有係呀有,有係呀有,4,0
251,我返香港呢我係零一年呀二零零一年返過香港,我返香港囖我係零一年啊二零零一年返過香港,20,2
252,零一年嚮香港零零零五年同埋零七年都返過香港係呀,另一年香港香港零零零唔年同埋連七年都返過香港係啊,23,6
253,係探親戚唔係最後一次係自己有一個演唱會喺香港,係探親U唔係最後一次我係自己有一個演唱會喺香港,22,2
254,搞個演唱會係啦就係就係你而家睇到呢個,搞嗰演唱會係喇就係就係你而家睇倒哩個,18,4
255,香港個學校呢就係教中文多啦係呀,香港個學校啊就係較中文多嚹係啊,15,4
256,我都嗰個學校做過童子軍呀你識唔識叫童子軍呀,我都嗰個學校做過同之君呀你識唔識叫做同子軍呀,21,5
257,呀童子軍英文叫咩,呀同指瓜英文名叫咩,8,4
258,吓,吓,1,0
260,係童子軍呀,係同紫軍呀,5,2
261,係呀,係呀,2,0
262,我學童子軍呀係呀,我學同子軍呀係呀,8,1
263,我嘅先生呀有男有女啦,我嘅先生啊有男有女嚹,10,2
264,啲先生好喜歡我嘅,啲先生好起歡我嘅,8,1
265,教中文,教中文,3,0
266,吓教唐詩宋詞吓,係教堂師送次吓,7,5
267,所以呢我識好多唐詩宋詞,所以囉我識好多唐師送遲,11,4
268,你問下你爸爸媽媽你就知道乜嘢叫做唐詩宋詞,你問吓你爸巴嫲媽你就知道乜嘢係叫做堂思送遲,20,8
269,唐朝時候,堂潮時候,4,2
270,詩叫咩,司叫咩,3,1
272,係呀,係呀,2,0
274,唐朝嘅時候呢就最盛行詩,堂條嘅時候哩就最剩行係私,11,6
275,宋朝嘅時候呢最盛行嘅詞,送條嘅時候囖最剩行嘅U,11,5
276,咁我都讀到好多詩詞咁,噉我都讀到好多師池噉,10,4
277,咁所以對我寫粵曲好有幫助啦吓,噉所以對我寫越曲好有幫咗喇吓,14,4
278,記得,記得,2,0
279,所以我而家仲有書喺度㗎嘛係呀,所以我而家仲有書喺度架嘛係呀,14,1
280,啊唐床前明月光疑是地上霜,哦痛床前明月光二時哋,12,7
281,舉頭望明月低頭思故鄉呀嘛係呀,句堂U明月第頭師估香呀嘛係啊,14,8
282,個好好美麗嘅詩係呀,個好好美麗嘅思係啊,9,2
283,你明唔明白個意思,你明唔明白個意思,8,0
284,哦你讀過中文班吓,喔你讀過中文班吓,8,1
285,咁呀即啲月光照落嚟嘅時候,噉啊啫啲月光U照落離個時候,12,6
286,噉呢個詩人李白坐喺個床嗰度佢唔訓訓唔著,噉哩個私人尾錯喺個床嗰到佢唔瞓瞓唔着,19,9
287,佢訓唔著,佢瞓唔着,4,2
288,咁呀見到月月光呢就照落嚟咁佢佢想嘢呢個頭揼揼低嘅咁佢又諗住自己嘅家鄉,噉啊見到越月光U照落離噉佢佢想夜爹個頭度度第嘅噉佢又林住自己嘅加香,34,16
289,但係佢望擔高頭呢只係見到個月光見唔到自己嘅家鄉,但係佢望擔高頭爹之係見到個月光見唔到自己嘅加香,23,4
290,就意思就係咁樣啦,就意思就係咁樣嚹,8,1
291,咁所以佢好懷念自己嘅家鄉係啦,噉所以佢好懷黏自己嘅加香係嚹,14,5
292,因為呢嗰個月光呢照住佢亦照住佢個家鄉嘛,因為爹嗰個月光遮照住佢譯照住佢個加香呀嘛,19,6
293,明唔明呀,明唔明呀,4,0
294,即個月光譬如照咗又可以照住中國㗎嘛,遮個月光譬如照咗右可以照住中國𡃉嗎,17,4
295,咁我想念中國啦,噉我想唸中國嚹,7,3
296,我見到個月光我想念中國,我見倒個月光我想唸中國,11,2
297,而家個月光係咪喺中國呢,而家個月光係咪喺中國囖,11,1
298,可以可以咁樣諗啦,可以可以咁樣林喇,8,2
299,係呀,係呀,2,0
300,咁詩呢就唔會話每一句呢都好明白話俾你聽要你自己去想,噉撕囖就唔會話每一句嘞都好明白話比你聽要你自己去上,25,6
301,佢佢咩意思嘅,佢佢咩意司嘅,6,1
302,係呀佢唔會又好似講說話講出嚟令你好容易明白唔會嘅吓,係呀佢唔會有好直講說話講出U拧你好容易明白唔會嘅吓,25,4
303,但係呢佢佢有佢嘅意思,但係囉佢佢有佢個意思,10,2
304,佢嘅意思要你去去去諗佢嘅,佢個意思要理去去去淋佢嘅,12,3
305,係好美麗嘅詩,係好美理個思,6,3
306,呢個係李白嘅詩呢又比較簡單啲,哎個係李百個斯囉又比較簡單啲,14,5
307,容易令人明白有啲詩呢好深嘅你唔係咁明白㗎係呀,容易另人明白有啲師囖好深嘅理唔係噉明白𡃉係啊,22,7
308,係,係,1,0
309,哦鄧麗君,哦櫈李軍,4,3
310,月亮代表我的心,月亮代表我的心,7,0
311,哈哈哈哈,吓哈哈哈,4,1
312,你好鍾意呢個歌咁呀鄧麗君有好多歌嘅,理好鍾意利個歌噉啊等理角有好多歌嘅,17,7
313,佢枝枝歌都唱得好靚好好聽㗎,佢遲遲歌都唱得好U好好聽𡃉,13,4
314,呢啲屬於時代曲,哎啲屬於時袋曲,7,2
315,就唔係,就唔係,3,0
316,係啦唔係,係喇唔係,4,1
317,唔同粵曲,唔同月曲,4,1
318,吓粵曲係另外一種文化,下月曲係另外一種文化,10,2
319,唔同嘅完全唔同,唔同嘅以前唔同,7,2
320,吓粵曲可以有時代曲,下月曲可以有時袋曲,9,3
321,但係時代曲就無粵曲,單係時袋曲就冇越曲,9,4
322,你想唔想我唱兩句粵曲你聽,李想唔想我唱兩句越曲李聽,12,3
323,吓,吓,1,0
324,拿幾句啦,拿幾句嚹,4,1
325,即係係講楊貴妃嘅嘅王王帝唐明皇,即係係講陽戴哩架𡃉黃皇帝堂明皇,15,8
326,佢好鍾意楊貴妃嘅,佢好鍾意陽季飛嘅,8,3
327,係呀佢嗰陣時呢佢即係㗎世界和平呀,係呀佢嗰陣屎囖佢啫係𡃉世界和平啊,16,5
328,喺唐朝嘅時候天下太平,还堂潮個時候爹天下太平,10,5
