NUM,EXPECTED,C1M42A_qwerty,# characters,edit distance
31,係呀即係樣樣嘢囉同埋果陣時開始識得啊識得點講呢即係嗰啲好比較獨立啲嘅生活啦咁但係跟住呢就過咗嚟,係吖即係樣樣嘢囖同埋果陣時開始識得阿識得點講呢即係嗰啲好比較讀笠啲嘅生活喇咁但係跟住呢就過咗嚟,47,6
32,哦其實有幾個階段嘅第一個階段呢就係最初嗰一兩年呢好呢掛住掛住掛住咁呢咁就成日都要打電話返香港同朋友或者咩傾計傾到冇晒啲零用錢啦,哦其實有幾個街段嘅第一個街段呢就係最初嗰一兩年呢好呢掛住掛住掛住咁呢咁就成日都要打電話反香港同朋友或者咩傾U傾到冇晒啲零用錢喇,63,5
33,跟住呢就入咗喇喺多倫多就比較,跟住呢就入咗啦喺多輪多就比較,14,2
34,咁所以同埋呢個陣時,咁所以同埋呢個陣時,9,0
35,哦果陣時呢入咗呢就識咗女朋友咁就變咗好似呢度多啲,哦果陣時呢入咗呢就熄咗女朋友咁就變咗好似呢度多啲,24,1
36,即係啲呀或者呀或者邊度有得有娛樂呀即係買嘢就變咗係呢度啦,即係啲阿或者阿或者邊度有得有如落啊即係買嘢就變咗係呢度喇,28,6
37,咁同埋你我記得果陣時呢我嗰個女朋友呢係好崇洋嘅變咗我都會比最影響到嘅就變咗聽歌呀睇書呀即係果啲嘢就唔係果陣時嘅四大天王呀果啲就去番聽啲西人歌呀多啲,咁同埋你我記得果陣時呢我嗰個女朋友呢係好重羊嘅變咗我都會俾最影響到嘅就變咗艇歌吖睇書啊即係果啲嘢就唔係果陣時嘅四大天王吖果啲就去返挺啲西人歌吖多啲,73,10
38,咁果陣時就唔香港啦喺呢度就好似樣樣都幾好呀咁,咁嗰陣時就唔香港啦喺呢度就好似樣樣都幾好吖咁,22,2
39,咁就,咁就,2,0
40,係啦咁跟住呢臨畢業即係果陣時就散咗啦咁就開始返返教會,係喇咁跟住呢淋不業即係果陣時就散咗喇咁就開始反反覺會,26,7
41,咁去返教會咁就接觸返中文多好多啦咁成個群體即係返團契嗰啲全部都講廣東話嘅,咁去反較會咁就接捉反中文多好多喇咁成個裙睇即係反團契嗰啲全部都講廣東話嘅,36,8
42,咁就變咗多返接觸香港個啲嘢啦咁兩年後就識咗另外一個女朋友啦咁佢就好嘅,咁就變咗多反接捉香港個啲嘢喇咁兩年後就熄咗另外一個女朋友喇咁佢就好嘅,34,5
43,佢又聽中文歌呀香港歌呀嗰啲咁樣啦,佢又挺中文歌吖香港哥吖嗰啲咁樣喇,16,5
44,咁我又返返去即係會跟返哦遠來咗幾年有呢啲歌手唱呢啲咁嘅歌咁樣囉,咁我又反反去即係會跟反哦遠來咗幾年有呢啲歌手唱呢啲咁嘅歌咁樣囉,31,3
45,咁果陣時就比較已經又開始有一半嘅唔係嘩好香港咁嗰種嘅今夕知道幾時我好呢就係比我諗下先,咁嗰陣時就俾較已經又開始有一半嘅唔係娃好香港咁嗰種嘅金直知道幾時我好呢就係俾我林下先,42,7
46,應該一三年總之反國教嗰年,應該一三年種之反國教嗰年,12,1
47,一二年反國教果年咁我就睇番黃之鋒俾老師拍枱鬧呀咁我就真係好咁樣跟返香港發生緊咩事呢幾年唔係呢幾年係呢幾十年發生咗咩事去到呢個地步,一二年反國教果年咁我就睇返王之豐俾老師泊台鬧吖咁我就真係好咁樣根反香港發生緊咩事呢幾年唔係呢幾年係呢幾十年法生咗咩事去到呢個地部,64,10
48,即係好似香港嘅細路妹而家俾人恰緊咁點呢,即係好似香港嘅細路妹而家俾人瞌緊咁點呢,19,1
49,咁變咗呢幾年就係跟得好足囉同埋呢幾年返香港返得比較密啲嘅,咁變咗呢幾年就係跟得好捉囉同埋呢幾年反香港反得比較密啲嘅,28,3
50,因為九四年我屋企人移民過咗嚟我成十幾年冇返去二零零八年先返返去,因為九四年我U企人移民過咗來我成十幾年冇反去二零零八年先反反去,31,5
51,咁跟住二零零八年之後我大概都係兩年返一次咁樣,咁跟住二零零八年之後我大概都係兩年反一次咁樣,22,1
52,我覺得多倫多好嘅地方係一個好好嘅環境可以停落嚟試下一啲比較嚴肅嘅嘢同埋有個空間畀我哋去放慢個波法去諗返究竟生活喺到做咩呀有咩意義呢係咪就咁吃喝玩樂就咁組織家庭,我覺得多輪多好嘅地方係一個好好嘅還警可以停落來試下一啲比較炎粟嘅嘢同埋有個空間俾我哋去放萬個波法去林販究竟生活喺到做咩吖有咩意二呢係咪就咁吃喝玩落就咁早即家停,79,16
53,即係由一屋都係小朋友跟住到啦跟住到瓜老襯即係係咪淨係咁呢抑或係有多啲嘢呢咁呢個步法係比我哋好多空間諗呢樣嘢甚至乎可以將呢啲嘢諗到嘅實行出來例如我想迆歇耐少少,即係油一岸都係小朋友跟住到喇跟住到瓜老襯即係係咪淨係咁呢抑畫係有多啲嘢呢咁呢個部髮係俾我哋好多空間U呢樣嘢U至扶可以障呢啲嘢林到嘅實行出來例如我想而揭耐少少,78,14
54,即係呢度係有呢一樣嘢可以迆啲囉香港就,即係呢度係有呢一樣嘢可以移啲囉香港就,18,1
55,就算行喺街都係好快樣樣嘢好快基本上我記得我返到去佢哋已經會即刻開會話喂你係咪喺第二度返嚟架講嘢咁慢問啲咁嘅問題嘅即係個類咁嘅嘢,就算行喺街都係好快樣樣嘢好快基本上我記得我反到去佢哋已經會即刻開會話喂你係咪喺第二度反來𡃉講嘢咁萬問啲咁嘅問題嘅即係個淚咁嘅嘢,63,6
56,實在而家香港人都會到有個分別即係或者你點講嘢咁樣係囉,實在而家香港人都會到有個分別即係或者你點講嘢咁樣係囖,26,1
57,係,係,1,0
58,覺得,覺得,2,0
59,其實我覺得係一區區嘅比如我去返深水埗咁我又覺得轉變又唔係咁大,其實我覺得係一區區嘅比如我去反深水部咁我又覺得轉變又唔係咁大,30,2
60,可能佢啲中環呀或者其他地方呀或者就算落返北角有唔係大都我認唔到,可能佢啲中環吖或者其他地方吖或者就算樂反北覺有唔係大都我認唔到,31,5
61,唔係嘩唔係認唔到但係嗰個,唔係卡唔係認唔到但係嗰個,12,1
62,係囉我感覺上個外觀都唔係相差好遠但係人就聽多咗國語囉呢一樣嘢就最多囉,係囖我感覺上個外官都唔係雙差好遠但係人就挺多咗國語囖呢一樣嘢就最多囖,34,6
63,有其實有一個就係同我一齊中學咁跟住過嚟讀書嘅朋友但係以前係香港都唔熟嘅但嚟咗呢度咁冇啦得你都唔同班嘅唔同級喺香港嚟到有個咁果陣時嚟到得你咪咁囉因為果陣時呢度係冇娛樂㗎嘛,有其實有一個就係同我一齊中學咁跟住過嚟讀書嘅朋友但係以前係香港都唔熟嘅彈來咗呢度咁冇喇得你都唔同班嘅唔同吸喺香港來到有個咁嗰陣時來到得你咪咁囉因為果陣時呢度係冇魚落假嘛,84,10
64,第一中文電視好求其,第一中文電視好求其,9,0
65,即係無呢類嘢啦我又記得我係大癮到個陣時我要我啲老死喺香港個個禮拜就錄咗啲電台節目就寄過嚟多倫多每次就寄一個禮拜我就臨走我俾定一舊錢佢佢就買卡式錄音帶足個禮拜咁樣奇過嚟,即係無呢類嘢喇我又記得我係大癮到個陣時我要我啲老死喺香港個個禮拜就錄咗啲電台節目就記過來多U多每次就記一個禮拜我就淋走我俾定一舊錢佢佢就買卡U錄音帶捉個禮拜咁樣祈過嚟,83,9
66,冇得買冇得嘢都冇咁所以就,冇得買冇得嘢都冇咁所以就,12,0
67,係囉就有個咁樣嘅叫做相遇為名一樣咁嘅沉浸情況嘅人同我一齊囉,係囉就有個咁樣嘅叫做傷預圍明一樣咁嘅尋浸情況嘅人同我一齊囖,29,6
68,好回流都有有,好回留都有有,6,1
69,暫時無呢個打算不過我有呢個,暫時無呢個打算不過我有呢個,13,0
70,願望就係我做到廿幾年嘢之後參唔多呀或者退休如果經濟容許我係想返去嘅就算唔係全部返晒去可能半年喺呢度半年喺香港咁樣囉,願望就係我做到廿幾年嘢之後深唔多啊或者退幽如果經掣容U我係想反去嘅就算唔係全部反晒去可能半年喺呢度半年喺香港咁樣囖,57,8
71,呢個係我嘅夢想嚟嘅,呢個係我嘅夢想來嘅,9,1
72,其實我有個感覺係即係我想,其實我有個感覺係即係我想,12,0
73,如果有命嘅話我想見證到二零四六,如果有命嘅話我想見證到二零四六,15,0
74,係囉即係睇返嗰歷史時刻喺嗰一度睇番成舊嘢點樣,係囖即係睇販嗰力史時黑喺嗰一度睇返成舊嘢點樣,22,5
75,即係係咩情況呢變成點樣樣呢,即係係咩情況呢變成點樣樣呢,13,0
76,好似自己成為歷史嘅一部分一個見證人如果有命嘅話因為我以前八九年我中二嗰年係六四啦咁六四其實我都有,好似自己成圍力史嘅一部分一個建政人如果有命嘅話因為我以前八九年我鍾易嗰年係六四喇咁錄四其實我都有,48,8
77,中二即係其實果陣時都有參加遊行參加即係,中易即係其實果陣時都有心加油衡心茄即係,19,6
78,即係嗰啲集會啦去抗議啦我仲記得嗰年應該無中聯辦就得,即係嗰啲雜會啦去恐以喇我仲記得嗰年應該毛中聯扮就得,25,6
79,新華社咁我哋成班同學放咗學呢就走去新華社門口貼大字報嘅即係喺嗰啲啦,新華社咁我哋成班同學放咗學呢就走去新華U門口貼大自布嘅即係喺嗰啲喇,33,4
80,呢個係好深刻嘅印象咁我想將你啲事串返埋喺我人生裡面都可以睇到呢樣嘢我覺得係我想囉,呢個係好深黑嘅印象咁我想障你啲事寸反埋喺我人生裏面都可以睇到呢樣嘢我覺得係我想囖,40,6
81,我想我想廣東話可以保護囉第日,我想我想廣東話可以保護囖第日,14,1
82,因為即係其實睇到好多即係而家俾人鬧嗰啲叫做激進嘅人又好嗰一套戲十年又好即係其實好多其實個就係一個保護想保護一啲珍惜嘅嘢,因為即係其實睇到好多即係而家俾人鬧嗰啲叫做激俊嘅人又好嗰一套戲十年又好即係其實好多其實個就係一個保U想保護一啲真色嘅嘢,59,4
83,用唔同嘅方法去保護,用唔同嘅方法去保護,9,0
84,但係可能喺另外啲角度嚟睇就已經係一個好唔啱好激進好過份嘅一樣嘢,但係可能喺另外啲角度來睇就已經係一個好唔啱好激俊好過份嘅一樣嘢,31,2
85,但係如果你睇其實係想保護返少少文法保護返少少語言保護返少少嘅自由嘅空間,但係如果你睇其實係想保護反少少文髮保護反少少語言保護反少少嘅字郵嘅空間,35,6
86,即係我諗呢啲嘢如果可以我願望或者願景就係呢啲嘢係仍然可以有一啲去受到保護囉,即係我飲呢啲嘢如果可以我願望或者願景就係呢啲嘢係形然可以有一啲去受到保護囉,37,2
87,咁所以我都即係我有個小朋友啦兩個小朋友啦一個一歲一個四歲,咁所以我都即係我有個小朋友喇兩個小朋友喇一個一歲一個四歲,28,2
88,咁我啱啱呢個即係啱啱呢個,咁我啱啱呢個即係啱啱呢個,12,0
89,呀你等一等啊,啊你等一等吖,6,2
90,呢個夏天呢唔係佢嚟嘅呢個夏天就有個孟嘗做個廣東話咁樣咁成個環境都係廣東話嘅無論係教數學教唱歌乜嘢都係咁我叫我個女佢第一年夠大可以參加就所以去參加囉,呢個夏天呢唔係佢來嘅呢個夏天就有個猛常做個廣東話咁樣咁成個環境都係廣東話嘅無論係教數學教唱歌乜嘢都係咁我叫我個女佢第一年救大可以心家就所以去心加囖,73,8
91,係囉呢個係我嘅希望一個家長可以去保護少少囉我唔知道佢轉到幾再之後可以做到啲咩囉,係囉呢個係我嘅黑望一個迦長可以去保護少少囖我唔知道佢巡到佢再之後可以做到啲咩囖,39,6
92,如果移民就,如果移民就,5,0
93,係好難嘅因為,係好難嘅因為,6,0
94,因為我爸爸唔係成日喺度咁變咗我阿媽就要用佢嘅好有限嘅英文有限公司啦去做啲日常嘅啦,因為我巴巴唔係成日喺度咁變咗我阿媽就要用佢嘅好有限嘅英文有限公司喇去做啲日常嘅喇,40,4
95,咁其實係冇問題嘅只不過就話會,咁其實係冇問題嘅指不過就話會,14,1
96,應該話日常生活冇嘢賣嘢呀其實係冇嘢嘅只不過係話當有啲嘢需要比較特別啲既嘢出現例如乜嘢壞咗哦架車壞咗洗衣機壞咗哦要去某一度去做一啲嘢我阿媽可以去做工譬如咁咁呢啲嘢就變左比較突發性嘅時候呢就要搵呢個資料關於呢樣嘢就唔係咁容易囉尤其係果陣時又冇咁變咗好多其實係問人囉咁問邊個呀鬼識人唔識㗎嘛即係嗰啲咁囉,應該話日常生活冇嘢賣嘢啊其實係冇嘢嘅指不過係話當有啲嘢需要俾較特別啲寄嘢出現例如乜嘢壞咗哦𡃉車壞咗洗衣機壞咗哦要去某一度去做一啲嘢我阿媽可以去做工譬如咁咁呢啲嘢就變咗比較突發性嘅時候呢就要揾呢個支撩關於呢樣嘢就唔係咁容易囖遊其係果陣時又冇咁變咗好多其實係問人囖咁問邊個吖鬼適人唔識假嗎即係嗰啲咁囉,148,16
97,好多猶太人因為喺北約克,好多油太人因為喺北約黑,11,2
98,就咁喺同嗰邊係啦,就咁喺同嗰邊係啦,8,0
99,我唔係我住十六街同,我唔係我住十六街同,9,0
100,哦我諗由九四年住到二零零八,哦我林油九四年住到二零零八,13,2
101,二零零八應該,二零零八應該,6,0
102,嗰個社區,嗰個社區,4,0
103,哦有啊多咗啲中國人果陣時就唔係中國人多咗啲講廣東話嘅人即係香港人,哦有吖多咗啲中國人果陣時就唔係中國人多咗啲講廣東話嘅人即係香港人,32,1
104,方便咗嗰個叫做咩個嘅開放時間係長咗嘅比起我開始嚟到二零零八係長咗嘅係,方便咗嗰個叫做咩個嘅開放時間係長咗嘅比起我開始來到二零零八係長咗嘅係,34,1
105,凡於唔係好大轉變外觀唔係好大轉變,凡於唔係好大轉變外觀唔係好大轉變,16,0
106,因為其實佢已經都比較舊少少嘅區咁其實佢好多現有嘅嘢譬如個都係多但係可能即係,因為其實佢已經都比較舊少少嘅區咁其實佢好多現有嘅嘢譬如個都係多但係可能即係,37,0
107,裝修過咁樣囉咁個舊嘢都仲係度冇唔見到咁樣囉,裝修過咁樣囉咁個舊嘢都重係度冇唔見到咁樣囉,21,1
108,哦多咗好多講普通話嘅朋友係我哋則邊囉因為我哋本來應該係,哦多咗好多講普通話嘅朋友係我哋側邊囖因為我哋本來應該係,27,2
109,即係我哋睇屋果陣時呢嗰區呢係一半半架咋即係唔係好多架但係我依家住嗰條街呢基本上我諗有七成都已經係中國內地嚟呀或者嘅移民囉,即係我哋睇U嗰陣時呢嗰區呢係一半半𡃉揸即係唔係好多𡃉但係我依家住嗰條街呢機本上我飲有七成都已經係中國耐地來吖或者嘅移民囖,60,11
110,同埋以前又掟多間大統華喺嗰度呢咁變咗就更加多啲但我哋搬入去個陣時係冇嘅,同埋以前又掟多間大桶華喺嗰度呢咁變咗就更加多啲但我哋搬入去個陣時係冇嘅,35,1
111,我哋搬咗入去果陣時係得唔知係定係即係嗰類咁樣西人嘅超級市場囉咁所以就,我哋搬咗入去果陣時係得唔知係定係即係嗰類咁樣西人嘅超級市場囖咁所以就,34,1
112,我諗搬入去果陣時大概有三至四成係講香港廣東話即係中國人啦叫做期待係西人嚟嘅,我林搬入去果陣時大概有三至四成係講香港廣東話即係中國人喇叫做其待係西人來嘅,37,4
113,咁但係而家係出去嗰啲係西人一入嚟一定唔係西人,咁但係而家係出去嗰啲係西人一入嚟一定唔係西人,22,0
114,哦咁又覺得冇乜嘢囉都嘅,哦咁又覺得冇乜嘢囖都嘅,11,1
115,因為,因為,2,0
116,哦應該咁講因為我仲未見到一啲可能其他喺其他朋友喺第二啲區遇過比較麻煩嘅事情,哦應該咁講因為我仲未見到一啲可能其他还其他朋友喺第二啲區U過比較麻煩嘅事情,37,2
117,即係突然間包括喺公共嘅公園玩緊個滑梯突然間佢個囡中咗招咁樣唉完來係屎嚟嘅嗰啲咁囉咁我哋又未見過果啲咁所以我就覺得冇乜嘢咁囉,即係突然間包括喺公共嘅公U玩緊個滑梯突然間佢個女鍾咗朝咁樣哎原來係史來嘅嗰啲咁囉咁我哋又未見過果啲咁所以我就覺得冇乜嘢咁囖,61,9
118,有但係短時間嗰啲囉一日兩日三日一個禮拜嗰啲囉,有但係短時間嗰啲囖一日兩日三日一個禮拜嗰啲囖,22,2
119,如果去美國其實主要係賣嘢嘅去呀去得最遠其實果度買嘢唯一一個比較長啲嘅旅行就係上年去,如果去美國其實主要係賣嘢嘅去吖去得最遠其實果度買嘢為一一個比較長啲嘅旅行就係上年去,41,2
120,就咁喺嗰邊嘅就咁因為我個女啱啱即係足歲數呢啲咁嘅咁嘅嘢,就咁喺嗰邊嘅就咁因為我個女啱啱即係捉歲數呢啲咁嘅咁嘅嘢,27,1
121,有佢都已經返咗兩次啦因為我下個禮拜都會返香港因為我嘅仔係一歲啦咁佢要兩歲之前先有免費機票嘅所以我哋把握埋呢個就返多一次咁囉,有佢都已經反咗兩次喇因為我下個禮拜都會反香港因為我嘅仔係一歲喇咁佢要兩歲之前先有面費機票嘅所以我哋把握埋呢個就反多一次咁囉,61,6
122,嘛嘛哋囉講真,嘛嘛哋囉講真,6,0
123,因為我做係做電腦做做嗰啲嘢嘅,因為我做係做電腦做做嗰啲嘢嘅,14,0
124,咁其實都幾就係話即係如果你做呢樣嘢嘅時候你有多啲時間去啦咁你可以係迆或者冇嘢做啦,咁其實都幾就係話即係如果你做呢樣嘢嘅時候你有多啲時間去喇咁你可以係而或者冇嘢做喇,40,3
125,咁但係當然有嘢發生嘅時候就好即係個個都會話你做乜唔做呀你做乜咁慢呀即係嗰類咁樣嘅嘢囉或者即係,咁但係當然有嘢發生嘅時候就好即係個個都會話你做乜唔做啊你做乜咁萬吖即係嗰慮咁樣嘅嘢囖或者即係,46,5
126,即係呀即係點解你唔可以唔呀嗰類咁樣嘅嘢囉,即係吖即係點解你唔可以唔吖嗰慮咁樣嘅嘢囖,20,4
127,吓咁所以,嚇咁所以,4,1
128,所以就純粹係一個賺錢去生活嘅嘢囉對我嚟講,所以就純睡係一個賺錢去生活嘅嘢囖對我來講,20,3
129,如果係叫做夢想呢好細個呢就係想畫漫畫嘅,如果係叫做夢想呢好細個呢就係想畫萬話嘅,19,2
130,因為我真係好鍾意畫嘅咁我會係,因為我真係好鍾意畫嘅咁我會係,14,0
131,即係果陣時係用緊錄影機啦咁我想畫忍者小靈精喎咁我就會自然咁咗跟住係果度印,即係果陣時係用緊錄影機喇咁我想畫忍者小U精蛙咁我就會自然咁咗跟住係果度印,36,3
132,印得印梗係自己慢慢學畫即係嗰啲咁傻咁癲嘅嗰啲咁樣嘅得幾歲啫果陣時,印得印梗係自己慢慢學華即係嗰啲咁傻咁癲嘅嗰啲咁樣嘅得幾歲啫果陣時,32,1
133,係囉呢個係我鍾意畫嘢咁跟住,係囉呢個係我鍾意畫嘢咁跟住,13,0
134,係嘞但係喺嗰陣時係被架啦即係,係嘞但係喺嗰陣時係被𡃉喇即係,14,2
135,吓死咗先至出名架喎咁啦,哪死咗先至出明㗎嘩咁啦,11,4
136,咁跟住就我就話哦你鍾意畫嘢呀不如畫織啦我唔鍾意畫織你叫我攞住把尺我根本最憎呢啲咁唔咁唔嘅嘢即係畫嘢唔係呢味架嘛,咁跟住就我就話哦你鍾意畫嘢吖不如話激喇我唔鍾意話即你叫我攞住把尺我根本最憎呢啲咁唔咁唔嘅嘢即係話嘢唔係呢味㗎嘛,55,8
137,咁但係個就係畫咁樣架囉,咁但係個就係畫咁樣架囉,11,0
138,應該三四歲囉應該係囉,應該三四歲囖應該係囖,10,2
139,嘅呀,嘅吖,2,1
140,我只係知道我好鍾意加菲貓囉所以我喪畫囉果陣時好傻好癲好沈迷咁畫畫畫,我只係知度我好鍾意茄菲貓囖所以我放話囉果陣時好傻好癲好UU咁畫畫畫,33,7
141,都有嘅氹吓啲小朋友吖其實我結婚果陣時畫作套好核突嘅啲啲核突嘅公仔呢,都有嘅氹嚇啲小朋友啊其實我結婚果陣時畫作套好合突嘅啲啲九突嘅公仔呢,33,4
142,畫咗千幾個就係好似一個個果陣時係一個咁樣囉,嘩咗千幾個就係好似一個個果陣時係一個咁樣囉,21,1
143,即係我哋嘅咁樣囉咁即係都有畫嘅,即係我哋嘅咁樣囖咁即係都有畫嘅,15,1
144,而家都而家就氹啲小朋友囉畫呢啲呀畫囉呀咁我譬如我都有點樣講呢,而家都而家就氹啲小朋友囖話呢啲吖畫囉吖咁我譬如我都有點樣講呢,30,4
145,譬如我有時講吓道呀果啲咁嘅咁所以嗰啲我都會用啲呀咁我都會砌吓畫吓咁囉,譬如我有時講嚇度吖果啲咁嘅咁所以嗰啲我都會用啲吖咁我都會砌嚇畫客咁囉,34,6
146,總之我要啲嘢嘅陣時我係會畫嘅其實好少係好似咁樣講晒出嚟嘅,總之我要啲嘢嘅陣時我係會畫嘅其實好小係好似咁樣講晒出來嘅,28,2
147,哦其實我係超級宅架所以其實係好少第一我好少朋友第二呢我冇乜機會出去玩小朋友,哦其實我係超級擲𡃉所以其實係好少第一我好少朋友第二呢我冇乜機會出去玩小朋友,37,2
148,咁所以呢如果,咁所以呢如果,6,0
149,咁我真係冇如果我係叫咗話同啲朋友出嚟就係去佢哋屋企囉,咁我真係冇如果我係叫咗話同啲朋友出來就係去佢哋U企囖,26,3
150,咁但係其實都係多啲囉咁裡面就講事非呀講八卦嘢呀嗰啲嘢囉,咁但係其實都係多啲囖咁裏面就講事飛吖講八掛嘢啊嗰啲嘢囖,27,7
151,係係,係係,2,0
152,哦我會彈結他囉,哦我會彈結他囉,7,0
153,我唔勁架唔勁架好鮓架其實我係一個好嘅人嚟架咁所以我就好想我想點解啲人可以嘅呢,我唔勁架唔勁架好鮓𡃉其實我係一個好嘅人來𡃉咁所以我就好想我想點解啲人可以嘅呢,38,3
154,邊度出嚟架呢嗰啲咁我會囉咁所以我就,邊度出嚟架呢嗰啲咁我會囉咁所以我就,17,0
155,我都有但係,我都有但係,5,0
156,咁樣就成舊嘢點解啲人可以有啲咁嘅去咁出嚟而係可以咁,咁樣就成舊嘢點解啲人可以有啲咁嘅去咁出嚟而係可以咁,25,0
157,咁神奇咁即興咁樣咁我自己就係咁易彈吓彈吓咁樣就練吓少少咁囉,咁神其咁即興咁樣咁我自己就係咁二但嚇彈嚇咁樣就練嚇少少咁囖,29,7
158,係,係,1,0
159,係,係,1,0
160,果陣時呢應該行就例牌啦,果陣時呢應該恆就麗排喇,11,4
161,因為我有唔係乜飲酒嘅嗰啲我唔豪嘅咁但係呢我唯一去過一次呢就係個啲,因為我有唔係乜飲酒嘅嗰啲我唔后嘅咁但係呢我唯一去過一次呢就係個啲,32,1
162,好耐啦即係九,好耐啦即係狗,6,1
163,九六年或者九五年咁就去果唐人街某一間嘅酒吧咁就落去,九六年或者九五年咁就去嗰堂人街某一間嘅酒巴咁就落去,25,3
164,跟住就飲咗我仲記得係叫咗咩話,跟住就飲咗我仲記得係叫咗咩話,14,0
165,咁細支嘅但係呢係藍色嘅跟住啲人話叫做呀我諗嘩咁大鑊咁我為一個印象係咩就係咁囉,咁細支嘅但係呢係藍色嘅跟住啲人話叫做啊我林嘩咁大鑊咁我為一個印U係咩就係咁囖,38,4
166,咁但係其實其他都係行街啦,咁但係其實其他都係恆街喇,12,2
167,在之前的未有咁多嗰啲就會去嗰啲叫咩,在之前的呢未有咁多嗰啲就會去嗰啲叫咩,17,1
168,叫做有啲租書舖嘅有啲叫趕潮流咁你去租書租帶買而家廣播道即係嗰類嗰啲嘢囉,叫做有啲租書舖嘅有啲叫趕朝樓咁你去租書糟帶買而家廣播度即係嗰慮嗰啲嘢囉,35,5
169,咁間唔中因為呢啲執晒啦而家冇架啦去卡拉但係又唔想即係咩係嘅,咁奸唔中因為呢啲執晒啦而家冇架啦去卡拉但係又唔想即係咩係嘅,29,1
170,呀而家仲有但唔知變咗咩樣囉即係嗰類囉,吖而家仲有彈唔知變咗咩樣囖即係嗰類囖,18,4
171,冇架我由細到大都唔打機架即係無論電腦或者我嗰陣時紅白機我都冇架,冇㗎我油細到大都唔打機架即係無論電腦或者我嗰陣時紅白機我都冇𡃉,31,3
172,冇係我走咗之後先至架喺香港我肯定我無直接同有任何關係我就果陣時真係緊龍珠,冇係我走咗之後先至㗎喺香港我肯定我無直接同有任河關係我就果陣時真係緊龍珠,36,2
173,打緊就咁跟住就走咗啦,打緊就咁跟住就走咗啦,10,0
175,其實我好唔開心囉其實我知道如果唔係我第二個仔係果陣時十一月出世我已經返咗去囉,其實我好唔開心囖其實我知度如果唔係我第二個仔係果陣時十一月出細我已經反咗去囖,38,5
176,係呀即係我會係去啲香港人,係吖即係我會係去啲香港人,12,1
177,我會我會架,我會我會架,5,0
